,Group,ChargeCode,Description,Price,Hospital,Year
53,SCO,405205380,SCREW COMPRESSION,658.0,Sharp Coronado Hospital,2019
54,SCO,405205581,STAPLER ENDO LINEAR ALL,2499.0,Sharp Coronado Hospital,2019
55,SCO,405205582,RELOAD ENDO LINEAR ALL,2060.0,Sharp Coronado Hospital,2019
56,SCO,405205772,IMPLT WASHER METAL ALL,241.0,Sharp Coronado Hospital,2019
57,SCO,405205928,BLADE ARTHROSCOPY STRAIGHT,786.0,Sharp Coronado Hospital,2019
58,SCO,405205941,"BASKET, STONE REG              ",2119.0,Sharp Coronado Hospital,2019
59,SCO,405205943,GUIDEWIRE VASC/URO BASIC,477.0,Sharp Coronado Hospital,2019
60,SCO,405206006,SUTURE ETHIBOND MULTIPAK,522.0,Sharp Coronado Hospital,2019
61,SCO,405206098,TUBE TRACH,447.0,Sharp Coronado Hospital,2019
62,SCO,405206099,UTERINE MANIPULATOR DISP,849.0,Sharp Coronado Hospital,2019
63,SCO,405207009,PACKING SURGICEL 4X8,515.0,Sharp Coronado Hospital,2019
64,SCO,405207024,CATH BALLOON DILATIN URO,2328.0,Sharp Coronado Hospital,2019
65,SCO,405207065,GUIDEWIRE VASC/URO OTHER,801.0,Sharp Coronado Hospital,2019
66,SCO,405207071,BASKET SEGURA STONE ALL,1736.0,Sharp Coronado Hospital,2019
67,SCO,405207084,ELECTRODE UROLOGY ALL,1631.0,Sharp Coronado Hospital,2019
68,SCO,405207102,STAPLER CUTTER THICK,1403.0,Sharp Coronado Hospital,2019
69,SCO,405207104,STAPLER LINEAR CUTTER,1226.0,Sharp Coronado Hospital,2019
70,SCO,405207109,STAPLER SURGICAL CDH,2547.0,Sharp Coronado Hospital,2019
71,SCO,405207112,CLIP APPLIER AUTO ALL,540.0,Sharp Coronado Hospital,2019
72,SCO,405207140,ENDO DISSECTOR,2310.0,Sharp Coronado Hospital,2019
73,SCO,405207141,ENDO SHEARS MONOPOLAR,409.0,Sharp Coronado Hospital,2019
74,SCO,405207142,ENDO GRASPER,1203.0,Sharp Coronado Hospital,2019
75,SCO,405207148,ENDOPOUCH,870.0,Sharp Coronado Hospital,2019
76,SCO,405207186,SOLUTION IV                    ,228.0,Sharp Coronado Hospital,2019
77,SCO,405207317,IMPLT BONE PLUG,1739.0,Sharp Coronado Hospital,2019
78,SCO,405207367,SUTURE PASSER RETRIEVER,1573.0,Sharp Coronado Hospital,2019
79,SCO,405207388,KIT SHOULDER SUSPENSION,751.0,Sharp Coronado Hospital,2019
80,SCO,405207396,CEMENT MIX EVAC,581.0,Sharp Coronado Hospital,2019
81,SCO,405207458,INTRODUCER PERCUTANEOS,440.0,Sharp Coronado Hospital,2019
82,SCO,405207561,SHEATH INTRODUCER ALL,1206.0,Sharp Coronado Hospital,2019
83,SCO,405207569,PACKING SINUS MEROCEL DISP,494.0,Sharp Coronado Hospital,2019
84,SCO,405207632,PROBE NERVE MONITORING,2573.0,Sharp Coronado Hospital,2019
85,SCO,405207639,TUBING SET ARTHRO PUMP         ,744.0,Sharp Coronado Hospital,2019
86,SCO,405207641,BURR HIGH SPEED,1240.0,Sharp Coronado Hospital,2019
87,SCO,405207768,BURR ORTHO ALL,1250.0,Sharp Coronado Hospital,2019
88,SCO,405207772,BLADE ORTHO ALL,1060.0,Sharp Coronado Hospital,2019
89,SCO,405207904,SCREW CORTICAL HIGH,579.0,Sharp Coronado Hospital,2019
90,SCO,405207910,IMPLT CABLE GRIP,5601.0,Sharp Coronado Hospital,2019
91,SCO,405207914,IMPLT CABLE/SLEEVE,3076.0,Sharp Coronado Hospital,2019
92,SCO,405207919,GUIDEWIRE ORTHO MODERATE,367.0,Sharp Coronado Hospital,2019
93,SCO,405207920,SCREW CANNULATED,2418.0,Sharp Coronado Hospital,2019
94,SCO,405207925,SCREW ASNIS ALL,2938.0,Sharp Coronado Hospital,2019
95,SCO,405207933,SCREW INTERFERENCE,3634.0,Sharp Coronado Hospital,2019
96,SCO,405207958,PLATE 1/3 TUBULAR,770.0,Sharp Coronado Hospital,2019
97,SCO,405207980,KIT BONE PLUG,2082.0,Sharp Coronado Hospital,2019
98,SCO,405209084,PACKING SURGICEL LARGE,779.0,Sharp Coronado Hospital,2019
99,SCO,405210124,DRAIN BLAKE,630.0,Sharp Coronado Hospital,2019
100,SCO,405210294,SUTURE CARDIO VAS,1172.0,Sharp Coronado Hospital,2019
101,SCO,405210318,ENDO TROCAR BLUNT,859.0,Sharp Coronado Hospital,2019
102,SCO,405212001,DRAIN CHEST ALL,1897.0,Sharp Coronado Hospital,2019
103,SCO,405212024,GRAFT HEMASHIELD PATCH,1304.0,Sharp Coronado Hospital,2019
104,SCO,405212026,CEMENT RESTRICTOR ALL,1061.0,Sharp Coronado Hospital,2019
105,SCO,405212033,ELECTRODE ARTHRO WAND,1900.0,Sharp Coronado Hospital,2019
106,SCO,405212046,CATH CHOLANGIOGRM AMERICAN,1344.0,Sharp Coronado Hospital,2019
107,SCO,405212053,VAPORTRODE DISP,1584.0,Sharp Coronado Hospital,2019
108,SCO,405212062,LASER FIBER HOLMIUM,3486.0,Sharp Coronado Hospital,2019
109,SCO,405212067,STAPLER THORACIC EZ45,1991.0,Sharp Coronado Hospital,2019
110,SCO,405212075,TUBING ULTRADRIVE,1422.0,Sharp Coronado Hospital,2019
111,SCO,405212076,TIP ULTRADRIVE,3507.0,Sharp Coronado Hospital,2019
112,SCO,405212077,SEAMGUARD,2800.0,Sharp Coronado Hospital,2019
113,SCO,405212080,BURR TPS/CORE,894.0,Sharp Coronado Hospital,2019
114,SCO,405212081,BLADE TPS/CORE,1315.0,Sharp Coronado Hospital,2019
115,SCO,405212093,ADHESION BARRIER SINGLE,2366.0,Sharp Coronado Hospital,2019
116,SCO,405212102,DRAIN CONSTAVAC SYSTEM,1080.0,Sharp Coronado Hospital,2019
117,SCO,405212106,ENDO SUCTION/IRRIG SET,987.0,Sharp Coronado Hospital,2019
118,SCO,405212111,HARMONIC SCALPEL SHEARS,3946.0,Sharp Coronado Hospital,2019
119,SCO,405212115,SHEATH URETEROSCOPY,1133.0,Sharp Coronado Hospital,2019
120,SCO,405212188,CLIP FILSHIE,641.0,Sharp Coronado Hospital,2019
121,SCO,405212210,CATH CHOLANGIOGRAM ARROW,724.0,Sharp Coronado Hospital,2019
122,SCO,405212220,TUBING SET IR,1211.0,Sharp Coronado Hospital,2019
123,SCO,405212228,CEMENT ALL,1039.0,Sharp Coronado Hospital,2019
124,SCO,405212229,IMPLANT MESH HERNIA PLUG -,2154.0,Sharp Coronado Hospital,2019
125,SCO,405212234,IMPLANT INTRATHECAL CATH,5841.0,Sharp Coronado Hospital,2019
126,SCO,405212249,ENDO SUTRUE ASSIST,949.0,Sharp Coronado Hospital,2019
127,SCO,405212251,OMS RETRACTOR BALLOON    -,3171.0,Sharp Coronado Hospital,2019
128,SCO,405212257,FIBRIN SEALANT 5ML,3020.0,Sharp Coronado Hospital,2019
129,SCO,405212261,ELECTRODE LIGASURE STANDARD,2885.0,Sharp Coronado Hospital,2019
130,SCO,405212262,ELECTRODE LIGASURE MAX,4568.0,Sharp Coronado Hospital,2019
131,SCO,405212263,FIBRIN SEALANT 2ML,3227.0,Sharp Coronado Hospital,2019
132,SCO,405212271,STAPLER HERNIA TACKER,3247.0,Sharp Coronado Hospital,2019
133,SCO,405212280,TRAY URO DIFFICULT CATH,1940.0,Sharp Coronado Hospital,2019
134,SCO,405212300,KIT PAIN PUMP ON Q,1498.0,Sharp Coronado Hospital,2019
135,SCO,405212308,TIP APPLICATOR ALL,682.0,Sharp Coronado Hospital,2019
136,SCO,405212310,MESH PROLENE MEDIUM,495.0,Sharp Coronado Hospital,2019
137,SCO,405212317,IMPLT PUMP PAIN PRGRMBL,50405.0,Sharp Coronado Hospital,2019
138,SCO,405212374,CEMENT MIXER OPTIVAC,1116.0,Sharp Coronado Hospital,2019
139,SCO,405212394,STAPLER ATG45,2664.0,Sharp Coronado Hospital,2019
140,SCO,405212400,IMPLT ALLOGRAFT BOVINE  ,10163.0,Sharp Coronado Hospital,2019
141,SCO,405212405,RELOAD TR45 ALL,1182.0,Sharp Coronado Hospital,2019
142,SCO,405212418,CATH PASSER MEDTRONIC,977.0,Sharp Coronado Hospital,2019
143,SCO,405212431,STAPLER HEMORRHOID PPH01,4052.0,Sharp Coronado Hospital,2019
144,SCO,405212460,TUBING HYSTEROSCOPY,873.0,Sharp Coronado Hospital,2019
145,SCO,405212463,LIGASURE DEVICE ALL,4300.0,Sharp Coronado Hospital,2019
146,SCO,405212467,ENDO DEVICE HAND PORT,4985.0,Sharp Coronado Hospital,2019
147,SCO,405212470,PACKING NASAL MEROGEL,988.0,Sharp Coronado Hospital,2019
148,SCO,405212492,SCREW ARTHREX ALL,2838.0,Sharp Coronado Hospital,2019
149,SCO,405212498,ELECTRODE PLASMA WAND,2784.0,Sharp Coronado Hospital,2019
150,SCO,405212531,ALLOGRAFT ACHILLES TENDON  ,21643.0,Sharp Coronado Hospital,2019
151,SCO,405212545,ALLOGRAFT ANTERIOR TIBIALIS,15842.0,Sharp Coronado Hospital,2019
152,SCO,405212551,SCREW LOCKING LOW,964.0,Sharp Coronado Hospital,2019
153,SCO,405212566,PLATE PROXIMAL HUMERAL,10973.0,Sharp Coronado Hospital,2019
154,SCO,405212570,IMPLT END CAP,1545.0,Sharp Coronado Hospital,2019
155,SCO,405212572,IMPLT NAIL FEMORAL MOD,10946.0,Sharp Coronado Hospital,2019
156,SCO,405212573,IMPLT NAIL FEMORAL HIGH,15544.0,Sharp Coronado Hospital,2019
157,SCO,405212578,IMPLT NAIL CANULTD TROCH,11788.0,Sharp Coronado Hospital,2019
158,SCO,405212585,PLATE LATERAL FIBULA,4290.0,Sharp Coronado Hospital,2019
159,SCO,405212614,SEALANT HEMOSTATIC FLOWABLE,2097.0,Sharp Coronado Hospital,2019
160,SCO,405212617,CEMENT W/ANTIBIOTIC,2594.0,Sharp Coronado Hospital,2019
161,SCO,405212642,MESH PROLENE SYSTEM ALL,2684.0,Sharp Coronado Hospital,2019
162,SCO,405212652,IMPLT BLADE SPIRAL/HELICAL,4119.0,Sharp Coronado Hospital,2019
163,SCO,405212654,PLATE 1/3 TUBULAR TITANIUM ALL,685.0,Sharp Coronado Hospital,2019
164,SCO,405212657,SCREW LAG HIGH,4241.0,Sharp Coronado Hospital,2019
165,SCO,405212665,SCREW CORTICAL MINI 1.0/2.0,467.0,Sharp Coronado Hospital,2019
166,SCO,405212680,SCREW CRANIAL FACIAL,591.0,Sharp Coronado Hospital,2019
167,SCO,405212688,IMPLT GEN STIM/PAIN     ,73428.0,Sharp Coronado Hospital,2019
168,SCO,405212689,PROGRAMMER STIM/PAIN,7763.0,Sharp Coronado Hospital,2019
169,SCO,405212696,LEAD ELECTRODE PAIN/STIM,18610.0,Sharp Coronado Hospital,2019
170,SCO,405212708,ALLOGRAFT DBM PUTTY 2/2.5CC,3519.0,Sharp Coronado Hospital,2019
171,SCO,405212717,IMPLT NAIL TIBIAL TITANIUM,9459.0,Sharp Coronado Hospital,2019
172,SCO,405212722,PLATE LCP HIGH,3604.0,Sharp Coronado Hospital,2019
173,SCO,405212726,IMPLT MESH 3D MAX ALL,2312.0,Sharp Coronado Hospital,2019
174,SCO,405212735,BLADE SINUS,2179.0,Sharp Coronado Hospital,2019
175,SCO,405212748,STAPLER CONTOUR ALL,3012.0,Sharp Coronado Hospital,2019
176,SCO,405212749,RELOAD CONTOUR ALL,2142.0,Sharp Coronado Hospital,2019
177,SCO,405212752,IMPLT GEN NEUROSTIM RECHRG,73225.0,Sharp Coronado Hospital,2019
178,SCO,405212760,TROCAR ENDO ALL,503.0,Sharp Coronado Hospital,2019
179,SCO,405212775,STAPLER LINEAR ALL,1349.0,Sharp Coronado Hospital,2019
180,SCO,405212778,TUBING INSUFLATE W/HEATER,624.0,Sharp Coronado Hospital,2019
181,SCO,405212780,ENDO CLOSE DEVICE,900.0,Sharp Coronado Hospital,2019
182,SCO,405212783,CATH DIALYSIS LNG TERM LO,2084.0,Sharp Coronado Hospital,2019
183,SCO,405212801,SEALANT FIBRIN 10ML,3706.0,Sharp Coronado Hospital,2019
184,SCO,405212802,SEALANT FIBRIN 4/5ML,3703.0,Sharp Coronado Hospital,2019
185,SCO,405212812,PLATE LCP LOW,2796.0,Sharp Coronado Hospital,2019
186,SCO,405212815,TISSUE SEALING DEVICE DISP,3517.0,Sharp Coronado Hospital,2019
187,SCO,405212818,PROBE ESOPHAGEAL DOPPLER ,1659.0,Sharp Coronado Hospital,2019
188,SCO,405212830,STAPLER EEA ALL,3842.0,Sharp Coronado Hospital,2019
189,SCO,405212856,SCREW LOCKING MED,1244.0,Sharp Coronado Hospital,2019
190,SCO,405212857,SCREW LOCKING HIGH,1752.0,Sharp Coronado Hospital,2019
191,SCO,405212858,DEVICE PLASMA BLADE NDL,3875.0,Sharp Coronado Hospital,2019
192,SCO,405212861,ADHESION BARRIER MULTI PK,4110.0,Sharp Coronado Hospital,2019
193,SCO,405212862,MORCELLATOR TISSUE XTRACT,3077.0,Sharp Coronado Hospital,2019
194,SCO,405212876,PINS GUIDANCE PER THREE,456.0,Sharp Coronado Hospital,2019
195,SCO,405212877,SEALANT LUNG 8ML,5264.0,Sharp Coronado Hospital,2019
196,SCO,405212878,PACK ROBOTIC,3670.0,Sharp Coronado Hospital,2019
197,SCO,405212879,EYE CASSETTE TIP          ,566.0,Sharp Coronado Hospital,2019
198,SCO,405212885,IMPLT ANCHOR ST/BONE MOD,3391.0,Sharp Coronado Hospital,2019
199,SCO,405212889,PACK MAKOPLASTY JOINT        ,4624.0,Sharp Coronado Hospital,2019
200,SCO,405212890,IMPLT ANCHOR ST/BONE HIGH,4041.0,Sharp Coronado Hospital,2019
201,SCO,405212896,TRAY PEG,1898.0,Sharp Coronado Hospital,2019
202,SCO,405212900,TUBE URETERAL MODERATE,1153.0,Sharp Coronado Hospital,2019
203,SCO,405212924,CATH BAL DIL NONVASC HIGH,9410.0,Sharp Coronado Hospital,2019
204,SCO,405212925,MICROMATRIX MATRISTEM/MG,16.0,Sharp Coronado Hospital,2019
205,SCO,405212926,GUIDEWIRE ORTHO HIGH,1256.0,Sharp Coronado Hospital,2019
206,SCO,405212954,SURGIMEND NEONATAL/0.5SQCM ,119.0,Sharp Coronado Hospital,2019
207,SCO,405212965,IMPLANT GRAFT JACKET/SQ CM,810.0,Sharp Coronado Hospital,2019
208,SCO,405212973,PLATE MAX/FACIAL LOW,2574.0,Sharp Coronado Hospital,2019
209,SCO,405212974,PLATE MAX/FACIAL MODERATE,5340.0,Sharp Coronado Hospital,2019
210,SCO,405212984,RETRACTOR ILLUMINATED,1679.0,Sharp Coronado Hospital,2019
211,SCO,405212998,IMPLANT TISSUE MATRIX MOD,8309.0,Sharp Coronado Hospital,2019
212,SCO,405213000,RETAINER WOUND ALL,552.0,Sharp Coronado Hospital,2019
213,SCO,405213003,SCREW BONE VARI ANGLE,1303.0,Sharp Coronado Hospital,2019
214,SCO,405213004,SCREW BONE METAPHYSEAL,455.0,Sharp Coronado Hospital,2019
215,SCO,405213005,TUBE FEEDING LOW,650.0,Sharp Coronado Hospital,2019
216,SCO,405213006,TUBE FEEDING HIGH,1409.0,Sharp Coronado Hospital,2019
217,SCO,405213007,PUMP PAIN ONQ HIGH,4309.0,Sharp Coronado Hospital,2019
218,SCO,405213008,PUMP PAIN ONQ LOW,1333.0,Sharp Coronado Hospital,2019
219,SCO,405213010,POWDER HEMOSTATIC ALL,1827.0,Sharp Coronado Hospital,2019
220,SCO,405213012,MARKER TISSUE ORTHO,3250.0,Sharp Coronado Hospital,2019
221,SCO,405213013,SCREW CANNULATED LOW,827.0,Sharp Coronado Hospital,2019
222,SCO,405213014,IMPLT CAGE PROX HUMERAL ALL,26648.0,Sharp Coronado Hospital,2019
223,SCO,405213015,CATH SHEATH GUIDING MOD,3723.0,Sharp Coronado Hospital,2019
224,SCO,405213016,IMPLANT FINGER JOINT,7381.0,Sharp Coronado Hospital,2019
225,SCO,405213021,WOUND MATRIX CYTAL/SQ CM,43.0,Sharp Coronado Hospital,2019
226,SCO,405213022,IMPLANT TISSUE MATRIX LOW,3785.0,Sharp Coronado Hospital,2019
227,SCO,405213023,IMPLANT MAMMARY ALL,4702.0,Sharp Coronado Hospital,2019
228,SCO,405213028,PACK EYE OPHTHALMIC MOD,412.0,Sharp Coronado Hospital,2019
229,SCO,405213029,PACK EYE VITRECTOMY,3108.0,Sharp Coronado Hospital,2019
230,SCO,405213030,PACK EYE RETINAL,3668.0,Sharp Coronado Hospital,2019
231,SCO,405240001,IMPLANT HIP PRIMARY,31673.0,Sharp Coronado Hospital,2019
232,SCO,405240002,IMPLANT KNEE PRIMARY,28298.0,Sharp Coronado Hospital,2019
233,SCO,405240003,IMPLANT HIP BIPOLAR,11057.0,Sharp Coronado Hospital,2019
234,SCO,405240004,IMPLANT HIP UNIPOLAR,7497.0,Sharp Coronado Hospital,2019
235,SCO,405240012,IMPLANT TISSUE EXPANDER,10211.0,Sharp Coronado Hospital,2019
236,SCO,405240017,IMPLANT KNEE OXFORD,26659.0,Sharp Coronado Hospital,2019
237,SCO,405240018,IMPLANT KNEE UNICOMPARTMNTL,23063.0,Sharp Coronado Hospital,2019
238,SCO,405240019,IMPLANT HIP RESURFACING,27865.0,Sharp Coronado Hospital,2019
239,SCO,405240025,IMPLANT SHOULDER TOTAL,29936.0,Sharp Coronado Hospital,2019
240,SCO,405240026,IMPLANT SHOULDER REVERSE,36020.0,Sharp Coronado Hospital,2019
241,SCO,405240027,IMPLANT SHOULDER HEMI,22979.0,Sharp Coronado Hospital,2019
242,SCO,405240030,IMPLT KNEE PATELLO FEMORAL,24510.0,Sharp Coronado Hospital,2019
243,SCO,405240039,IMPLT CAGE SHOULDER /W PLATE,31323.0,Sharp Coronado Hospital,2019
244,SCO,405240040,IMPLT CAGE SHOULDER W/O PLATE,29414.0,Sharp Coronado Hospital,2019
245,SCO,405240041,IMPLANT TOTAL ANKLE,55688.0,Sharp Coronado Hospital,2019
246,SCO,405240042,IMPLANT TOTAL ELBOW,53625.0,Sharp Coronado Hospital,2019
247,SCO,405240044,IMPLT SHLDR GLENOID UPGRD,5765.0,Sharp Coronado Hospital,2019
248,SCO,405250007,SCREW PEDICLE FIXED ANGLE,4742.0,Sharp Coronado Hospital,2019
249,SCO,405250025,PIN TEMPORARY FIXATION,980.0,Sharp Coronado Hospital,2019
250,SCO,405250026,SPINE WIRE,573.0,Sharp Coronado Hospital,2019
251,SCO,405250029,ALLOGRAFT CANC CH/CU SM/LO,1964.0,Sharp Coronado Hospital,2019
252,SCO,405250032,ALLOGRAFT DBM ANY 1CC,2446.0,Sharp Coronado Hospital,2019
253,SCO,405250034,ALLOGRAFT DBM ANY 5CC,5378.0,Sharp Coronado Hospital,2019
254,SCO,405250035,ALLOGRAF DBM ANY MOD 10CC,9909.0,Sharp Coronado Hospital,2019
255,SCO,405250038,FILLER BONE VOID 10CC,9107.0,Sharp Coronado Hospital,2019
256,SCO,405250051,ALLOGRAF DBM ANY HI 10CC,14539.0,Sharp Coronado Hospital,2019
257,SCO,405269305,RETRACTOR LONESTAR,940.0,Sharp Coronado Hospital,2019
258,SCO,405280070,IMPLANT LOOP RECORDER,26534.0,Sharp Coronado Hospital,2019
259,SCO,405280179,STENT PERIPHERAL ALL,6239.0,Sharp Coronado Hospital,2019
260,SCO,405280212,GUIDEWIRE COR ALL,5640.0,Sharp Coronado Hospital,2019
261,SCO,405281000,PACER DUAL MODERATE,24920.0,Sharp Coronado Hospital,2019
262,SCO,405281002,PACER SNGL RR MOD,24701.0,Sharp Coronado Hospital,2019
263,SCO,405281008,PACER OTHER NON SNGL/DUAL,31785.0,Sharp Coronado Hospital,2019
264,SCO,405281020,LEAD PACER LOW,4621.0,Sharp Coronado Hospital,2019
265,SCO,405281022,LEAD PACER HIGH,3906.0,Sharp Coronado Hospital,2019
266,SCO,405281030,AICD GEN DUAL MOD,118229.0,Sharp Coronado Hospital,2019
267,SCO,405281034,AICD DUAL W/THERAPIES,150887.0,Sharp Coronado Hospital,2019
268,SCO,405281040,LEAD AICD ENDOCARD SNGL,28392.0,Sharp Coronado Hospital,2019
269,SCO,405281056,INTRODUCER EP PEEL AWAY,449.0,Sharp Coronado Hospital,2019
270,SCO,405281067,BALLOON/CATH PTA   ,1738.0,Sharp Coronado Hospital,2019
271,SCO,405285005,WIRE GUIDE MICRO,1592.0,Sharp Coronado Hospital,2019
272,SCO,405289950,NCT02494544 IMPLT KNEE CONFORMIS,24123.0,Sharp Coronado Hospital,2019
273,SCO,405800064,GAUZE XEROFORM 5X9,5.0,Sharp Coronado Hospital,2019
274,SCO,405800136,CATH COUDE STRAIGHT,5.0,Sharp Coronado Hospital,2019
275,SCO,405800146,COLLAR STIFNECK,145.0,Sharp Coronado Hospital,2019
276,SCO,405800220,CATHETER SUCTION,9.0,Sharp Coronado Hospital,2019
277,SCO,405800946,IMMOBILIZER KNEE UNIVERSAL,204.0,Sharp Coronado Hospital,2019
278,SCO,405801084,TRAY FOLEY INSERT W/BAG,195.0,Sharp Coronado Hospital,2019
279,SCO,405801260,BRACE ANKLE DELUXE,145.0,Sharp Coronado Hospital,2019
280,SCO,405803102,CANNULA TRACHEOSTOMY,30.0,Sharp Coronado Hospital,2019
281,SCO,405803152,TRAY MIDLINE CATHETER,492.0,Sharp Coronado Hospital,2019
282,SCO,405805098,BRACE CLAVICAL,47.0,Sharp Coronado Hospital,2019
283,SCO,405805462,COLLAR CERVICAL,34.0,Sharp Coronado Hospital,2019
284,SCO,405820042,DRESSING WOUND ALGINATE,272.0,Sharp Coronado Hospital,2019
285,SCO,405822081,CATH PWR PICC DUAL LUMEN,1388.0,Sharp Coronado Hospital,2019
286,SCO,405822082,CATH PWR PICC TRIPLE LUMEN,1565.0,Sharp Coronado Hospital,2019
287,SCO,405822083,CATH PWR PICC SINGLE LUMEN,1313.0,Sharp Coronado Hospital,2019
288,SCO,405822091,DRESSING FOAM HYDROFERA LG,82.0,Sharp Coronado Hospital,2019
289,SCO,405822092,DRESSING FOAM HYDROFERA SM,26.0,Sharp Coronado Hospital,2019
290,SCO,405822094,KIT PLEURAL DRAINAGE      ,788.0,Sharp Coronado Hospital,2019
291,SCO,405822105,BANDAGE TUBULAR COMPRESSION,41.0,Sharp Coronado Hospital,2019
292,SCO,405822126,KIT RECIRCULATION SYSTEM (MARS),11465.0,Sharp Coronado Hospital,2019
293,SCO,405822130,BOOT HEEL AFO ALL,547.0,Sharp Coronado Hospital,2019
294,SCO,405822145,CATH CVC MULTILUMEN,1917.0,Sharp Coronado Hospital,2019
