,Charge Code,Description,HCPCS Code,Price,Hospital,Year
28,200220,L&D PACU LEVEL 4 1ST HR,Z7512,1263.81,Adventist Health Reedley,2019
29,200238,L&D PACU LEVEL 4 ADDL 30M,Z7512,505.86,Adventist Health Reedley,2019
30,200246,L&D PACU LEVEL 5 1ST HR,Z7512,1361.8,Adventist Health Reedley,2019
31,200253,L&D PACU LEVEL 5 ADDL 30M,Z7512,545.1,Adventist Health Reedley,2019
32,200287,L&D SURG LEVEL 2 1ST HR,Z7506,4626.41,Adventist Health Reedley,2019
33,200295,L&D SURG LEVEL 2 ADDL 30M,Z7508,1881.81,Adventist Health Reedley,2019
34,200303,L&D SURG LEVEL 3 1ST HR,Z7506,5550.53,Adventist Health Reedley,2019
35,200311,L&D SURG LEVEL 3 ADDL 30M,Z7508,2256.71,Adventist Health Reedley,2019
36,200329,L&D SURG LEVEL 4 1ST HR,Z7506,7884.22,Adventist Health Reedley,2019
37,200337,L&D SURG LEVEL 4 ADDL 30M,Z7508,3186.06,Adventist Health Reedley,2019
38,200360,LACTATION EDUC 30M,S9443,67.22,Adventist Health Reedley,2019
39,200378,VAGINAL DELIVERY LEVEL 1,,2151.07,Adventist Health Reedley,2019
40,200386,VAGINAL DELIVERY LEVEL 2,,2330.33,Adventist Health Reedley,2019
41,200402,INJ AMNIOCENTESIS,,431.33,Adventist Health Reedley,2019
42,200410,FETAL CONTR STRESS TEST,,448.25,Adventist Health Reedley,2019
43,200428,FETAL NON-STRESS TEST,,448.25,Adventist Health Reedley,2019
44,200436,US PREG UTERUS >1ST SNGL,,602.46,Adventist Health Reedley,2019
45,200451,US PREG UTERUS LTD 1+,,625.26,Adventist Health Reedley,2019
46,200469,US PREG UTERUS F-UP/FETUS,,361.16,Adventist Health Reedley,2019
47,200477,US BIOPHYS PROF W/NST,,602.46,Adventist Health Reedley,2019
48,200485,US BIOPHYS PROF WO NST,,602.46,Adventist Health Reedley,2019
49,200493,US GUIDE AMNIOCENTESIS,,755.44,Adventist Health Reedley,2019
50,200501,VACCINE ADMIN SNGL,,108.19,Adventist Health Reedley,2019
51,200519,VACCINE ADMIN EA ADDL,,108.19,Adventist Health Reedley,2019
52,200600,INJECTION IM/SQ,,101.74,Adventist Health Reedley,2019
53,200642,NEONATAL RESUSCITATION,,885.93,Adventist Health Reedley,2019
54,200659,OBSRV L&D LEVEL 1/HR,G0378,94.11,Adventist Health Reedley,2019
55,200675,CIRCUMCISION,,1511.67,Adventist Health Reedley,2019
56,200683,OBSRV L&D LEVEL 2/HR,G0378,94.11,Adventist Health Reedley,2019
57,200691,OBSRV L&D LEVEL 3/HR,G0378,94.11,Adventist Health Reedley,2019
58,200709,OBSRV L&D LEVEL 4/HR,G0378,94.11,Adventist Health Reedley,2019
59,200717,LACTATION EDUC 15M,S9443,34.14,Adventist Health Reedley,2019
60,200725,LACTATION EDUC 45M,S9443,101.37,Adventist Health Reedley,2019
61,200733,LACTATION EDUC 60M,S9443,134.44,Adventist Health Reedley,2019
62,200741,INJ EPIDURAL,Z7610,448.14,Adventist Health Reedley,2019
63,200766,EXTERNAL CEPHALIC VERSION,,1217.07,Adventist Health Reedley,2019
64,200774,CIRCADIAN RHYTHM INF/PEDS,,1555.42,Adventist Health Reedley,2019
65,200808,LACTATION COUNSEL VISIT,S9443,299.83,Adventist Health Reedley,2019
66,200816,US PREG UTERUS 1ST SNGL 02,,602.46,Adventist Health Reedley,2019
67,200865,AU OAE LTD,,83.23,Adventist Health Reedley,2019
68,200873,INSERT CERVICAL DILATOR,,684.7,Adventist Health Reedley,2019
69,200899,DELIVERY PLACENTA,,1651.4,Adventist Health Reedley,2019
70,200907,VENIPUNCTURE ROUTINE,,8.0,Adventist Health Reedley,2019
71,200923,CAPILLARY BLD COLLECTION,,7.84,Adventist Health Reedley,2019
72,200931,LACTATION EDUC 120M,S9443,268.88,Adventist Health Reedley,2019
73,200972,L&D/ANTEPARTUM/HR MAX 12,,229.14,Adventist Health Reedley,2019
74,200998,IV HYDRAT THRPY INTL 31-90M,,471.77,Adventist Health Reedley,2019
75,201004,IV HYDRAT THRPY ADD HR,,124.73,Adventist Health Reedley,2019
76,201012,IV DX/TX THRPY 1ST HR,,471.77,Adventist Health Reedley,2019
77,201020,IV DX/TX THRPY ADD HR,,124.73,Adventist Health Reedley,2019
78,201038,IV DX/TX ADD SEQ MAX1,,188.43,Adventist Health Reedley,2019
79,201046,IV DX/TX CONCUR MAX1,,188.43,Adventist Health Reedley,2019
80,201053,INJ IVP SNGL/INTL,,205.4,Adventist Health Reedley,2019
81,201061,INJ IVP ADD SEQ NEW,,205.4,Adventist Health Reedley,2019
82,201137,OBSRV ASMT DIRECT ADMIT 02,G0379,88.2,Adventist Health Reedley,2019
83,201145,VISIT EST LEVEL 1 02,G0463,318.13,Adventist Health Reedley,2019
84,201186,INJ IVP ADD SEQ SAME 02,,205.4,Adventist Health Reedley,2019
85,201194,BILIRUBIN TOTAL TRANSCUT 02,,25.62,Adventist Health Reedley,2019
86,201210,INJ EPI BLOOD/CLOT PATCH 02,,1912.76,Adventist Health Reedley,2019
87,201228,EVAL CERVICOVAG FLUID QUAL EA 02 020,,53.35,Adventist Health Reedley,2019
88,201269,PH BODY FLUID NOS 02,,16.01,Adventist Health Reedley,2019
89,201277,US BIOPHYS PROF W/NST LTD 02,,602.46,Adventist Health Reedley,2019
90,201319,BLOOD TRANSFUSION <1HR,Z5200,1954.74,Adventist Health Reedley,2019
91,201327,BLOOD TRANSFUSION >8HR,Z5200,1954.74,Adventist Health Reedley,2019
92,201335,BLOOD TRANSFUSION 1-2HR,Z5200,1954.74,Adventist Health Reedley,2019
93,201343,BLOOD TRANSFUSION 2-3HR,Z5200,1954.74,Adventist Health Reedley,2019
94,201350,BLOOD TRANSFUSION 3-4HR,Z5200,1954.74,Adventist Health Reedley,2019
95,201368,BLOOD TRANSFUSION 4-5HR,Z5200,1954.74,Adventist Health Reedley,2019
96,201376,BLOOD TRANSFUSION 5-6HR,Z5200,1954.74,Adventist Health Reedley,2019
97,201384,BLOOD TRANSFUSION 6-7HR,Z5200,1954.74,Adventist Health Reedley,2019
98,201392,BLOOD TRANSFUSION 7-8HR,Z5200,1954.74,Adventist Health Reedley,2019
99,300012,HEMODIALYSIS IP SNGL EVAL,,4928.86,Adventist Health Reedley,2019
100,300020,HEMODIALYSIS OP SNGL EVAL,,4928.86,Adventist Health Reedley,2019
101,300079,NON-HEMO OTH IP SNGL EVAL,,4785.32,Adventist Health Reedley,2019
102,300087,HEMO OP CAPD SNGL EVAL,,4785.32,Adventist Health Reedley,2019
103,300095,HEMO OP CCPD SNGL EVAL,,4785.32,Adventist Health Reedley,2019
104,300103,PERI OP SNGL EVAL,,4785.32,Adventist Health Reedley,2019
105,300160,HEMO ESRD OP UNSCHED/ER,G0257,4785.32,Adventist Health Reedley,2019
106,300178,THER PLASMA PHERESIS,,4847.67,Adventist Health Reedley,2019
107,300186,THERAPEUTIC APH W/ADSORP,,14220.62,Adventist Health Reedley,2019
108,300194,THERAPEUTIC APH WBC,,4847.67,Adventist Health Reedley,2019
109,300202,THERAPEUTIC APH RBC,,4847.67,Adventist Health Reedley,2019
110,300210,THERAPEUTIC APH PLTS,,4847.67,Adventist Health Reedley,2019
111,400010,SURG LEVEL 1 1ST HR 04,Z7506,928.35,Adventist Health Reedley,2019
112,400028,SURG LEVEL 1 ADDL 30M 04,Z7508,373.73,Adventist Health Reedley,2019
113,400036,SURG LEVEL 2 1ST HR 04,Z7506,5259.7,Adventist Health Reedley,2019
114,400044,SURG LEVEL 2 ADDL 30M 04,Z7508,2138.68,Adventist Health Reedley,2019
115,400051,SURG LEVEL 3 1ST HR 04,Z7506,6310.32,Adventist Health Reedley,2019
116,400069,SURG LEVEL 3 ADDL 30M 04,Z7508,2565.62,Adventist Health Reedley,2019
117,400077,SURG LEVEL 4 1ST HR 04,Z7506,8963.46,Adventist Health Reedley,2019
118,400085,SURG LEVEL 4 ADDL 30M 04,Z7508,3622.19,Adventist Health Reedley,2019
119,400093,SURG LEVEL 5 1ST HR 04,Z7506,13041.08,Adventist Health Reedley,2019
120,400101,SURG LEVEL 5 ADDL 30M 04,Z7508,5255.93,Adventist Health Reedley,2019
121,450023,AGENT HEMOSTASIS 01,Z7610,236.83,Adventist Health Reedley,2019
122,450072,BARRIER ADHESION,L8699,364.77,Adventist Health Reedley,2019
123,450163,CAGE/SPACER SPINE 01,L8699,7798.97,Adventist Health Reedley,2019
124,450197,CATH ABL ENDO NON-CARDIAC,C1888,5456.71,Adventist Health Reedley,2019
125,450205,CATH ABL NON-CARDIAC04,C1886,1380.14,Adventist Health Reedley,2019
126,450213,CATH BLN DI NON-VASC,C1726,958.2,Adventist Health Reedley,2019
127,450221,CATH BLN TISS DI NON-VASC 04,C1727,815.29,Adventist Health Reedley,2019
128,450320,CATH HEMO LONG TERM,C1750,1653.72,Adventist Health Reedley,2019
129,450346,CATH INFUS NON-HEMO,C1751,238.19,Adventist Health Reedley,2019
130,450403,CATH SPEC/OTHER 01 04,Z7610,236.83,Adventist Health Reedley,2019
131,450411,CATH SUPRAPUBIC/CYSTO,C2627,645.15,Adventist Health Reedley,2019
132,450429,CATH THROMB/EMBOL 0 04,Z7610,945.95,Adventist Health Reedley,2019
133,450478,CATH URETERAL 0 04,C1758,97.99,Adventist Health Reedley,2019
134,450619,DEVICE URI/PELV W/SL 0 04,L8699,4699.83,Adventist Health Reedley,2019
135,450650,ADAPT/EXT LEAD 02,C1883,3278.66,Adventist Health Reedley,2019
136,450858,GRAFT VASC SYN 01,L8699,473.66,Adventist Health Reedley,2019
137,451161,INTRO/SHEATH NON-CARDIAC,Z7610,681.91,Adventist Health Reedley,2019
138,451252,LEAD NEUROSTM KT 01 04,C1897,519.69,Adventist Health Reedley,2019
139,451351,MORCELLATOR 04,C1782,2338.35,Adventist Health Reedley,2019
140,451385,NDL BRACHYTX 04,L8699,63.84,Adventist Health Reedley,2019
141,451781,ROD/NAIL/PIN ORTH/SPINE0304,L8699,945.95,Adventist Health Reedley,2019
142,451948,PLATE ORTHO/SPINE 03,L8699,945.95,Adventist Health Reedley,2019
143,452003,PORT INDWELLING 02,L8699,945.95,Adventist Health Reedley,2019
144,452011,PORT INDWELLING 03,L8699,1416.89,Adventist Health Reedley,2019
145,452052,PORT INDWELLING 01 04,L8699,473.66,Adventist Health Reedley,2019
146,452326,IMP SEALANT LQ 0104,Z7610,945.95,Adventist Health Reedley,2019
147,452367,IMP SEALANT LQ 04 04,Z7610,2362.84,Adventist Health Reedley,2019
148,452466,STENT NON-COR TEMP WO 01,L8699,473.66,Adventist Health Reedley,2019
149,452490,TISS CONN HUMAN 01,L8699,1416.89,Adventist Health Reedley,2019
150,452722,IMP SEALANT LQ 03,Z7610,1890.55,Adventist Health Reedley,2019
151,452730,IMP SEALANT LQ 02,Z7610,1416.89,Adventist Health Reedley,2019
152,452763,CONNECTOR SPINE 0104,L8699,2272.39,Adventist Health Reedley,2019
153,452797,AGENT HEMOSTASIS 0204,Z7610,473.66,Adventist Health Reedley,2019
154,452805,AGENT HEMOSTASIS 0304,Z7610,710.49,Adventist Health Reedley,2019
155,452995,BOLT ORTHO/SPINE 06,L8699,3119.6,Adventist Health Reedley,2019
156,453001,BOLT ORTHO/SPINE 07 04,L8699,3639.54,Adventist Health Reedley,2019
157,453290,CABLE ORTHO/SPINE 07 04,L8699,9527.6,Adventist Health Reedley,2019
158,453308,CAGE/SPACER SPINE 0204,L8699,10398.7,Adventist Health Reedley,2019
159,453316,CAGE/SPACER SPINE 03,L8699,12992.18,Adventist Health Reedley,2019
160,453324,CAGE/SPACER SPINE 0404,L8699,14277.08,Adventist Health Reedley,2019
161,453332,CAGE/SPACER SPINE 0504,L8699,16673.3,Adventist Health Reedley,2019
162,453340,CATH SPEC/OTHER 02 04,Z7610,473.66,Adventist Health Reedley,2019
163,453357,CATH SPEC/OTHER 03 04,Z7610,945.95,Adventist Health Reedley,2019
164,453365,CATH SPEC/OTHER 04,Z7610,1416.89,Adventist Health Reedley,2019
165,453373,CATH SPEC/OTHER 05 04,Z7610,1890.55,Adventist Health Reedley,2019
166,453381,CATH SPEC/OTHER 06 04,Z7610,2362.84,Adventist Health Reedley,2019
167,453399,CATH SPEC/OTHER 07 04,Z7610,2833.78,Adventist Health Reedley,2019
168,453894,CONNECTOR SPINE 03,L8699,5199.34,Adventist Health Reedley,2019
169,453902,CONNECTOR SPINE 04,L8699,6499.18,Adventist Health Reedley,2019
170,453910,CONNECTOR SPINE 05,L8699,6239.96,Adventist Health Reedley,2019
171,453928,CONNECTOR SPINE 0604,L8699,9098.86,Adventist Health Reedley,2019
172,453936,CONNECTOR SPINE 0704,L8699,9527.6,Adventist Health Reedley,2019
173,453944,CONNECTOR SPINE 08 04,L8699,12992.18,Adventist Health Reedley,2019
174,454090,GEN NEUROSTM NON 05 04,L8699,108206.29,Adventist Health Reedley,2019
175,454116,GRAFT VASC ALLO/XEN 02,L8699,1039.88,Adventist Health Reedley,2019
176,454371,GRAFT VASC SYN 02,L8699,945.95,Adventist Health Reedley,2019
177,454389,GRAFT VASC SYN 03,L8699,1416.89,Adventist Health Reedley,2019
178,454397,GRAFT VASC SYN 04,L8699,1890.55,Adventist Health Reedley,2019
179,454405,GRAFT VASC SYN 0504,L8699,2362.84,Adventist Health Reedley,2019
180,454413,GRAFT VASC SYN 06,L8699,2833.78,Adventist Health Reedley,2019
181,454421,GRAFT VASC SYN 0704,L8699,3306.08,Adventist Health Reedley,2019
182,454439,GRAFT VASC SYN 08,L8699,3779.73,Adventist Health Reedley,2019
183,454447,GRAFT VASC SYN 09,L8699,4250.67,Adventist Health Reedley,2019
184,454454,GRAFT VASC SYN 1004,L8699,4722.97,Adventist Health Reedley,2019
185,454462,GRAFT VASC SYN 1104,L8699,7077.65,Adventist Health Reedley,2019
186,454470,GRAFT VASC SYN 12,L8699,9444.57,Adventist Health Reedley,2019
187,454488,GRAFT VASC SYN 13,L8699,11806.05,Adventist Health Reedley,2019
188,454496,GRAFT VASC SYN 14,L8699,14167.55,Adventist Health Reedley,2019
189,454504,GUIDEWIRE 0304,C1769,945.95,Adventist Health Reedley,2019
190,454512,GUIDEWIRE 04,C1769,1416.89,Adventist Health Reedley,2019
191,454520,GUIDEWIRE 05,C1769,1890.55,Adventist Health Reedley,2019
192,454538,GUIDEWIRE 06,C1769,2362.84,Adventist Health Reedley,2019
193,454546,GUIDEWIRE 07,C1769,2833.78,Adventist Health Reedley,2019
194,454587,GRAFT VASC SYN 15 04,L8699,18887.78,Adventist Health Reedley,2019
195,454595,GRAFT VASC SYN 16 04,L8699,23610.75,Adventist Health Reedley,2019
196,455055,IMP PENILE INFL 03,L8699,33053.96,Adventist Health Reedley,2019
197,455493,LEAD NEUROSTM KT 03 04,C1897,1559.81,Adventist Health Reedley,2019
198,455501,LEAD NEUROSTM KT 04 04,C1897,1731.3,Adventist Health Reedley,2019
199,455782,MESH SYN 0304,L8699,945.95,Adventist Health Reedley,2019
200,455790,MESH SYN 04,L8699,1416.89,Adventist Health Reedley,2019
201,455808,MESH SYN 05,L8699,1890.55,Adventist Health Reedley,2019
202,455816,MESH SYN 06,L8699,2362.84,Adventist Health Reedley,2019
203,455824,MESH SYN 0704,L8699,3542.91,Adventist Health Reedley,2019
204,455832,MESH SYN 08,L8699,4722.97,Adventist Health Reedley,2019
205,455840,MESH SYN 09,L8699,7077.65,Adventist Health Reedley,2019
206,455857,MESH SYN 1004,L8699,9444.57,Adventist Health Reedley,2019
207,455865,MESH SYN 11,L8699,11806.05,Adventist Health Reedley,2019
208,455873,MESH SYN 12,L8699,14167.55,Adventist Health Reedley,2019
209,455881,MESH SYN 13,L8699,16527.66,Adventist Health Reedley,2019
210,455899,MESH SYN 14 04,L8699,18887.78,Adventist Health Reedley,2019
211,455923,MESH WIRE 04 04,L8699,1905.52,Adventist Health Reedley,2019
212,456350,STENT NON-COR TEMP W/ 02,L8699,1039.88,Adventist Health Reedley,2019
213,456426,STENT NON-COR TEMP W/ 09,L8699,4670.59,Adventist Health Reedley,2019
214,456434,STENT NON-COR TEMP W/ 10 04,L8699,5199.34,Adventist Health Reedley,2019
215,456475,STENT NON-COR TEMP WO 02,L8699,945.95,Adventist Health Reedley,2019
216,456483,STENT NON-COR TEMP WO 03,L8699,1416.89,Adventist Health Reedley,2019
217,456491,STENT NON-COR TEMP WO 04 04,L8699,1890.55,Adventist Health Reedley,2019
218,456509,STENT NON-COR TEMP WO 05 04,L8699,2362.84,Adventist Health Reedley,2019
219,456517,STENT NON-COR TEMP WO 06 04,L8699,2833.78,Adventist Health Reedley,2019
220,456525,STENT NON-COR TEMP WO 07 04,L8699,3306.08,Adventist Health Reedley,2019
221,456533,STENT NON-COR TEMP WO 08 04,L8699,3779.73,Adventist Health Reedley,2019
222,456541,STENT NON-COR TEMP WO 09 04,L8699,4250.67,Adventist Health Reedley,2019
223,456558,STENT NON-COR TEMP WO 10 04,L8699,4722.97,Adventist Health Reedley,2019
224,456566,STENT NON-COR TEMP WO 11 04,L8699,7077.65,Adventist Health Reedley,2019
225,456574,STENT NON-COR TEMP WO 12 04,L8699,9444.57,Adventist Health Reedley,2019
226,456582,STENT NON-COR TEMP WO 13 04,L8699,11806.05,Adventist Health Reedley,2019
227,456590,TISS CONN HUMAN 02,L8699,1890.55,Adventist Health Reedley,2019
228,456608,TISS CONN HUMAN 03,L8699,2362.84,Adventist Health Reedley,2019
229,456616,TISS CONN HUMAN 04,L8699,2833.78,Adventist Health Reedley,2019
230,456624,TISS CONN HUMAN 05,L8699,3779.73,Adventist Health Reedley,2019
231,456632,TISS CONN HUMAN 06,L8699,4250.67,Adventist Health Reedley,2019
232,456640,TISS CONN HUMAN 07,L8699,4722.97,Adventist Health Reedley,2019
233,456962,GRAFT VASC SYN 17 04,L8699,35415.44,Adventist Health Reedley,2019
234,457002,ANCHOR/SCREW BONE 0904,L8699,3779.73,Adventist Health Reedley,2019
235,457044,LEAD NEUROSTM KT 11,C1897,6496.09,Adventist Health Reedley,2019
236,457077,AGENT HEMOSTASIS 04,Z7610,945.95,Adventist Health Reedley,2019
237,457085,AGENT HEMOSTASIS 05,Z7610,1416.89,Adventist Health Reedley,2019
238,457093,AGENT HEMOSTASIS 06,Z7610,1890.55,Adventist Health Reedley,2019
239,457101,AGENT HEMOSTASIS 07,Z7610,2362.84,Adventist Health Reedley,2019
240,457119,AGENT HEMOSTASIS 08,Z7610,2833.78,Adventist Health Reedley,2019
241,457127,AGENT HEMOSTASIS 09 04,Z7610,3306.08,Adventist Health Reedley,2019
242,457192,GRAFT VASC ALLO/XEN 19 04,L8670,54134.04,Adventist Health Reedley,2019
243,457200,GRAFT VASC SYN 18 04,L8699,47218.78,Adventist Health Reedley,2019
244,457218,GRAFT VASC SYN 19,L8699,59023.47,Adventist Health Reedley,2019
245,457432,TISS CONN HUMAN 08,L8699,7077.65,Adventist Health Reedley,2019
246,457440,TISS CONN HUMAN 09,L8699,9444.57,Adventist Health Reedley,2019
247,457457,TISS CONN HUMAN 10,L8699,11806.05,Adventist Health Reedley,2019
248,457689,TISS CONN NON-HUM 08,L8699,7077.65,Adventist Health Reedley,2019
249,457713,CATH SPEC/OTHER 08 04,Z7610,3306.08,Adventist Health Reedley,2019
250,457721,CATH THROMB/EMBOL 04,Z7610,1416.89,Adventist Health Reedley,2019
251,457739,CATH THROMB/EMBOL 0504,Z7610,1890.55,Adventist Health Reedley,2019
252,457887,STENT NON-COR TEMP WO 14,L8699,14167.55,Adventist Health Reedley,2019
253,457895,STENT NON-COR TEMP WO 15 04,L8699,18887.78,Adventist Health Reedley,2019
254,458000,PORT INDWELLING 04,L8699,1890.55,Adventist Health Reedley,2019
255,458018,PORT INDWELLING 05,L8699,2362.84,Adventist Health Reedley,2019
256,458026,PORT INDWELLING 0604,L8699,2833.78,Adventist Health Reedley,2019
257,458042,CATH SPEC/OTHER 09,Z7610,3779.73,Adventist Health Reedley,2019
258,458059,IMP SEALANT LQ 05,Z7610,2833.78,Adventist Health Reedley,2019
259,458067,IMP SEALANT LQ 0604,Z7610,3306.08,Adventist Health Reedley,2019
260,458075,IMP SEALANT LQ 07,Z7610,3779.73,Adventist Health Reedley,2019
261,458083,MESH SYN 15,L8699,21250.63,Adventist Health Reedley,2019
262,458141,CATH TRN ATH ROT 08 04,C1724,3811.04,Adventist Health Reedley,2019
263,458174,CATH THROMB/EMBOL 06,Z7610,2362.84,Adventist Health Reedley,2019
264,458182,CATH THROMB/EMBOL 07,Z7610,3542.91,Adventist Health Reedley,2019
265,458190,CATH THROMB/EMBOL 08,Z7610,4722.97,Adventist Health Reedley,2019
266,458208,CATH THROMB/EMBOL 09,Z7610,7077.65,Adventist Health Reedley,2019
267,458257,STENT RX/COAT PERM W/ 03,L8699,11909.5,Adventist Health Reedley,2019
268,458265,STENT RX/COAT PERM W/ 04,L8699,14139.54,Adventist Health Reedley,2019
269,458323,CAGE/SPACER SPINE 06,L8699,20797.38,Adventist Health Reedley,2019
270,458679,PORT INDWELLING 07,L8699,3306.08,Adventist Health Reedley,2019
271,458687,PORT INDWELLING 08 04,L8699,3779.73,Adventist Health Reedley,2019
272,458893,CAGE/SPACER SPINE 0704,L8699,21437.09,Adventist Health Reedley,2019
273,458901,CAGE/SPACER SPINE 0804,L8699,23819.0,Adventist Health Reedley,2019
274,458968,LEAD NEUROSTM KT 1504,C1897,16496.08,Adventist Health Reedley,2019
275,458984,MESH SYN 16 04,L8699,23610.75,Adventist Health Reedley,2019
276,458992,MESH SYN 17 04,L8699,25970.87,Adventist Health Reedley,2019
277,459008,CATH SPEC/OTHER 10 04,Z7610,4250.67,Adventist Health Reedley,2019
278,459016,CATH SPEC/OTHER 11 04,Z7610,4722.97,Adventist Health Reedley,2019
279,459024,CATH SPEC/OTHER 12 04,Z7610,7084.45,Adventist Health Reedley,2019
280,459032,CATH SPEC/OTHER 13 04,Z7610,9444.57,Adventist Health Reedley,2019
281,459081,CATH THROMB/EMBOL 10,Z7610,9444.57,Adventist Health Reedley,2019
282,459099,CATH THROMB/EMBOL 11,Z7610,11806.05,Adventist Health Reedley,2019
283,459107,CATH THROMB/EMBOL 12,Z7610,14167.55,Adventist Health Reedley,2019
284,459271,BOLT ORTHO/SPINE 08,L8699,4159.48,Adventist Health Reedley,2019
285,459305,CAGE/SPACER SPINE 09,L8699,31196.08,Adventist Health Reedley,2019
286,459404,LEAD NEUROSTM 17,C1778,26196.81,Adventist Health Reedley,2019
287,459412,LEAD NEUROSTM 1804,C1778,28578.7,Adventist Health Reedley,2019
288,459446,BONE HUMAN/SYN 16,L8699,25962.71,Adventist Health Reedley,2019
289,459628,PLATE ORTHO/SPINE 17,L8699,21437.09,Adventist Health Reedley,2019
290,459974,TISS CONN NON-HUM 12,L8699,16673.3,Adventist Health Reedley,2019
291,459982,TISS CONN NON-HUM 13,L8699,20797.38,Adventist Health Reedley,2019
292,460055,TISS CONN HUMAN 11,L8699,14167.55,Adventist Health Reedley,2019
293,460147,TISS CONN HUMAN 12,L8699,17322.91,Adventist Health Reedley,2019
294,460238,BONE CEMENT/FILL/PUTTY 11,L8699,18197.71,Adventist Health Reedley,2019
295,460246,BONE CEMENT/FILL/PUTTY 12,L8699,2079.74,Adventist Health Reedley,2019
296,460295,ANCHOR/SCREW BONE 1504,L8699,15598.03,Adventist Health Reedley,2019
297,460303,ANCHOR/SCREW BONE 16 04,L8699,18197.71,Adventist Health Reedley,2019
298,460386,TISS CONN HUMAN 14 04,L8699,23397.07,Adventist Health Reedley,2019
299,460527,PLATE ORTHO/SPINE 20,L8699,28582.8,Adventist Health Reedley,2019
300,460600,TISS CONN HUMAN 16,L8699,26726.77,Adventist Health Reedley,2019
301,460618,TISS CONN HUMAN 17,L8699,31181.23,Adventist Health Reedley,2019
302,460626,TISS CONN HUMAN 18,L8699,35635.69,Adventist Health Reedley,2019
303,460634,TISS CONN HUMAN 19,L8699,40090.11,Adventist Health Reedley,2019
304,460667,BONE MORPH PROTEIN 1,L8699,15598.03,Adventist Health Reedley,2019
305,460675,BONE MORPH PROTEIN 2,L8699,20797.38,Adventist Health Reedley,2019
306,460683,BONE MORPH PROTEIN 304,L8699,25996.73,Adventist Health Reedley,2019
307,460691,BONE MORPH PROTEIN 4,L8699,31196.08,Adventist Health Reedley,2019
308,460899,IMP STIM BONE ELECT,L8699,10815.68,Adventist Health Reedley,2019
309,460915,SKIN SUB NOS 04,Q4100,216.41,Adventist Health Reedley,2019
310,460931,SKIN SUB/SQCM-OASIS WND 04,Q4102,19.32,Adventist Health Reedley,2019
311,461483,DEVICE URI/PELV W/SL 02 04,L8699,2360.76,Adventist Health Reedley,2019
312,461509,DEVICE URI/PELV W/SL 04,L8699,4718.88,Adventist Health Reedley,2019
313,461517,DEVICE URINARY REP W/SL 0504,L8699,7077.65,Adventist Health Reedley,2019
314,461525,DEVICE URI/PELV W/SL 06,L8699,9436.41,Adventist Health Reedley,2019
315,461830,SKIN SUB/SQCM-ALLODERM 04,Q4116,151.08,Adventist Health Reedley,2019
