,EAP,Description,Rev Code,Inpatient Price,Outpatient Price,Hospital,Year
44,17000096,HCHG PT STRAP ANKLE/FOOT,420,322.0,322.0,Sutter Solano Medical Center,2019
45,17000106,HCHG PT DEV SCREEN SCORE&DOCUMENT STANDARD INSTRMNT,420,402.0,402.0,Sutter Solano Medical Center,2019
46,17000115,HCHG PT ELECTRICAL STIMULATION ATTENDED EA 15 MIN,420,167.0,167.0,Sutter Solano Medical Center,2019
47,17000119,HCHG PT THERAPEUTIC EXERCISE EA 15 MIN,420,205.0,176.0,Sutter Solano Medical Center,2019
48,17000120,HCHG PT NEUROMUSCULAR REEDUCATION EA 15 MIN,420,219.0,219.0,Sutter Solano Medical Center,2019
49,17000122,HCHG PT GAIT TRAINING EA 15 MIN,420,201.0,201.0,Sutter Solano Medical Center,2019
50,17000123,HCHG PT THERAPEUTIC MASSAGE EA 15 MIN,420,136.0,136.0,Sutter Solano Medical Center,2019
51,17000124,HCHG PT MANUAL THERAPY EA 15 MIN,420,194.0,162.0,Sutter Solano Medical Center,2019
52,17000126,HCHG PT THERAPEUTIC ACTIVITY EA 15 MIN,420,205.0,205.0,Sutter Solano Medical Center,2019
53,17000131,HCHG PT WHEELCHAIR TRAINING EA 15 MIN,420,169.0,169.0,Sutter Solano Medical Center,2019
54,17000141,HCHG PT ORTHOTIC TRAINING INITIAL EA 15 MIN,420,168.0,168.0,Sutter Solano Medical Center,2019
55,17000142,HCHG PT PROSTHETIC TRAINING INITIAL EA 15 MIN,420,205.0,205.0,Sutter Solano Medical Center,2019
56,17000273,HCHG PT HUBBARD TANK EA 15,420,214.0,214.0,Sutter Solano Medical Center,2019
57,17000292,HCHG PT MCAL SINGLE MODAL INIT 30,420,392.0,392.0,Sutter Solano Medical Center,2019
58,17000568,HCHG PT EVAL LOW COMPLEXITY,424,337.0,337.0,Sutter Solano Medical Center,2019
59,17000571,HCHG PT RE-EVAL ESTABLISHED PLAN CARE,424,249.0,249.0,Sutter Solano Medical Center,2019
60,17000572,HCHG OT EVAL LOW COMPLEXITY,434,371.0,371.0,Sutter Solano Medical Center,2019
61,17000575,HCHG OT RE-EVAL ESTABLISHED PLAN CARE,434,293.0,293.0,Sutter Solano Medical Center,2019
62,17000586,HCHG PT COGNITIVE SKILLS DEVELOPMENT EA 15,420,168.0,168.0,Sutter Solano Medical Center,2019
63,17000608,HCHG PT EVAL MOD COMPLEXITY,424,386.0,386.0,Sutter Solano Medical Center,2019
64,17000609,HCHG PT EVAL HIGH COMPLEXITY,424,504.0,504.0,Sutter Solano Medical Center,2019
65,17200062,HCHG OT MCAL EVALUATION INITIAL 30 MIN,430,429.0,429.0,Sutter Solano Medical Center,2019
66,17200063,HCHG OT MCAL RE-EVALUATION INITIAL 30 MIN,430,360.0,360.0,Sutter Solano Medical Center,2019
67,17200065,HCHG OT MCAL EVALUATION ADDITIONAL 15 MIN,430,219.0,219.0,Sutter Solano Medical Center,2019
68,17200066,HCHG OT MCAL RE-EVALUATION ADDITIONAL 15 MIN,430,196.0,196.0,Sutter Solano Medical Center,2019
69,17200069,HCHG OT MCAL EVALUATION PRELIMINARY 30 MIN,430,458.0,458.0,Sutter Solano Medical Center,2019
70,17200074,HCHG OT APPLICATION SPLINT LONG ARM,430,602.0,602.0,Sutter Solano Medical Center,2019
71,17200075,HCHG OT APPLICATION SPLINT SHORT ARM STATIC,430,546.0,546.0,Sutter Solano Medical Center,2019
72,17200077,HCHG OT APPLICATION SPLINT FINGER STATIC,430,534.0,534.0,Sutter Solano Medical Center,2019
73,17200093,HCHG OT DEV SCREEN SCORE&DOCUMENT STANDARD INSTRMNT,430,402.0,402.0,Sutter Solano Medical Center,2019
74,17200100,HCHG OT ELECTRICAL STIMULATION ATTENDED EA 15 MIN,430,167.0,167.0,Sutter Solano Medical Center,2019
75,17200103,HCHG OT ULTRASOUND EA 15 MIN,430,128.0,125.0,Sutter Solano Medical Center,2019
76,17200104,HCHG OT THERAPEUTIC EXERCISE EA 15 MIN,430,197.0,176.0,Sutter Solano Medical Center,2019
77,17200105,HCHG OT NEUROMUSCULAR REEDUCATION EA 15 MIN,430,210.0,210.0,Sutter Solano Medical Center,2019
78,17200106,HCHG OT AQUATIC THERAPY EA 15 MIN,430,197.0,197.0,Sutter Solano Medical Center,2019
79,17200107,HCHG OT THERAPEUTIC MASSAGE EA 15 MIN,430,136.0,136.0,Sutter Solano Medical Center,2019
80,17200108,HCHG OT MANUAL THERAPY EA 15 MIN,430,194.0,162.0,Sutter Solano Medical Center,2019
81,17200110,HCHG OT THERAPEUTIC ACTIVITY EA 15 MIN,430,197.0,197.0,Sutter Solano Medical Center,2019
82,17200113,HCHG OT ADL TRAINING EA 15 MIN,430,197.0,197.0,Sutter Solano Medical Center,2019
83,17200115,HCHG OT WHEELCHAIR TRAINING EA 15 MIN,430,169.0,169.0,Sutter Solano Medical Center,2019
84,17200123,HCHG OT ORTHOTIC TRAINING INITIAL EA 15 MIN,430,168.0,168.0,Sutter Solano Medical Center,2019
85,17200139,HCHG OT MCAL TX ADTL 15 MIN,430,201.0,201.0,Sutter Solano Medical Center,2019
86,17200280,HCHG OT HUBBARD TANK EA 15,430,235.0,235.0,Sutter Solano Medical Center,2019
87,17200284,HCHG OT MCAL TREAT INIT 30,430,400.0,400.0,Sutter Solano Medical Center,2019
88,17200310,HCHG OT MCAL COMBO MODAL INIT 30,430,403.0,403.0,Sutter Solano Medical Center,2019
89,17200494,HCHG OT COGNITIVE SKILLS DEVELOPMENT EA 15,430,168.0,168.0,Sutter Solano Medical Center,2019
90,17200516,HCHG OT EVAL MOD COMPLEXITY,434,469.0,469.0,Sutter Solano Medical Center,2019
91,17200517,HCHG OT EVAL HIGH COMPLEXITY,434,596.0,596.0,Sutter Solano Medical Center,2019
92,17400005,HCHG SP MCAL THERAPY SPEECH-LANG IND PER HOUR,440,499.0,499.0,Sutter Solano Medical Center,2019
93,17400006,HCHG SP MCAL THERAPY SPEECH-LANG IND 1/2 HOUR,440,386.0,386.0,Sutter Solano Medical Center,2019
94,17400392,HCHG SP TX SP/LANG/COM IND,440,381.0,381.0,Sutter Solano Medical Center,2019
95,17400396,HCHG EVAL SPEECH SOUND LANG COMPREH,444,595.0,595.0,Sutter Solano Medical Center,2019
96,17400398,HCHG SP TX SWALL/ORAL FNX,440,395.0,395.0,Sutter Solano Medical Center,2019
97,17400400,HCHG SP EVAL FNX SWALL,444,588.0,588.0,Sutter Solano Medical Center,2019
98,17400401,HCHG SP EVAL MTN FLUOR SWAL,444,677.0,677.0,Sutter Solano Medical Center,2019
99,17400407,HCHG SP MCAL EVALUATION SPEECH,440,338.0,338.0,Sutter Solano Medical Center,2019
100,17500002,HCHG AD MCAL AUDIOMETRY SCREENING,471,252.0,252.0,Sutter Solano Medical Center,2019
101,17500029,HCHG AD EVALUATION ABR COMPLETE,471,1495.0,1495.0,Sutter Solano Medical Center,2019
102,20000003,HCHG ABORTED/DISCONTIUNUED CASE OR,360,2313.0,2313.0,Sutter Solano Medical Center,2019
103,20000005,HCHG SURG LVL 1 ADDL 15 MIN,360,1331.0,1331.0,Sutter Solano Medical Center,2019
104,20000006,HCHG SURG LVL 1 FIRST 30 MIN,360,3951.0,3951.0,Sutter Solano Medical Center,2019
105,20000007,HCHG SURG LVL 2 ADDL 15 MIN,360,1725.0,1725.0,Sutter Solano Medical Center,2019
106,20000008,HCHG SURG LVL 2 FIRST 30 MIN,360,5038.0,5038.0,Sutter Solano Medical Center,2019
107,20000009,HCHG SURG LVL 3 ADDL 15 MIN,360,2272.0,2272.0,Sutter Solano Medical Center,2019
108,20000010,HCHG SURG LVL 3 FIRST 30 MIN,360,6107.0,6107.0,Sutter Solano Medical Center,2019
109,20000011,HCHG SURG LVL 4 ADDL 15 MIN,360,2431.0,2431.0,Sutter Solano Medical Center,2019
110,20000012,HCHG SURG LVL 4 FIRST 30 MIN,360,7487.0,7487.0,Sutter Solano Medical Center,2019
111,20000013,HCHG SURG LVL 5 ADDL 15 MIN,360,3044.0,3044.0,Sutter Solano Medical Center,2019
112,20000014,HCHG SURG LVL 5 FIRST 30 MIN,360,8874.0,8874.0,Sutter Solano Medical Center,2019
113,20000048,HCHG BX SALIVARY GLAND NDL,361,2526.0,2526.0,Sutter Solano Medical Center,2019
114,20000050,HCHG ERCP W/SPHINC/PAPIL,361,6657.0,6657.0,Sutter Solano Medical Center,2019
115,20000081,HCHG SURG LVL 1 1ST 30M NONOR,360,3194.0,3194.0,Sutter Solano Medical Center,2019
116,20000082,HCHG SURG LVL 1 ADD 15M NONOR,360,1363.0,1363.0,Sutter Solano Medical Center,2019
117,20000083,HCHG SURG LVL 2 1ST 30M NONOR,360,4024.0,4024.0,Sutter Solano Medical Center,2019
118,20000084,HCHG SURG LVL 2 ADD 15M NONOR,360,1615.0,1615.0,Sutter Solano Medical Center,2019
119,20000085,HCHG SURG LVL 3 1ST 30M NONOR,360,4406.0,4406.0,Sutter Solano Medical Center,2019
120,20000086,HCHG SURG LVL 3 ADD 15M NONOR,360,1829.0,1829.0,Sutter Solano Medical Center,2019
121,20000087,HCHG SURG LVL 4 1ST 30M NONOR,360,5718.0,5718.0,Sutter Solano Medical Center,2019
122,20000088,HCHG SURG LVL 4 ADD 15M NONOR,360,1985.0,1985.0,Sutter Solano Medical Center,2019
123,20000089,HCHG SURG LVL 5 1ST 30M NONOR,360,5801.0,5801.0,Sutter Solano Medical Center,2019
124,20000090,HCHG SURG LVL 5 ADD 15M NONOR,360,2502.0,2502.0,Sutter Solano Medical Center,2019
125,20000091,HCHG SURG LVL 1 MCAL 1ST HR NONOR,360,5920.0,5920.0,Sutter Solano Medical Center,2019
126,20000092,HCHG SURG LVL 1 MCAL1ST SUBSEQ HALF NONOR,360,2726.0,2726.0,Sutter Solano Medical Center,2019
127,20000093,HCHG SURG LVL 1 MCAL 2ND+ EA SUBSEQ 1/2HR NONOR,360,2726.0,2726.0,Sutter Solano Medical Center,2019
128,20000094,HCHG SURG LVL 2 MCAL 1ST HR NONOR,360,7254.0,7254.0,Sutter Solano Medical Center,2019
129,20000095,HCHG SURG LVL 2 MCAL 1ST SUBSEQ 1/2HR NONOR,360,3230.0,3230.0,Sutter Solano Medical Center,2019
130,20000096,HCHG SURG LVL 2 MCAL 2ND+ EA SUBSEQ 1/2HR NONOR,360,3230.0,3230.0,Sutter Solano Medical Center,2019
131,20000097,HCHG SURG LVL 3 MCAL 1ST HR NONOR,360,8064.0,8064.0,Sutter Solano Medical Center,2019
132,20000098,HCHG SURG LVL 3 MCAL 1ST SUBSEQ 1/2HR NONOR,360,3658.0,3658.0,Sutter Solano Medical Center,2019
133,20000099,HCHG SURG LVL 3 MCAL 2ND+ EA SUBSEQ 1/2HR NONOR,360,3658.0,3658.0,Sutter Solano Medical Center,2019
134,20000100,HCHG SURG LVL 4 MCAL 1ST HR NONOR,360,9688.0,9688.0,Sutter Solano Medical Center,2019
135,20000101,HCHG SURG LVL 4 MCAL 1ST SUBSEQ 1/2HR NONOR,360,3970.0,3970.0,Sutter Solano Medical Center,2019
136,20000102,HCHG SURG LVL 4 MCAL 2ND+ EA SUBSEQ 1/2HR NONOR,360,3970.0,3970.0,Sutter Solano Medical Center,2019
137,20000103,HCHG SURG LVL 5 MCAL 1ST HR NONOR,360,10805.0,10805.0,Sutter Solano Medical Center,2019
138,20000104,HCHG SURG LVL 5 MCAL 1ST SUBSEQ 1/2HR NONOR,360,5004.0,5004.0,Sutter Solano Medical Center,2019
139,20000105,HCHG SURG LVL 5 MCAL 2ND+ EA SUBSEQ 1/2HR NONOR,360,5004.0,5004.0,Sutter Solano Medical Center,2019
140,20000111,HCHG SURG LVL 1 MCAL 1ST HR,360,6613.0,6613.0,Sutter Solano Medical Center,2019
141,20000112,HCHG SURG LVL 1 MCAL1ST SUBSEQ HALF,360,2662.0,2662.0,Sutter Solano Medical Center,2019
142,20000113,HCHG SURG LVL 1 MCAL 2ND+ EA SUBSEQ 1/2HR,360,2662.0,2662.0,Sutter Solano Medical Center,2019
143,20000211,HCHG SURG LVL 2 MCAL 1ST HR,360,8488.0,8488.0,Sutter Solano Medical Center,2019
144,20000212,HCHG SURG LVL 2 MCAL 1ST SUBSEQ 1/2HR,360,3450.0,3450.0,Sutter Solano Medical Center,2019
145,20000213,HCHG SURG LVL 2 MCAL 2ND+ EA SUBSEQ 1/2HR,360,3450.0,3450.0,Sutter Solano Medical Center,2019
146,20000311,HCHG SURG LVL 3 MCAL 1ST HR,360,10651.0,10651.0,Sutter Solano Medical Center,2019
147,20000312,HCHG SURG LVL 3 MCAL 1ST SUBSEQ 1/2HR,360,4544.0,4544.0,Sutter Solano Medical Center,2019
148,20000313,HCHG SURG LVL 3 MCAL 2ND+ EA SUBSEQ 1/2HR,360,4544.0,4544.0,Sutter Solano Medical Center,2019
149,20000411,HCHG SURG LVL 4 MCAL 1ST HR,360,12349.0,12349.0,Sutter Solano Medical Center,2019
150,20000412,HCHG SURG LVL 4 MCAL 1ST SUBSEQ 1/2HR,360,4862.0,4862.0,Sutter Solano Medical Center,2019
151,20000413,HCHG SURG LVL 4 MCAL 2ND+ EA SUBSEQ 1/2HR,360,4862.0,4862.0,Sutter Solano Medical Center,2019
152,20000511,HCHG SURG LVL 5 MCAL 1ST HR,360,14962.0,14962.0,Sutter Solano Medical Center,2019
153,20000512,HCHG SURG LVL 5 MCAL 1ST SUBSEQ 1/2HR,360,6088.0,6088.0,Sutter Solano Medical Center,2019
154,20000513,HCHG SURG LVL 5 MCAL 2ND+ EA SUBSEQ 1/2HR,360,6088.0,6088.0,Sutter Solano Medical Center,2019
155,20000641,HCHG INTERDISCAL PERQ ASPIR DX,361,2062.0,2062.0,Sutter Solano Medical Center,2019
156,20000660,HCHG ABORTED/DISCONTINUED CASE ENDO,750,569.0,569.0,Sutter Solano Medical Center,2019
157,20000661,HCHG CORNEAL TISSUE ACQUISITION,810,6443.0,6443.0,Sutter Solano Medical Center,2019
158,20000673,HCHG ENDOSCOPY RESPIRATORY DIAGNOSTIC,361,1799.0,1799.0,Sutter Solano Medical Center,2019
159,20000674,HCHG ENDOSCOPY RESPIRATORY PLUS 1 INTERVENTION,361,3603.0,3603.0,Sutter Solano Medical Center,2019
160,20000675,HCHG ENDOSCOPY RESPIRATORY DX PLUS 2 INTERVENTIONS,361,5379.0,5379.0,Sutter Solano Medical Center,2019
161,20000676,HCHG ENDOSCOPY RESPIRATORY DX PLUS 3/MORE INTERVENTIONS,361,7306.0,7306.0,Sutter Solano Medical Center,2019
162,20000681,HCHG SLIT LAMP PROCEDURE,920,244.0,244.0,Sutter Solano Medical Center,2019
163,20000699,HCHG PROPH RET DETCH PHOTOCOAG,361,2569.0,2569.0,Sutter Solano Medical Center,2019
164,20000700,HCHG RET LES PHOTOCOAGULATION,361,2497.0,2497.0,Sutter Solano Medical Center,2019
165,20000701,HCHG TX RTNPTHY PHOTOCOAGULATN,361,2510.0,2510.0,Sutter Solano Medical Center,2019
166,20000708,HCHG PARACENTSIS ABD NO IM,361,2095.0,2095.0,Sutter Solano Medical Center,2019
167,20000710,HCHG INJ PV FACET W IMAGE GUIDANCE C/T 1 LVL BIL,361,4832.0,4832.0,Sutter Solano Medical Center,2019
168,20000711,HCHG INJ ANESTH AGENT AXILLARY NERVE BIL,361,1956.0,1956.0,Sutter Solano Medical Center,2019
169,20000712,HCHG INJ BRACHIAL PLEX SNGL BIL,361,3720.0,3720.0,Sutter Solano Medical Center,2019
170,20200035,HCHG ENDOSCOPY GI DIAGNOSTIC,750,2226.0,2226.0,Sutter Solano Medical Center,2019
171,20200036,HCHG ENDOSCOPY GI DIAGNOSTIC PLUS 1 INTERVENTION,750,3506.0,3506.0,Sutter Solano Medical Center,2019
172,20200037,HCHG ENDOSCOPY GI DIAGNOSTIC PLUS 2 INTERVENTIONS,750,5281.0,5281.0,Sutter Solano Medical Center,2019
173,20200038,HCHG ENDOSCOPY GI DIAGNOSTIC PLUS 3/MORE INTERVENTIONS,750,7115.0,7115.0,Sutter Solano Medical Center,2019
174,20200043,HCHG ANORECTAL MANOMETRY,750,2363.0,2363.0,Sutter Solano Medical Center,2019
175,20200050,HCHG GI WIRELESS CAPSULE MEASURE,750,1735.0,1735.0,Sutter Solano Medical Center,2019
176,20300002,HCHG INJECTION PV FACET C/T 1 LVL,361,3221.0,3221.0,Sutter Solano Medical Center,2019
177,20300005,HCHG INJECTION PV FACET C/T 3 LVL,361,1631.0,1631.0,Sutter Solano Medical Center,2019
178,20300006,HCHG INJECTION FACET L/S 1 LVL,361,2989.0,2989.0,Sutter Solano Medical Center,2019
179,20300007,HCHG INJECTION FACET L/S 3 LVL,361,1491.0,1491.0,Sutter Solano Medical Center,2019
180,20400001,HCHG LITHOTRIPSY ESWL,790,17406.0,17406.0,Sutter Solano Medical Center,2019
181,20500008,HCHG ANES EPIDURAL CRNA MANAGED,370,1221.0,1221.0,Sutter Solano Medical Center,2019
182,20500021,HCHG STANDARD GENERAL ANESTHESIA 3 HOURS OR LESS,370,2907.0,2907.0,Sutter Solano Medical Center,2019
183,20500022,HCHG STANDARD GENERAL ANESTHESIA MORE THAN 3 HOURS,370,8484.0,8484.0,Sutter Solano Medical Center,2019
184,20500023,HCHG COMPLEX GENERAL ANESTHESIA 3 HOURS OR LESS,370,5003.0,5003.0,Sutter Solano Medical Center,2019
185,20500024,HCHG COMPLEX GENERAL ANESTHESIA MORE THAN 3 HOURS,370,11050.0,11050.0,Sutter Solano Medical Center,2019
186,20500025,HCHG MONITORED ANESTHESIA CARE/REGIONAL ANESTHESIA,370,2236.0,2236.0,Sutter Solano Medical Center,2019
187,20500032,HCHG MOD SED SAME MD/QHP LT 5 YRS,370,2107.0,2107.0,Sutter Solano Medical Center,2019
188,20500033,HCHG MOD SED SAME MD/QHP GT 5 YRS,370,431.0,431.0,Sutter Solano Medical Center,2019
189,20500035,HCHG MOD SED OTH MD/QHP LT 5 YRS,370,440.0,440.0,Sutter Solano Medical Center,2019
190,20500036,HCHG MOD SED OTH MD/QHP GT 5 YRS,370,549.0,549.0,Sutter Solano Medical Center,2019
191,20500038,HCHG MOD SED ENDO SAME MD/QHP GT 5YRS,370,431.0,431.0,Sutter Solano Medical Center,2019
192,20600000,HCHG PACU COMPLEX ADDITIONAL 15 MINUTES,710,747.0,747.0,Sutter Solano Medical Center,2019
193,20600001,HCHG PACU COMPLEX FIRST 30 MINUTES,710,1993.0,1993.0,Sutter Solano Medical Center,2019
194,20600002,HCHG PACU STANDARD LEVEL 1 ADDITIONAL 15 MINUTES,710,335.0,335.0,Sutter Solano Medical Center,2019
195,20600003,HCHG PACU STANDARD LEVEL 1 FIRST 30 MINUTES,710,885.0,885.0,Sutter Solano Medical Center,2019
196,20600004,HCHG PACU STANDARD LEVEL 2 ADDL 15 MINUTES,710,477.0,477.0,Sutter Solano Medical Center,2019
197,20600005,HCHG PACU STANDARD LEVEL 2 FIRST 30 MINUTES,710,1197.0,1197.0,Sutter Solano Medical Center,2019
198,20600013,HCHG CARDIOVERSION ELECTRIC EXTERNAL,940,2774.0,2774.0,Sutter Solano Medical Center,2019
199,21000004,HCHG DRAINAGE ABSCESS SIMPLE/SINGLE,361,714.0,710.0,Sutter Solano Medical Center,2019
200,21000008,"HCHG ASPIRATION OF ABSCESS, HEMATOMA, CYST",361,740.0,740.0,Sutter Solano Medical Center,2019
201,21000039,HCHG ASPIRATION BREAST CYST,361,1308.0,1308.0,Sutter Solano Medical Center,2019
202,21000040,HCHG ASPIRATION BREAST CYST EACH ADDITIONAL CYST,361,649.0,649.0,Sutter Solano Medical Center,2019
203,21000041,HCHG INJECTION FOR DUCTOGRAM OR GALACTOGRAM,361,836.0,836.0,Sutter Solano Medical Center,2019
204,21000049,HCHG BIOPSY MUSCLE,361,2913.0,2913.0,Sutter Solano Medical Center,2019
205,21000050,HCHG BIOPSY BONE SUPERFICIAL,361,2721.0,2721.0,Sutter Solano Medical Center,2019
206,21000051,HCHG BIOPSY BONE DEEP,361,4322.0,4322.0,Sutter Solano Medical Center,2019
207,21000052,HCHG INJECTION SINOGRAM,361,1058.0,1058.0,Sutter Solano Medical Center,2019
208,21000054,HCHG INJECTION TRIGGER POINT 1 TO 2 MUSCLES,361,1159.0,1159.0,Sutter Solano Medical Center,2019
209,21000055,HCHG INJECTION TRIGGER POINT GREATER THAN 2  MUSCLES,361,957.0,957.0,Sutter Solano Medical Center,2019
210,21000062,HCHG BIOPSY SOFT TISSUE NECK,361,4684.0,4684.0,Sutter Solano Medical Center,2019
211,21000072,HCHG INJECTION ARTHROGRAM ELBOW,361,1786.0,1786.0,Sutter Solano Medical Center,2019
212,21000073,HCHG INJECTION ARTHROGRAM WRIST,361,717.0,717.0,Sutter Solano Medical Center,2019
213,21000076,HCHG BIOPSY SOFT TISSUE HIP/PELVIS AREA DEEP,361,2249.0,2249.0,Sutter Solano Medical Center,2019
214,21000078,HCHG INJECTION ARTHROGRAM HIP WITH ANESTHESIA,361,1982.0,1982.0,Sutter Solano Medical Center,2019
215,21000081,HCHG INJECTION ARTHROGRAM ANKLE,361,1613.0,1613.0,Sutter Solano Medical Center,2019
216,21000094,HCHG INTUBATION ENDOTRACHEAL,361,1176.0,1176.0,Sutter Solano Medical Center,2019
217,21000095,HCHG TRACHEOSTOMY TUBE CHANGE,361,1010.0,1010.0,Sutter Solano Medical Center,2019
218,21000103,HCHG INSERTION PLEURAL CATHETER,361,7679.0,7679.0,Sutter Solano Medical Center,2019
219,21000106,HCHG BIOPSY PLEURA,361,2701.0,2701.0,Sutter Solano Medical Center,2019
220,21000108,HCHG PERICARDIOCENTESIS INITIAL,361,2699.0,2699.0,Sutter Solano Medical Center,2019
221,21000113,HCHG TEMPORARY PACER INSERTION SINGLE,361,10847.0,10847.0,Sutter Solano Medical Center,2019
222,21000168,HCHG INJECTION PSEUDOANEURYSM,361,1616.0,1616.0,Sutter Solano Medical Center,2019
223,21000170,HCHG INTRODUCTION CATH SUPERIOR OR INFERIOR VENA CAVA,361,4000.0,4000.0,Sutter Solano Medical Center,2019
224,21000176,HCHG SELECTIVE CATH CAROTID OR VERTEBRAL ARTERY,361,2849.0,2849.0,Sutter Solano Medical Center,2019
225,21000181,HCHG SELECTIVE CATH AORTA,361,4029.0,4029.0,Sutter Solano Medical Center,2019
226,21000195,HCHG PHOTOPHERESIS,361,9772.0,9772.0,Sutter Solano Medical Center,2019
227,21000197,HCHG DECLOT VASCULAR DEVICE WITH THROMBOLYTIC,361,736.0,736.0,Sutter Solano Medical Center,2019
