,EAP,Description,Rev Code,IP Price,OP Price,Hospital,Year
22,10100011,HCHG OBS CENTRAL VENOUS CATH INSERTION NON-TUNNELED 5YR OR OLDER,760,2602.0,2602.0,Eden Medical Center,2019
23,10100012,HCHG OBS IRRIGATION BLADDER SIMPLE,760,109.0,109.0,Eden Medical Center,2019
24,10100013,HCHG OBS INSERT STRAIGHT CATHETER,760,339.0,339.0,Eden Medical Center,2019
25,10100014,HCHG OBS INSERTION FOLEY CATHETER,760,356.0,356.0,Eden Medical Center,2019
26,10100047,HCHG OBS THORACENTESIS W/IMAG,760,2478.0,2478.0,Eden Medical Center,2019
27,10100057,HCHG OBS BX ENDOMETRIUM NO DIL,760,500.0,500.0,Eden Medical Center,2019
28,10100058,HCHG OBS IMAGE CATH FLUID PERI/RETRO,760,4628.0,4628.0,Eden Medical Center,2019
29,10100060,HCHG OBS CNT NSL HEMOR ANT SMP,760,586.0,584.0,Eden Medical Center,2019
30,10100073,HCHG OBS INSERT PICC >=5 YR WO PORT WO IMAGE GUIDANC,760,3330.0,3330.0,Eden Medical Center,2019
31,10100075,HCHG OBS INSERT PICC >=5 YR WO PORT W IMAGE GUIDANCE,760,4238.0,4238.0,Eden Medical Center,2019
32,10100207,HCHG OBS COL BLD PICC/CNTRL LN,760,192.0,192.0,Eden Medical Center,2019
33,10100209,HCHG OBS CARDIOVERSION ELECTRIC EXTERNAL,760,2134.0,2134.0,Eden Medical Center,2019
34,10100212,HCHG OBS INFUSN CHEMO 0-60 MN,760,1035.0,1035.0,Eden Medical Center,2019
35,10100213,HCHG OBS INFUSN CHEM EA ADD HR,760,429.0,429.0,Eden Medical Center,2019
36,10100233,HCHG OBS DRAIN/INJ MAJOR JOINT/BURSA W/O US,760,1172.0,996.0,Eden Medical Center,2019
37,10100240,HCHG OBS PARACENTSIS ABD NO IM,760,1205.0,1205.0,Eden Medical Center,2019
38,17000058,HCHG PT MCAL SINGLE MODALITY ADDITIONAL 15 MIN,420,221.0,221.0,Eden Medical Center,2019
39,17000059,HCHG PT MCAL SINGLE PROCURE INITIAL 30 MIN,420,469.0,469.0,Eden Medical Center,2019
40,17000060,HCHG PT MCAL SINGLE PROCURE ADDITIONAL 15 MIN,420,240.0,240.0,Eden Medical Center,2019
41,17000062,HCHG PT MCAL TREATMENT COMBINATION PROCEDURES AND MODALITIES INITIAL 30 MIN,420,393.0,393.0,Eden Medical Center,2019
42,17000063,HCHG PT MCAL TREATMENT COMBINATION PROCEDURES AND MODALITIES ADDITIONAL 15 MIN,420,197.0,197.0,Eden Medical Center,2019
43,17000064,HCHG PT MCAL AQUATIC THERAPY EXERCISE INITIAL 30 MIN,420,403.0,403.0,Eden Medical Center,2019
44,17000065,HCHG PT MCAL AQUATIC THERAPEUTIC EXERCISE ADDITIONAL 15 MIN,420,203.0,203.0,Eden Medical Center,2019
45,17000067,HCHG PT MCAL EVALUATION INITIAL 30 MIN,420,386.0,386.0,Eden Medical Center,2019
46,17000068,HCHG PT MCAL RE-EVALUATION INITIAL 30 MIN,420,358.0,358.0,Eden Medical Center,2019
47,17000071,HCHG PT MCAL EVALUATION ADDITIONAL 15 MIN,420,222.0,222.0,Eden Medical Center,2019
48,17000072,HCHG PT MCAL RE-EVALUATION ADDITIONAL 15 MIN,420,209.0,209.0,Eden Medical Center,2019
49,17000087,HCHG PT APPLICATION SPLINT LONG ARM,420,602.0,602.0,Eden Medical Center,2019
50,17000088,HCHG PT APPLICATION SPLINT SHORT ARM STATIC,420,546.0,546.0,Eden Medical Center,2019
51,17000089,HCHG PT APPLICATION SPLINT SHORT ARM DYNAMIC,420,546.0,546.0,Eden Medical Center,2019
52,17000090,HCHG PT APPLICATION SPLINT FINGER STATIC,420,534.0,534.0,Eden Medical Center,2019
53,17000091,HCHG PT APPLICATION SPLINT FINGER DYNAMIC,420,497.0,497.0,Eden Medical Center,2019
54,17000115,HCHG PT ELECTRICAL STIMULATION ATTENDED EA 15 MIN,420,153.0,153.0,Eden Medical Center,2019
55,17000116,HCHG PT IONTOPHORESIS EA 15 MIN,420,141.0,141.0,Eden Medical Center,2019
56,17000117,HCHG PT CONTRAST BATHS EA 15 MIN,420,100.0,100.0,Eden Medical Center,2019
57,17000118,HCHG PT ULTRASOUND EA 15 MIN,420,128.0,125.0,Eden Medical Center,2019
58,17000119,HCHG PT THERAPEUTIC EXERCISE EA 15 MIN,420,181.0,176.0,Eden Medical Center,2019
59,17000120,HCHG PT NEUROMUSCULAR REEDUCATION EA 15 MIN,420,194.0,194.0,Eden Medical Center,2019
60,17000121,HCHG PT AQUATIC THERAPY EA 15 MIN,420,181.0,181.0,Eden Medical Center,2019
61,17000122,HCHG PT GAIT TRAINING EA 15 MIN,420,181.0,181.0,Eden Medical Center,2019
62,17000123,HCHG PT THERAPEUTIC MASSAGE EA 15 MIN,420,136.0,136.0,Eden Medical Center,2019
63,17000124,HCHG PT MANUAL THERAPY EA 15 MIN,420,194.0,162.0,Eden Medical Center,2019
64,17000126,HCHG PT THERAPEUTIC ACTIVITY EA 15 MIN,420,181.0,181.0,Eden Medical Center,2019
65,17000128,HCHG PT SENSORY INTEGRATION EA 15 MIN,420,192.0,192.0,Eden Medical Center,2019
66,17000129,HCHG PT ADL TRAINING EA 15 MIN,420,181.0,181.0,Eden Medical Center,2019
67,17000131,HCHG PT WHEELCHAIR TRAINING EA 15 MIN,420,164.0,164.0,Eden Medical Center,2019
68,17000133,HCHG PT WORK CONDITIONING ADD 60 MIN,420,540.0,540.0,Eden Medical Center,2019
69,17000134,HCHG PT DEBRIDEMENT SELECTIVE <=1ST 20 SQ/CM,420,679.0,679.0,Eden Medical Center,2019
70,17000135,HCHG PT DEBRIDEMENT SELECTIVE EA ADDL 20 SQ/CM,420,463.0,463.0,Eden Medical Center,2019
71,17000139,HCHG PT PHYSICAL PERFORMANCE TEST EA 15 MIN,420,183.0,183.0,Eden Medical Center,2019
72,17000141,HCHG PT ORTHOTIC TRAINING INITIAL EA 15 MIN,420,168.0,168.0,Eden Medical Center,2019
73,17000142,HCHG PT PROSTHETIC TRAINING INITIAL EA 15 MIN,420,188.0,188.0,Eden Medical Center,2019
74,17000273,HCHG PT HUBBARD TANK EA 15,420,189.0,189.0,Eden Medical Center,2019
75,17000292,HCHG PT MCAL SINGLE MODAL INIT 30,420,353.0,353.0,Eden Medical Center,2019
76,17000318,HCHG PT WORK COND INIT 120,420,1080.0,1080.0,Eden Medical Center,2019
77,17000322,HCHG PT APP LONG LEG SPLNT,420,552.0,552.0,Eden Medical Center,2019
78,17000536,HCHG PT CANALITH REPOSITIONING,420,198.0,198.0,Eden Medical Center,2019
79,17000568,HCHG PT EVAL LOW COMPLEXITY,424,337.0,337.0,Eden Medical Center,2019
80,17000571,HCHG PT RE-EVAL ESTABLISHED PLAN CARE,424,249.0,249.0,Eden Medical Center,2019
81,17000572,HCHG OT EVAL LOW COMPLEXITY,434,371.0,371.0,Eden Medical Center,2019
82,17000575,HCHG OT RE-EVAL ESTABLISHED PLAN CARE,434,293.0,293.0,Eden Medical Center,2019
83,17000582,HCHG PT ORTHC/PROSTC MGMT SBSQ ENC,420,169.0,169.0,Eden Medical Center,2019
84,17000586,HCHG PT COGNITIVE SKILLS DEVELOPMENT EA 15,420,168.0,168.0,Eden Medical Center,2019
85,17000596,HCHG PT MECH TRACT,420,144.0,144.0,Eden Medical Center,2019
86,17000598,HCHG PT PARAFFIN BATH,420,88.0,88.0,Eden Medical Center,2019
87,17000601,HCHG PT PROC THER GP,420,182.0,182.0,Eden Medical Center,2019
88,17000604,HCHG PT E-STIM SUPERVISED,420,104.0,104.0,Eden Medical Center,2019
89,17000608,HCHG PT EVAL MOD COMPLEXITY,424,386.0,386.0,Eden Medical Center,2019
90,17000609,HCHG PT EVAL HIGH COMPLEXITY,424,504.0,504.0,Eden Medical Center,2019
91,17200062,HCHG OT MCAL EVALUATION INITIAL 30 MIN,430,429.0,429.0,Eden Medical Center,2019
92,17200063,HCHG OT MCAL RE-EVALUATION INITIAL 30 MIN,430,390.0,390.0,Eden Medical Center,2019
93,17200065,HCHG OT MCAL EVALUATION ADDITIONAL 15 MIN,430,219.0,219.0,Eden Medical Center,2019
94,17200066,HCHG OT MCAL RE-EVALUATION ADDITIONAL 15 MIN,430,200.0,200.0,Eden Medical Center,2019
95,17200074,HCHG OT APPLICATION SPLINT LONG ARM,430,602.0,602.0,Eden Medical Center,2019
96,17200075,HCHG OT APPLICATION SPLINT SHORT ARM STATIC,430,546.0,546.0,Eden Medical Center,2019
97,17200076,HCHG OT APPLICATION SPLINT SHORT ARM DYNAMIC,430,546.0,546.0,Eden Medical Center,2019
98,17200077,HCHG OT APPLICATION SPLINT FINGER STATIC,430,534.0,534.0,Eden Medical Center,2019
99,17200078,HCHG OT APPLICATION SPLINT FINGER DYNAMIC,430,497.0,497.0,Eden Medical Center,2019
100,17200100,HCHG OT ELECTRICAL STIMULATION ATTENDED EA 15 MIN,430,167.0,167.0,Eden Medical Center,2019
101,17200101,HCHG OT IONTOPHORESIS EA 15 MIN,430,141.0,141.0,Eden Medical Center,2019
102,17200102,HCHG OT CONTRAST BATHS EA 15 MIN,430,100.0,100.0,Eden Medical Center,2019
103,17200103,HCHG OT ULTRASOUND EA 15 MIN,430,128.0,125.0,Eden Medical Center,2019
104,17200104,HCHG OT THERAPEUTIC EXERCISE EA 15 MIN,430,181.0,176.0,Eden Medical Center,2019
105,17200105,HCHG OT NEUROMUSCULAR REEDUCATION EA 15 MIN,430,194.0,194.0,Eden Medical Center,2019
106,17200108,HCHG OT MANUAL THERAPY EA 15 MIN,430,194.0,162.0,Eden Medical Center,2019
107,17200110,HCHG OT THERAPEUTIC ACTIVITY EA 15 MIN,430,181.0,181.0,Eden Medical Center,2019
108,17200112,HCHG OT SENSORY INTEGRATION EA 15 MIN,430,135.0,135.0,Eden Medical Center,2019
109,17200113,HCHG OT ADL TRAINING EA 15 MIN,430,181.0,181.0,Eden Medical Center,2019
110,17200115,HCHG OT WHEELCHAIR TRAINING EA 15 MIN,430,169.0,169.0,Eden Medical Center,2019
111,17200116,HCHG OT WORK CONDITIONING INITIAL 120 MIN,430,632.0,632.0,Eden Medical Center,2019
112,17200117,HCHG OT WORK CONDITIONING ADD 60 MIN,430,316.0,316.0,Eden Medical Center,2019
113,17200118,HCHG OT DEBRIDEMENT SELECTIVE <=1ST 20 SQ/CM,430,679.0,679.0,Eden Medical Center,2019
114,17200119,HCHG OT DEBRIDEMENT SELECTIVE  EA ADDL 20 SQ/M,430,463.0,463.0,Eden Medical Center,2019
115,17200121,HCHG OT PHYSICAL PERFORMANCE TEST EA 15 MIN,430,183.0,183.0,Eden Medical Center,2019
116,17200123,HCHG OT ORTHOTIC TRAINING INITIAL EA 15 MIN,430,168.0,168.0,Eden Medical Center,2019
117,17200124,HCHG OT PROSTHETIC TRAINING INITIAL EA 15 MIN,430,181.0,181.0,Eden Medical Center,2019
118,17200139,HCHG OT MCAL TX ADTL 15 MIN,430,187.0,187.0,Eden Medical Center,2019
119,17200284,HCHG OT MCAL TREAT INIT 30,430,385.0,385.0,Eden Medical Center,2019
120,17200296,HCHG OT MCAL COMBO MODAL ADD 15,430,202.0,202.0,Eden Medical Center,2019
121,17200310,HCHG OT MCAL COMBO MODAL INIT 30,430,403.0,403.0,Eden Medical Center,2019
122,17200493,HCHG OT ORTHC/PROSTC MGMT SBSQ ENC,430,169.0,169.0,Eden Medical Center,2019
123,17200494,HCHG OT COGNITIVE SKILLS DEVELOPMENT EA 15,430,168.0,168.0,Eden Medical Center,2019
124,17200508,HCHG OT VASOPNEUMATIC,430,144.0,144.0,Eden Medical Center,2019
125,17200516,HCHG OT EVAL MOD COMPLEXITY,434,469.0,469.0,Eden Medical Center,2019
126,17200517,HCHG OT EVAL HIGH COMPLEXITY,434,596.0,596.0,Eden Medical Center,2019
127,17400005,HCHG SP MCAL THERAPY SPEECH-LANG IND PER HOUR,440,458.0,458.0,Eden Medical Center,2019
128,17400006,HCHG SP MCAL THERAPY SPEECH-LANG IND 1/2 HOUR,440,373.0,373.0,Eden Medical Center,2019
129,17400389,HCHG SP SENSORY INTEGRATION EA 15 MIN,440,152.0,152.0,Eden Medical Center,2019
130,17400390,HCHG ST COGNITIVE SKILLS DEVELOPMENT EA 15,440,168.0,168.0,Eden Medical Center,2019
131,17400392,HCHG SP TX SP/LANG/COM IND,440,381.0,381.0,Eden Medical Center,2019
132,17400394,HCHG EVALUATION OF SPEECH FLUENCY,444,681.0,681.0,Eden Medical Center,2019
133,17400395,HCHG EVALUATE SPEECH PRODUCTION,444,416.0,416.0,Eden Medical Center,2019
134,17400396,HCHG EVAL SPEECH SOUND LANG COMPREH,444,595.0,595.0,Eden Medical Center,2019
135,17400397,HCHG SP BEHAVRAL QUALIT ANALYS VOICE,440,441.0,441.0,Eden Medical Center,2019
136,17400398,HCHG SP TX SWALL/ORAL FNX,440,395.0,395.0,Eden Medical Center,2019
137,17400400,HCHG SP EVAL FNX SWALL,444,588.0,588.0,Eden Medical Center,2019
138,17400401,HCHG SP EVAL MTN FLUOR SWAL,444,677.0,677.0,Eden Medical Center,2019
139,17400407,HCHG SP MCAL EVALUATION SPEECH,440,338.0,338.0,Eden Medical Center,2019
140,17400408,HCHG SP MCAL EVAL LANG,440,437.0,437.0,Eden Medical Center,2019
141,17500020,HCHG AD AUDIOMETRY COMPLETE,471,428.0,410.0,Eden Medical Center,2019
142,17500029,HCHG AD EVALUATION ABR COMPLETE,471,1495.0,1495.0,Eden Medical Center,2019
143,17500030,HCHG AD ABR SCREEN INITIAL OP,470,518.0,518.0,Eden Medical Center,2019
144,17500031,HCHG AD ABR SCREEN INITIAL IP,470,518.0,518.0,Eden Medical Center,2019
145,17500032,HCHG AD OTOACOUSTIC SCREEN INITIAL INPATIENT,470,332.0,332.0,Eden Medical Center,2019
146,17500033,HCHG AD OTOACOUSTIC RESCREEN,470,332.0,332.0,Eden Medical Center,2019
147,17500086,HCHG CALORIC VSTBLR TEST REC BITHERM 4 IRRIGATIONS,470,237.0,237.0,Eden Medical Center,2019
148,17500087,HCHG CALORIC VSTBLR TEST REC BITHERM 3 IRRIGATIONS,470,237.0,237.0,Eden Medical Center,2019
149,17500088,HCHG CALORIC VSTBLR TEST REC MONOTHERM 2 IRRIGATIONS,470,123.0,123.0,Eden Medical Center,2019
150,17500089,HCHG CALORIC VSTBLR TEST REC MONOTHERM 1 IRRIGATION,470,123.0,123.0,Eden Medical Center,2019
151,20000003,HCHG ABORTED/DISCONTIUNUED CASE OR,360,2313.0,2313.0,Eden Medical Center,2019
152,20000005,HCHG SURG LVL 1 ADDL 15 MIN,360,1327.0,1327.0,Eden Medical Center,2019
153,20000006,HCHG SURG LVL 1 FIRST 30 MIN,360,3942.0,3942.0,Eden Medical Center,2019
154,20000007,HCHG SURG LVL 2 ADDL 15 MIN,360,1720.0,1720.0,Eden Medical Center,2019
155,20000008,HCHG SURG LVL 2 FIRST 30 MIN,360,5014.0,5014.0,Eden Medical Center,2019
156,20000009,HCHG SURG LVL 3 ADDL 15 MIN,360,2266.0,2266.0,Eden Medical Center,2019
157,20000010,HCHG SURG LVL 3 FIRST 30 MIN,360,6079.0,6079.0,Eden Medical Center,2019
158,20000011,HCHG SURG LVL 4 ADDL 15 MIN,360,2419.0,2419.0,Eden Medical Center,2019
159,20000012,HCHG SURG LVL 4 FIRST 30 MIN,360,7487.0,7487.0,Eden Medical Center,2019
160,20000013,HCHG SURG LVL 5 ADDL 15 MIN,360,3028.0,3028.0,Eden Medical Center,2019
161,20000014,HCHG SURG LVL 5 FIRST 30 MIN,360,8874.0,8874.0,Eden Medical Center,2019
162,20000048,HCHG BX SALIVARY GLAND NDL,361,2526.0,2526.0,Eden Medical Center,2019
163,20000050,HCHG ERCP W/SPHINC/PAPIL,361,6657.0,6657.0,Eden Medical Center,2019
164,20000051,HCHG ERCP RMVL CALC DEBRIS FROM DUCT,361,5564.0,5564.0,Eden Medical Center,2019
165,20000052,HCHG ERCP LITHOTRIPSY CALCULI,361,6339.0,6339.0,Eden Medical Center,2019
166,20000063,HCHG ABLATION RENAL TUMOR/S PERC CRYOTHERAPY UNI,361,14596.0,14596.0,Eden Medical Center,2019
167,20000071,HCHG ERCP WITH BIOPSY,361,6166.0,6166.0,Eden Medical Center,2019
168,20000081,HCHG SURG LVL 1 1ST 30M NONOR,360,3396.0,3396.0,Eden Medical Center,2019
169,20000082,HCHG SURG LVL 1 ADD 15M NONOR,360,1445.0,1445.0,Eden Medical Center,2019
170,20000111,HCHG SURG LVL 1 MCAL 1ST HR,360,6596.0,6596.0,Eden Medical Center,2019
171,20000112,HCHG SURG LVL 1 MCAL1ST SUBSEQ HALF,360,2654.0,2654.0,Eden Medical Center,2019
172,20000113,HCHG SURG LVL 1 MCAL 2ND+ EA SUBSEQ 1/2HR,360,2654.0,2654.0,Eden Medical Center,2019
173,20000211,HCHG SURG LVL 2 MCAL 1ST HR,360,8454.0,8454.0,Eden Medical Center,2019
174,20000212,HCHG SURG LVL 2 MCAL 1ST SUBSEQ 1/2HR,360,3440.0,3440.0,Eden Medical Center,2019
175,20000213,HCHG SURG LVL 2 MCAL 2ND+ EA SUBSEQ 1/2HR,360,3440.0,3440.0,Eden Medical Center,2019
176,20000311,HCHG SURG LVL 3 MCAL 1ST HR,360,10611.0,10611.0,Eden Medical Center,2019
177,20000312,HCHG SURG LVL 3 MCAL 1ST SUBSEQ 1/2HR,360,4532.0,4532.0,Eden Medical Center,2019
178,20000313,HCHG SURG LVL 3 MCAL 2ND+ EA SUBSEQ 1/2HR,360,4532.0,4532.0,Eden Medical Center,2019
179,20000411,HCHG SURG LVL 4 MCAL 1ST HR,360,12325.0,12325.0,Eden Medical Center,2019
180,20000412,HCHG SURG LVL 4 MCAL 1ST SUBSEQ 1/2HR,360,4838.0,4838.0,Eden Medical Center,2019
181,20000413,HCHG SURG LVL 4 MCAL 2ND+ EA SUBSEQ 1/2HR,360,4838.0,4838.0,Eden Medical Center,2019
182,20000511,HCHG SURG LVL 5 MCAL 1ST HR,360,14930.0,14930.0,Eden Medical Center,2019
183,20000512,HCHG SURG LVL 5 MCAL 1ST SUBSEQ 1/2HR,360,6056.0,6056.0,Eden Medical Center,2019
184,20000513,HCHG SURG LVL 5 MCAL 2ND+ EA SUBSEQ 1/2HR,360,6056.0,6056.0,Eden Medical Center,2019
185,20000641,HCHG INTERDISCAL PERQ ASPIR DX,361,2062.0,2062.0,Eden Medical Center,2019
186,20000673,HCHG ENDOSCOPY RESPIRATORY DIAGNOSTIC,361,1799.0,1799.0,Eden Medical Center,2019
187,20000674,HCHG ENDOSCOPY RESPIRATORY PLUS 1 INTERVENTION,361,3603.0,3603.0,Eden Medical Center,2019
188,20000675,HCHG ENDOSCOPY RESPIRATORY DX PLUS 2 INTERVENTIONS,361,5379.0,5379.0,Eden Medical Center,2019
189,20000676,HCHG ENDOSCOPY RESPIRATORY DX PLUS 3/MORE INTERVENTIONS,361,7306.0,7306.0,Eden Medical Center,2019
190,20000681,HCHG SLIT LAMP PROCEDURE,920,244.0,244.0,Eden Medical Center,2019
191,20000708,HCHG PARACENTSIS ABD NO IM,361,2095.0,2095.0,Eden Medical Center,2019
192,20000712,HCHG INJ BRACHIAL PLEX SNGL BIL,361,2480.0,2480.0,Eden Medical Center,2019
193,20200034,HCHG REPLACE G/C TUBE PERC,361,2083.0,2083.0,Eden Medical Center,2019
194,20200035,HCHG ENDOSCOPY GI DIAGNOSTIC,750,2226.0,2226.0,Eden Medical Center,2019
195,20200036,HCHG ENDOSCOPY GI DIAGNOSTIC PLUS 1 INTERVENTION,750,3506.0,3506.0,Eden Medical Center,2019
196,20200037,HCHG ENDOSCOPY GI DIAGNOSTIC PLUS 2 INTERVENTIONS,750,5281.0,5281.0,Eden Medical Center,2019
197,20200038,HCHG ENDOSCOPY GI DIAGNOSTIC PLUS 3/MORE INTERVENTIONS,750,7115.0,7115.0,Eden Medical Center,2019
198,20200043,HCHG ANORECTAL MANOMETRY,750,2363.0,2363.0,Eden Medical Center,2019
199,20200048,HCHG ESOPH IMPED FUNCTION,750,1106.0,1106.0,Eden Medical Center,2019
200,20200049,HCHG ESOPH IMPED FUNCT >1HR,750,1738.0,1738.0,Eden Medical Center,2019
201,20300002,HCHG INJECTION PV FACET C/T 1 LVL,361,3221.0,3221.0,Eden Medical Center,2019
202,20300006,HCHG INJECTION FACET L/S 1 LVL,361,2989.0,2989.0,Eden Medical Center,2019
203,20300008,"HCHG BRONCH W TRANSBRONCH LUNG BX, SNGLE LOBE",361,4930.0,4930.0,Eden Medical Center,2019
204,20300094,HCHG INJ PVB THORACIC SINGLE SITE,511,1621.0,1621.0,Eden Medical Center,2019
205,20300095,HCHG INJ PVB THORACIC 2ND+ SITE,511,1152.0,1152.0,Eden Medical Center,2019
206,20300096,HCHG PVB THORACIC CONT INFUSION,511,1422.0,1422.0,Eden Medical Center,2019
207,20400001,HCHG LITHOTRIPSY ESWL,790,17406.0,17406.0,Eden Medical Center,2019
208,20500008,HCHG ANES EPIDURAL CRNA MANAGED,370,2103.0,2103.0,Eden Medical Center,2019
209,20500009,HCHG REGIONAL BLOCK FINGERS,370,264.0,264.0,Eden Medical Center,2019
210,20500010,HCHG REGIONAL BLOCK TOES,370,211.0,211.0,Eden Medical Center,2019
211,20500021,HCHG STANDARD GENERAL ANESTHESIA 3 HOURS OR LESS,370,2643.0,2643.0,Eden Medical Center,2019
212,20500022,HCHG STANDARD GENERAL ANESTHESIA MORE THAN 3 HOURS,370,7713.0,7713.0,Eden Medical Center,2019
213,20500023,HCHG COMPLEX GENERAL ANESTHESIA 3 HOURS OR LESS,370,4548.0,4548.0,Eden Medical Center,2019
214,20500024,HCHG COMPLEX GENERAL ANESTHESIA MORE THAN 3 HOURS,370,10045.0,10045.0,Eden Medical Center,2019
215,20500025,HCHG MONITORED ANESTHESIA CARE/REGIONAL ANESTHESIA,370,2033.0,2033.0,Eden Medical Center,2019
216,20500032,HCHG MOD SED SAME MD/QHP LT 5 YRS,370,1915.0,1915.0,Eden Medical Center,2019
217,20500033,HCHG MOD SED SAME MD/QHP GT 5 YRS,370,392.0,392.0,Eden Medical Center,2019
218,20500035,HCHG MOD SED OTH MD/QHP LT 5 YRS,370,400.0,400.0,Eden Medical Center,2019
219,20500036,HCHG MOD SED OTH MD/QHP GT 5 YRS,370,499.0,499.0,Eden Medical Center,2019
220,20500038,HCHG MOD SED ENDO SAME MD/QHP GT 5YRS,370,392.0,392.0,Eden Medical Center,2019
221,20600000,HCHG PACU COMPLEX ADDITIONAL 15 MINUTES,710,747.0,747.0,Eden Medical Center,2019
222,20600001,HCHG PACU COMPLEX FIRST 30 MINUTES,710,1993.0,1993.0,Eden Medical Center,2019
223,20600002,HCHG PACU STANDARD LEVEL 1 ADDITIONAL 15 MINUTES,710,335.0,335.0,Eden Medical Center,2019
224,20600003,HCHG PACU STANDARD LEVEL 1 FIRST 30 MINUTES,710,885.0,885.0,Eden Medical Center,2019
225,20600004,HCHG PACU STANDARD LEVEL 2 ADDL 15 MINUTES,710,477.0,477.0,Eden Medical Center,2019
226,20600005,HCHG PACU STANDARD LEVEL 2 FIRST 30 MINUTES,710,1197.0,1197.0,Eden Medical Center,2019
227,20600013,HCHG CARDIOVERSION ELECTRIC EXTERNAL,940,2774.0,2774.0,Eden Medical Center,2019
228,21000001,HCHG STENT TRNSCTH PLCMNT EXT VERT ART EA ADD VSL,361,8084.0,8084.0,Eden Medical Center,2019
229,21000004,HCHG DRAINAGE ABSCESS SIMPLE/SINGLE,361,710.0,710.0,Eden Medical Center,2019
230,21000007,HCHG HEMATOMA EVACUATION,361,4575.0,4575.0,Eden Medical Center,2019
231,21000008,"HCHG ASPIRATION OF ABSCESS, HEMATOMA, CYST",361,740.0,740.0,Eden Medical Center,2019
232,21000039,HCHG ASPIRATION BREAST CYST,361,1308.0,1308.0,Eden Medical Center,2019
233,21000040,HCHG ASPIRATION BREAST CYST EACH ADDITIONAL CYST,361,649.0,649.0,Eden Medical Center,2019
234,21000041,HCHG INJECTION FOR DUCTOGRAM OR GALACTOGRAM,361,836.0,836.0,Eden Medical Center,2019
235,21000049,HCHG BIOPSY MUSCLE,361,2913.0,2913.0,Eden Medical Center,2019
236,21000050,HCHG BIOPSY BONE SUPERFICIAL,361,2721.0,2721.0,Eden Medical Center,2019
237,21000051,HCHG BIOPSY BONE DEEP,361,4401.0,4401.0,Eden Medical Center,2019
238,21000052,HCHG INJECTION SINOGRAM,361,1058.0,1058.0,Eden Medical Center,2019
239,21000054,HCHG INJECTION TRIGGER POINT 1 TO 2 MUSCLES,361,1159.0,1159.0,Eden Medical Center,2019
240,21000055,HCHG INJECTION TRIGGER POINT GREATER THAN 2  MUSCLES,361,957.0,957.0,Eden Medical Center,2019
241,21000056,HCHG DRAIN/INJ SMALL JOINT/BURSA W/O US,361,1014.0,762.0,Eden Medical Center,2019
242,21000057,HCHG DRAIN/INJ INTERMEDIATE JOINT/BURSA W/O US,361,940.0,940.0,Eden Medical Center,2019
243,21000060,HCHG ABLATION BONE TUMORS RF PERCUTANEOUS,361,11660.0,11660.0,Eden Medical Center,2019
244,21000061,HCHG INJECTION ARTHROGRAM TMJ,361,1491.0,1491.0,Eden Medical Center,2019
245,21000072,HCHG INJECTION ARTHROGRAM ELBOW,361,1786.0,1786.0,Eden Medical Center,2019
