,Description,Name,Effective Date,Std Price,Hospital,Year
20,02305815,PERFUSION SERVICES,2019-01-01 00:00:00,6518.93,Salinas Valley Memorial Hospital,2019
21,02305816,PERFUSION STANDBY PER HOUR,2019-01-01 00:00:00,1417.68,Salinas Valley Memorial Hospital,2019
22,02305817,PERFUSION PTCA STANDBY,2019-01-01 00:00:00,1769.02,Salinas Valley Memorial Hospital,2019
23,02305819,PERFUSION ATS W/O HEART,2019-01-01 00:00:00,2603.65,Salinas Valley Memorial Hospital,2019
24,02305820,PERFUSION ATS STANDBY PER HOUR,2019-01-01 00:00:00,550.03,Salinas Valley Memorial Hospital,2019
25,02305821,PERFUSION STANDBY FIRST-2HOURS,2019-01-01 00:00:00,925.32,Salinas Valley Memorial Hospital,2019
26,02305823,ATS STANDBY FIRST 4 HOURS,2019-01-01 00:00:00,666.85,Salinas Valley Memorial Hospital,2019
27,02305825,IABP MONITOR/CONSULT FIRST 4HR,2019-01-01 00:00:00,666.85,Salinas Valley Memorial Hospital,2019
28,02305826,IABP MONITOR/CONSULT ADD. HOUR,2019-01-01 00:00:00,550.03,Salinas Valley Memorial Hospital,2019
29,02308085,TRANSURETHRAL MICROWAVE THER,2019-01-01 00:00:00,34526.04,Salinas Valley Memorial Hospital,2019
30,02309229,KIT ANESTHESIA,2019-01-01 00:00:00,950.51,Salinas Valley Memorial Hospital,2019
31,02311470,US GUIDANCE RADIO ELEMENT,2019-01-01 00:00:00,1585.21,Salinas Valley Memorial Hospital,2019
32,02312118,INSTERSTITIAL RADIATION SOURCE,2019-01-01 00:00:00,6116.59,Salinas Valley Memorial Hospital,2019
33,02318717,HEMOVAC 800 ML/400 RESV.,2019-01-01 00:00:00,395.42,Salinas Valley Memorial Hospital,2019
34,02319497,E.S.U. ASPEN,2019-01-01 00:00:00,300.1,Salinas Valley Memorial Hospital,2019
35,02319837,HEART LUNG USAGE,2019-01-01 00:00:00,4158.87,Salinas Valley Memorial Hospital,2019
36,02319861,PACK TRANSFER 60ML,2019-01-01 00:00:00,99.31,Salinas Valley Memorial Hospital,2019
37,02319888,BLOOD FLUID WARMER UNIT,2019-01-01 00:00:00,416.68,Salinas Valley Memorial Hospital,2019
38,02320142,PACK HIGH SPEED CELL SAVER,2019-01-01 00:00:00,2113.39,Salinas Valley Memorial Hospital,2019
39,02391312,LVAD/ECMO SETUP,2019-01-01 00:00:00,3997.91,Salinas Valley Memorial Hospital,2019
40,02391313,PERFUSION LVAD/ECMO MONT/HOUR,2019-01-01 00:00:00,832.27,Salinas Valley Memorial Hospital,2019
41,03000014,NEWBORN CIRCUMCISION,2019-01-01 00:00:00,5775.03,Salinas Valley Memorial Hospital,2019
42,03000015,DELIVERY OF PLACENTA,2019-01-01 00:00:00,4576.92,Salinas Valley Memorial Hospital,2019
43,03000016,EXTERNAL CEPHALIC VERSION,2019-01-01 00:00:00,3801.92,Salinas Valley Memorial Hospital,2019
44,03000017,KIWI PROCUP,2019-01-01 00:00:00,291.9,Salinas Valley Memorial Hospital,2019
45,03000018,KIWI OMNICUP,2019-01-01 00:00:00,336.21,Salinas Valley Memorial Hospital,2019
46,03000020,DRAIN HUBLESS J.P. 10X3/4,2019-01-01 00:00:00,170.42,Salinas Valley Memorial Hospital,2019
47,03000021,HEMOVAC 400ML 1/8 & 3/16,2019-01-01 00:00:00,344.92,Salinas Valley Memorial Hospital,2019
48,03000022,HEMOVAC MINI SNYDER,2019-01-01 00:00:00,217.9,Salinas Valley Memorial Hospital,2019
49,03000023,TROCAR HEMOVAC,2019-01-01 00:00:00,89.89,Salinas Valley Memorial Hospital,2019
50,03000024,FILSHIE CLIP,2019-01-01 00:00:00,798.99,Salinas Valley Memorial Hospital,2019
51,03000117,LACTATION OP VISIT LEVEL 1,2019-01-01 00:00:00,85.0,Salinas Valley Memorial Hospital,2019
52,03000118,LACTATION OP VISIT LEVEL 2,2019-01-01 00:00:00,110.0,Salinas Valley Memorial Hospital,2019
53,03000119,LACTATION OP VISIT LEVEL 3,2019-01-01 00:00:00,125.0,Salinas Valley Memorial Hospital,2019
54,03000120,LACTATION CONSULTATION TRACKER,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
55,03000141,MITY-VAC 10M LINED CUP,2019-01-01 00:00:00,402.09,Salinas Valley Memorial Hospital,2019
56,03000142,MITY-VAC 04,2019-01-01 00:00:00,313.29,Salinas Valley Memorial Hospital,2019
57,03000143,MITY-VAC 07,2019-01-01 00:00:00,414.29,Salinas Valley Memorial Hospital,2019
58,03000281,OXYTOCIN CHALLENGE TEST,2019-01-01 00:00:00,1578.57,Salinas Valley Memorial Hospital,2019
59,03000303,NON-STRESS TEST,2019-01-01 00:00:00,1113.68,Salinas Valley Memorial Hospital,2019
60,03000311,O.B. CHECK,2019-01-01 00:00:00,591.37,Salinas Valley Memorial Hospital,2019
61,03000362,INTRA DISP PRESSURE CATH,2019-01-01 00:00:00,397.46,Salinas Valley Memorial Hospital,2019
62,03002400,ANESTH C-SECTION 1ST HOUR,2019-01-01 00:00:00,1341.4,Salinas Valley Memorial Hospital,2019
63,03002401,ANESTH C-SECT 1ST HOUR COMPLEX,2019-01-01 00:00:00,1916.9,Salinas Valley Memorial Hospital,2019
64,03002403,ANESTH C-SECTION ADD 1/4 HR,2019-01-01 00:00:00,432.18,Salinas Valley Memorial Hospital,2019
65,03002404,ANESTH C-SECT ADD 1/4 HR COMP.,2019-01-01 00:00:00,432.18,Salinas Valley Memorial Hospital,2019
66,03002519,ANES TRAY EPIDURAL CONTIN.,2019-01-01 00:00:00,556.24,Salinas Valley Memorial Hospital,2019
67,03002802,IV PIGGYBACK SECONDARY,2019-01-01 00:00:00,24.96,Salinas Valley Memorial Hospital,2019
68,03002918,IV BLOOD TRANSFUSION FILT PALL,2019-01-01 00:00:00,229.35,Salinas Valley Memorial Hospital,2019
69,03003019,IV BLOOD WARMING SET,2019-01-01 00:00:00,289.06,Salinas Valley Memorial Hospital,2019
70,03003108,IV DIAL-A-FLOW,2019-01-01 00:00:00,105.07,Salinas Valley Memorial Hospital,2019
71,03006905,SUTURE FEE OB/GYN,2019-01-01 00:00:00,350.6,Salinas Valley Memorial Hospital,2019
72,03007006,SUTURE FEE OB/GYN-20,2019-01-01 00:00:00,1156.36,Salinas Valley Memorial Hospital,2019
73,03007103,STAPLES SKIN VISTA,2019-01-01 00:00:00,324.03,Salinas Valley Memorial Hospital,2019
74,03007804,TEGADERM,2019-01-01 00:00:00,32.21,Salinas Valley Memorial Hospital,2019
75,03100000,DELIVERY LEVEL 1,2019-01-01 00:00:00,5697.66,Salinas Valley Memorial Hospital,2019
76,03100001,DELIVERY LEVEL 2,2019-01-01 00:00:00,6479.08,Salinas Valley Memorial Hospital,2019
77,03100002,DELIVERY LEVEL 3,2019-01-01 00:00:00,7213.09,Salinas Valley Memorial Hospital,2019
78,03100003,C-SECTION LEVEL 1,2019-01-01 00:00:00,10376.39,Salinas Valley Memorial Hospital,2019
79,03100004,C-SECTION LEVEL 2,2019-01-01 00:00:00,12592.1,Salinas Valley Memorial Hospital,2019
80,03100005,C-SECTION LEVEL 3,2019-01-01 00:00:00,14886.92,Salinas Valley Memorial Hospital,2019
81,03100006,LABOR SERVICES,2019-01-01 00:00:00,4194.18,Salinas Valley Memorial Hospital,2019
82,03200004,BARD ANTI-SIPHON EXT,2019-01-01 00:00:00,77.92,Salinas Valley Memorial Hospital,2019
83,03300010,EYE PHOTOGRAPHY ANTERIOR SEG,2019-01-01 00:00:00,1088.3,Salinas Valley Memorial Hospital,2019
84,03301000,OB TRANSFUSION SERVICES,2019-01-01 00:00:00,1941.37,Salinas Valley Memorial Hospital,2019
85,03301002,"INJECTION,SQ OR IM-OB",2019-01-01 00:00:00,357.35,Salinas Valley Memorial Hospital,2019
86,03301003,"HYDRATION,FIRST HOUR-OB",2019-01-01 00:00:00,665.71,Salinas Valley Memorial Hospital,2019
87,03301004,"HYDRATION,SUBSEQUENT HOUR-OB",2019-01-01 00:00:00,236.99,Salinas Valley Memorial Hospital,2019
88,03301005,INFUSION THERAPY 1 HOUR-OB,2019-01-01 00:00:00,415.12,Salinas Valley Memorial Hospital,2019
89,03301006,INFUSION THERAPY ADD'L HOUR-OB,2019-01-01 00:00:00,125.25,Salinas Valley Memorial Hospital,2019
90,03301007,INJECT IV PUSH INITIAL-OB,2019-01-01 00:00:00,249.7,Salinas Valley Memorial Hospital,2019
91,03301008,INJECT IV PUSH ADD NEW DRUG-OB,2019-01-01 00:00:00,249.7,Salinas Valley Memorial Hospital,2019
92,03301009,CLINIC VISIT-OB,2019-01-01 00:00:00,213.59,Salinas Valley Memorial Hospital,2019
93,04000002,CLOTRIMAZOLE/BETA 30ML LOTION,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
94,04000005,AMIKACIN 500MG/2ML VIAL,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
95,04000006,CYCLOSPORINE 100MG (SANDIMUNE),2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
96,04000012,TOBRA/DEXAMETH 0.3% 3.5 GM,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
97,04000023,NITROFURANTOIN 100MG CAPSULE,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
98,04000033,AZITHROMYCIN 250MG TABLET,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
99,04000037,IMMUNE GLOBULIN IV 5GM VIAL,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
100,04000038,IMMUNE GLOBULIN IV 10GM VIAL,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
101,04000039,IMMUNE GLOBULIN IV 20GM VIAL,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
102,04000041,DRONABINOL 2.5MG CAPSULE,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
103,04000042,CYCLOSPORINE 250MG/5ML AMP,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
104,04000053,PIPERCILLIN TAZOBACTAM 4GM PB,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
105,04000055,ITRACONAZOLE 100MG CAPSULE,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
106,04000057,TACROLIMUS ANHY 1MG CAPSULE,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
107,04000059,ISONIAZID 10MG/1ML PER ML,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
108,04000065,ETHAMBUTOL HCL 100MG TABLET,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
109,04000066,PIPERACILLIN/TAZO 3GM/0.37VIAL,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
110,04000075,TOBRAMYCIN 1.2GM VIAL,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
111,04000076,CYCLOSPORIN 100MG CAP NEORAL,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
112,04000077,CYCLOSPORINE 100MG/ML 50ML,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
113,04000078,LAMOTRIGINE 25MG TABLET,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
114,04000080,MESALAMINE 250MG CAPSULE,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
115,04000081,VALACYCLOVIR 500MG TABLET,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
116,04000083,CEFPROZIL 250MG/5ML 50ML,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
117,04000084,MICONAZOLE NITRATE DUAL PACK,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
118,04000086,METRONIDAZOLE 0.75% 70GM TUBE,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
119,04000087,LAMIVUDINE 150MG TABLET,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
120,04000091,FLUCYTOSINE 500MG CAPSULE,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
121,04000093,AZELASTINE 30ML BOTTLE,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
122,04000098,AZITHROMYCIN 500MG VIAL,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
123,04000099,AZITHROMYCIN 200MG/5ML BOTTLE,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
124,04000103,FINASTERIDE 5MG TABLET,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
125,04000104,CYCLOSPORINE 25MG CAPS SANDIMM,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
126,04000108,AMOX TR/K+ CLAVUL 875MG TABLET,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
127,04000109,TERBINAFINE 250MG TABLET,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
128,04000112,LEVOFLOXACIN 500MG TABLET,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
129,04000113,MUPIROCIN 2% 1GM OINTMENT,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
130,04000119,AMOX TR/K+ CLAVUL 250MG/5ML,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
131,04000120,INFLIXIMAB 100MG VIAL,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
132,04000121,VANCOMYCIN 3000MG/60ML BOTTLE,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
133,04000124,BOTULINUM TOXIN A 100UNIT VIAL,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
134,04000126,LEVOFLOXACIN 500MG/D5W PB,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
135,04000128,LEVOFLOXACIN 250MG TABLET,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
136,04000130,RITUXIMAB 100MG/10 VIAL,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
137,04000131,RITUXIMAB 500MG/50 VIAL,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
138,04000132,OSELTAMIVIR 75MG CAPSULE,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
139,04000133,LEVOFLOXACIN 500MG/20ML VIAL,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
140,04000134,CIDOFOVIR 375MG/5ML VIAL,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
141,04000136,TOBRAMYCIN NACL 2% 300MG/5ML,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
142,04000139,PENTAMIDINE 300MG/VIAL,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
143,04000145,CEFTRIAXONE 1GM D5W ADV,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
144,04000146,CEFTRIAXONE 2GM D5W 50ML ADV,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
145,04000147,CEFAZOLIN ADV 1GM D5W,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
146,04000157,ATOVAQUONE LIQ 150MG/ML,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
147,04000159,AMPICILLIN/SULBACT ADV 1.5GM,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
148,04000160,AMPICILLIN/SULBACT ADV 3GM ADV,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
149,04000161,LAMIVUDINE/ZIDOVUDINE 150/300,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
150,04000162,LEVOFLOXACIN 750MG TABLET,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
151,04000163,LEVOFLOXACIN 250MG/D5W 50ML PB,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
152,04000164,AMPHO-B/LIPID-AMBRISONE 50MG,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
153,04000165,LINEZOLID 600MG/300ML INJ,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
154,04000166,FLEBOGAMMA INJECTION 500 MG,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
155,04000167,IMMUNE GLOBULIN RHO 1500 UNITS,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
156,04000168,IMMUNE GLOBULIN IV RHO 5000 UN,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
157,04000169,FAMCICLOVIR 125MG TABLET,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
158,04000170,CEFUROXIME 125MG/5 100ML SUSP,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
159,04000173,VALGANCICLOVIR 450MG TABLET,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
160,04000174,TENOFOVIR 300MG TABLET,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
161,04000175,CEFUROXIME 250MG/5ML 50ML,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
162,04000177,LINEZOLID 600MG TABLET,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
163,04000178,PIPERCILLIN TAZO 2.25GM VIAL,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
164,04000180,CLARITHROMYCIN SR 500MG TAB,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
165,04000183,MEROPENEM 1GM VIAL,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
166,04000184,MEROPENEM 500MG VIAL,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
167,04000188,TACROLIMUS 0.5MG CAPSULE,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
168,04000189,BALSALAZIDE 750MG CAPSULE,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
169,04000192,OFLOXACIN 0.3% 5ML OTIC 75DROP,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
170,04000193,LEVOFLOXACIN 750MG/150ML D5W,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
171,04000195,CEFEPIME 1GM VIAL,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
172,04000196,CEFEPIME 2GM VIAL,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
173,04000199,SIROLIMUS 1MG TABLET,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
174,04000202,ALPHA-PROTEINASE INHIB 1000MG,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
175,04000203,DAPTOMYCIN 500MG VIAL,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
176,04000206,AZITHROMYCIN 500MG TABLET,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
177,04000207,EFAVIRENZ 200MG CAPSULE,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
178,04000208,OXYTOCIN 20 UNITS LR 1000ML,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
179,04000209,EMTRICITABINE/TENOFOVIR TABLET,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
180,04000210,EFAVIRENZ 600MG TABLET,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
181,04000212,VANCOMYCIN 1GM/250ML MINI BAG,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
182,04000214,CYCLOSPORINE MOD. 100MG CAP,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
183,04000216,DUTASTERIDE 0.5MG CAPSULE,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
184,04000219,PANTOPRAZOLE 20MG TABLET,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
185,04000222,ZANAMIVIN 20X5MG INH,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
186,04000223,NEVIRAPINE 200MG,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
187,04000224,CEPHALEXIN 50MG/ML ORAL SYR,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
188,04000225,RIFAXIMIN 200MG TABLET,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
189,04000226,LEVOFLOXACIN 25MG/ML /ML ORAL,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
190,04000227,POSACONAZOLE 200MG/5ML SUSP,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
191,04000229,ALISKIREN HEMIFUMARATE 150MG T,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
192,04000230,GALANTAMINE HYDRO 24MG CAPSULE,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
193,04000231,ERTAPENEM 1GM VIAL,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
194,04000232,VANCOMYCIN 1GM/500ML ENEMA,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
195,04000237,METRONIDAZOLE 0.75% 45GM CREAM,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
196,04000238,PIMECROLIMUS 1% 30GM CREAM,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
197,04000239,CLOTRMAZOLE 1% 10ML SOLUTION,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
198,04000240,VANCOMYCIN 1GM VIAL ADVANTAGE,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
199,04000243,LOPINAVIR/RITONAVIR 400/100 5M,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
200,04000245,VANCOMYCIN O.S. 5% 10ML,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
201,04000246,ERTHRO/SULFA 200-600/5ML 100ML,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
202,04000248,ABATACEPT 250MG VIAL,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
203,04000250,PAROMOMYCIN 250MG CAPS,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
204,04000251,POSACONAZOLE 10MG/ML,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
205,04000252,CEFDINIR 125MG/5ML ORAL SYRNG,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
206,04000253,DARUNAVIR 400MG TAB,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
207,04000254,LYMPHOCYTE IMM GLOB 25MG VIAL,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
208,04000255,OXYTOCIN 30UNITS/LR 500ML,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
209,04000256,LYMPH IMM GLOB 50MG/ML 5ML VIA,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
210,04000257,RIFAXIMIN 20MG/ML PER ML CHRGE,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
211,04000258,VANCOMYCIN 50MG/ML PER ML CHRG,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
212,04000259,PEG-INTRON 120MCG/0.5ML,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
213,04000260,RIBAVIRIN 200MG TABS,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
214,04000261,CLINDAMYCIN 15MG/ML PER ML,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
215,04000262,MICONAZOLE 2% OINT 57GM,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
216,04000263,PENTAMIDINE 300MG FOR INHALANT,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
217,04000264,CIPRO 50MG/ML SUPP PER ML,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
218,04000265,AZITHROMYCIN 2MG/ML IV SYR NIC,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
219,04000266,NATALIZUMAB 300MG/ML 15ML VIAL,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
220,04000267,CEFUROXIME 250MG/5ML PER ML CH,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
221,04000268,CYCLOSPORINE 100MG/ML PR MLCHR,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
222,04000269,TACROLIMUS 0.5MG/ML CHARGE,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
223,04000270,TACROLIMUS 5MG CAPS,2019-01-01 00:00:00,0.0,Salinas Valley Memorial Hospital,2019
