,EAP,Description,Rev Code,Inpatient Price,Outpatient Price,Hospital,Year
17,10000020,HCHG ROOM CCU,210.0,12595.0,12595.0,California Pacific Medical Center - Pacific Campus,2019
18,10000021,HCHG ROOM SNF M/S DSTNCT,121.0,4339.0,4339.0,California Pacific Medical Center - Pacific Campus,2019
19,10000026,HCHG ROOM SNF M/S DSTNCT BED HOLD,121.0,4339.0,4339.0,California Pacific Medical Center - Pacific Campus,2019
20,10000027,HCHG ROOM SUBACUTE VENT BED HOLD,71.0,4750.0,4750.0,California Pacific Medical Center - Pacific Campus,2019
21,10000028,HCHG ROOM SUBACUTE NON VENT BED HOLD,72.0,4479.0,4479.0,California Pacific Medical Center - Pacific Campus,2019
22,10000029,HCHG ROOM MED/SURG/GYN PVT,111.0,4995.0,4995.0,California Pacific Medical Center - Pacific Campus,2019
23,10000033,HCHG ROOM RESIDENTIAL CARE PVT,119.0,290.0,290.0,California Pacific Medical Center - Pacific Campus,2019
24,10000034,HCHG ROOM RESIDENTIAL CARE SP,129.0,209.0,209.0,California Pacific Medical Center - Pacific Campus,2019
25,10000036,HCHG ROOM OB/MATERNAL PVT,112.0,6124.0,6124.0,California Pacific Medical Center - Pacific Campus,2019
26,10000037,HCHG ROOM PEDIATRIC PVT,113.0,7774.0,7774.0,California Pacific Medical Center - Pacific Campus,2019
27,10000038,HCHG ROOM BEHAVIORL HEALTH PVT,114.0,9646.0,9646.0,California Pacific Medical Center - Pacific Campus,2019
28,10000041,HCHG ROOM SNF M/S DSNCT PVT,111.0,4641.0,4641.0,California Pacific Medical Center - Pacific Campus,2019
29,10000048,HCHG ROOM SUBACUTE LVL 1 NON VENT,191.0,4058.0,4058.0,California Pacific Medical Center - Pacific Campus,2019
30,10000049,HCHG ROOM SUBACUTE LVL 2 NON VENT,192.0,4633.0,4633.0,California Pacific Medical Center - Pacific Campus,2019
31,10000050,HCHG ROOM SUBACUTE LVL 3 NON VENT,193.0,5140.0,5140.0,California Pacific Medical Center - Pacific Campus,2019
32,10000051,HCHG ROOM SUBACUTE LVL 4 NON VENT,194.0,5250.0,5250.0,California Pacific Medical Center - Pacific Campus,2019
33,10000054,HCHG ROOM REHAB ACUTE PVT,118.0,6384.0,6384.0,California Pacific Medical Center - Pacific Campus,2019
34,10000063,HCHG ROOM MED/SURG/GYN PVT MJ,111.0,4995.0,4995.0,California Pacific Medical Center - Pacific Campus,2019
35,10000067,HCHG S-PAY COMING HOME HOSPICE,0.0,220.0,220.0,California Pacific Medical Center - Pacific Campus,2019
36,10000075,HCHG ROOM LOA NO CHARGE,180.0,1.0,1.0,California Pacific Medical Center - Pacific Campus,2019
37,10000076,HCHG ROOM HOSPICE PRIVATE,115.0,3746.0,3746.0,California Pacific Medical Center - Pacific Campus,2019
38,10000078,HCHG ROOM REHAB ACUTE SEMI PVT,128.0,5499.0,5499.0,California Pacific Medical Center - Pacific Campus,2019
39,10000089,HCHG ROOM SUBACUTE LVL 1 VENT,191.0,4058.0,4058.0,California Pacific Medical Center - Pacific Campus,2019
40,10000090,HCHG ROOM SUBACUTE LVL 2 VENT,192.0,4536.0,4536.0,California Pacific Medical Center - Pacific Campus,2019
41,10000091,HCHG ROOM SUBACUTE LVL 3 VENT,193.0,4845.0,4845.0,California Pacific Medical Center - Pacific Campus,2019
42,10000092,HCHG ROOM SUBACUTE LVL 4 VENT,194.0,5681.0,5681.0,California Pacific Medical Center - Pacific Campus,2019
43,10000093,HCHG ROOM NON-COVERED CUSTODIAL CARE,129.0,1853.0,1853.0,California Pacific Medical Center - Pacific Campus,2019
44,10100004,HCHG OBS CPR,760.0,1727.0,1727.0,California Pacific Medical Center - Pacific Campus,2019
45,10100005,HCHG OBS PER HOUR,762.0,302.0,302.0,California Pacific Medical Center - Pacific Campus,2019
46,10100007,HCHG OBS DIRECT ADMIT,762.0,557.0,557.0,California Pacific Medical Center - Pacific Campus,2019
47,10100008,HCHG OBS INTRODUCTION NEEDLE OR INTRACATHETER INTO VEIN,760.0,137.0,137.0,California Pacific Medical Center - Pacific Campus,2019
48,10100009,HCHG OBS BLOOD DRAW IMPLANTED PORT,760.0,252.0,252.0,California Pacific Medical Center - Pacific Campus,2019
49,10100010,HCHG OBS DECLOT VASCULAR DEVICE WITH THROMBOLYTIC,760.0,617.0,617.0,California Pacific Medical Center - Pacific Campus,2019
50,10100011,HCHG OBS CENTRAL VENOUS CATH INSERTION NON-TUNNELED 5YR OR OLDER,760.0,2602.0,2602.0,California Pacific Medical Center - Pacific Campus,2019
51,10100012,HCHG OBS IRRIGATION BLADDER SIMPLE,760.0,109.0,109.0,California Pacific Medical Center - Pacific Campus,2019
52,10100013,HCHG OBS INSERT STRAIGHT CATHETER,760.0,339.0,339.0,California Pacific Medical Center - Pacific Campus,2019
53,10100014,HCHG OBS INSERTION FOLEY CATHETER,760.0,356.0,356.0,California Pacific Medical Center - Pacific Campus,2019
54,10100047,HCHG OBS THORACENTESIS W/IMAG,760.0,2478.0,2478.0,California Pacific Medical Center - Pacific Campus,2019
55,10100048,HCHG OBS THORACENTESIS WO IMAG,760.0,2086.0,2086.0,California Pacific Medical Center - Pacific Campus,2019
56,10100056,HCHG OBS PERCUTANEOUS LIVER BIOPSY,760.0,2996.0,2996.0,California Pacific Medical Center - Pacific Campus,2019
57,10100058,HCHG OBS IMAGE CATH FLUID PERI/RETRO,760.0,4628.0,4628.0,California Pacific Medical Center - Pacific Campus,2019
58,10100064,HCHG OBS INS PACK FOR NON-OB VAG HEMORRHAGE,760.0,514.0,514.0,California Pacific Medical Center - Pacific Campus,2019
59,10100073,HCHG OBS INSERT PICC >=5 YR WO PORT WO IMAGE GUIDANC,760.0,3330.0,3330.0,California Pacific Medical Center - Pacific Campus,2019
60,10100075,HCHG OBS INSERT PICC >=5 YR WO PORT W IMAGE GUIDANCE,760.0,4238.0,4238.0,California Pacific Medical Center - Pacific Campus,2019
61,10100205,HCHG OBS DRN ABSCESS SMPL/SNGL,760.0,710.0,710.0,California Pacific Medical Center - Pacific Campus,2019
62,10100207,HCHG OBS COL BLD PICC/CNTRL LN,760.0,192.0,192.0,California Pacific Medical Center - Pacific Campus,2019
63,10100209,HCHG OBS CARDIOVERSION ELECTRIC EXTERNAL,760.0,2134.0,2134.0,California Pacific Medical Center - Pacific Campus,2019
64,10100212,HCHG OBS INFUSN CHEMO 0-60 MN,760.0,1035.0,1035.0,California Pacific Medical Center - Pacific Campus,2019
65,10100213,HCHG OBS INFUSN CHEM EA ADD HR,760.0,429.0,429.0,California Pacific Medical Center - Pacific Campus,2019
66,10100227,HCHG OBS DX NASAL ENDOSCOPY,760.0,450.0,450.0,California Pacific Medical Center - Pacific Campus,2019
67,10100233,HCHG OBS DRAIN/INJ MAJOR JOINT/BURSA W/O US,760.0,1172.0,996.0,California Pacific Medical Center - Pacific Campus,2019
68,10100239,HCHG OBS LUMBAR PUNCTURE DX,760.0,969.0,969.0,California Pacific Medical Center - Pacific Campus,2019
69,10100240,HCHG OBS PARACENTSIS ABD NO IM,760.0,1205.0,1205.0,California Pacific Medical Center - Pacific Campus,2019
70,10100242,HCHG OBS DIAGNOSTIC BONE MARROW BIOPSY,760.0,1358.0,1358.0,California Pacific Medical Center - Pacific Campus,2019
71,17000048,HCHG PT WCOMP AQUATIC PRIOR AUTH INDIVIDUAL,420.0,211.0,211.0,California Pacific Medical Center - Pacific Campus,2019
72,17000058,HCHG PT MCAL SINGLE MODALITY ADDITIONAL 15 MIN,420.0,221.0,221.0,California Pacific Medical Center - Pacific Campus,2019
73,17000059,HCHG PT MCAL SINGLE PROCURE INITIAL 30 MIN,420.0,469.0,469.0,California Pacific Medical Center - Pacific Campus,2019
74,17000060,HCHG PT MCAL SINGLE PROCURE ADDITIONAL 15 MIN,420.0,240.0,240.0,California Pacific Medical Center - Pacific Campus,2019
75,17000062,HCHG PT MCAL TREATMENT COMBINATION PROCEDURES AND MODALITIES INITIAL 30 MIN,420.0,393.0,393.0,California Pacific Medical Center - Pacific Campus,2019
76,17000063,HCHG PT MCAL TREATMENT COMBINATION PROCEDURES AND MODALITIES ADDITIONAL 15 MIN,420.0,197.0,197.0,California Pacific Medical Center - Pacific Campus,2019
77,17000064,HCHG PT MCAL AQUATIC THERAPY EXERCISE INITIAL 30 MIN,420.0,403.0,403.0,California Pacific Medical Center - Pacific Campus,2019
78,17000065,HCHG PT MCAL AQUATIC THERAPEUTIC EXERCISE ADDITIONAL 15 MIN,420.0,203.0,203.0,California Pacific Medical Center - Pacific Campus,2019
79,17000067,HCHG PT MCAL EVALUATION INITIAL 30 MIN,420.0,386.0,386.0,California Pacific Medical Center - Pacific Campus,2019
80,17000068,HCHG PT MCAL RE-EVALUATION INITIAL 30 MIN,420.0,323.0,323.0,California Pacific Medical Center - Pacific Campus,2019
81,17000071,HCHG PT MCAL EVALUATION ADDITIONAL 15 MIN,420.0,222.0,222.0,California Pacific Medical Center - Pacific Campus,2019
82,17000072,HCHG PT MCAL RE-EVALUATION ADDITIONAL 15 MIN,420.0,209.0,209.0,California Pacific Medical Center - Pacific Campus,2019
83,17000073,HCHG PT MCAL EVALUATION PRELIMINARY SNF ICF INITIAL 30 MIN,420.0,338.0,338.0,California Pacific Medical Center - Pacific Campus,2019
84,17000074,HCHG PT MCAL CASE CONFERENCE AND REPORT INITIAL 30 MIN,420.0,498.0,498.0,California Pacific Medical Center - Pacific Campus,2019
85,17000075,HCHG PT MCAL CASE CONSULT AND REPORT,420.0,55.0,55.0,California Pacific Medical Center - Pacific Campus,2019
86,17000076,HCHG PT MCAL CASE CONFERENCE AND REPORT ADDITIONAL 15 MIN,420.0,90.0,90.0,California Pacific Medical Center - Pacific Campus,2019
87,17000077,HCHG PT MCAL HOME EVALUATION,420.0,1618.0,1618.0,California Pacific Medical Center - Pacific Campus,2019
88,17000106,HCHG PT DEV SCREEN SCORE&DOCUMENT STANDARD INSTRMNT,420.0,402.0,402.0,California Pacific Medical Center - Pacific Campus,2019
89,17000115,HCHG PT ELECTRICAL STIMULATION ATTENDED EA 15 MIN,420.0,132.0,132.0,California Pacific Medical Center - Pacific Campus,2019
90,17000116,HCHG PT IONTOPHORESIS EA 15 MIN,420.0,141.0,141.0,California Pacific Medical Center - Pacific Campus,2019
91,17000117,HCHG PT CONTRAST BATHS EA 15 MIN,420.0,100.0,100.0,California Pacific Medical Center - Pacific Campus,2019
92,17000118,HCHG PT ULTRASOUND EA 15 MIN,420.0,128.0,125.0,California Pacific Medical Center - Pacific Campus,2019
93,17000119,HCHG PT THERAPEUTIC EXERCISE EA 15 MIN,420.0,212.0,176.0,California Pacific Medical Center - Pacific Campus,2019
94,17000120,HCHG PT NEUROMUSCULAR REEDUCATION EA 15 MIN,420.0,170.0,170.0,California Pacific Medical Center - Pacific Campus,2019
95,17000121,HCHG PT AQUATIC THERAPY EA 15 MIN,420.0,156.0,156.0,California Pacific Medical Center - Pacific Campus,2019
96,17000122,HCHG PT GAIT TRAINING EA 15 MIN,420.0,155.0,155.0,California Pacific Medical Center - Pacific Campus,2019
97,17000123,HCHG PT THERAPEUTIC MASSAGE EA 15 MIN,420.0,136.0,136.0,California Pacific Medical Center - Pacific Campus,2019
98,17000124,HCHG PT MANUAL THERAPY EA 15 MIN,420.0,194.0,162.0,California Pacific Medical Center - Pacific Campus,2019
99,17000126,HCHG PT THERAPEUTIC ACTIVITY EA 15 MIN,420.0,161.0,161.0,California Pacific Medical Center - Pacific Campus,2019
100,17000128,HCHG PT SENSORY INTEGRATION EA 15 MIN,420.0,184.0,184.0,California Pacific Medical Center - Pacific Campus,2019
101,17000129,HCHG PT ADL TRAINING EA 15 MIN,420.0,172.0,172.0,California Pacific Medical Center - Pacific Campus,2019
102,17000130,HCHG PT COMMUNITY REINTEGRATION EA 15 MIN,420.0,149.0,149.0,California Pacific Medical Center - Pacific Campus,2019
103,17000131,HCHG PT WHEELCHAIR TRAINING EA 15 MIN,420.0,155.0,155.0,California Pacific Medical Center - Pacific Campus,2019
104,17000139,HCHG PT PHYSICAL PERFORMANCE TEST EA 15 MIN,420.0,181.0,181.0,California Pacific Medical Center - Pacific Campus,2019
105,17000140,HCHG PT ASSISTIVE TECHNOLOGIES ASSESSMENT EA 15 MIN,420.0,187.0,187.0,California Pacific Medical Center - Pacific Campus,2019
106,17000141,HCHG PT ORTHOTIC TRAINING INITIAL EA 15 MIN,420.0,155.0,155.0,California Pacific Medical Center - Pacific Campus,2019
107,17000142,HCHG PT PROSTHETIC TRAINING INITIAL EA 15 MIN,420.0,188.0,188.0,California Pacific Medical Center - Pacific Campus,2019
108,17000292,HCHG PT MCAL SINGLE MODAL INIT 30,420.0,353.0,353.0,California Pacific Medical Center - Pacific Campus,2019
109,17000329,HCHG PT APP LONG ARM CAST,420.0,606.0,606.0,California Pacific Medical Center - Pacific Campus,2019
110,17000330,HCHG PT APP LONG LEG CYLINDER,420.0,713.0,713.0,California Pacific Medical Center - Pacific Campus,2019
111,17000331,HCHG MCAL PT MILEAGE >10 MI 1 WAY,420.0,297.0,297.0,California Pacific Medical Center - Pacific Campus,2019
112,17000536,HCHG PT CANALITH REPOSITIONING,420.0,198.0,198.0,California Pacific Medical Center - Pacific Campus,2019
113,17000568,HCHG PT EVAL LOW COMPLEXITY,424.0,337.0,337.0,California Pacific Medical Center - Pacific Campus,2019
114,17000571,HCHG PT RE-EVAL ESTABLISHED PLAN CARE,424.0,249.0,249.0,California Pacific Medical Center - Pacific Campus,2019
115,17000572,HCHG OT EVAL LOW COMPLEXITY,434.0,371.0,371.0,California Pacific Medical Center - Pacific Campus,2019
116,17000575,HCHG OT RE-EVAL ESTABLISHED PLAN CARE,434.0,293.0,293.0,California Pacific Medical Center - Pacific Campus,2019
117,17000582,HCHG PT ORTHC/PROSTC MGMT SBSQ ENC,420.0,169.0,169.0,California Pacific Medical Center - Pacific Campus,2019
118,17000586,HCHG PT COGNITIVE SKILLS DEVELOPMENT EA 15,420.0,168.0,168.0,California Pacific Medical Center - Pacific Campus,2019
119,17000596,HCHG PT MECH TRACT,420.0,144.0,144.0,California Pacific Medical Center - Pacific Campus,2019
120,17000598,HCHG PT PARAFFIN BATH,420.0,88.0,88.0,California Pacific Medical Center - Pacific Campus,2019
121,17000599,HCHG PT WHIRLPOOL,420.0,194.0,194.0,California Pacific Medical Center - Pacific Campus,2019
122,17000601,HCHG PT PROC THER GP,420.0,182.0,182.0,California Pacific Medical Center - Pacific Campus,2019
123,17000604,HCHG PT E-STIM SUPERVISED,420.0,104.0,104.0,California Pacific Medical Center - Pacific Campus,2019
124,17000608,HCHG PT EVAL MOD COMPLEXITY,424.0,386.0,386.0,California Pacific Medical Center - Pacific Campus,2019
125,17000609,HCHG PT EVAL HIGH COMPLEXITY,424.0,504.0,504.0,California Pacific Medical Center - Pacific Campus,2019
126,17000610,HCHG PT DEVEL TST PHYS/QHP 1ST HR,420.0,710.0,710.0,California Pacific Medical Center - Pacific Campus,2019
127,17000611,HCHG PT DEVEL TST PHYS/QHP EA ADDL 30 MIN,420.0,355.0,355.0,California Pacific Medical Center - Pacific Campus,2019
128,17200062,HCHG OT MCAL EVALUATION INITIAL 30 MIN,430.0,429.0,429.0,California Pacific Medical Center - Pacific Campus,2019
129,17200063,HCHG OT MCAL RE-EVALUATION INITIAL 30 MIN,430.0,360.0,360.0,California Pacific Medical Center - Pacific Campus,2019
130,17200065,HCHG OT MCAL EVALUATION ADDITIONAL 15 MIN,430.0,219.0,219.0,California Pacific Medical Center - Pacific Campus,2019
131,17200066,HCHG OT MCAL RE-EVALUATION ADDITIONAL 15 MIN,430.0,193.0,193.0,California Pacific Medical Center - Pacific Campus,2019
132,17200067,HCHG OT MCAL CASE CONFERENCE AND REPORT INITIAL 30 MIN,430.0,260.0,260.0,California Pacific Medical Center - Pacific Campus,2019
133,17200068,HCHG OT MCAL CASE CONFERENCE AND REPORT ADDITIONAL 15 MIN,430.0,157.0,157.0,California Pacific Medical Center - Pacific Campus,2019
134,17200069,HCHG OT MCAL EVALUATION PRELIMINARY 30 MIN,430.0,458.0,458.0,California Pacific Medical Center - Pacific Campus,2019
135,17200073,HCHG OT MCAL CASE CONSULT AND REPORT,430.0,227.0,227.0,California Pacific Medical Center - Pacific Campus,2019
136,17200077,HCHG OT APPLICATION SPLINT FINGER STATIC,430.0,534.0,534.0,California Pacific Medical Center - Pacific Campus,2019
137,17200079,HCHG OT STRAP SHOULDER,430.0,434.0,434.0,California Pacific Medical Center - Pacific Campus,2019
138,17200093,HCHG OT DEV SCREEN SCORE&DOCUMENT STANDARD INSTRMNT,430.0,402.0,402.0,California Pacific Medical Center - Pacific Campus,2019
139,17200100,HCHG OT ELECTRICAL STIMULATION ATTENDED EA 15 MIN,430.0,157.0,157.0,California Pacific Medical Center - Pacific Campus,2019
140,17200101,HCHG OT IONTOPHORESIS EA 15 MIN,430.0,141.0,141.0,California Pacific Medical Center - Pacific Campus,2019
141,17200102,HCHG OT CONTRAST BATHS EA 15 MIN,430.0,100.0,100.0,California Pacific Medical Center - Pacific Campus,2019
142,17200103,HCHG OT ULTRASOUND EA 15 MIN,430.0,128.0,125.0,California Pacific Medical Center - Pacific Campus,2019
143,17200104,HCHG OT THERAPEUTIC EXERCISE EA 15 MIN,430.0,194.0,176.0,California Pacific Medical Center - Pacific Campus,2019
144,17200105,HCHG OT NEUROMUSCULAR REEDUCATION EA 15 MIN,430.0,170.0,170.0,California Pacific Medical Center - Pacific Campus,2019
145,17200106,HCHG OT AQUATIC THERAPY EA 15 MIN,430.0,157.0,157.0,California Pacific Medical Center - Pacific Campus,2019
146,17200107,HCHG OT THERAPEUTIC MASSAGE EA 15 MIN,430.0,120.0,120.0,California Pacific Medical Center - Pacific Campus,2019
147,17200108,HCHG OT MANUAL THERAPY EA 15 MIN,430.0,194.0,162.0,California Pacific Medical Center - Pacific Campus,2019
148,17200110,HCHG OT THERAPEUTIC ACTIVITY EA 15 MIN,430.0,161.0,161.0,California Pacific Medical Center - Pacific Campus,2019
149,17200112,HCHG OT SENSORY INTEGRATION EA 15 MIN,430.0,133.0,133.0,California Pacific Medical Center - Pacific Campus,2019
150,17200113,HCHG OT ADL TRAINING EA 15 MIN,430.0,172.0,172.0,California Pacific Medical Center - Pacific Campus,2019
151,17200114,HCHG OT COMMUNITY REINTEGRATION EA 15 MIN,430.0,149.0,149.0,California Pacific Medical Center - Pacific Campus,2019
152,17200115,HCHG OT WHEELCHAIR TRAINING EA 15 MIN,430.0,157.0,157.0,California Pacific Medical Center - Pacific Campus,2019
153,17200116,HCHG OT WORK CONDITIONING INITIAL 120 MIN,430.0,600.0,600.0,California Pacific Medical Center - Pacific Campus,2019
154,17200117,HCHG OT WORK CONDITIONING ADD 60 MIN,430.0,276.0,276.0,California Pacific Medical Center - Pacific Campus,2019
155,17200121,HCHG OT PHYSICAL PERFORMANCE TEST EA 15 MIN,430.0,180.0,180.0,California Pacific Medical Center - Pacific Campus,2019
156,17200122,HCHG OT ASSISTIVE TECHNOLOGIES ASSESSMENT EA 15 MIN,430.0,170.0,170.0,California Pacific Medical Center - Pacific Campus,2019
157,17200123,HCHG OT ORTHOTIC TRAINING INITIAL EA 15 MIN,430.0,157.0,157.0,California Pacific Medical Center - Pacific Campus,2019
158,17200124,HCHG OT PROSTHETIC TRAINING INITIAL EA 15 MIN,430.0,157.0,157.0,California Pacific Medical Center - Pacific Campus,2019
159,17200139,HCHG OT MCAL TX ADTL 15 MIN,430.0,187.0,187.0,California Pacific Medical Center - Pacific Campus,2019
160,17200284,HCHG OT MCAL TREAT INIT 30,430.0,385.0,385.0,California Pacific Medical Center - Pacific Campus,2019
161,17200296,HCHG OT MCAL COMBO MODAL ADD 15,430.0,202.0,202.0,California Pacific Medical Center - Pacific Campus,2019
162,17200310,HCHG OT MCAL COMBO MODAL INIT 30,430.0,403.0,403.0,California Pacific Medical Center - Pacific Campus,2019
163,17200330,HCHG OT COGNTVE TEST BY HC PRO,430.0,503.0,503.0,California Pacific Medical Center - Pacific Campus,2019
164,17200332,HCHG OT MCAL HOME EVALUATION,430.0,1464.0,1464.0,California Pacific Medical Center - Pacific Campus,2019
165,17200333,HCHG OT MCAL MILEAGE >10 MI 1 WAY,430.0,225.0,225.0,California Pacific Medical Center - Pacific Campus,2019
166,17200493,HCHG OT ORTHC/PROSTC MGMT SBSQ ENC,430.0,169.0,169.0,California Pacific Medical Center - Pacific Campus,2019
167,17200494,HCHG OT COGNITIVE SKILLS DEVELOPMENT EA 15,430.0,168.0,168.0,California Pacific Medical Center - Pacific Campus,2019
168,17200498,HCHG OT TX SWALL/ORAL FNX,430.0,395.0,395.0,California Pacific Medical Center - Pacific Campus,2019
169,17200499,HCHG OT EVAL FNX SWALL,434.0,588.0,588.0,California Pacific Medical Center - Pacific Campus,2019
170,17200502,HCHG OT MMT HAND,430.0,391.0,391.0,California Pacific Medical Center - Pacific Campus,2019
171,17200509,HCHG OT PARAFFIN BATH,430.0,88.0,88.0,California Pacific Medical Center - Pacific Campus,2019
172,17200510,HCHG OT WHIRLPOOL,430.0,194.0,194.0,California Pacific Medical Center - Pacific Campus,2019
173,17200512,HCHG OT GROUP THERAPY,430.0,182.0,182.0,California Pacific Medical Center - Pacific Campus,2019
174,17200513,HCHG OT DEBRIDE NON-SELECT,430.0,401.0,401.0,California Pacific Medical Center - Pacific Campus,2019
175,17200514,HCHG OT E-STIM SUPERVISED,430.0,104.0,104.0,California Pacific Medical Center - Pacific Campus,2019
176,17200516,HCHG OT EVAL MOD COMPLEXITY,434.0,469.0,469.0,California Pacific Medical Center - Pacific Campus,2019
177,17200517,HCHG OT EVAL HIGH COMPLEXITY,434.0,596.0,596.0,California Pacific Medical Center - Pacific Campus,2019
178,17200518,HCHG OT DEVEL TST PHYS/QHP 1ST HR,430.0,710.0,710.0,California Pacific Medical Center - Pacific Campus,2019
179,17200519,HCHG OT DEVEL TST PHYS/QHP EA ADDL 30 MIN,430.0,355.0,355.0,California Pacific Medical Center - Pacific Campus,2019
180,17400005,HCHG SP MCAL THERAPY SPEECH-LANG IND PER HOUR,440.0,458.0,458.0,California Pacific Medical Center - Pacific Campus,2019
181,17400006,HCHG SP MCAL THERAPY SPEECH-LANG IND 1/2 HOUR,440.0,373.0,373.0,California Pacific Medical Center - Pacific Campus,2019
182,17400007,HCHG SP MCAL ELECTRICAL STIMULATION EA ADDITIONAL 15 MIN,440.0,190.0,190.0,California Pacific Medical Center - Pacific Campus,2019
183,17400008,HCHG SP MCAL ELECTRICAL STIMULATION INITIAL 30 MIN,440.0,379.0,379.0,California Pacific Medical Center - Pacific Campus,2019
184,17400013,HCHG SP EVAL RX FOR NON SP GENERATIN DEVICE PRESCRIPTION,444.0,685.0,685.0,California Pacific Medical Center - Pacific Campus,2019
185,17400016,HCHG SP EVAL APHASIA HR,440.0,696.0,696.0,California Pacific Medical Center - Pacific Campus,2019
186,17400021,HCHG SP THER SVC NO SP/ALT DEV,440.0,396.0,396.0,California Pacific Medical Center - Pacific Campus,2019
187,17400135,HCHG SP EVAL SP/COM DVC ADL 30,444.0,108.0,108.0,California Pacific Medical Center - Pacific Campus,2019
188,17400137,HCHG SP EVAL SP/COM DVC 1ST HR,444.0,743.0,743.0,California Pacific Medical Center - Pacific Campus,2019
189,17400138,HCHG SP THER SVC SP DEVICE,440.0,345.0,345.0,California Pacific Medical Center - Pacific Campus,2019
190,17400139,HCHG SP COGNTVE TEST BY HC PRO,440.0,561.0,561.0,California Pacific Medical Center - Pacific Campus,2019
191,17400390,HCHG ST COGNITIVE SKILLS DEVELOPMENT EA 15,440.0,168.0,168.0,California Pacific Medical Center - Pacific Campus,2019
192,17400392,HCHG SP TX SP/LANG/COM IND,440.0,381.0,381.0,California Pacific Medical Center - Pacific Campus,2019
193,17400393,HCHG SP TX SP/LANG/COM GP,440.0,287.0,287.0,California Pacific Medical Center - Pacific Campus,2019
194,17400394,HCHG EVALUATION OF SPEECH FLUENCY,444.0,681.0,681.0,California Pacific Medical Center - Pacific Campus,2019
195,17400395,HCHG EVALUATE SPEECH PRODUCTION,444.0,416.0,416.0,California Pacific Medical Center - Pacific Campus,2019
196,17400396,HCHG EVAL SPEECH SOUND LANG COMPREH,444.0,595.0,595.0,California Pacific Medical Center - Pacific Campus,2019
197,17400397,HCHG SP BEHAVRAL QUALIT ANALYS VOICE,440.0,441.0,441.0,California Pacific Medical Center - Pacific Campus,2019
198,17400398,HCHG SP TX SWALL/ORAL FNX,440.0,395.0,395.0,California Pacific Medical Center - Pacific Campus,2019
199,17400399,HCHG SP EVAL COM DEVICE,440.0,635.0,635.0,California Pacific Medical Center - Pacific Campus,2019
200,17400400,HCHG SP EVAL FNX SWALL,444.0,588.0,588.0,California Pacific Medical Center - Pacific Campus,2019
201,17400401,HCHG SP EVAL MTN FLUOR SWAL,444.0,677.0,677.0,California Pacific Medical Center - Pacific Campus,2019
202,17400402,HCHG SP ENDOSCOPY SWALLOW (FEES) VID,444.0,663.0,663.0,California Pacific Medical Center - Pacific Campus,2019
203,17400407,HCHG SP MCAL EVALUATION SPEECH,440.0,338.0,338.0,California Pacific Medical Center - Pacific Campus,2019
204,17400408,HCHG SP MCAL EVAL LANG,440.0,437.0,437.0,California Pacific Medical Center - Pacific Campus,2019
205,17500005,HCHG AD MCAL AUDIOMETRY COMPLETE AGES 7 TO ADULT,471.0,900.0,900.0,California Pacific Medical Center - Pacific Campus,2019
206,17500020,HCHG AD AUDIOMETRY COMPLETE,471.0,410.0,410.0,California Pacific Medical Center - Pacific Campus,2019
