,EAP,Description,Rev Code,Inpatient Price,Outpatient Price,Hospital,Year
37,10100058,HCHG OBS IMAGE CATH FLUID PERI/RETRO,760,4628.0,4628.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
38,10100073,HCHG OBS INSERT PICC >=5 YR WO PORT WO IMAGE GUIDANC,760,3330.0,3330.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
39,10100075,HCHG OBS INSERT PICC >=5 YR WO PORT W IMAGE GUIDANCE,760,4238.0,4238.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
40,10100203,HCHG OBS APPLY SHORT LEG SPLINT,760,567.0,567.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
41,10200002,HCHG EXCH TRANSFN BLOOD NOT NB,391,472.0,472.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
42,17000048,HCHG PT WCOMP AQUATIC PRIOR AUTH INDIVIDUAL,420,211.0,211.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
43,17000058,HCHG PT MCAL SINGLE MODALITY ADDITIONAL 15 MIN,420,221.0,221.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
44,17000059,HCHG PT MCAL SINGLE PROCURE INITIAL 30 MIN,420,469.0,469.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
45,17000060,HCHG PT MCAL SINGLE PROCURE ADDITIONAL 15 MIN,420,240.0,240.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
46,17000062,HCHG PT MCAL TREATMENT COMBINATION PROCEDURES AND MODALITIES INITIAL 30 MIN,420,393.0,393.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
47,17000063,HCHG PT MCAL TREATMENT COMBINATION PROCEDURES AND MODALITIES ADDITIONAL 15 MIN,420,197.0,197.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
48,17000064,HCHG PT MCAL AQUATIC THERAPY EXERCISE INITIAL 30 MIN,420,403.0,403.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
49,17000065,HCHG PT MCAL AQUATIC THERAPEUTIC EXERCISE ADDITIONAL 15 MIN,420,203.0,203.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
50,17000067,HCHG PT MCAL EVALUATION INITIAL 30 MIN,420,386.0,386.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
51,17000071,HCHG PT MCAL EVALUATION ADDITIONAL 15 MIN,420,222.0,222.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
52,17000075,HCHG PT MCAL CASE CONSULT AND REPORT,420,55.0,55.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
53,17000092,HCHG PT STRAP LOW BACK,420,84.0,84.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
54,17000093,HCHG PT STRAP SHOULDER,420,434.0,434.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
55,17000094,HCHG PT STRAP HIP,420,99.0,99.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
56,17000095,HCHG PT STRAP KNEE,420,421.0,421.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
57,17000096,HCHG PT STRAP ANKLE/FOOT,420,322.0,322.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
58,17000115,HCHG PT ELECTRICAL STIMULATION ATTENDED EA 15 MIN,420,137.0,137.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
59,17000116,HCHG PT IONTOPHORESIS EA 15 MIN,420,141.0,141.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
60,17000117,HCHG PT CONTRAST BATHS EA 15 MIN,420,100.0,100.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
61,17000118,HCHG PT ULTRASOUND EA 15 MIN,420,128.0,125.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
62,17000119,HCHG PT THERAPEUTIC EXERCISE EA 15 MIN,420,176.0,176.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
63,17000120,HCHG PT NEUROMUSCULAR REEDUCATION EA 15 MIN,420,171.0,171.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
64,17000121,HCHG PT AQUATIC THERAPY EA 15 MIN,420,160.0,160.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
65,17000122,HCHG PT GAIT TRAINING EA 15 MIN,420,160.0,160.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
66,17000123,HCHG PT THERAPEUTIC MASSAGE EA 15 MIN,420,136.0,136.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
67,17000124,HCHG PT MANUAL THERAPY EA 15 MIN,420,171.0,162.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
68,17000126,HCHG PT THERAPEUTIC ACTIVITY EA 15 MIN,420,161.0,161.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
69,17000128,HCHG PT SENSORY INTEGRATION EA 15 MIN,420,192.0,192.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
70,17000129,HCHG PT ADL TRAINING EA 15 MIN,420,172.0,172.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
71,17000130,HCHG PT COMMUNITY REINTEGRATION EA 15 MIN,420,149.0,149.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
72,17000131,HCHG PT WHEELCHAIR TRAINING EA 15 MIN,420,160.0,160.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
73,17000133,HCHG PT WORK CONDITIONING ADD 60 MIN,420,480.0,480.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
74,17000134,HCHG PT DEBRIDEMENT SELECTIVE <=1ST 20 SQ/CM,420,679.0,679.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
75,17000139,HCHG PT PHYSICAL PERFORMANCE TEST EA 15 MIN,420,183.0,183.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
76,17000141,HCHG PT ORTHOTIC TRAINING INITIAL EA 15 MIN,420,160.0,160.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
77,17000142,HCHG PT PROSTHETIC TRAINING INITIAL EA 15 MIN,420,188.0,188.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
78,17000292,HCHG PT MCAL SINGLE MODAL INIT 30,420,353.0,353.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
79,17000317,HCHG PT STRAP ELBOW/WRIST,420,334.0,334.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
80,17000318,HCHG PT WORK COND INIT 120,420,960.0,960.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
81,17000320,HCHG PT V WORK HARDENING,0,145.0,145.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
82,17000321,HCHG PT STRAP HAND/FINGER,420,253.0,253.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
83,17000568,HCHG PT EVAL LOW COMPLEXITY,424,337.0,337.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
84,17000571,HCHG PT RE-EVAL ESTABLISHED PLAN CARE,424,249.0,249.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
85,17000572,HCHG OT EVAL LOW COMPLEXITY,434,371.0,371.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
86,17000575,HCHG OT RE-EVAL ESTABLISHED PLAN CARE,434,293.0,293.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
87,17000582,HCHG PT ORTHC/PROSTC MGMT SBSQ ENC,420,169.0,169.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
88,17000586,HCHG PT COGNITIVE SKILLS DEVELOPMENT EA 15,420,168.0,168.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
89,17000596,HCHG PT MECH TRACT,420,144.0,144.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
90,17000598,HCHG PT PARAFFIN BATH,420,88.0,88.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
91,17000600,HCHG PT INFRARED MODALITY,420,83.0,83.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
92,17000601,HCHG PT PROC THER GP,420,218.0,218.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
93,17000608,HCHG PT EVAL MOD COMPLEXITY,424,386.0,386.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
94,17000609,HCHG PT EVAL HIGH COMPLEXITY,424,504.0,504.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
95,17200005,HCHG PRE-DRIVING EVALUATION,0,586.0,586.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
96,17200062,HCHG OT MCAL EVALUATION INITIAL 30 MIN,430,429.0,429.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
97,17200065,HCHG OT MCAL EVALUATION ADDITIONAL 15 MIN,430,219.0,219.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
98,17200067,HCHG OT MCAL CASE CONFERENCE AND REPORT INITIAL 30 MIN,430,260.0,260.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
99,17200073,HCHG OT MCAL CASE CONSULT AND REPORT,430,227.0,227.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
100,17200074,HCHG OT APPLICATION SPLINT LONG ARM,430,586.0,586.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
101,17200079,HCHG OT STRAP SHOULDER,430,434.0,434.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
102,17200080,HCHG OT STRAP ELBOW/WRIST,430,334.0,334.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
103,17200081,HCHG OT STRAP HAND/FINGER,430,253.0,253.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
104,17200082,HCHG OT STRAP HIP,430,99.0,99.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
105,17200100,HCHG OT ELECTRICAL STIMULATION ATTENDED EA 15 MIN,430,148.0,148.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
106,17200101,HCHG OT IONTOPHORESIS EA 15 MIN,430,141.0,141.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
107,17200102,HCHG OT CONTRAST BATHS EA 15 MIN,430,100.0,100.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
108,17200103,HCHG OT ULTRASOUND EA 15 MIN,430,128.0,125.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
109,17200104,HCHG OT THERAPEUTIC EXERCISE EA 15 MIN,430,176.0,176.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
110,17200105,HCHG OT NEUROMUSCULAR REEDUCATION EA 15 MIN,430,170.0,170.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
111,17200106,HCHG OT AQUATIC THERAPY EA 15 MIN,430,156.0,156.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
112,17200107,HCHG OT THERAPEUTIC MASSAGE EA 15 MIN,430,120.0,120.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
113,17200108,HCHG OT MANUAL THERAPY EA 15 MIN,430,162.0,162.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
114,17200110,HCHG OT THERAPEUTIC ACTIVITY EA 15 MIN,430,161.0,161.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
115,17200112,HCHG OT SENSORY INTEGRATION EA 15 MIN,430,135.0,135.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
116,17200113,HCHG OT ADL TRAINING EA 15 MIN,430,172.0,172.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
117,17200114,HCHG OT COMMUNITY REINTEGRATION EA 15 MIN,430,149.0,149.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
118,17200115,HCHG OT WHEELCHAIR TRAINING EA 15 MIN,430,148.0,148.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
119,17200116,HCHG OT WORK CONDITIONING INITIAL 120 MIN,430,960.0,960.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
120,17200117,HCHG OT WORK CONDITIONING ADD 60 MIN,430,276.0,276.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
121,17200121,HCHG OT PHYSICAL PERFORMANCE TEST EA 15 MIN,430,183.0,183.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
122,17200122,HCHG OT ASSISTIVE TECHNOLOGIES ASSESSMENT EA 15 MIN,430,160.0,160.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
123,17200123,HCHG OT ORTHOTIC TRAINING INITIAL EA 15 MIN,430,148.0,148.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
124,17200124,HCHG OT PROSTHETIC TRAINING INITIAL EA 15 MIN,430,156.0,156.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
125,17200126,HCHG OT SERVICES PER SESSION PARTIAL HOSPITALIZATION,430,591.0,591.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
126,17200139,HCHG OT MCAL TX ADTL 15 MIN,430,187.0,187.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
127,17200281,HCHG OT GAIT TRAIN EA 15,430,152.0,152.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
128,17200284,HCHG OT MCAL TREAT INIT 30,430,385.0,385.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
129,17200296,HCHG OT MCAL COMBO MODAL ADD 15,430,202.0,202.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
130,17200310,HCHG OT MCAL COMBO MODAL INIT 30,430,403.0,403.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
131,17200330,HCHG OT COGNTVE TEST BY HC PRO,430,561.0,561.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
132,17200493,HCHG OT ORTHC/PROSTC MGMT SBSQ ENC,430,169.0,169.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
133,17200494,HCHG OT COGNITIVE SKILLS DEVELOPMENT EA 15,430,168.0,168.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
134,17200498,HCHG OT TX SWALL/ORAL FNX,430,395.0,395.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
135,17200499,HCHG OT EVAL FNX SWALL,434,588.0,588.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
136,17200509,HCHG OT PARAFFIN BATH,430,88.0,88.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
137,17200511,HCHG OT INFRARED MODALITY,430,83.0,83.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
138,17200512,HCHG OT GROUP THERAPY,430,218.0,218.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
139,17200516,HCHG OT EVAL MOD COMPLEXITY,434,469.0,469.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
140,17200517,HCHG OT EVAL HIGH COMPLEXITY,434,596.0,596.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
141,17400005,HCHG SP MCAL THERAPY SPEECH-LANG IND PER HOUR,440,916.0,916.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
142,17400006,HCHG SP MCAL THERAPY SPEECH-LANG IND 1/2 HOUR,440,373.0,373.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
143,17400016,HCHG SP EVAL APHASIA HR,440,616.0,616.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
144,17400135,HCHG SP EVAL SP/COM DVC ADL 30,444,100.0,100.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
145,17400137,HCHG SP EVAL SP/COM DVC 1ST HR,444,743.0,743.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
146,17400138,HCHG SP THER SVC SP DEVICE,440,345.0,345.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
147,17400139,HCHG SP COGNTVE TEST BY HC PRO,440,528.0,528.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
148,17400389,HCHG SP SENSORY INTEGRATION EA 15 MIN,440,152.0,152.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
149,17400390,HCHG ST COGNITIVE SKILLS DEVELOPMENT EA 15,440,168.0,168.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
150,17400392,HCHG SP TX SP/LANG/COM IND,440,381.0,381.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
151,17400394,HCHG EVALUATION OF SPEECH FLUENCY,444,681.0,681.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
152,17400395,HCHG EVALUATE SPEECH PRODUCTION,444,416.0,416.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
153,17400396,HCHG EVAL SPEECH SOUND LANG COMPREH,444,595.0,595.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
154,17400397,HCHG SP BEHAVRAL QUALIT ANALYS VOICE,440,441.0,441.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
155,17400398,HCHG SP TX SWALL/ORAL FNX,440,395.0,395.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
156,17400400,HCHG SP EVAL FNX SWALL,444,588.0,588.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
157,17400401,HCHG SP EVAL MTN FLUOR SWAL,444,677.0,677.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
158,17400407,HCHG SP MCAL EVALUATION SPEECH,440,338.0,338.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
159,17400408,HCHG SP MCAL EVAL LANG,440,437.0,437.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
160,17500003,HCHG AD EVALUATION HEARING AID MONAURAL,471,332.0,332.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
161,17500004,HCHG AD EVALUATION HEARING AID BINAURAL,471,512.0,512.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
162,17500005,HCHG AD MCAL AUDIOMETRY COMPLETE AGES 7 TO ADULT,471,907.0,907.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
163,17500010,HCHG AD TEST ELECTROACOUSTIC MONAURAL,471,174.0,174.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
164,17500012,HCHG AD MCAL DIAGNOSTIC EVALUATION FOR HANDICAPPED PERSON OVER 7 YEARS,471,1007.0,1007.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
165,17500016,HCHG AD HEARING AID FITTING/CHECKING,470,473.0,473.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
166,17500017,HCHG AD PURE TONE AIR,471,147.0,147.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
167,17500018,HCHG AD PURE TONE AIR/BONE,471,458.0,458.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
168,17500020,HCHG AD AUDIOMETRY COMPLETE,471,428.0,410.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
169,17500021,HCHG AD TEST TONE DECAY,471,343.0,343.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
170,17500022,HCHG AD TYMPANOMETRY,471,150.0,150.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
171,17500028,HCHG AD CONDITIONING PLAY AUDIOMETRY,471,467.0,467.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
172,17500029,HCHG AD EVALUATION ABR COMPLETE,471,1495.0,1495.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
173,17500030,HCHG AD ABR SCREEN INITIAL OP,470,518.0,518.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
174,17500031,HCHG AD ABR SCREEN INITIAL IP,470,518.0,518.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
175,17500034,HCHG AD EVALUATION OAE,471,549.0,549.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
176,17500035,HCHG AD HEARING AID CHECK MONAURAL,471,496.0,496.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
177,17500036,HCHG AD HEARING AID CHECK BINAURAL,471,333.0,333.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
178,17500037,HCHG AD CENTRAL AUDITORY FUNCTION 60 MIN,471,467.0,467.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
179,17500038,HCHG AD TINNITUS ASSESSMENT UNILATERAL,471,351.0,351.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
180,17500039,HCHG AD REPAIR OR MODIFICATION HEARING AID,479,534.0,534.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
181,17500040,HCHG AD FUNCTIONAL AADL 15 MIN,471,306.0,306.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
182,17500072,HCHG AD OTOACOUSTIC SCREEN ,470,332.0,332.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
183,17500073,HCHG AD OTOACOUSTC SCR INIT OP,470,332.0,332.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
184,17500086,HCHG CALORIC VSTBLR TEST REC BITHERM 4 IRRIGATIONS,470,237.0,237.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
185,17500087,HCHG CALORIC VSTBLR TEST REC BITHERM 3 IRRIGATIONS,470,237.0,237.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
186,17500088,HCHG CALORIC VSTBLR TEST REC MONOTHERM 2 IRRIGATIONS,470,123.0,123.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
187,17500089,HCHG CALORIC VSTBLR TEST REC MONOTHERM 1 IRRIGATION,470,123.0,123.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
188,17500090,HCHG AD EVAL AUD REHAB STATUS 1ST HOUR,470,484.0,484.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
189,17500091,HCHG AD EVAL AUD REHAB STATUS EA ADDL 15 MIN,470,121.0,121.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
190,20000003,HCHG ABORTED/DISCONTIUNUED CASE OR,360,2313.0,2313.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
191,20000005,HCHG SURG LVL 1 ADDL 15 MIN,360,1333.0,1333.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
192,20000006,HCHG SURG LVL 1 FIRST 30 MIN,360,3957.0,3957.0,Alta Bates-Summit Med Ctr-Alta Bates Campus,2019
