,Charge Code,Description,Inpatient Price,Outpatient Price,Hospital,Year
24,761000794,HC BIOPSY OF SKIN LESION,807.34,807.34,Unversity of California Davis Medical Center,2019
25,761000010,"HC BIOPSY, EA ADDED LESION",445.44,445.44,Unversity of California Davis Medical Center,2019
26,761001268,"HC TANGENT BX OF SKIN (SHV,SCP,SAUC,CUR) SING LES",1023.35,1023.35,Unversity of California Davis Medical Center,2019
27,761001269,HC TANGNTL BX EA SEP/ADDL LESION,1023.35,1023.35,Unversity of California Davis Medical Center,2019
28,761001270,"HC PUNCH BX OF SKIN,INC. SIMPLE CLOSURE",1023.35,1023.35,Unversity of California Davis Medical Center,2019
29,761001271,HC PUNCH BX EA SEP/ADDL LESION,1023.35,1023.35,Unversity of California Davis Medical Center,2019
30,761001272,"HC INCISIONAL BX OF SKIN (WEDGE), INC. SIMP CLOSUR",1607.27,1607.27,Unversity of California Davis Medical Center,2019
31,761000643,HC RMV SKIN TAGS UP TO 15,1041.96,1041.96,Unversity of California Davis Medical Center,2019
32,761000011,"HC RMVL OF SKIN TAGS, EA ADD 10",237.38,237.38,Unversity of California Davis Medical Center,2019
33,761000012,"HC SHAV SKIN LES <5MM TRUNK,ARM,LEG",496.91,496.91,Unversity of California Davis Medical Center,2019
34,761000013,"HC SHAV SKIN LES 6-10MM TRUNK,ARM,LEG",743.7,743.7,Unversity of California Davis Medical Center,2019
35,761000014,"HC SHAV SKIN LES 11-20MM TRUNK,ARM,LEG",817.86,817.86,Unversity of California Davis Medical Center,2019
36,761000015,"HC SHAV SKIN LES >21MM TRUNK,ARM,LEG",899.19,899.19,Unversity of California Davis Medical Center,2019
37,761000016,HC SHAV SKIN LES <5MM REMAINDR BODY,231.31,231.31,Unversity of California Davis Medical Center,2019
38,761000017,HC SHAV SKIN LES 6-10MM REMAINDR BODY,231.31,231.31,Unversity of California Davis Medical Center,2019
39,761000018,HC SHAV SKIN LES 11-20MM REMAINDR BODY,335.89,335.89,Unversity of California Davis Medical Center,2019
40,761000020,"HC SHAV SKIN LES <5MM FACE,FACIAL",713.83,713.83,Unversity of California Davis Medical Center,2019
41,761000021,"HC SHAV SKIN LES 6-10MM FACE,FACIAL",996.58,996.58,Unversity of California Davis Medical Center,2019
42,761000022,"HC SHAV SKIN LES 11-20MM FACE,FACIAL",1191.36,1191.36,Unversity of California Davis Medical Center,2019
43,761000023,"HC SHAV SKIN LES >21MM FACE,FACIAL",1524.48,1524.48,Unversity of California Davis Medical Center,2019
44,761000024,"HC EXC SKIN BENIG <5MM TRUNK,ARM,LEG",2138.14,2138.14,Unversity of California Davis Medical Center,2019
45,761000025,"HC EXC SKIN BENIG 0.6-1CM TRUNK,ARM,LEG",2781.69,2781.69,Unversity of California Davis Medical Center,2019
46,761000026,"HC EXC SKIN BENIG 1.1-2CM TRUNK,ARM,LEG",3050.62,3050.62,Unversity of California Davis Medical Center,2019
47,761000027,"HC EXC SKIN BENIG 2.1-3CM TRUNK,ARM,LEG",3936.54,3936.54,Unversity of California Davis Medical Center,2019
48,761000028,"HC EXC SKIN BENIG 3.1-4CM TRUNK,ARM,LEG",4329.96,4329.96,Unversity of California Davis Medical Center,2019
49,761000029,"HC EXC SKIN BENIG >4CM TRUNK,ARM,LEG",6530.64,6530.64,Unversity of California Davis Medical Center,2019
50,761000030,HC EXC SKIN BENIG <5MM REMAINDR BODY,3511.0,3511.0,Unversity of California Davis Medical Center,2019
51,761000031,HC EXC SKIN BENIG 0.6-1CM REMAINDR BODY,4762.69,4762.69,Unversity of California Davis Medical Center,2019
52,761000032,HC EXC SKIN BENIG 1.1-2CM REMAINDR BODY,5856.11,5856.11,Unversity of California Davis Medical Center,2019
53,761000033,HC EXC SKIN BENIG 2.1-3CM REMAINDR BODY,6776.33,6776.33,Unversity of California Davis Medical Center,2019
54,761000034,HC EXC SKIN BENIG 3.1-4CM REMAINDR BODY,7697.1,7697.1,Unversity of California Davis Medical Center,2019
55,761000644,HC EX BEN LES FACE <= 0.5CM,2061.79,2061.79,Unversity of California Davis Medical Center,2019
56,761000036,"HC EXC SKIN BENIG 0.6-1CM FACE,FACIAL",2633.95,2633.95,Unversity of California Davis Medical Center,2019
57,761000645,HC EX BEN LES FACE 1.1-2.0CM,2929.99,2929.99,Unversity of California Davis Medical Center,2019
58,761000037,"HC EXC SKIN BENIG 2.1-3CM FACE,FACIAL",3582.94,3582.94,Unversity of California Davis Medical Center,2019
59,761000038,"HC EXC SKIN BENIG 3.1-4CM FACE,FACIAL",4566.8,4566.8,Unversity of California Davis Medical Center,2019
60,761000039,"HC EXC SKIN BENIG >4CM FACE,FACIAL",6499.65,6499.65,Unversity of California Davis Medical Center,2019
61,761000040,"HC EXC SWEAT GLAND LESN AXILL,SIMPL",4033.93,4033.93,Unversity of California Davis Medical Center,2019
62,761000042,"HC EXC SWEAT GLAND LESN INGUIN,SIMPL",3582.94,3582.94,Unversity of California Davis Medical Center,2019
63,761000046,"HC EXC SKIN MALIG <5MM TRUNK,ARM,LEG",3166.27,3166.27,Unversity of California Davis Medical Center,2019
64,761000047,"HC EXC SKIN MALIG 0.6-1CM TRUNK,ARM,LEG",3938.75,3938.75,Unversity of California Davis Medical Center,2019
65,761000048,"HC EXC SKIN MALIG 1.1-2CM TRUNK,ARM,LEG",4328.86,4328.86,Unversity of California Davis Medical Center,2019
66,761000049,"HC EXC SKIN MALIG 2.1-3CM TRUNK,ARM,LEG",5145.6,5145.6,Unversity of California Davis Medical Center,2019
67,761000050,"HC EXC SKIN MALIG 3.1-4CM TRUNK,ARM,LEG",5677.92,5677.92,Unversity of California Davis Medical Center,2019
68,761000051,"HC EXC SKIN MALIG >4CM TRUNK,ARM,LEG",8401.52,8401.52,Unversity of California Davis Medical Center,2019
69,761000052,HC EXC SKIN MALIG <5MM REMAINDR BODY,1986.53,1986.53,Unversity of California Davis Medical Center,2019
70,761000053,HC EXC SKIN MALIG 0.6-1CM REMAINDR BODY,2472.37,2472.37,Unversity of California Davis Medical Center,2019
71,761000054,HC EXC SKIN MALIG 1.1-2CM REMAINDR BODY,2830.94,2830.94,Unversity of California Davis Medical Center,2019
72,761000055,HC EXC SKIN MALIG 2.1-3CM REMAINDR BODY,3498.28,3498.28,Unversity of California Davis Medical Center,2019
73,761000056,HC EXC SKIN MALIG 3.1-4CM REMAINDR BODY,3960.32,3960.32,Unversity of California Davis Medical Center,2019
74,761000057,HC EXC SKIN MALIG >4CM REMAINDR BODY,4855.65,4855.65,Unversity of California Davis Medical Center,2019
75,761000058,"HC EXC SKIN MALIG <5MM FACE,FACIAL",1398.87,1398.87,Unversity of California Davis Medical Center,2019
76,761000060,"HC EXC SKIN MALIG 1.1-2CM FACE,FACIAL",1889.69,1889.69,Unversity of California Davis Medical Center,2019
77,761000064,HC TRIM NAIL,423.87,423.87,Unversity of California Davis Medical Center,2019
78,761000065,"HC DEBRIDE OF NAIL, 1-5",153.84,153.84,Unversity of California Davis Medical Center,2019
79,761000795,HC RMVL OF NAIL PLATE,389.56,389.56,Unversity of California Davis Medical Center,2019
80,761000796,HC RMV ADDITIONAL NAIL PLATE,128.38,128.38,Unversity of California Davis Medical Center,2019
81,761000797,HC DRAIN BLOOD FROM UNDER NAIL,250.11,250.11,Unversity of California Davis Medical Center,2019
82,761000798,HC RMVL OF NAIL BED,800.15,800.15,Unversity of California Davis Medical Center,2019
83,761000068,"HC BIOPSY, NAIL UNT (SEP PROC)",2024.71,2024.71,Unversity of California Davis Medical Center,2019
84,761000799,HC RECONSTRUC OF NAIL BED,780.23,780.23,Unversity of California Davis Medical Center,2019
85,761000800,"HC EXCISION OF NAIL FOLD, TOE",441.58,441.58,Unversity of California Davis Medical Center,2019
86,761000073,"HC INJECTION INTO SKIN LESIONS, UP TO 7",343.08,343.08,Unversity of California Davis Medical Center,2019
87,761000074,"HC INJECTION INTO SKIN LESIONS, 8 OR MORE",540.07,540.07,Unversity of California Davis Medical Center,2019
88,761000075,HC FILL CONTOUR DEFCT <1CC,378.49,378.49,Unversity of California Davis Medical Center,2019
89,761000076,HC FILL CONTOUR DEFCT 1.1-5CC,702.76,702.76,Unversity of California Davis Medical Center,2019
90,761000077,HC FILL CONTOUR DEFCT 5.1-10CC,885.36,885.36,Unversity of California Davis Medical Center,2019
91,761000647,HC RMV CONTRACEPT CAPSULES,836.11,836.11,Unversity of California Davis Medical Center,2019
92,761000080,"HC IMPLNT,HORMONE,SUBCUTANEOUS",397.31,397.31,Unversity of California Davis Medical Center,2019
93,761000081,HC INSERTION DRG IMPLNT DVC,969.47,969.47,Unversity of California Davis Medical Center,2019
94,761001040,HC  REMOVE DRUG IMPLANT DEVICE,633.03,633.03,Unversity of California Davis Medical Center,2019
95,761001041,HC  REMOVE/INSERT DRUG IMPLANT,633.03,633.03,Unversity of California Davis Medical Center,2019
96,761000801,HC REPR SUPRF WND BODY <2.5CM,515.72,515.72,Unversity of California Davis Medical Center,2019
97,761000802,HC REPR SUP NPTERF WND BODY 2.6-7.5,662.92,662.92,Unversity of California Davis Medical Center,2019
98,761000803,HC REPR SUPRF WND BODY 7.6-12.5,907.49,907.49,Unversity of California Davis Medical Center,2019
99,761000804,HC REPR SUPRF WND BODY 12.6-20,1006.0,1006.0,Unversity of California Davis Medical Center,2019
100,761000805,HC REPR SUPRF WND BODY 20.1-30,1118.88,1118.88,Unversity of California Davis Medical Center,2019
101,761000806,HC REPR SUPRF WND FACE <2.5CM,538.97,538.97,Unversity of California Davis Medical Center,2019
102,761000807,HC REPR SUPRF WND FACE 2.6-5,598.73,598.73,Unversity of California Davis Medical Center,2019
103,761000808,HC REPR SUPRF WND FACE 5.1-7.5,598.73,598.73,Unversity of California Davis Medical Center,2019
104,761000809,HC REPR SUPRF WND FACE 7.6-12.5,664.02,664.02,Unversity of California Davis Medical Center,2019
105,761000810,HC REPR SUPRF WND FACE 12.6-20,908.61,908.61,Unversity of California Davis Medical Center,2019
106,761000649,HC TX WOUND DEHISCENCE SMPL,702.76,702.76,Unversity of California Davis Medical Center,2019
107,761000085,HC CLOSURE SUPRF WND DEHIS W PACKING,637.46,637.46,Unversity of California Davis Medical Center,2019
108,761000811,"HC LAYR CLOS WND TRUNK,ARM,LEG <2.5 CM",795.72,795.72,Unversity of California Davis Medical Center,2019
109,761000812,"HC LAYR CLOS WND TRUNK,ARM,LEG 2.6-7.5 CM",1067.97,1067.97,Unversity of California Davis Medical Center,2019
110,761000813,"HC LAYR CLOS WND TRUNK,ARM,LEG 7.6-12.5 CM",1127.73,1127.73,Unversity of California Davis Medical Center,2019
111,761000814,"HC LAYR CLOS WND TRUNK,ARM,LEG 12.6-20 CM",1307.02,1307.02,Unversity of California Davis Medical Center,2019
112,761000815,HC REPAIR INTERMEDIATE N/H/F/XTRNL GENT 2.5CM/&LT;,443.79,443.79,Unversity of California Davis Medical Center,2019
113,761000816,HC REPAIR INTERMEDIATE N/H/F/XTRNL GENT 2.6-7.5 CM,488.06,488.06,Unversity of California Davis Medical Center,2019
114,761000923,HC INTMD RPR N-HF/GENIT7.6-12.5,702.76,702.76,Unversity of California Davis Medical Center,2019
115,761000817,"HC LAYR CLOS WND FACE,FACIAL <2.5 CM",945.12,945.12,Unversity of California Davis Medical Center,2019
116,761000818,"HC LAYR CLOS WND FACE,FACIAL 2.5-5 CM",1118.88,1118.88,Unversity of California Davis Medical Center,2019
117,761000819,"HC LAYR CLOS WND FACE,FACIAL 5.1-7.5 CM",1156.51,1156.51,Unversity of California Davis Medical Center,2019
118,761000820,"HC LAYR CLOS WND FACE,FACIAL 7.6-12.5 CM",1214.06,1214.06,Unversity of California Davis Medical Center,2019
119,761000094,HC REPR CMPL WND TRUNK 1.1-2.5CM,2095.54,2095.54,Unversity of California Davis Medical Center,2019
120,761000095,HC REPR CMPL WND TRUNK 2.6-7.5CM,1167.57,1167.57,Unversity of California Davis Medical Center,2019
121,761000096,"HC REP,SKIN,TRUNK,CMPLX,+5CM/<",407.27,407.27,Unversity of California Davis Medical Center,2019
122,761000924,HC CMPLX RPR S/A/L 1.1-2.5 CM,983.86,983.86,Unversity of California Davis Medical Center,2019
123,761000821,"HC REPR CMPL WND SCALP,EXTR 2.6-7.5",1585.91,1585.91,Unversity of California Davis Medical Center,2019
124,761000822,"HC REP,SKIN,SCALP/EXTREM+5CM/<",531.22,531.22,Unversity of California Davis Medical Center,2019
125,761000823,"HC REPR CMPL WND HEAD,FAC,HAND 1.1-2.5",1585.91,1585.91,Unversity of California Davis Medical Center,2019
126,761000824,"HC REPR CMPL WND HEAD,FAC,HAND 2.6-7.5",1585.91,1585.91,Unversity of California Davis Medical Center,2019
127,761000097,"HC REP,FACE,GENITAL,HAND,FT+5CM/<",640.78,640.78,Unversity of California Davis Medical Center,2019
128,761000099,"HC REPR CMPL WND LID,NOS,EAR 1.1-2.5",1218.48,1218.48,Unversity of California Davis Medical Center,2019
129,761000825,"HC REPR CMPL WND LID,NOS,EAR 2.5-7.5",2017.52,2017.52,Unversity of California Davis Medical Center,2019
130,761000101,HC SECD CLOS SURG WND EXTEN/COMPLIC,3779.39,3779.39,Unversity of California Davis Medical Center,2019
131,761000102,HC ADJ TISS XFER TRUNK <10SQCM,2912.83,2912.83,Unversity of California Davis Medical Center,2019
132,761000104,"HC ADJ TISS XFER SCALP,EXTREM <10SQCM",5448.29,5448.29,Unversity of California Davis Medical Center,2019
133,761000105,"HC ADJ TISS XFER SCALP,EXTREM 10.1-30",6878.15,6878.15,Unversity of California Davis Medical Center,2019
134,761000106,"HC ADJ TISS XFER HEAD,FAC,HAND <10SQCM",5524.65,5524.65,Unversity of California Davis Medical Center,2019
135,761000107,"HC ADJ TISS XFER HEAD,FAC,HAND 10.1-30",6768.58,6768.58,Unversity of California Davis Medical Center,2019
136,761000108,"HC ADJ TISS XFER LID,NOS,EAR <10SQCM",6727.63,6727.63,Unversity of California Davis Medical Center,2019
137,761000109,"HC ADJ TISS XFER LID,NOS,EAR 10.1-30",8281.44,8281.44,Unversity of California Davis Medical Center,2019
138,761000110,"HC ADJ TISS XFER ANY AREA,30.1-60 SQCM",6603.68,6603.68,Unversity of California Davis Medical Center,2019
139,761000124,"HC FULL THICK GRFT SCALP,ARM,LEG <20SQC",3766.11,3766.11,Unversity of California Davis Medical Center,2019
140,761000125,"HC FULL THICK GRFT SCALP,ARM ADD 20 SQCM",809.0,809.0,Unversity of California Davis Medical Center,2019
141,761000126,"HC FULL THICK GRFT HEAD,FAC,HAND <20SQC",2303.05,2303.05,Unversity of California Davis Medical Center,2019
142,761000128,"HC FULL THICK GRFT NOS,EAR,LID <20SQCM",7337.42,7337.42,Unversity of California Davis Medical Center,2019
143,761000130,HC APP SKN SUB GRFT T/A/L AREA/<100SCM /<1ST 25 SC,5827.88,5827.88,Unversity of California Davis Medical Center,2019
144,761000974,HC SKIN SUB GRAFT FACE/NK/HF/G,2213.4,2213.4,Unversity of California Davis Medical Center,2019
145,761001285,HC PEDCLE FH/CH/M/N/AX/G/H/F,5812.84,5812.84,Unversity of California Davis Medical Center,2019
146,761000134,"HC FORM SKIN PEDICLE FLAP LID,EAR,NOSE",3390.93,3390.93,Unversity of California Davis Medical Center,2019
147,761001075,HC DELAY FLAP F/C/C/N/AX/G/H/F,6205.27,6205.27,Unversity of California Davis Medical Center,2019
148,761001072,HC DELAY FLAP EYE/NOS/EAR/LIP,6205.27,6205.27,Unversity of California Davis Medical Center,2019
149,761000136,HC ISLAND PEDICLE FLAP GRAFT,2461.3,2461.3,Unversity of California Davis Medical Center,2019
150,761000137,HC COMPOSITE SKIN GRAFT,4478.82,4478.82,Unversity of California Davis Medical Center,2019
151,761000139,HC DERMABRAS RX SKIN SGMENT FACE,2875.21,2875.21,Unversity of California Davis Medical Center,2019
152,761000141,HC ABRASION SNGL LESION,252.33,252.33,Unversity of California Davis Medical Center,2019
153,761000143,"HC CHEM PEEL, FACE, EPIDERM",744.81,744.81,Unversity of California Davis Medical Center,2019
154,761001015,HC INITIAL TREATMENT OF BURN(S),344.74,344.74,Unversity of California Davis Medical Center,2019
155,761000826,HC DRESS/DEBRID SMALL BURN NO ANES,376.28,376.28,Unversity of California Davis Medical Center,2019
156,761000827,HC DRESS/DEBRID MED BURN NO ANESTH,780.23,780.23,Unversity of California Davis Medical Center,2019
157,761000828,HC DRESS/DEBRID LARGE BURN NO ANESTH,992.15,992.15,Unversity of California Davis Medical Center,2019
158,761001125,HC INCISION OF BURN SCAB INITI,1641.69,1641.69,Unversity of California Davis Medical Center,2019
159,761000158,"HC DESTRUC PREMALIGNANT, FIRST LESION",231.31,231.31,Unversity of California Davis Medical Center,2019
160,761000159,"HC DESTRUC PREMALIGNANT,2-14 LESIONS",81.35,81.35,Unversity of California Davis Medical Center,2019
161,761000160,"HC DESTRUC PREMALIGNANT,15+ LESIONS",441.58,441.58,Unversity of California Davis Medical Center,2019
162,761000829,HC DESTRUCTION BENIGN LESIONS UP TO 14,372.4,372.4,Unversity of California Davis Medical Center,2019
163,761000164,HC DESTRUCTION BENIGN LESIONS 15 OR MORE,457.07,457.07,Unversity of California Davis Medical Center,2019
164,761000165,HC CHEMICAL CAUTERY TISSUE,517.94,517.94,Unversity of California Davis Medical Center,2019
165,761000166,"HC DESTR MALIG TRUNK,EXTREM <0.6 CM",491.93,491.93,Unversity of California Davis Medical Center,2019
166,761000167,"HC DESTR MALIG TRUNK,EXTREM 0.6-1 CM",651.85,651.85,Unversity of California Davis Medical Center,2019
167,761000168,"HC DESTR MALIG TRUNK,EXTREM 1.1-2 CM",826.15,826.15,Unversity of California Davis Medical Center,2019
168,761000169,"HC DESTR MALIG TRUNK,EXTREM 2.1-3 CM",914.69,914.69,Unversity of California Davis Medical Center,2019
169,761000170,"HC DESTR MALIG TRUNK,EXTREM 3.1-4 CM",978.87,978.87,Unversity of California Davis Medical Center,2019
170,761000171,"HC DESTR MALIG TRUNK,EXTREM >4.0 CM",1139.9,1139.9,Unversity of California Davis Medical Center,2019
171,761000172,"HC DESTR MALIG SCAL,NCK,HAND <0.6 CM",446.56,446.56,Unversity of California Davis Medical Center,2019
172,761000173,"HC DESTR MALIG SCAL,NCK,HAND 0.6-1 CM",525.13,525.13,Unversity of California Davis Medical Center,2019
173,761000174,"HC DESTR MALIG SCAL,NCK,HAND 1.1-2 CM",569.39,569.39,Unversity of California Davis Medical Center,2019
174,761000175,"HC DESTR MALIG SCAL,NCK,HAND 2.1-3 CM",643.55,643.55,Unversity of California Davis Medical Center,2019
175,761000178,"HC DESTR MALIG FACE,NOSE,LIP <0.6 CM",386.79,386.79,Unversity of California Davis Medical Center,2019
176,761000179,"HC DESTR MALIG FACE,NOSE,LIP 0.6-1 CM",531.22,531.22,Unversity of California Davis Medical Center,2019
177,761000180,"HC DESTR MALIG FACE,NOSE,LIP 1.1-2 CM",613.66,613.66,Unversity of California Davis Medical Center,2019
178,761000184,"HC MOHS, 1 STAGE, HEAD/NECK/HAND/FEET/GENTIAL",1644.01,1644.01,Unversity of California Davis Medical Center,2019
179,761000185,"HC MOHS,  ADDL STAGE, HEAD/NECK/HAND/FEET/GENTIAL",1200.77,1200.77,Unversity of California Davis Medical Center,2019
180,761000186,"HC MOHS, 1 STAGE, TRUNK/ARM/LEG",1316.97,1316.97,Unversity of California Davis Medical Center,2019
181,761000187,"HC MOHS, ADDL STAGE, TRUNK/ARM/LEG",723.78,723.78,Unversity of California Davis Medical Center,2019
182,761000188,"HC MOHS SURG, ADDL BLOCK",706.63,706.63,Unversity of California Davis Medical Center,2019
183,761000189,HC CRYOTX ACNE,153.84,153.84,Unversity of California Davis Medical Center,2019
184,360000001,HC PUNC/ASPIR BREAST CYST,1262.49,1262.49,Unversity of California Davis Medical Center,2019
185,761000830,HC EXPLO/DRAIN BREAST ABSCESS,2332.33,2332.33,Unversity of California Davis Medical Center,2019
186,401000006,HC BX BREAST 1ST LESION STRTCTC,3413.41,3413.41,Unversity of California Davis Medical Center,2019
187,401000008,HC BX BREAST 1ST LESION US IMAG,3413.41,3413.41,Unversity of California Davis Medical Center,2019
188,401000009,HC BX BREAST ADD LESION US IMAG,1912.86,1912.86,Unversity of California Davis Medical Center,2019
189,610000039,HC BX BREAST 1ST LESION MR IMAG,3413.41,3413.41,Unversity of California Davis Medical Center,2019
190,610000040,HC BX BREAST ADD LESION MR IMAG,1912.86,1912.86,Unversity of California Davis Medical Center,2019
191,401000010,HC PERQ DEVICE BREAST 1ST IMAG,819.72,819.72,Unversity of California Davis Medical Center,2019
192,401000011,HC PERQ DEVICE BREAST EA IMAG,264.2,264.2,Unversity of California Davis Medical Center,2019
193,401000012,HC PERQ DEV BREAST 1ST STRTCTC,819.72,819.72,Unversity of California Davis Medical Center,2019
194,402000064,HC PERQ DEV BREAST 1ST US IMAG,819.72,819.72,Unversity of California Davis Medical Center,2019
195,402000065,HC PERQ DEV BREAST ADD US IMAG,264.2,264.2,Unversity of California Davis Medical Center,2019
196,610000041,HC PERQ DEV BREAST 1ST MR GUIDE,819.72,819.72,Unversity of California Davis Medical Center,2019
197,761000197,HC PLC POSTOP BREAST CATH FOR RAD,9201.1,9201.1,Unversity of California Davis Medical Center,2019
198,761000198,HC PLC BREAST RAD TUBE/CATHS,12822.23,12822.23,Unversity of California Davis Medical Center,2019
199,761001117,HC EXPLORE WOUND EXTREMITY,4176.85,4176.85,Unversity of California Davis Medical Center,2019
200,761000199,HC MUSCLE BIOPSY,3989.1,3989.1,Unversity of California Davis Medical Center,2019
201,360000010,"HC NEEDLE BIOPSY,MUSCLE",1405.94,1405.94,Unversity of California Davis Medical Center,2019
202,360000011,"HC BONE BIOPSY,TROCAR/NEEDLE SUPRF",1963.29,1963.29,Unversity of California Davis Medical Center,2019
203,360000012,"HC BONE BIOPSY,TROCAR/NEEDLE DEEP",4208.79,4208.79,Unversity of California Davis Medical Center,2019
204,761000204,HC INJECT CARPAL TUNNEL,784.66,784.66,Unversity of California Davis Medical Center,2019
205,761000831,HC INJECT TENDON SHEATH/LIGAMENT,1259.98,1259.98,Unversity of California Davis Medical Center,2019
206,761000205,HC INJECT TENDON ORIGIN/INSERT,1302.03,1302.03,Unversity of California Davis Medical Center,2019
207,761000832,"HC INJECT TRIGGER POINT, 1 OR 2",989.39,989.39,Unversity of California Davis Medical Center,2019
208,761000206,"HC INJECT TRIGGER POINTS, > 3",1141.56,1141.56,Unversity of California Davis Medical Center,2019
209,761000833,HC DRAIN/INJECT SMALL JNT/BURSA - W/O US,1070.18,1070.18,Unversity of California Davis Medical Center,2019
210,761001055,HC DRAIN/INJ JOINT/BURSA W/US SM JOINT,1223.46,1223.46,Unversity of California Davis Medical Center,2019
211,761000834,HC DRAIN/INJ JOINT/BURSA W/O US,1137.14,1137.14,Unversity of California Davis Medical Center,2019
212,761001059,HC DRAIN/INJ JOINT/BURSA W/US IMMED JOINT,1223.46,1223.46,Unversity of California Davis Medical Center,2019
213,761000835,HC DRAIN/INJECT LARGE JNT/BURSA W/O US,1392.23,1392.23,Unversity of California Davis Medical Center,2019
214,761001056,HC DRAIN/INJ JOINT/BURSA W/US MAJOR JOINT/BURSA,1223.46,1223.46,Unversity of California Davis Medical Center,2019
215,761000836,HC ASPIRAT/INJECTION GANGLION CYST,716.59,716.59,Unversity of California Davis Medical Center,2019
216,761000988,HC TREATMENT OF BONE CYST,1910.72,1910.72,Unversity of California Davis Medical Center,2019
217,700000097,HC INSERT AND RMV BONE PIN,5827.88,5827.88,Unversity of California Davis Medical Center,2019
218,761000837,HC RMVL SUPRFICIAL IMPLNT,7692.68,7692.68,Unversity of California Davis Medical Center,2019
219,510000145,"HC RECRD FLUID PRESSURE,MUSCLE",836.11,836.11,Unversity of California Davis Medical Center,2019
220,360000013,"HC ABLATE, BONE TUMOR PERQ",10043.86,10043.86,Unversity of California Davis Medical Center,2019
221,761001057,HC ABLATE BONE TUMOR(S) PERQ,18067.98,18067.98,Unversity of California Davis Medical Center,2019
222,761000210,HC EXCISION TUMOR SOFT TISS FACE/SCALP SUBQ < 2CM,3030.14,3030.14,Unversity of California Davis Medical Center,2019
223,761000211,HC EXCISION TUMOR SOFT TISS FACE/SCALP SUBQ 2+CM,3928.23,3928.23,Unversity of California Davis Medical Center,2019
224,761001046,HC EAR CARTILAGE GRAFT,4571.78,4571.78,Unversity of California Davis Medical Center,2019
225,761000215,HC CLOSED RX NOSE FRACTURE,5352.0,5352.0,Unversity of California Davis Medical Center,2019
226,450000063,HC CLOSED RX NOSE FX W STABILIZATN,7271.57,7271.57,Unversity of California Davis Medical Center,2019
227,450000064,HC REDUCE TEMPOROMANDIBL DISLOC,1046.03,1046.03,Unversity of California Davis Medical Center,2019
228,360000014,HC BIOPSY SOFT TISSUE NECK/CHEST,1907.4,1907.4,Unversity of California Davis Medical Center,2019
