,Charge Code,Description,Inpatient Price,Outpatient Price,Hospital,Year
34,CC#55821640,"ETHILON 5-0 PS-2 18"" BLACK (1666G)",38.04,38.04,Unversity of California Davis Medical Center,2019
35,CC#50015279,"SILK 2-0 PS-2 18"" (583H)",36.36,36.36,Unversity of California Davis Medical Center,2019
36,CC#50014356,"CHROMIC GUT 4-0 FS-2  27"" (635H)",34.32,34.32,Unversity of California Davis Medical Center,2019
37,2200,TELEFLEX WECK HORIZON CLIPS MED BLUE - 6 CLIPS (00,29.52,29.52,Unversity of California Davis Medical Center,2019
38,CC#55821016,"PROLENE 3-0 FS-1 18"" BLUE (8684G)",28.92,28.92,Unversity of California Davis Medical Center,2019
39,1201,TELEFLEX WECK HORIZON CLIPS WIDE SMALL RED  (1201),26.52,26.52,Unversity of California Davis Medical Center,2019
40,CC#55821515,"SILK 4-0 FS-2 18"" (683G)",21.72,21.72,Unversity of California Davis Medical Center,2019
41,69666436,INZONE DETACHMENT SYSTEM,1950.0,1950.0,Unversity of California Davis Medical Center,2019
42,69670560,G26989 NESTER18 14 X 6 COIL,858.5,858.5,Unversity of California Davis Medical Center,2019
43,CC#50045063,MEDTRONIC ACTIVA PATIENT RECHARGE SYS DBS  (37651),9260.0,9260.0,Unversity of California Davis Medical Center,2019
44,97745,CONTROLLER (97745),8700.0,8700.0,Unversity of California Davis Medical Center,2019
45,EX#206520,COVIDIEN DURASEAL EXACT 5ML (20-6520),8144.4,8144.4,Unversity of California Davis Medical Center,2019
46,4200,PROGRAMMER CHARGER (4200),7770.0,7770.0,Unversity of California Davis Medical Center,2019
47,97755,RECHARGER (97755),7500.0,7500.0,Unversity of California Davis Medical Center,2019
48,EX#20-6320,DURASEAL EXACT 3ML SEALANT CRANIAL (20-6320),7292.4,7292.4,Unversity of California Davis Medical Center,2019
49,7883,PROCLAIN DRG PATIENT CONTROLLER (7883),6500.0,6500.0,Unversity of California Davis Medical Center,2019
50,8065797105,GAS INTRAOCULAR ISPAN C3F8 1256M (8065797105),6150.6,6150.6,Unversity of California Davis Medical Center,2019
51,EX#ACH240,ATRICLIP FLEX 40MM CLIP (ACH240),6000.0,6000.0,Unversity of California Davis Medical Center,2019
52,6883,CONTROLLER (6883),6000.0,6000.0,Unversity of California Davis Medical Center,2019
53,EX#8065797005,GAS INTRAOCULAR ISPAN SF6 1256M (8065797005),5869.08,5869.08,Unversity of California Davis Medical Center,2019
54,ACH245,ATRICLIP FLEX 45MM CLIP (ACH245),5700.0,5700.0,Unversity of California Davis Medical Center,2019
55,CC#50045349,ATRICLIP 35MM CLIP (ACH135),5700.0,5700.0,Unversity of California Davis Medical Center,2019
56,HX-202UR,QUICKCLIP PRO 230CM (HX-202UR),5576.0,5576.0,Unversity of California Davis Medical Center,2019
57,IAB-06840-U,ARROW CATHETER BALLOON INTRA AORTIC 40CC 7.5F (IAB,5569.2,5569.2,Unversity of California Davis Medical Center,2019
58,CC#50012774,CATH BALLOON INTRA AORTIC 30CC 8FR (IAB-04830-U),5435.52,5435.52,Unversity of California Davis Medical Center,2019
59,SIG30AMT,STAPLER RELOAD ENDO GIA REINFORCED 2.0 X3MM (SIG30,5391.42,5391.42,Unversity of California Davis Medical Center,2019
60,1070063321,PREVENA INCISION MANAGEMENT SYS (PRE-1001US),4950.0,4950.0,Unversity of California Davis Medical Center,2019
61,PRE-1101US,"PREVENA INCISION MANAGEMENT SYSTEM 5"" (PRE-1101US)",4950.0,4950.0,Unversity of California Davis Medical Center,2019
62,CC#50048647,CURVED INTRALUMINAL STAPLER ILS 29MM (CDH29A),4735.84,4735.84,Unversity of California Davis Medical Center,2019
63,CC#50048646,CURVED INTRALUMINAL STAPLER ILS 25MM (CDH25A),4735.84,4735.84,Unversity of California Davis Medical Center,2019
64,EGIATRS60AXT,STAPLER RELOAD REINF EGIA TRS 60 AXT 4.0/4.5/5.0 (,4702.9,4702.9,Unversity of California Davis Medical Center,2019
65,STRAP25,SECURESTRAP 5MM (STRAP25),4544.8,4544.8,Unversity of California Davis Medical Center,2019
66,EX#CS40G,STAPLER CONTOUR 3.0 CVD CUTTER 4.7MM (CS40G),4535.2,4535.2,Unversity of California Davis Medical Center,2019
67,EX#CS40B,STAPLER CONTOUR 3.0 CVD CUTTER 3.5MM (CS40B),4535.2,4535.2,Unversity of California Davis Medical Center,2019
68,SIGTRSB60AXT,STAPLER 60MM (SIGTRSB60AXT),4421.8,4421.8,Unversity of California Davis Medical Center,2019
69,EGIARADXT,EGIA RADIAL XTR THK RELOAD (EGIARADXT),4365.7,4365.7,Unversity of California Davis Medical Center,2019
70,CC#50035758,DEVICE DEL SEAL LOADER & CUTTER 4.3MM (HEARTSTRING,4310.72,4310.72,Unversity of California Davis Medical Center,2019
71,EX#EGIA60AMT,AUTO SUTURE EGIA60 MEDIUM THICK PURPLE (EGIA60AMT),4275.8,4275.8,Unversity of California Davis Medical Center,2019
72,15170,PREMIUM POLY CS C-SECTION STAPLER 57MM- .170 (0151,4129.5,4129.5,Unversity of California Davis Medical Center,2019
73,SIGTRSB45AMT,STAPLER RELOAD REINF EGIA TRS 45 AMT 3.0/3.5/4.0 (,4105.2,4105.2,Unversity of California Davis Medical Center,2019
74,SIGTRSB60AMT,STAPLER RELOAD 2.0 REINFORCED INTELLIGENT 60MM MED,4087.1,4087.1,Unversity of California Davis Medical Center,2019
75,EGIATRS60AMT,STAPLER RELOAD REINF EGIA TRS 60 AMT 3.0/3.5/4.0 (,4087.1,4087.1,Unversity of California Davis Medical Center,2019
76,ABSTACK30,ABSORBATACK ABSORBABLE SUTURE DEVICE 30 (ABSTACK30,4056.0,4056.0,Unversity of California Davis Medical Center,2019
77,PSEE60A,ECHELON POWERED PLUS STAPLER (PSEE60A),4024.32,4024.32,Unversity of California Davis Medical Center,2019
78,EGIATRS45AXT,STAPLER RELOAD REINF EGIA TRS 45 AXT 4.0/4.5/5.0 (,3831.5,3831.5,Unversity of California Davis Medical Center,2019
79,SIGRADMT,RELOAD ENDOGIA RADIAL MED/THICK 2.0 (SIGRADMT),3796.3,3796.3,Unversity of California Davis Medical Center,2019
80,EEAXL2835,EEA CIRCULAR STAPLER WITH DST SERIES 28MM-3.5MM (E,3737.0,3737.0,Unversity of California Davis Medical Center,2019
81,EX#EEAXL2535,EEA CIRCULAR STAPLER WITH DST SERIES 25MM-3.5MM (E,3737.0,3737.0,Unversity of California Davis Medical Center,2019
82,EEAXL3148,EEA CIRCULAR STAPLER WITH DST SERIES 31MM-4.8MM (E,3737.0,3737.0,Unversity of California Davis Medical Center,2019
83,EEAXL31,EEA XL 31MM 4.8MM (EEAXL31),3737.0,3737.0,Unversity of California Davis Medical Center,2019
84,EX#EGIARADMT,RELOAD ENDOGIA RADIAL MED/THICK (EGIARADMT),3680.2,3680.2,Unversity of California Davis Medical Center,2019
85,SIGTRSB45AXT,STAPLER 45 (SIGTRSB45AXT),3620.4,3620.4,Unversity of California Davis Medical Center,2019
86,PRE2055US.S,DRESSING KIT PREVENA CUSTOMIZABLE INCISION (PRE205,3530.0,3530.0,Unversity of California Davis Medical Center,2019
87,CC#57423301,DRAIN MONITORR EXTERNAL CSF DRAINING KIT (31089),3522.6,3522.6,Unversity of California Davis Medical Center,2019
88,PRE4000.US.S,PREVENA PLUS 125 THERAPY UNIT (PRE4000.US.S ),3500.0,3500.0,Unversity of California Davis Medical Center,2019
89,MRDP80PLN,DIGNITY CT PORT LOW PROFILE PRE-ATTACHED 8F (MRDP8,3450.0,3450.0,Unversity of California Davis Medical Center,2019
90,EGIATRS45AMT,STAPLER RELOAD REINF EGIA TRS 45 AMT 3.0/3.5/4.0 (,3414.5,3414.5,Unversity of California Davis Medical Center,2019
91,CC#50042794,ABSORBATACK ABSORBABLE SUTURE DEVICE 15 (ABSTACK15,3354.3,3354.3,Unversity of California Davis Medical Center,2019
92,TRIEEA28MT,STAPLER TRI EEA 28MM W/ MEDIUM/THICK (TRIEEA28MT),3146.7,3146.7,Unversity of California Davis Medical Center,2019
93,SIG60AXT,RELOAD TRI-STAPLER BLK 60-2.0/2.5/3.0MM (SIG60AXT),3002.9,3002.9,Unversity of California Davis Medical Center,2019
94,CC#55816482,DST SERIES EEA 28 (EEA28),2987.5,2987.5,Unversity of California Davis Medical Center,2019
95,CC#55816485,DST SERIES EEA 31 (EEA31),2987.5,2987.5,Unversity of California Davis Medical Center,2019
96,CC#55816484,DST SERIES EEA 25 (EEA25),2987.5,2987.5,Unversity of California Davis Medical Center,2019
97,CC#50039663,STAPLER PREMIUM CEEA 31 DISP (111989),2953.2,2953.2,Unversity of California Davis Medical Center,2019
98,PRE3255US.S,DRESSING KIT PREVENA PEEL & PLACE 35CM (PRE3255US.,2950.0,2950.0,Unversity of California Davis Medical Center,2019
99,EX#72200146,ORTHO ENDO BUTTON WITH LOOP 15MM (72200146),2877.2,2877.2,Unversity of California Davis Medical Center,2019
100,CC#50042681,AUTO SUTURE EGIA60 60-2.0/2.5/3.0MM - BLACK (EGIA6,2812.0,2812.0,Unversity of California Davis Medical Center,2019
101,CC#50039664,STAPLER PREMIUM CEEA 28 DISP (111987),2798.0,2798.0,Unversity of California Davis Medical Center,2019
102,EX#EGIA60CTAMT,AUTO SUTURE EGIA60 AVM MED THICK (EGIA60CTAMT),2766.0,2766.0,Unversity of California Davis Medical Center,2019
103,CC#50002463,ORTHO ENDO BUTTON WITH LOOP 30MM (72200149),2738.6,2738.6,Unversity of California Davis Medical Center,2019
104,EX#223116,ORTHOCORD #2 FIBER WIRE (223116),2500.0,2500.0,Unversity of California Davis Medical Center,2019
105,1505291,FLOSEAL MATRIX FULL STERILE PREP 10ML (1505291),2482.5,2482.5,Unversity of California Davis Medical Center,2019
106,1505291WT,FLOSEAL MATRIX FULL STERILE PREP WITH TIP 10ML (15,2482.5,2482.5,Unversity of California Davis Medical Center,2019
107,EX#CR40G,STAPLER CONTOUR 3.0 RELOADS 4.7MM (CR40G),2479.5,2479.5,Unversity of California Davis Medical Center,2019
108,EX#CR40B,STAPLER RELOAD CONTOUR 3.0 3.5MM (CR40B),2479.5,2479.5,Unversity of California Davis Medical Center,2019
109,CC#50042678,AUTO SUTURE EGIA60 60-2.0/2.5/3.0MM - TAN (EGIA60A,2356.2,2356.2,Unversity of California Davis Medical Center,2019
110,EX#000937339,STAPLER RELOAD ENDO GIA II ROTICULATOR 60 4.8 (030,2333.3,2333.3,Unversity of California Davis Medical Center,2019
111,EX#030813,STAPLER ENDO MULTIFIRE GIA 30 3.5 (030813),2245.0,2245.0,Unversity of California Davis Medical Center,2019
112,CC#50008726,STAPLER RELOAD ENDO GIA II ROTICULATOR 60 3.5 (030,2222.4,2222.4,Unversity of California Davis Medical Center,2019
113,EGIA45AXT,RELOAD TRI-STAPLER BLACK 45 - 2.0/2.5/3.0MM (EGIA4,2174.1,2174.1,Unversity of California Davis Medical Center,2019
114,CC#50050670,AUTO SUTURE EGIA45 45-2/2.5/3MMCVD PRPL (SIG45CTAM,2158.9,2158.9,Unversity of California Davis Medical Center,2019
115,10102,DRAINAGE SYS CSF W/PT LINE 1-WAY EXTERNAL (10102),2087.4,2087.4,Unversity of California Davis Medical Center,2019
116,GST60W,ECHELON STAPLER ENDOSCOPIC LINEAR CUTTER RELOD 2.6,2058.1,2058.1,Unversity of California Davis Medical Center,2019
117,CC#55816399,STAPLER ENDO MULTI GIA 30 2.5V WHITE (030811),2006.2,2006.2,Unversity of California Davis Medical Center,2019
118,CC#50042680,RELOAD TRI-STAPLER BLK 45-2.0/2.5/3.0MM (SIG45AXT),1994.3,1994.3,Unversity of California Davis Medical Center,2019
119,SIG45CTAVM,STAPLER RELOAD 2.0 CURVE TIP (SIG45CTAVM),1966.8,1966.8,Unversity of California Davis Medical Center,2019
120,CC#50050569,AUTO SUTURE EGIA30 30-2/2.5/3MM CVD TAN (EGIA30CTA,1966.8,1966.8,Unversity of California Davis Medical Center,2019
121,EGIA45AV,ENDO GIA 45MM ARTICULATING RELOAD 45MM (EGIA45AV),1962.9,1962.9,Unversity of California Davis Medical Center,2019
122,30457,STAPLER RELOAD ENDO GIA II ROTICULATOR 60 2.5 (030,1956.5,1956.5,Unversity of California Davis Medical Center,2019
123,CC#50018999,STAPLER VASCULAR LINEAR 60MM 3.5 (TX60B),1873.4,1873.4,Unversity of California Davis Medical Center,2019
124,CC#50047372,AUTO SUTURE EGIA45 AVM MED THICK PURPLE (EGIA45AMT,1814.3,1814.3,Unversity of California Davis Medical Center,2019
125,48645B,XI STAPLER RELOAD 45 BLUE (48645B),1800.0,1800.0,Unversity of California Davis Medical Center,2019
126,48445G,XI STAPLER RELOAD 45 GREEN (48445G),1800.0,1800.0,Unversity of California Davis Medical Center,2019
127,48645W,XI STAPLER RELOAD 45 WHITE (48645W),1800.0,1800.0,Unversity of California Davis Medical Center,2019
128,CC#50058340,SI STAPLER RELOAD 45 GREEN (41445G),1800.0,1800.0,Unversity of California Davis Medical Center,2019
129,CC#50002847,STAPLER RELOAD ENDO GIA II ROTICULATOR 45 2.0 (030,1783.7,1783.7,Unversity of California Davis Medical Center,2019
130,CC#50002849,STAPLER RELOAD ENDO GIA II ROTICULATOR 45 3.5 (030,1783.3,1783.3,Unversity of California Davis Medical Center,2019
131,CC#55816198,STAPLER ROTICULATOR TA 55 4.8 DISP (017614),1737.5,1737.5,Unversity of California Davis Medical Center,2019
132,48630B,XI STAPLER RELOAD 30 BLUE (48630B),1708.3,1708.3,Unversity of California Davis Medical Center,2019
133,48630W,XI STAPLER RELOAD 30 WHITE (48630W),1708.3,1708.3,Unversity of California Davis Medical Center,2019
134,48630G,XI STAPLER RELOAD 30 GREEN (48630G),1708.3,1708.3,Unversity of California Davis Medical Center,2019
135,48630M,XI STAPLER RELOAD 30 GRAY (48630M),1708.3,1708.3,Unversity of California Davis Medical Center,2019
136,D9306,ETHIBOND CUSTOM 3-0 GRN/WHT (D9306),1708.1,1708.1,Unversity of California Davis Medical Center,2019
137,AR-13995N,NEEDLE SCORPION MULTIFINE (AR-13995N),1700.0,1700.0,Unversity of California Davis Medical Center,2019
138,SIG30CTAVM,STAPLER RELOAD 2.0 CURVE TIP (SIG30CTAVM),1686.6,1686.6,Unversity of California Davis Medical Center,2019
139,CC#50018087,STAPLER RELOAD ENDO GIA II ROTICULATOR 45 4.8 (030,1659.5,1659.5,Unversity of California Davis Medical Center,2019
140,CC#50001362,ENDO APPLIER CLIP 5MM (176630),1623.2,1623.2,Unversity of California Davis Medical Center,2019
141,EGIA30AMT,STAPLER RELOAD REINF EGIA AMT 30 AMT (EGIA30AMT),1616.2,1616.2,Unversity of California Davis Medical Center,2019
142,EX#M00522610,ENDO GI RESOLUTION CLIP (M00522610),1600.0,1600.0,Unversity of California Davis Medical Center,2019
143,EX#2261,RESOLUTION CLIP 235CM X 2.8MM (2261),1600.0,1600.0,Unversity of California Davis Medical Center,2019
144,CC#50049621,MATRIX FLOSEAL HEMOSTATIC 5ML W/O NDL (1503350),1598.7,1598.7,Unversity of California Davis Medical Center,2019
145,2994,SURGIFLO HEMOSTATIC MATRIX 8ML WITH THROMBIN (2994,1591.0,1591.0,Unversity of California Davis Medical Center,2019
146,CLR222US,ADHESIVE DERMABOND PRINEO 22CM (CLR222US),1581.0,1581.0,Unversity of California Davis Medical Center,2019
147,EGIA30AVM,STAPLER RELOAD EGIA 30MM (EGIA30AVM),1559.8,1559.8,Unversity of California Davis Medical Center,2019
148,SIG30AVM,RELOD VASCULAR ARTICULATING 30MM MED (SIG30AVM),1529.2,1529.2,Unversity of California Davis Medical Center,2019
149,EX#G18343,INSTINCT ENDOSCOPIC HEMOCLIP 230CM (G18343),1442.0,1442.0,Unversity of California Davis Medical Center,2019
150,3013SP,ETHICON HEMOSTAT SURGICEL POWDER ABSORBABLE 3.0G (,1435.4,1435.4,Unversity of California Davis Medical Center,2019
151,EX#AR-4068-25TL,ARTHREX SUTURELASSO 25? TIGHT CURVE LEFT (AR-4068-,1400.0,1400.0,Unversity of California Davis Medical Center,2019
152,EX#AR8701,ARTHREX LASSO MICRO CURVE SM SUTURE (AR-8701),1400.0,1400.0,Unversity of California Davis Medical Center,2019
153,AR-4068-90,ARTHREX SUTURELASSO 90? (AR-4068-90),1400.0,1400.0,Unversity of California Davis Medical Center,2019
154,30454,STAPLER RELOAD ENDO GIA II ROTICULATOR 45 2.5 (030,1391.2,1391.2,Unversity of California Davis Medical Center,2019
155,CC#55816475,STAPLER MULTI GIA 80 4.8 CARDIAC (GIA8048S),1381.6,1381.6,Unversity of California Davis Medical Center,2019
156,EX#62-01115,ACTIVATION TOOL LINEAR (6201115),1380.0,1380.0,Unversity of California Davis Medical Center,2019
157,CC#50052953,URO CLIP LAPRA TY (XC200),1375.8,1375.8,Unversity of California Davis Medical Center,2019
158,1505288,FLOSEAL MATRIX FULL STERILE PREP 5ML (1505288),1356.9,1356.9,Unversity of California Davis Medical Center,2019
159,1505288WT,FLOSEAL MATRIX FULL STERILE PREP WITH TIP 5ML (150,1356.9,1356.9,Unversity of California Davis Medical Center,2019
160,EX#D8229,"PROLENE 9-0 CTC-6L 3"" BLUE (D8229)",1339.6,1339.6,Unversity of California Davis Medical Center,2019
161,CC#55816464,STAPLER MULTI GIA 80 3.8 (GIA8038S),1306.5,1306.5,Unversity of California Davis Medical Center,2019
162,AE05ML,AUTO ENDO5 - 5MM X 35CM (HEMOLOK CLIP APPLIER) (AE,1300.0,1300.0,Unversity of California Davis Medical Center,2019
163,PRE4095.S,CANISTER PREVENA 150ML WITH PREVENA PLUS CONNECTOR,1300.0,1300.0,Unversity of California Davis Medical Center,2019
164,CC#50048308,ADHESIVE DERMABOND PRINEO (CLR602US),1282.5,1282.5,Unversity of California Davis Medical Center,2019
165,CC#55821163,CARDIAC SUTURE BASIC CUSTOM 3615E (3615E),1255.0,1255.0,Unversity of California Davis Medical Center,2019
166,685.007,GLOBUS K-WIRE 500MM (685.007),1250.0,1250.0,Unversity of California Davis Medical Center,2019
167,CC#50006831,STAPLER RELOAD ENDO GIA II ROTICULATOR 30 2.5 (030,1248.2,1248.2,Unversity of California Davis Medical Center,2019
168,CC#50016855,STAPLER RELOAD ENDO GIA II ROTICULATOR 30 3.5 (030,1248.2,1248.2,Unversity of California Davis Medical Center,2019
169,CC#50001770,STAPLER RELOAD ENDO GIA II 60 3.5 (030414),1203.7,1203.7,Unversity of California Davis Medical Center,2019
170,CC#50003818,STAPLER RELOAD ENDO GIA II 60 2.5 (030412),1203.4,1203.4,Unversity of California Davis Medical Center,2019
171,CC#50001772,STAPLER RELOAD ENDO GIA II 60 4.8 (030415),1180.1,1180.1,Unversity of California Davis Medical Center,2019
172,CC#50027085,ARTHREX SUTURE LASSO 90 DEG (AR-4065-90S),1150.0,1150.0,Unversity of California Davis Medical Center,2019
173,EX#62-01116,ACTIVATION TOOL ANGULAR (6201116),1150.0,1150.0,Unversity of California Davis Medical Center,2019
174,EX#62-01117,ACTIVATION TOOL TRANSVERSE (6201117),1150.0,1150.0,Unversity of California Davis Medical Center,2019
175,CC#50049624,GASTROINTESTINAL ANCHOR SET WITH SAF-T-PEXY T-FAST,1131.0,1131.0,Unversity of California Davis Medical Center,2019
176,CC#50022055,PACK CORONARY SUTURE (DYNJ0229983A ),1122.0,1122.0,Unversity of California Davis Medical Center,2019
177,CC#55821105,"SUTURE EVERPOINT BI MONO 7-0 24"" BV175-8 (EPM8745)",1084.4,1084.4,Unversity of California Davis Medical Center,2019
178,9210584,POSISEP X - 0.6 X 2.0 (9210584),1040.0,1040.0,Unversity of California Davis Medical Center,2019
179,9210564,POSISEP X - 0.5 X 1.5 (9210564),1040.0,1040.0,Unversity of California Davis Medical Center,2019
180,9210574,POSISEP INTRANASAL SPLINT 0.6 X 2.0 (9210574),1040.0,1040.0,Unversity of California Davis Medical Center,2019
181,9210554,POSISEP INTRANASAL SPLINT 0.5 X 1.5 (9210554),1040.0,1040.0,Unversity of California Davis Medical Center,2019
182,CC#55816010,STAPLER RELOAD ENDO MULTI GIA 30 3.5 (030807L),997.8,997.8,Unversity of California Davis Medical Center,2019
183,CC#55816400,STAPLER RELOAD ENDO MULTI GIA 30 2.5V (030805L),997.7,997.7,Unversity of California Davis Medical Center,2019
184,401764,CATH BIPOLAR PACING 5FR (401764),990.0,990.0,Unversity of California Davis Medical Center,2019
185,CC#55816237,STAPLER TA 30 LONG V3 (TA30V3S),958.1,958.1,Unversity of California Davis Medical Center,2019
186,7837,BARD PATCH TEFLON FELT PTFE 6 X 6 (007837),950.0,950.0,Unversity of California Davis Medical Center,2019
187,CC#56600121,ENDO LOOP PDS (EZ10),913.7,913.7,Unversity of California Davis Medical Center,2019
188,EX#010901,STAPLER ENDO MULTIFIRE TA30 2.5 12MM (010901),909.1,909.1,Unversity of California Davis Medical Center,2019
189,AR-7237-7B,"FIBERTAPE COLLAGEN COATED 2MM 7"" BLUE (AR-7237-7B)",900.0,900.0,Unversity of California Davis Medical Center,2019
190,CC#55816209,STAPLER MULTI TA 60 4.8 (TA6048S),891.8,891.8,Unversity of California Davis Medical Center,2019
191,CC#50005554,STAPLER RELOAD ENDO MULTIFIRE TA30 2.5 (010911L),891.6,891.6,Unversity of California Davis Medical Center,2019
192,CC#55816239,STAPLER TA 90 LONG 4.8 (TA9048S),879.1,879.1,Unversity of California Davis Medical Center,2019
193,CC#55816238,STAPLER TA 90 LONG 3.5 (TA9035S),879.1,879.1,Unversity of California Davis Medical Center,2019
194,CC#55816465,STAPLER RELOAD MULTI GIA 80 4.8 CARDIAC (GIA8048L),864.48,864.48,Unversity of California Davis Medical Center,2019
195,CC#55816206,STAPLER MULTI TA 30 3.5 (TA3035S),862.3,862.3,Unversity of California Davis Medical Center,2019
196,CC#50022054,PACK CARDIAC SUTURE BASIC (DYNJ0229977A),858.0,858.0,Unversity of California Davis Medical Center,2019
197,CC#50009405,MEDTRONIC PACING WIRES (6495),840.0,840.0,Unversity of California Davis Medical Center,2019
198,8065183150,DUOVISC (8065183150),840.0,840.0,Unversity of California Davis Medical Center,2019
199,CC#55816214,STAPLER MULTI GIA 60 3.8 TI (GIA6038S),839.0,839.0,Unversity of California Davis Medical Center,2019
200,EX#46519-06LF,SURGIVEST 3XLG 44-46IN (46519-06LF),839.0,839.0,Unversity of California Davis Medical Center,2019
201,EX#46519-07LF,SURGIVEST 4XLG 48-50IN (46519-07LF),839.0,839.0,Unversity of California Davis Medical Center,2019
202,CC#55816213,STAPLER RELOAD MULTI TA 60 4.8 (TA6048L),814.0,814.0,Unversity of California Davis Medical Center,2019
203,CC#55816460,STAPLER RELOAD MULTI GIA 80 3.8 (GIA8038L),813.72,813.72,Unversity of California Davis Medical Center,2019
204,CC#50001768,STAPLER RELOAD ENDO GIA II 45 2.0 (030426),802.5,802.5,Unversity of California Davis Medical Center,2019
205,CC#50002846,STAPLER RELOAD ENDO GIA II 30 2.5 (030418),802.5,802.5,Unversity of California Davis Medical Center,2019
206,CC#50001773,STAPLER RELOAD ENDO GIA II 45 2.5 (030425),802.5,802.5,Unversity of California Davis Medical Center,2019
207,CC#50001769,STAPLER RELOAD ENDO GIA II 45 3.5 (030422),802.5,802.5,Unversity of California Davis Medical Center,2019
208,EX#37092,MEDTRONIC ANTENNA (37092),800.0,800.0,Unversity of California Davis Medical Center,2019
209,CC#55816208,STAPLER MULTI TA 60 3.5 (TA6035S),798.4,798.4,Unversity of California Davis Medical Center,2019
