,Group,ChargeCode,Description,Price,Hospital,Year
84,SMH,316100555,OUTPATIENT OBS/HR,383.0,Sharp Mesa Vista Hospital,2019
85,SMH,316100560,OPTIONAL OVERNIGHT ROOM,65.0,Sharp Mesa Vista Hospital,2019
86,SMH,316200011,121 MS/GYN ACUTE,4874.0,Sharp Mesa Vista Hospital,2019
87,SMH,316200015,171 NEWBORN ACUTE,1942.0,Sharp Mesa Vista Hospital,2019
88,SMH,316200030,122 OB ACUTE,4874.0,Sharp Mesa Vista Hospital,2019
89,SMH,316200550,OUTPT OBSERVATION UNIT         ,383.0,Sharp Mesa Vista Hospital,2019
90,SMH,316200555,OUTPATIENT OBS/HR,383.0,Sharp Mesa Vista Hospital,2019
91,SMH,316204020,129 OB SPECIAL CARE,7978.0,Sharp Mesa Vista Hospital,2019
92,SMH,316300011,121 MS/GYN ACUTE,4874.0,Sharp Mesa Vista Hospital,2019
93,SMH,316300030,122 OB ACUTE,4874.0,Sharp Mesa Vista Hospital,2019
94,SMH,316300550,OUTPT OBSERVATION/HR,383.0,Sharp Mesa Vista Hospital,2019
95,SMH,316300555,OUTPATIENT OBS/HR,383.0,Sharp Mesa Vista Hospital,2019
96,SMH,316304020,129 OB SPECIAL CARE     ,7978.0,Sharp Mesa Vista Hospital,2019
97,SMH,316400011,121 MS/GYN ACUTE,4874.0,Sharp Mesa Vista Hospital,2019
98,SMH,316400015,171 NEWBORN ACUTE,1942.0,Sharp Mesa Vista Hospital,2019
99,SMH,316400030,122 OB ACUTE,4874.0,Sharp Mesa Vista Hospital,2019
100,SMH,316400550,OUTPT OBSERVATION UNIT         ,383.0,Sharp Mesa Vista Hospital,2019
101,SMH,316400555,OUTPATIENT OBS/HR,383.0,Sharp Mesa Vista Hospital,2019
102,SMH,316404020,129 OB SPECIAL CARE,7978.0,Sharp Mesa Vista Hospital,2019
103,SMH,317100011,171 NEWBORN ACUTE,1942.0,Sharp Mesa Vista Hospital,2019
104,SMH,317100025,BILI/BOARDER,1942.0,Sharp Mesa Vista Hospital,2019
105,SMH,317100200,172 NEWBORN CONTINUING CARE,5894.0,Sharp Mesa Vista Hospital,2019
106,SMH,317100500,CIRCUMCISION PROCEDURE         ,3744.0,Sharp Mesa Vista Hospital,2019
107,SMH,317200001,172 NICU CONTINUING CARE,5894.0,Sharp Mesa Vista Hospital,2019
108,SMH,317200002,173 NICU INTERMEDIATE,8601.0,Sharp Mesa Vista Hospital,2019
109,SMH,317200003,174 NICU INTENSIVE CARE,9855.0,Sharp Mesa Vista Hospital,2019
110,SMH,317200025,BILI/BOARDER,1942.0,Sharp Mesa Vista Hospital,2019
111,SMH,317200550,OUTPT OBSERVATION UNIT/HR,383.0,Sharp Mesa Vista Hospital,2019
112,SMH,317600011,121 MS/GYN ACUTE,4874.0,Sharp Mesa Vista Hospital,2019
113,SMH,317600015,171 NEWBORN ACUTE,1942.0,Sharp Mesa Vista Hospital,2019
114,SMH,317600030,122 OB ACUTE,4874.0,Sharp Mesa Vista Hospital,2019
115,SMH,317600550,OUTPT OBSERVATION/HR,383.0,Sharp Mesa Vista Hospital,2019
116,SMH,317600555,OUTPATIENT OBS/HR,383.0,Sharp Mesa Vista Hospital,2019
117,SMH,318100011,121 MED/SURG ACUTE,4874.0,Sharp Mesa Vista Hospital,2019
118,SMH,318100012,206 INTERMEDIATE CARE,8745.0,Sharp Mesa Vista Hospital,2019
119,SMH,318100070,208 TRAUMA     ,25318.0,Sharp Mesa Vista Hospital,2019
120,SMH,318100550,OUTPAT OBSERVATION UNIT,383.0,Sharp Mesa Vista Hospital,2019
121,SMH,318100555,OUTPATIENT OBS/HR,383.0,Sharp Mesa Vista Hospital,2019
122,SMH,318800011,121 MED/SURG ACUTE,4874.0,Sharp Mesa Vista Hospital,2019
123,SMH,318800012,206 INTERMEDIATE CARE,8745.0,Sharp Mesa Vista Hospital,2019
124,SMH,318800070,208 TRAUMA           ,25318.0,Sharp Mesa Vista Hospital,2019
125,SMH,318800550,OUTPT OBSERVATION UNIT,383.0,Sharp Mesa Vista Hospital,2019
126,SMH,318800555,OUTPATIENT OBS/HR,383.0,Sharp Mesa Vista Hospital,2019
127,SMH,320100021,128 REHAB CENTER,4533.0,Sharp Mesa Vista Hospital,2019
128,SMH,320100550,OUTPT OBSERVATION UNIT         ,383.0,Sharp Mesa Vista Hospital,2019
129,SMH,320100555,OUTPATIENT OBS/HR,383.0,Sharp Mesa Vista Hospital,2019
130,SMH,334100042,126 PSYCH DETOX,4794.0,Sharp Mesa Vista Hospital,2019
131,SMH,334100043,128 PSYCH REHAB,4533.0,Sharp Mesa Vista Hospital,2019
132,SMH,334100044,124 PSYCH,4094.0,Sharp Mesa Vista Hospital,2019
133,SMH,334200040,204 PSYCH ICU,5721.0,Sharp Mesa Vista Hospital,2019
134,SMH,334200042,126 PSYCH DETOX,4794.0,Sharp Mesa Vista Hospital,2019
135,SMH,334200043,128 PSYCH REHAB,4533.0,Sharp Mesa Vista Hospital,2019
136,SMH,334400042,126 PSYCH DETOX,4794.0,Sharp Mesa Vista Hospital,2019
137,SMH,334400043,128 PSYCH REHAB,4533.0,Sharp Mesa Vista Hospital,2019
138,SMH,334400044,124 PSYCH,4094.0,Sharp Mesa Vista Hospital,2019
139,SMH,334500040,204 PSYCH ICU,5721.0,Sharp Mesa Vista Hospital,2019
140,SMH,334500042,126 PSYCH DETOX,4794.0,Sharp Mesa Vista Hospital,2019
141,SMH,334600040,204 PSYCH ICU,5721.0,Sharp Mesa Vista Hospital,2019
142,SMH,334600042,126 PSYCH DETOX,4794.0,Sharp Mesa Vista Hospital,2019
143,SMH,334600043,128 PSYCH REHAB,4533.0,Sharp Mesa Vista Hospital,2019
144,SMH,334700040,204 PSYCH ICU,5721.0,Sharp Mesa Vista Hospital,2019
145,SMH,334700042,126 PSYCH DETOX,4794.0,Sharp Mesa Vista Hospital,2019
146,SMH,334700043,128 PSYCH REHAB,4533.0,Sharp Mesa Vista Hospital,2019
147,SMH,334800040,204 PSYCH ICU,5721.0,Sharp Mesa Vista Hospital,2019
148,SMH,334800042,126 PSYCH DETOX,4794.0,Sharp Mesa Vista Hospital,2019
149,SMH,334800043,128 PSYCH REHAB,4533.0,Sharp Mesa Vista Hospital,2019
150,SMH,334800550,OUTPATIENT OBS/HR,230.0,Sharp Mesa Vista Hospital,2019
151,SMH,336000011,121 MED/SURG,4874.0,Sharp Mesa Vista Hospital,2019
152,SMH,336000550,OUTPT OBSERVATION              ,383.0,Sharp Mesa Vista Hospital,2019
153,SMH,336000555,OUTPATIENT OBS/HR,383.0,Sharp Mesa Vista Hospital,2019
154,SMH,342000060,126 ADULT DETOX,1552.0,Sharp Mesa Vista Hospital,2019
155,SMH,342000061,128 ADULT REHAB,1278.0,Sharp Mesa Vista Hospital,2019
156,SMH,342000062,RESIDENTIAL ADULT,866.0,Sharp Mesa Vista Hospital,2019
157,SMH,342000064,ADULT SOBER LIVING EXT,180.0,Sharp Mesa Vista Hospital,2019
158,SMH,401000100,FACILITY FEE BRIEF ,265.0,Sharp Mesa Vista Hospital,2019
159,SMH,401001110,DEV SCREEN W/SCORE,231.0,Sharp Mesa Vista Hospital,2019
160,SMH,401001112,DEV TEST ADMIN W/RPT/HR(QHP),375.0,Sharp Mesa Vista Hospital,2019
161,SMH,401001113,DEV TEST ADMIN ADD 30MIN(QHP),188.0,Sharp Mesa Vista Hospital,2019
162,SMH,401100010,CONTRACTION STRESS TEST        ,956.0,Sharp Mesa Vista Hospital,2019
163,SMH,401100015,PITOCIN IND/AUGMENT,614.0,Sharp Mesa Vista Hospital,2019
164,SMH,401100025,VERSION PROCEDURE,4977.0,Sharp Mesa Vista Hospital,2019
165,SMH,401100530,FETAL BIOPHYS PROFILE/AFI,1125.0,Sharp Mesa Vista Hospital,2019
166,SMH,401100560,AMNIO PROCEDURE,1704.0,Sharp Mesa Vista Hospital,2019
167,SMH,401100561,AMNIO ULTRASOUND,320.0,Sharp Mesa Vista Hospital,2019
168,SMH,401104002,ANESTHESIA REGIONAL,1417.0,Sharp Mesa Vista Hospital,2019
169,SMH,401106000,BOH/BOA DELIVERY,2505.0,Sharp Mesa Vista Hospital,2019
170,SMH,401107010,"LABOR SVCS,MODERATE INTEN      ",2533.0,Sharp Mesa Vista Hospital,2019
171,SMH,401107020,"LABOR SVCS,HIGH INTENS         ",3260.0,Sharp Mesa Vista Hospital,2019
172,SMH,401107025,DELIVERY SVCS MODERATE INTENS,3799.0,Sharp Mesa Vista Hospital,2019
173,SMH,401107035,DELIVERY SVCS HIGH INTENS,4891.0,Sharp Mesa Vista Hospital,2019
174,SMH,401109001,ULTRASOUND LTD/AFI,999.0,Sharp Mesa Vista Hospital,2019
175,SMH,401109045,MAG SULFATE PROCEDURE,520.0,Sharp Mesa Vista Hospital,2019
176,SMH,401202000,ANESTHESIA GENERAL 1ST HR,3641.0,Sharp Mesa Vista Hospital,2019
177,SMH,401202001,ANESTHESIA GENERAL ADDL 15MIN,712.0,Sharp Mesa Vista Hospital,2019
178,SMH,401202002,ANESTHESIA REGIONAL 1ST HR,2912.0,Sharp Mesa Vista Hospital,2019
179,SMH,401202003,ANESTHESIA REGIONAL ADDL 15MIN,561.0,Sharp Mesa Vista Hospital,2019
180,SMH,401202004,ANESTHESIA MAC 1ST HR,2308.0,Sharp Mesa Vista Hospital,2019
181,SMH,401202005,ANESTHESIA MAC ADDL 15MIN,430.0,Sharp Mesa Vista Hospital,2019
182,SMH,401202006,ANESTHESIA LOCAL,859.0,Sharp Mesa Vista Hospital,2019
183,SMH,401202007,NON CVD ANESTH 15MIN    ,712.0,Sharp Mesa Vista Hospital,2019
184,SMH,401203010,SURGERY MINOR 1ST HR WC,10569.0,Sharp Mesa Vista Hospital,2019
185,SMH,401203011,SURGERY MINOR EA ADD 15MIN WC,2207.0,Sharp Mesa Vista Hospital,2019
186,SMH,401203012,NON CVD MINOR 15MIN,2207.0,Sharp Mesa Vista Hospital,2019
187,SMH,401203020,SURGERY MAJOR 1ST HR WC,13725.0,Sharp Mesa Vista Hospital,2019
188,SMH,401203021,SURGERY MAJOR EA ADD 15MIN WC,3093.0,Sharp Mesa Vista Hospital,2019
189,SMH,401203022,NON CVD MAJOR 15MIN ,3093.0,Sharp Mesa Vista Hospital,2019
190,SMH,401203023,OR FIRST HOUR MAJOR PDA,13725.0,Sharp Mesa Vista Hospital,2019
191,SMH,401203030,SURGERY COMPLEX 1ST HR WC,20427.0,Sharp Mesa Vista Hospital,2019
192,SMH,401203031,SURGERY COMPLEX EA ADD 15MIN WC,4438.0,Sharp Mesa Vista Hospital,2019
193,SMH,401400100,FACILITY FEE BRIEF ,310.0,Sharp Mesa Vista Hospital,2019
194,SMH,401400470,NON STRESS TEST,1184.0,Sharp Mesa Vista Hospital,2019
195,SMH,401400530,FETAL BIOPHYS PROFILE          ,1125.0,Sharp Mesa Vista Hospital,2019
196,SMH,401400560,AMNIO PROCEDURE,1704.0,Sharp Mesa Vista Hospital,2019
197,SMH,401400561,AMNIO ULTRASOUND,320.0,Sharp Mesa Vista Hospital,2019
198,SMH,401400700,IV HYDRATION UPTO 1HR          ,1010.0,Sharp Mesa Vista Hospital,2019
199,SMH,401400701,IV HYDRATION EA ADD HR,353.0,Sharp Mesa Vista Hospital,2019
200,SMH,401400702,IV THERAPY UPTO 1 HR,1079.0,Sharp Mesa Vista Hospital,2019
201,SMH,401400703,IV THERAPY EA ADD HR  ,231.0,Sharp Mesa Vista Hospital,2019
202,SMH,401400704,IV THERAPY ADD SEQ INFUS UPTO 1HR     ,418.0,Sharp Mesa Vista Hospital,2019
203,SMH,401400706,INJECTION IM/SUB Q,256.0,Sharp Mesa Vista Hospital,2019
204,SMH,401400707,INJ IV PUSH SNGL/INITIAL,580.0,Sharp Mesa Vista Hospital,2019
205,SMH,401400708,INJ IV PUSH ADD SEQTL NEW SUB/DRUG,492.0,Sharp Mesa Vista Hospital,2019
206,SMH,401400720,INJ IV PUSH ADD SAME SUB/DRG  ,421.0,Sharp Mesa Vista Hospital,2019
207,SMH,401409001,ULTRASOUND LTD/AFI,999.0,Sharp Mesa Vista Hospital,2019
208,SMH,401460466,OB TRIAGE LEVEL 1 OP    ,259.0,Sharp Mesa Vista Hospital,2019
209,SMH,401460467,OB TRIAGE LEVEL 2 OP    ,310.0,Sharp Mesa Vista Hospital,2019
210,SMH,401460468,OB TRIAGE LEVEL 3 OP    ,351.0,Sharp Mesa Vista Hospital,2019
211,SMH,401460469,OB TRIAGE LEVEL 4 OP    ,479.0,Sharp Mesa Vista Hospital,2019
212,SMH,401460470,OB TRIAGE LEVEL 5 OP    ,527.0,Sharp Mesa Vista Hospital,2019
213,SMH,401600020,EPIDURAL BLOOD PATCH,2849.0,Sharp Mesa Vista Hospital,2019
214,SMH,401620100,RECOVERY 1ST HR,1945.0,Sharp Mesa Vista Hospital,2019
215,SMH,401620101,RECOVERY EA ADDL 30MIN,965.0,Sharp Mesa Vista Hospital,2019
216,SMH,401800001,FACILITY FEE MININMAL,259.0,Sharp Mesa Vista Hospital,2019
217,SMH,401800010,CONTRACTION STRESS TEST        ,956.0,Sharp Mesa Vista Hospital,2019
218,SMH,401800470,FETAL NON STRESS TEST,1184.0,Sharp Mesa Vista Hospital,2019
219,SMH,401800530,FETAL BIOPHYS PROFILE          ,1125.0,Sharp Mesa Vista Hospital,2019
220,SMH,401800706,INJECTION IM/SUB Q,256.0,Sharp Mesa Vista Hospital,2019
221,SMH,401809001,ULTRASOUND LTD/AFI,999.0,Sharp Mesa Vista Hospital,2019
222,SMH,401900411,LACTATION CNSLT 15-30MIN,259.0,Sharp Mesa Vista Hospital,2019
223,SMH,401900412,LACTATION CNSLT 31-60MIN,310.0,Sharp Mesa Vista Hospital,2019
224,SMH,401900413,LACTATION CNSLT 61-75MIN,351.0,Sharp Mesa Vista Hospital,2019
225,SMH,401900414,LACTATION CNSLT 76-90MIN,479.0,Sharp Mesa Vista Hospital,2019
226,SMH,401900415,LACTATION CNSLT 91-120MIN,527.0,Sharp Mesa Vista Hospital,2019
227,SMH,401900511,DONOR BREAST MILK/OZ,5.0,Sharp Mesa Vista Hospital,2019
228,SMH,402101900,BRAIN MAPPING INITIAL HR,1476.0,Sharp Mesa Vista Hospital,2019
229,SMH,402101901,BRAIN MAPPING EA ADD HR,216.0,Sharp Mesa Vista Hospital,2019
230,SMH,402101903,EEG EXT MONITOR OVER 60MIN,1528.0,Sharp Mesa Vista Hospital,2019
231,SMH,402101998,EVOKED POINTAL RCRD UP&LWR   ,2297.0,Sharp Mesa Vista Hospital,2019
232,SMH,402102001,EVOKED POTENTIAL RCRD UPR    ,1464.0,Sharp Mesa Vista Hospital,2019
233,SMH,402102003,EVOKED POINTAL RCRD TRNK/HEAD,1459.0,Sharp Mesa Vista Hospital,2019
234,SMH,402102004,EVOKED POTENTIAL AUDITORY (CNS),710.0,Sharp Mesa Vista Hospital,2019
235,SMH,402102007,EMG NEEDLE CRAINIAL BILAT,477.0,Sharp Mesa Vista Hospital,2019
236,SMH,402102008,VISUAL EVOKED POTENTIAL (CNS),700.0,Sharp Mesa Vista Hospital,2019
237,SMH,402102011,TRANSCRAIN MOTOR STIM UPR LIMBS  ,1476.0,Sharp Mesa Vista Hospital,2019
238,SMH,402102012,TRANSCRAIN MOTOR STIM LWR LIMBS,1481.0,Sharp Mesa Vista Hospital,2019
239,SMH,402102017,C MOTOR EVOKED UPR&LWR LIMBS   ,2126.0,Sharp Mesa Vista Hospital,2019
240,SMH,402103010,SURG MINOR 1ST HR,10569.0,Sharp Mesa Vista Hospital,2019
241,SMH,402103011,SURG MINOR 1/15MIN,2207.0,Sharp Mesa Vista Hospital,2019
242,SMH,402103020,SURG MAJOR 1ST HR,13725.0,Sharp Mesa Vista Hospital,2019
243,SMH,402103021,SURG MAJOR 1/15MIN,3093.0,Sharp Mesa Vista Hospital,2019
244,SMH,402103022,NON CVD MAJOR 15MIN,3093.0,Sharp Mesa Vista Hospital,2019
245,SMH,402103030,SURG COMPLEX 1ST HR,20427.0,Sharp Mesa Vista Hospital,2019
246,SMH,402103031,SURG COMPLEX 1/15MIN,4438.0,Sharp Mesa Vista Hospital,2019
247,SMH,402103040,SURG COMPLEX HIGH 1ST HR,23856.0,Sharp Mesa Vista Hospital,2019
248,SMH,402103041,SURG COMPLEX HIGH 1/15MIN,5431.0,Sharp Mesa Vista Hospital,2019
249,SMH,402103050,TRAUMA 3 COMPLEX 1ST HR ,23492.0,Sharp Mesa Vista Hospital,2019
250,SMH,402103051,TRAUMA COMPLX 1/15MIN,5104.0,Sharp Mesa Vista Hospital,2019
251,SMH,402103060,TRAUMA 4 COMPLX HIGH 1ST HR ,27435.0,Sharp Mesa Vista Hospital,2019
252,SMH,402103061,TRAUMA COPLX HIGH 1/15MIN,6245.0,Sharp Mesa Vista Hospital,2019
253,SMH,402103070,TRAUMA 5 VASC/NEURO 1ST HR ,32697.0,Sharp Mesa Vista Hospital,2019
254,SMH,402103071,TRAUMA 5 VASC/NEURO 1/15MIN ,6666.0,Sharp Mesa Vista Hospital,2019
255,SMH,402103072,SURG OPEN HEART 1ST HR,28432.0,Sharp Mesa Vista Hospital,2019
256,SMH,402103073,SURG OPEN HEART 1/15MIN,5797.0,Sharp Mesa Vista Hospital,2019
257,SMH,402103090,TRANSPLANT HEART 1ST HR,46632.0,Sharp Mesa Vista Hospital,2019
258,SMH,402103091,TRANSPLANT HEART 1/15MIN,3654.0,Sharp Mesa Vista Hospital,2019
259,SMH,402103092,TRANSPLANT KIDNEY 1ST HR,13552.0,Sharp Mesa Vista Hospital,2019
260,SMH,402103093,TRANSPLANT KIDNEY 1/15MIN,3634.0,Sharp Mesa Vista Hospital,2019
261,SMH,402103094,TRANSPLANT PANCREAS 1ST HR,13552.0,Sharp Mesa Vista Hospital,2019
262,SMH,402103095,TRANSPLANT PANCREAS 1/15MIN,3634.0,Sharp Mesa Vista Hospital,2019
263,SMH,402200003,FACILITY FEE DETAILED NP,387.0,Sharp Mesa Vista Hospital,2019
264,SMH,402200004,FACILITY FEE COMPREH NP,527.0,Sharp Mesa Vista Hospital,2019
265,SMH,402200005,FACILITY FEE HIGH CMPLX NP,579.0,Sharp Mesa Vista Hospital,2019
266,SMH,402200011,FACILITY FEE MINIMAL (EP),259.0,Sharp Mesa Vista Hospital,2019
267,SMH,402200012,FACILITY FEE BRIEF (EP),310.0,Sharp Mesa Vista Hospital,2019
268,SMH,402200013,FACILITY FEE EXPAND (EP),351.0,Sharp Mesa Vista Hospital,2019
269,SMH,402200014,FACILITY FEE DETAILED (EP),479.0,Sharp Mesa Vista Hospital,2019
270,SMH,402200015,FACILITY FEE COMPREHEN (EP),527.0,Sharp Mesa Vista Hospital,2019
271,SMH,402200500,HEART ORGAN PROCUREMENT,100000.0,Sharp Mesa Vista Hospital,2019
272,SMH,402200550,ORGAN TRANSPORT LOCAL,1931.0,Sharp Mesa Vista Hospital,2019
273,SMH,402200570,ORGAN TRANSPORT DISTANT,33796.0,Sharp Mesa Vista Hospital,2019
274,SMH,402200580,UNOS REGISTRATION              ,1595.0,Sharp Mesa Vista Hospital,2019
275,SMH,402200590,TRANSPLANT COORDINATION        ,5999.0,Sharp Mesa Vista Hospital,2019
276,SMH,402800042,PANCREAS CDVR DONOR,107552.0,Sharp Mesa Vista Hospital,2019
277,SMH,402800056,KIDNEY LVG DONOR,196714.0,Sharp Mesa Vista Hospital,2019
278,SMH,402800057,KIDNEY CDVR DONOR,196714.0,Sharp Mesa Vista Hospital,2019
279,SMH,402800100,FACILITY FEE EP    ,259.0,Sharp Mesa Vista Hospital,2019
