,Charge Code,Description,HCPCS Code,Price,Hospital,Year
63,625642,CT Drainage - Abscess or Cyst,,,Adventist Health Tulare,2019
64,625648,XR AC Joints Bilateral w/ + w/o wts,,,Adventist Health Tulare,2019
65,625670,US Guided Amniocentesis,,,Adventist Health Tulare,2019
66,625674,XR Arthrogram Ankle Bilateral,,,Adventist Health Tulare,2019
67,625676,XR Arthrogram Ankle Left,,,Adventist Health Tulare,2019
68,625678,XR Arthrogram Ankle Right,,,Adventist Health Tulare,2019
69,625718,XR Ankle 2 Views Left,,,Adventist Health Tulare,2019
70,625720,XR Ankle 2 Views Right,,,Adventist Health Tulare,2019
71,625724,XR Ankle 3 Views Min Lt,,,Adventist Health Tulare,2019
72,625726,XR Ankle 3 Views Min Rt,,,Adventist Health Tulare,2019
73,625728,US Aorta Duplex Complete,,,Adventist Health Tulare,2019
74,625730,US Aorta Duplex Limited,,,Adventist Health Tulare,2019
75,627590,CT Aspiration Renal Right,,,Adventist Health Tulare,2019
76,627602,NM B-12 Absorption w/ Intrinsic Factor,,,Adventist Health Tulare,2019
77,627604,NM B-12 Absorption w/o Intrinsic Factor,,,Adventist Health Tulare,2019
78,627610,XR Barium Enema Therapeutic,,,Adventist Health Tulare,2019
79,627616,XR Biliary Duct Calculus Removal,,,Adventist Health Tulare,2019
80,627622,CT Biopsy,,,Adventist Health Tulare,2019
81,627628,XR Bone Age Studies,,,Adventist Health Tulare,2019
82,627660,XR Bone Survey Infant,,,Adventist Health Tulare,2019
83,627668,NM Brain Imaging Complete Study Static,,,Adventist Health Tulare,2019
84,627680,MRI Brain w/ + w/o Contrast,,,Adventist Health Tulare,2019
85,627682,MRI Brain w/ Contrast,,,Adventist Health Tulare,2019
86,627684,MRI Brain w/o Contrast,,,Adventist Health Tulare,2019
87,627688,US Biopsy Breast Left,,,Adventist Health Tulare,2019
88,627690,US Biopsy Breast Right,,,Adventist Health Tulare,2019
89,627692,MRI Breast w/ + w/o Contrast Bilateral,,,Adventist Health Tulare,2019
90,627694,MRI Breast w/ + w/o Contrast Left,,,Adventist Health Tulare,2019
91,627696,MRI Breast w/ + w/o Contrast Right,,,Adventist Health Tulare,2019
92,629594,MRI Spine Cervical w/ + w/o Contrast,,,Adventist Health Tulare,2019
93,629596,MRI Spine Cervical w/ Contrast,,,Adventist Health Tulare,2019
94,629598,MRI Spine Cervical w/o Contrast,,,Adventist Health Tulare,2019
95,629600,XR Spine Cervical 2 Views,,,Adventist Health Tulare,2019
96,629606,CT Spine Cervical w/ + w/o Contrast,,,Adventist Health Tulare,2019
97,629608,CT Spine Cervical w/ Contrast,,,Adventist Health Tulare,2019
98,629610,CT Spine Cervical w/o Contrast,,,Adventist Health Tulare,2019
99,629618,XR Calcaneus Min 2 View Lt,,,Adventist Health Tulare,2019
100,629620,XR Calcaneus Min 2 View Rt,,,Adventist Health Tulare,2019
101,629660,US Carotid Duplex Comp Bil,,,Adventist Health Tulare,2019
102,629684,NM Cerebral Vascular Flow,,,Adventist Health Tulare,2019
103,629690,XR Myelography Cervical Spine,,,Adventist Health Tulare,2019
104,629698,CT Chest w/ + w/o Contrast,,,Adventist Health Tulare,2019
105,629700,CT Angio Chest w/ + w/o Contrast,,,Adventist Health Tulare,2019
106,629702,CT Chest w/ Contrast,,,Adventist Health Tulare,2019
107,629704,CT Chest w/o Contrast,,,Adventist Health Tulare,2019
108,629708,MRI Chest w/ + w/o Contrast,,,Adventist Health Tulare,2019
109,629710,MRI Chest w/ Contrast,,,Adventist Health Tulare,2019
110,629712,MRI Chest w/o Contrast,,,Adventist Health Tulare,2019
111,629714,US Chest,,,Adventist Health Tulare,2019
112,629718,XR Chest 2 Views,,,Adventist Health Tulare,2019
113,629720,XR Chest 2 Views w/ Apical Lordotic,,,Adventist Health Tulare,2019
114,629724,XR Chest 2 Views w/ Obliques,,,Adventist Health Tulare,2019
115,629728,XR Chest Minimum 4 Views w/ Fluoroscopy,,,Adventist Health Tulare,2019
116,629730,XR Chest Special Views,,,Adventist Health Tulare,2019
117,629732,XR Chest Stereo Frontal,,,Adventist Health Tulare,2019
118,629734,XR Cholangiogram Perc Transhepatic,,,Adventist Health Tulare,2019
119,629736,XR Cholangiogram in OR,,,Adventist Health Tulare,2019
120,629744,NM Cisternography Spect,,,Adventist Health Tulare,2019
121,629752,XR Clavicle Left,,,Adventist Health Tulare,2019
122,629754,XR Clavicle Right,,,Adventist Health Tulare,2019
123,629762,CT Angio Head w/ + w/o Contrast,,,Adventist Health Tulare,2019
124,629766,CT Angio Lower Extremity Left,,,Adventist Health Tulare,2019
125,629768,CT Angio Lower Extremity Right,,,Adventist Health Tulare,2019
126,629770,CT Angio Neck w/ + w/o Contrast,,,Adventist Health Tulare,2019
127,629772,CT Angio Pelvis w/ + w/o Contrast,,,Adventist Health Tulare,2019
128,629776,CT Angio Upper Extremity Left,,,Adventist Health Tulare,2019
129,629778,CT Angio Upper Extremity Right,,,Adventist Health Tulare,2019
130,629780,CT Aspiration Renal Left,,,Adventist Health Tulare,2019
131,629782,CT Biopsy Liver,,,Adventist Health Tulare,2019
132,629783,CT Biopsy Liver - Report,,,Adventist Health Tulare,2019
133,629788,CT Biopsy Pancreas,,,Adventist Health Tulare,2019
134,629790,CT Biopsy Pleura Left,,,Adventist Health Tulare,2019
135,629794,CT Biopsy Renal Left,,,Adventist Health Tulare,2019
136,629795,CT Biopsy Renal Left - Report,,,Adventist Health Tulare,2019
137,629796,CT Biopsy Renal Right,,,Adventist Health Tulare,2019
138,629797,CT Biopsy Renal Right - Report,,,Adventist Health Tulare,2019
139,629798,CT Drainage Liver,,,Adventist Health Tulare,2019
140,629808,CT Drainage Peritoneal,,,Adventist Health Tulare,2019
141,629858,XR Toe(s) 2 Views Min Rt,,,Adventist Health Tulare,2019
142,629866,XR Toe(s) 2 Views Min Lt,,,Adventist Health Tulare,2019
143,629932,XR TMJ Open and Closed Bilateral,,,Adventist Health Tulare,2019
144,629936,XR Tibia +Fibula 2 Views Rt,,,Adventist Health Tulare,2019
145,629942,XR Tibia +Fibula 2 Views Lt,,,Adventist Health Tulare,2019
146,629958,CT Head or Brain w/ + w/o Contrast,,,Adventist Health Tulare,2019
147,629962,CT Head or Brain w/ Contrast,,,Adventist Health Tulare,2019
148,629964,XR Swallowing Function w/ Video,,,Adventist Health Tulare,2019
149,629966,CT Head or Brain w/o Contrast,,,Adventist Health Tulare,2019
150,629974,XR Sternum Min 2 Views,,,Adventist Health Tulare,2019
151,629976,XR Sternoclavicular Joint(s) 3 Views Min,,,Adventist Health Tulare,2019
152,629994,XR Spine Thoracic Min 4 Views,,,Adventist Health Tulare,2019
153,630002,XR Spine Thoracic 2 Views,,,Adventist Health Tulare,2019
154,630012,XR Spine Scoliosis,,,Adventist Health Tulare,2019
155,630028,XR Spine Lumbosacral Complete w/ Bending,,,Adventist Health Tulare,2019
156,630032,XR Spine Lumbosacral Bending Only,,,Adventist Health Tulare,2019
157,630049,CT Spine Lumbar w/ + w/o Contrast,,,Adventist Health Tulare,2019
158,630052,CT Spine Lumbar w/ Contrast,,,Adventist Health Tulare,2019
159,630056,CT Spine Lumbar w/o Contrast,,,Adventist Health Tulare,2019
160,630058,CT Limited or Localized F/U Study,,,Adventist Health Tulare,2019
161,630062,CT Lower Extremity w/+w/o Contrast Left,,,Adventist Health Tulare,2019
162,630064,CT Lower Extremity w/+w/o Contrast Right,,,Adventist Health Tulare,2019
163,630068,CT Lower Extremity w/ Contrast Left,,,Adventist Health Tulare,2019
164,630070,CT Lower Extremity w/ Contrast Right,,,Adventist Health Tulare,2019
165,630074,CT Lower Extremity w/o Contrast Left,,,Adventist Health Tulare,2019
166,630077,CT Lower Extremity w/o Contrast Right,,,Adventist Health Tulare,2019
167,630086,CT Maxillofacial w/ + w/o Contrast,,,Adventist Health Tulare,2019
168,630088,XR Small Bowel via Enteroclysis Tube,,,Adventist Health Tulare,2019
169,630090,CT Maxillofacial w/ Contrast,,,Adventist Health Tulare,2019
170,630094,CT Maxillofacial w/o Contrast,,,Adventist Health Tulare,2019
171,630098,CT Orbit Sella etc. w/ + w/o Contrast,,,Adventist Health Tulare,2019
172,630100,XR Sinuses Complete,,,Adventist Health Tulare,2019
173,630102,CT Orbit Sella etc. w/ Contrast,,,Adventist Health Tulare,2019
174,630104,CT Orbit Sella etc. w/o Contrast,,,Adventist Health Tulare,2019
175,630105,XR Sinuses Paranasal < 3 Views,,,Adventist Health Tulare,2019
176,630108,CT Pelvis w/ + w/o Contrast,,,Adventist Health Tulare,2019
177,630110,XR Sialogram Left,,,Adventist Health Tulare,2019
178,630112,CT Pelvis w/ Contrast,,,Adventist Health Tulare,2019
179,630114,CT Pelvis w/o Contrast,,,Adventist Health Tulare,2019
180,630116,XR Shuntogram Non-Vascular,,,Adventist Health Tulare,2019
181,630142,XR Shoulder 1 View Right,,,Adventist Health Tulare,2019
182,630146,XR Shoulder 1 View Left,,,Adventist Health Tulare,2019
183,630154,CT Soft Tissue Neck w/ + w/o Contrast,,,Adventist Health Tulare,2019
184,630156,XR Hip 2 Views Min Bilateral,,,Adventist Health Tulare,2019
185,630158,CT Soft Tissue Neck w/ Contrast,,,Adventist Health Tulare,2019
186,630160,CT Soft Tissue Neck w/o Contrast,,,Adventist Health Tulare,2019
187,630162,XR Scapula Right,,,Adventist Health Tulare,2019
188,630164,CT Spine Thoracic w/ + w/o Contrast,,,Adventist Health Tulare,2019
189,630165,XR Scapula Left,,,Adventist Health Tulare,2019
190,630168,CT Spine Thoracic w/ Contrast,,,Adventist Health Tulare,2019
191,630172,CT Spine Thoracic w/o Contrast,,,Adventist Health Tulare,2019
192,630174,XR Salivary Gland Calculus Right,,,Adventist Health Tulare,2019
193,630178,XR Salivary Gland Calculus Left,,,Adventist Health Tulare,2019
194,630186,XR Sacrum/Coccyx Min 2 Views,,,Adventist Health Tulare,2019
195,630196,XR Sacroiliac Joints Min 3 Views,,,Adventist Health Tulare,2019
196,630211,CT Upper Extremity w/+w/o Contrast Left,,,Adventist Health Tulare,2019
197,630213,CT Upper Extremity w/+w/o Contrast Right,,,Adventist Health Tulare,2019
198,630221,CT Upper Extremity w/ Contrast Left,,,Adventist Health Tulare,2019
199,630227,XR Ribs 2 Views Right w/ PA Chest,,,Adventist Health Tulare,2019
200,630229,XR Ribs 2 Views Left w/ PA Chest,,,Adventist Health Tulare,2019
201,630231,XR Ribs Bilateral w/ PA Chest,,,Adventist Health Tulare,2019
202,630235,CT Upper Extremity w/ Contrast Right,,,Adventist Health Tulare,2019
203,630237,XR Pharynx or Larynx w/ Fluoroscopy,,,Adventist Health Tulare,2019
204,630241,CT Upper Extremity w/o Contrast Left,,,Adventist Health Tulare,2019
205,630243,CT Upper Extremity w/o Contrast Right,,,Adventist Health Tulare,2019
206,630265,XR Peritoneogram,,,Adventist Health Tulare,2019
207,630267,XR Cystography,,,Adventist Health Tulare,2019
208,630285,XR Pelvis AP,,,Adventist Health Tulare,2019
209,630301,XR Orbits Complete Bilateral,,,Adventist Health Tulare,2019
210,630307,XR Neck Soft Tissue,,,Adventist Health Tulare,2019
211,630309,XR Nasal Bones Min 3 Views,,,Adventist Health Tulare,2019
212,630311,XR Myelography Thoracic Spine,,,Adventist Health Tulare,2019
213,630313,XR Myelography Posterior Fossa,,,Adventist Health Tulare,2019
214,630315,XR Myelography Lumbosacral,,,Adventist Health Tulare,2019
215,630317,XR Myelography Spine 2 or More Areas,,,Adventist Health Tulare,2019
216,630325,XR Mastoids Complete Bilateral,,,Adventist Health Tulare,2019
217,630335,XR Mastoids < 3 Views Bilateral,,,Adventist Health Tulare,2019
218,630337,XR Mandible Partial Less Than 4 Views,,,Adventist Health Tulare,2019
219,630339,XR Mandible Complete Min 4 Views,,,Adventist Health Tulare,2019
220,630341,XR Lower Extremity Infant Right,,,Adventist Health Tulare,2019
221,630343,XR Lower Extremity Infant Left,,,Adventist Health Tulare,2019
222,630351,XR Knee Standing AP Bilateral,,,Adventist Health Tulare,2019
223,630355,XR Knee 2 Views Right,,,Adventist Health Tulare,2019
224,630361,XR Knee 2 Views Left,,,Adventist Health Tulare,2019
225,630416,XR IVP - Report,,,Adventist Health Tulare,2019
226,630417,XR IVP,,,Adventist Health Tulare,2019
227,630425,"XR Hysterosalpingography, HSG",,,Adventist Health Tulare,2019
228,630427,XR Humerus 2 Views Min Rt,,,Adventist Health Tulare,2019
229,630429,XR Humerus 2 Views Min Lt,,,Adventist Health Tulare,2019
230,630449,XR Hip 2 Views Min Rt,,,Adventist Health Tulare,2019
231,630453,XR Hip 2 Views Min Lt,,,Adventist Health Tulare,2019
232,630465,XR Hip 1 View Right,,,Adventist Health Tulare,2019
233,630469,XR Hip 1 View Left,,,Adventist Health Tulare,2019
234,630473,XR Hand 3 Views Min Rt,,334.0,Adventist Health Tulare,2019
235,630479,XR Hand 3 Views Min Lt,,,Adventist Health Tulare,2019
236,630489,XR Hand 2 Views Right,,,Adventist Health Tulare,2019
237,630493,XR Hand 2 Views Left,,,Adventist Health Tulare,2019
238,630503,XR Foreign Body Loc Nose/Rectum Child,,,Adventist Health Tulare,2019
239,630515,XR Foreign Body Loc Eye Bilateral,,,Adventist Health Tulare,2019
240,630555,XR Foot 2 Views Right,,,Adventist Health Tulare,2019
241,630559,XR Foot 2 Views Left,,,Adventist Health Tulare,2019
242,630569,XR Fluoroscopy Up to 1 Hour,,,Adventist Health Tulare,2019
243,630586,XR Fluoro Guidance Needle Placement,,,Adventist Health Tulare,2019
244,630591,XR Fluoro Guidance Needle Loc Spine,,,Adventist Health Tulare,2019
245,630595,XR Fistula or Sinus Tract Abscess Study,,,Adventist Health Tulare,2019
246,630596,XR Fistula or Sinus Tract Abscess Study - Report,,,Adventist Health Tulare,2019
247,630599,XR Finger(s) 2 Views Min Rt,,,Adventist Health Tulare,2019
248,630603,XR Finger(s) 2 Views Min Lt,,,Adventist Health Tulare,2019
249,630651,XR Femur 2 Views Rt,,,Adventist Health Tulare,2019
250,630655,XR Femur 2 Views Lt,,,Adventist Health Tulare,2019
251,630663,XR Facial Bones Min 3 Views,,,Adventist Health Tulare,2019
252,630666,XR Facial Bones < 3 Views,,,Adventist Health Tulare,2019
253,630671,XR Esophagus,,,Adventist Health Tulare,2019
254,630675,XR Epidurography,,,Adventist Health Tulare,2019
255,630679,XR Elbow Complete Right,,,Adventist Health Tulare,2019
256,630681,MA Mammogram Diagnostic Bilateral,,,Adventist Health Tulare,2019
257,630683,XR Elbow Complete Left,,,Adventist Health Tulare,2019
258,630687,XR Elbow 2 Views Right,,,Adventist Health Tulare,2019
259,630689,XR Elbow 2 Views Left,,,Adventist Health Tulare,2019
260,630693,XR Duodenography Hypotonic,,,Adventist Health Tulare,2019
261,630697,XR Diskography Thoracic,,,Adventist Health Tulare,2019
262,630699,XR Diskography Lumbar,,,Adventist Health Tulare,2019
263,630703,MA Mammogram Routine Screening Bilat,,,Adventist Health Tulare,2019
264,630708,XR Diskography Cervical,,,Adventist Health Tulare,2019
265,630719,MRA Head w/ + w/o Contrast,,,Adventist Health Tulare,2019
266,630721,MRA Head w/ Contrast,,,Adventist Health Tulare,2019
267,630723,MRA Head w/o Contrast,,,Adventist Health Tulare,2019
268,630725,XR Arthrogram Wrist Right,,,Adventist Health Tulare,2019
269,630730,XR Arthrogram Wrist Left,,,Adventist Health Tulare,2019
270,630735,XR Arthrogram Wrist Bilateral,,,Adventist Health Tulare,2019
271,630737,MRA Neck w/ + w/o Contrast,,,Adventist Health Tulare,2019
272,630739,MRA Neck w/ Contrast,,,Adventist Health Tulare,2019
273,630741,XR Arthrogram Shoulder Right,,,Adventist Health Tulare,2019
274,630742,XR Arthrogram Shoulder Right - Report,,,Adventist Health Tulare,2019
275,630743,MRA Neck w/o Contrast,,,Adventist Health Tulare,2019
276,630745,XR Arthrogram Shoulder Left,,,Adventist Health Tulare,2019
277,630746,XR Arthrogram Shoulder Left - Report,,,Adventist Health Tulare,2019
278,630749,XR Arthrogram Shoulder Bilateral,,,Adventist Health Tulare,2019
279,630751,MRA Spinal Canal + Contents,,,Adventist Health Tulare,2019
280,630753,XR Arthrogram TMJ Bilateral,,,Adventist Health Tulare,2019
281,630759,XR Arthrogram Knee Right,,,Adventist Health Tulare,2019
282,630760,XR Arthrogram Knee Right - Report,,,Adventist Health Tulare,2019
283,630763,XR Arthrogram Knee Left,,,Adventist Health Tulare,2019
284,630764,XR Arthrogram Knee Left - Report,,,Adventist Health Tulare,2019
285,630767,XR Arthrogram Knee Bilateral,,,Adventist Health Tulare,2019
286,630771,XR Arthrogram Hip Right,,,Adventist Health Tulare,2019
287,630772,XR Arthrogram Hip Right - Report,,,Adventist Health Tulare,2019
288,630773,XR Arthrogram Hip Left,,,Adventist Health Tulare,2019
289,630774,XR Arthrogram Hip Left - Report,,,Adventist Health Tulare,2019
290,630777,XR Arthrogram Hip Bilateral,,,Adventist Health Tulare,2019
291,630783,XR Arthrogram Elbow Right,,,Adventist Health Tulare,2019
292,630785,XR Arthrogram Elbow Left,,,Adventist Health Tulare,2019
293,630801,US UE Venous Duplex Right,,,Adventist Health Tulare,2019
294,630805,US UE Venous Duplex Left,,,Adventist Health Tulare,2019
295,630807,US UE Venous Duplex Bilateral,,,Adventist Health Tulare,2019
296,630813,US UE Arterial Duplex Left,,,Adventist Health Tulare,2019
297,630816,US UE Arterial Duplex Bilateral,,,Adventist Health Tulare,2019
298,630819,US UE Arterial Doppler Single Lvl Bilat,,,Adventist Health Tulare,2019
299,630823,US UE Arterial Doppler Multi Lvl Bilat,,,Adventist Health Tulare,2019
300,630827,US Transvaginal Non-OB,,,Adventist Health Tulare,2019
301,630847,US Spinal Canal + Contents,,,Adventist Health Tulare,2019
302,630854,US Retroperitoneal Limited,,,Adventist Health Tulare,2019
303,630892,US Retroperitoneal Complete,,,Adventist Health Tulare,2019
304,630903,US Pregnancy Transvaginal,,,Adventist Health Tulare,2019
305,630906,US Pregnancy Limited,,,Adventist Health Tulare,2019
306,630925,US Pelvis Non-OB Limited,,,Adventist Health Tulare,2019
307,630929,US Pelvis Non-OB Complete,,,Adventist Health Tulare,2019
308,631019,US LE Venous Duplex Right,,,Adventist Health Tulare,2019
309,631023,US LE Venous Duplex Left,,,Adventist Health Tulare,2019
310,631029,US LE Venous Duplex Bilateral,,,Adventist Health Tulare,2019
311,631039,US Duplex Hemodialysis Access Flow,,,Adventist Health Tulare,2019
312,631053,US LE Arterial Doppler Single Lvl Bilat,,,Adventist Health Tulare,2019
313,631055,US Encephalogram,,,Adventist Health Tulare,2019
314,631056,US LE Arterial Doppler Multi Lvl Bilat,,,Adventist Health Tulare,2019
315,631129,MRI LE Joint w/ + w/o Contrast Left,,,Adventist Health Tulare,2019
316,631132,US Head/Neck Soft Tissue - Report,,,Adventist Health Tulare,2019
317,631133,MRI LE Joint w/ + w/o Contrast Right,,,Adventist Health Tulare,2019
318,631139,MRI LE Joint w/ Contrast Left,,,Adventist Health Tulare,2019
319,631143,MRI LE Joint w/ Contrast Right,,,Adventist Health Tulare,2019
320,631149,MRI LE Joint w/o Contrast Left,,,Adventist Health Tulare,2019
321,631151,US Head/Neck Soft Tissue,,,Adventist Health Tulare,2019
322,631153,MRI LE Joint w/o Contrast Right,,,Adventist Health Tulare,2019
323,631159,MRI LE Non Joint w/ + w/o Contrast Left,,,Adventist Health Tulare,2019
324,631161,NM Gastric Emptying Study,,,Adventist Health Tulare,2019
325,631163,NM Gastroesophageal Reflux Study,,,Adventist Health Tulare,2019
326,631165,NM Gastrointestinal Blood Loss Imaging,,,Adventist Health Tulare,2019
327,631166,MRI LE Non Joint w/ + w/o Contrast Right,,,Adventist Health Tulare,2019
328,631175,MRI LE Non Joint w/ Contrast Left,,,Adventist Health Tulare,2019
329,631179,MRI LE Non Joint w/ Contrast Right,,,Adventist Health Tulare,2019
330,631189,MRI LE Non Joint w/o Contrast Left,,,Adventist Health Tulare,2019
331,631195,MRI LE Non Joint w/o Contrast Right,,,Adventist Health Tulare,2019
332,631199,MRI Pelvis w/ + w/o Contrast,,,Adventist Health Tulare,2019
333,631203,MRI Pelvis w/ Contrast,,,Adventist Health Tulare,2019
334,631207,US Guided Intraoperative,,,Adventist Health Tulare,2019
335,631208,MRI Pelvis w/o Contrast,,,Adventist Health Tulare,2019
336,631211,NM Hepatobiliary Duct System Imaging,,,Adventist Health Tulare,2019
337,631231,US Drainage Renal Right,,,Adventist Health Tulare,2019
338,631235,US Drainage Renal Left,,,Adventist Health Tulare,2019
339,631242,MRI UE Joint w/ + w/o Contrast Left,,,Adventist Health Tulare,2019
340,631246,MRI UE Joint w/ + w/o Contrast Right,,,Adventist Health Tulare,2019
341,631249,US Drainage Peritoneal,,,Adventist Health Tulare,2019
342,631255,US Drainage Pancreas,,,Adventist Health Tulare,2019
343,631257,MRI UE Joint w/ Contrast Left,,,Adventist Health Tulare,2019
344,631262,MRI UE Joint w/ Contrast Right,,,Adventist Health Tulare,2019
345,631269,MRI UE Joint w/o Contrast Left,,,Adventist Health Tulare,2019
346,631273,MRI UE Joint w/o Contrast Right,,,Adventist Health Tulare,2019
347,631277,MRI Spine Lumbar w/ + w/o Contrast,,,Adventist Health Tulare,2019
348,631281,NM Kidney Spect,,,Adventist Health Tulare,2019
349,631283,MRI Spine Lumbar w/ Contrast,,,Adventist Health Tulare,2019
350,631287,MRI Spine Lumbar w/o Contrast,,,Adventist Health Tulare,2019
351,631289,MRI Spine Thoracic w/ Contrast,,,Adventist Health Tulare,2019
352,631291,US Biopsy Renal Right,,,Adventist Health Tulare,2019
353,631293,MRI Spine Thoracic w/ + w/o Contrast,,,Adventist Health Tulare,2019
354,631295,MRI Spine Thoracic w/o Contrast,,,Adventist Health Tulare,2019
355,631306,US Biopsy Renal Left,,,Adventist Health Tulare,2019
356,631309,NM Liver Imaging Spect,,,Adventist Health Tulare,2019
357,631311,US Biopsy Renal Bilateral,,,Adventist Health Tulare,2019
358,631313,NM Liver Imaging Spect w/ Vascular Flow,,,Adventist Health Tulare,2019
359,631317,NM Liver Imaging Static,,,Adventist Health Tulare,2019
360,631321,NM Liver Imaging w/ Vascular Flow,,,Adventist Health Tulare,2019
361,631331,NM Liver/Spleen Imaging,,,Adventist Health Tulare,2019
362,631339,NM Liver/Spleen Imaging w/ Vascular Flow,,,Adventist Health Tulare,2019
363,631347,MRI TMJ,,,Adventist Health Tulare,2019
364,631355,MRI UE Non Joint w/ + w/o Contrast Left,,,Adventist Health Tulare,2019
365,631359,MRI UE Non Joint w/ + w/o Contrast Right,,,Adventist Health Tulare,2019
366,631367,MRI UE Non Joint w/ Contrast Left,,,Adventist Health Tulare,2019
367,631379,MRI UE Non Joint w/ Contrast Right,,,Adventist Health Tulare,2019
368,631391,NM Urinary Bladder Residual Study,,,Adventist Health Tulare,2019
369,631395,NM Ureteral Reflux Study,,,Adventist Health Tulare,2019
370,631400,MRI UE Non Joint w/o Contrast Left,,,Adventist Health Tulare,2019
371,631408,MRI UE Non Joint w/o Contrast Right,,,Adventist Health Tulare,2019
