,CDM,Description,Price,TYPE,NOTE,Hospital,Year
67,38007407,STENT DES SYNEGY2 MONO 2.75X16,8290.0,0,,Palmdale Regional Medical Center,2019
68,38007415,STENT DES SYNEGY2 MONO 2.75X20,8290.0,0,,Palmdale Regional Medical Center,2019
69,38007423,STENT DES SYNEGY2 MONO 2.75X24,8290.0,0,,Palmdale Regional Medical Center,2019
70,38007449,STENT DES SYNEGY2 MONO 2.75X32,8290.0,0,,Palmdale Regional Medical Center,2019
71,38007456,STENT DES SYNEGY2 MONO 2.75X38,8290.0,0,,Palmdale Regional Medical Center,2019
72,38007464,STENT DES SYNERGY2 MONO 3X8MM,8290.0,0,,Palmdale Regional Medical Center,2019
73,38007472,STENT DES SYNERGY2 MONO 3X12MM,5500.0,0,,Palmdale Regional Medical Center,2019
74,38007480,STENT DES SYNERGY2 MONO 3X16MM,7536.4,0,,Palmdale Regional Medical Center,2019
75,38007498,STENT DES SYNERGY2 MONO 3X20MM,8290.0,0,,Palmdale Regional Medical Center,2019
76,38007506,STENT DES SYNERGY2 MONO 3X24MM,8290.0,0,,Palmdale Regional Medical Center,2019
77,38007514,STENT DES SYNERGY2 MONO 3X28MM,8290.0,0,,Palmdale Regional Medical Center,2019
78,38007522,STENT DES SYNERGY2 MONO 3X32MM,8290.0,0,,Palmdale Regional Medical Center,2019
79,38007530,STENT DES SYNERGY2 MONO 3X38MM,8290.0,0,,Palmdale Regional Medical Center,2019
80,38007548,STENT DES SYNERGY2 MONO 3.5X8,8290.0,0,,Palmdale Regional Medical Center,2019
81,38007555,STENT DES SYNERGY2 MONO 3.5X12,8290.0,0,,Palmdale Regional Medical Center,2019
82,38007563,STENT DES SYNERGY2 MONO 3.5X16,8290.0,0,,Palmdale Regional Medical Center,2019
83,38007571,STENT DES SYNERGY2 MONO 3.5X20,8290.0,0,,Palmdale Regional Medical Center,2019
84,38007589,STENT DES SYNERGY2 MONO 3.5X24,8290.0,0,,Palmdale Regional Medical Center,2019
85,38007597,STENT DES SYNERGY2 MONO 3.5X28,8290.0,0,,Palmdale Regional Medical Center,2019
86,38007605,STENT DES SYNERGY2 MONO 3.5X32,8290.0,0,,Palmdale Regional Medical Center,2019
87,38007613,STENT DES SYNERGY2 MONO 3.5X38,8290.0,0,,Palmdale Regional Medical Center,2019
88,38007621,STENT DES SYNERGY2 MONO 4X8MM,8290.0,0,,Palmdale Regional Medical Center,2019
89,38007639,STENT DES SYNERGY2 MONO 4X12MM,8290.0,0,,Palmdale Regional Medical Center,2019
90,38007647,STENT DES SYNERGY2 MONO 4X16MM,8290.0,0,,Palmdale Regional Medical Center,2019
91,38007654,STENT DES SYNERGY2 MONO 4X20MM,8290.0,0,,Palmdale Regional Medical Center,2019
92,38007662,STENT DES SYNERGY2 MONO 4X24MM,8290.0,0,,Palmdale Regional Medical Center,2019
93,38007670,STENT DES SYNERGY2 MONO 4X28MM,8290.0,0,,Palmdale Regional Medical Center,2019
94,38007688,STENT DES SYNERGY2 MONO 4X32MM,7676.0,0,,Palmdale Regional Medical Center,2019
95,38007696,STENT DES SYNERGY2 MONO 4X38MM,5500.0,0,,Palmdale Regional Medical Center,2019
96,38008314,WIRE 2.8X200MM COMPRESSION,437.0,0,,Palmdale Regional Medical Center,2019
97,38008330,SCREW SPINE 3.5X26MM,4884.0,0,,Palmdale Regional Medical Center,2019
98,38008348,SCREW SPINE 4.5X35MM,4884.0,0,,Palmdale Regional Medical Center,2019
99,38008355,CONNECTOR TRNSVRSE CROSS 32-40,3582.0,0,,Palmdale Regional Medical Center,2019
100,38008397,CATH ENSNARE 27-45MMX120CM,869.0,0,,Palmdale Regional Medical Center,2019
101,38008777,SCREW LAG TALON DIST 11X85MM,4688.0,0,,Palmdale Regional Medical Center,2019
102,38008983,SUTURE 0-0 CT TPR VICRYL+,5.0,0,,Palmdale Regional Medical Center,2019
103,38009098,SCREW CRTX D-RAD T7 2.4X10MM,297.0,0,,Palmdale Regional Medical Center,2019
104,38009122,STEM STD W/TI/HA CONE 12/14 8,965.0,0,,Palmdale Regional Medical Center,2019
105,38009528,SUTURE BTB TIGHTROPE,3834.0,0,,Palmdale Regional Medical Center,2019
106,38010070,IMPLANT MEDIUM CANNULATED,6055.0,0,,Palmdale Regional Medical Center,2019
107,38010112,CAGE TM-S ANGLED 6X11X14MM,7257.0,0,,Palmdale Regional Medical Center,2019
108,38010401,NUT LCK EXPRESS CAP NO SIZE,1302.0,0,,Palmdale Regional Medical Center,2019
109,38010484,ROD STRAIGHT 500MM,2605.0,0,,Palmdale Regional Medical Center,2019
110,38010542,SCREW PEDICLE 6.5X45MM,7162.0,0,,Palmdale Regional Medical Center,2019
111,38010559,SCREW PEDICLE 6.5X50MM,7162.0,0,,Palmdale Regional Medical Center,2019
112,38010930,SPACER 7D PLATEAU-C 16X13X8MM,4875.0,0,,Palmdale Regional Medical Center,2019
113,38011086,DISC MOBI-C CERV 6X13X17MM,32557.0,0,,Palmdale Regional Medical Center,2019
114,38012613,COMPONENT FEM NO POR 3,15073.0,0,,Palmdale Regional Medical Center,2019
115,38012829,PATELLA SOMBRERO 3 7MM,3015.0,0,,Palmdale Regional Medical Center,2019
116,38013249,STENT DES SYNERGY MONO 2.75X28,7676.0,0,,Palmdale Regional Medical Center,2019
117,38013314,BASEPLATE TIB ASSMBLY NO POR 3,12058.0,0,,Palmdale Regional Medical Center,2019
118,38013348,INSERT TIB PS STD POLY 3 10MM,6029.0,0,,Palmdale Regional Medical Center,2019
119,38013520,SCREW 6.5X45MM 2S POLYAXIAL,5125.0,0,,Palmdale Regional Medical Center,2019
120,38014049,PEG THD NO LCK 2.7X20MM,658.0,0,,Palmdale Regional Medical Center,2019
121,38014056,PLATE DIST RAD VOLAR STD 7H LT,5225.0,0,,Palmdale Regional Medical Center,2019
122,38014064,SCREW CORT NO LCK 3.5X13MM,609.0,0,,Palmdale Regional Medical Center,2019
123,38014072,PEG THD NO LCK 2.7X24MM,609.0,0,,Palmdale Regional Medical Center,2019
124,38014098,INSERT ART JOURNEY RT 5-6,6029.0,0,,Palmdale Regional Medical Center,2019
125,38014247,FLUID AMNIOTIC VIAFLOW 2CC,19269.0,0,,Palmdale Regional Medical Center,2019
126,38014577,PLATE DIST LAT FEM RT 6H,11361.0,0,,Palmdale Regional Medical Center,2019
127,38014635,LEAD EDGE 32 70CM 4X6 KIT,27500.0,0,,Palmdale Regional Medical Center,2019
128,38014791,SCREW CTX EVOS 2.4X16MM,192.0,0,,Palmdale Regional Medical Center,2019
129,38015046,HEAD BIPOLAR KLASSIC 47X28MM,12058.0,0,,Palmdale Regional Medical Center,2019
130,38015053,HEAD FEM 28MM 12/14 +0MM,6029.0,0,,Palmdale Regional Medical Center,2019
131,38015202,FEMUR NONPOROUS SIZE 4,15073.0,0,,Palmdale Regional Medical Center,2019
132,38015210,SCREW LCK SURFIX 2.7MM,720.0,0,,Palmdale Regional Medical Center,2019
133,38015228,SCREW WASHER 3X14MM,1626.0,0,,Palmdale Regional Medical Center,2019
134,38015251,INSERT STD POLY 5 10MM ULTRA,6029.0,0,,Palmdale Regional Medical Center,2019
135,38015269,BASEPLATE TIB NONPOR SZ5,12058.0,0,,Palmdale Regional Medical Center,2019
136,38015277,FEMUR NONPOROUS SIZE 5,15073.0,0,,Palmdale Regional Medical Center,2019
137,38015285,PATELLA SOMBERO SIZE 4,3015.0,0,,Palmdale Regional Medical Center,2019
138,38015293,STEM TIB EXTENSION 25MM,6029.0,0,,Palmdale Regional Medical Center,2019
139,38015327,HIP BIPOLAR 46X28MM,4220.0,0,,Palmdale Regional Medical Center,2019
140,38015335,COMPONENT FEM CEM 2,23568.0,0,,Palmdale Regional Medical Center,2019
141,38015384,BASEPLATE TIB CEM 1,21481.0,0,,Palmdale Regional Medical Center,2019
142,38015426,PEG THD LCK 2.3X14MM,609.0,0,,Palmdale Regional Medical Center,2019
143,38015434,PEG THD LCK 2.3X18MM,658.0,0,,Palmdale Regional Medical Center,2019
144,38015442,PEG THD LCK 2.3X19MM,609.0,0,,Palmdale Regional Medical Center,2019
145,38015459,PEG THD LCK 2.3X20MM,658.0,0,,Palmdale Regional Medical Center,2019
146,38015467,PLATE DIS RAD NRW 3H LT GEMINS,5555.0,0,,Palmdale Regional Medical Center,2019
147,38015483,SCREW CORT LCK 3.5X12MM,609.0,0,,Palmdale Regional Medical Center,2019
148,38015871,BEARING E1 VANGRD 10X63/67 PS+,10526.0,0,,Palmdale Regional Medical Center,2019
149,38015905,STENT 7X60MMX117CM FLUENCYPLUS,10500.0,0,,Palmdale Regional Medical Center,2019
150,38015913,STENT 8X60MMX117CM FLUENCYPLUS,10500.0,0,,Palmdale Regional Medical Center,2019
151,38015921,STENT 9X60MMX117CM FLUENCYPLUS,10500.0,0,,Palmdale Regional Medical Center,2019
152,38016481,BAR JETX MINI O/S 6MM,604.0,0,,Palmdale Regional Medical Center,2019
153,38016499,IMPLANT HALF PIN 3X15MM,1306.0,0,,Palmdale Regional Medical Center,2019
154,38016564,IMPLANT PRO TOE 2.4,6524.0,0,,Palmdale Regional Medical Center,2019
155,38016572,IMPLANT PRO TOE 3X16,6524.0,0,,Palmdale Regional Medical Center,2019
156,38016580,KWIRE 1.1 MM,266.0,0,,Palmdale Regional Medical Center,2019
157,38016598,SCREW NO HD 3X34MM DARTFIRE,1905.0,0,,Palmdale Regional Medical Center,2019
158,38017455,SCREW COMPRS F THD 4X30MM,2545.0,0,,Palmdale Regional Medical Center,2019
159,38017489,ROD TRANSITIONAL CC 200MM,1507.0,0,,Palmdale Regional Medical Center,2019
160,38017497,SCREW POST CRTX  4X28MM,6632.0,0,,Palmdale Regional Medical Center,2019
161,38018792,EXTENSION DOME MISC NO SZ,1507.0,0,,Palmdale Regional Medical Center,2019
162,38018800,COMPONENT FEM NO POR 6,15073.0,0,,Palmdale Regional Medical Center,2019
163,38018826,SCREW POST CRTX 3.5X22MM,6632.0,0,,Palmdale Regional Medical Center,2019
164,38018966,AICD INVENTRA DX,68500.0,0,,Palmdale Regional Medical Center,2019
165,38018974,AICD IPERIA DR-T DF-4,90437.0,0,,Palmdale Regional Medical Center,2019
166,38018982,AICD IPERIA DR-T DF-1,71250.0,0,,Palmdale Regional Medical Center,2019
167,38018990,AICD IPERIA DX,88929.0,0,,Palmdale Regional Medical Center,2019
168,38019451,BOLT SLEEVE FEM 13MM LEGION,4638.0,0,,Palmdale Regional Medical Center,2019
169,38019485,PHALINX HAMMERTOE 10D ANGLE SM,6717.0,0,,Palmdale Regional Medical Center,2019
170,38019493,SCREW NO HD 2.5X24MM DARTFIRE,1965.0,0,,Palmdale Regional Medical Center,2019
171,38019519,SCREW NO HD 2.5X28MM,1965.0,0,,Palmdale Regional Medical Center,2019
172,38019808,SUTURE 3-0 MONO P-17 UNDYE,77.0,0,,Palmdale Regional Medical Center,2019
173,38019873,KNEE SYS E-MAX HXL C 14MM LT,4522.0,0,,Palmdale Regional Medical Center,2019
174,38020061,CATH JETSTREAM SC 1.6MM,19896.0,0,,Palmdale Regional Medical Center,2019
175,38020079,COMPONENT FEM CEM 3,23568.0,0,,Palmdale Regional Medical Center,2019
176,38020095,STEM STRGT NOCEM 14X110MM,11166.0,0,,Palmdale Regional Medical Center,2019
177,38020103,STEM STRGT NOCEM 20X110MM,11166.0,0,,Palmdale Regional Medical Center,2019
178,38020483,ROD TRANSITIONAL STRGT 70MM,2713.0,0,,Palmdale Regional Medical Center,2019
179,38020491,SCREW POST CRTEX  3.5X14MM,3250.0,0,,Palmdale Regional Medical Center,2019
180,38020897,DRESSING PICO 4 X 12,530.0,0,,Palmdale Regional Medical Center,2019
181,38021184,MESH STRATTICE PERF 10X16,10378.0,0,,Palmdale Regional Medical Center,2019
182,38021267,HEAD HUM RESURF 41X14  EQUINOX,35065.0,0,,Palmdale Regional Medical Center,2019
183,38021283,SCREW POLYAX 5.5X50MM,5125.0,0,,Palmdale Regional Medical Center,2019
184,38021291,PLATE EVOS 2.7MM 8H,5120.0,0,,Palmdale Regional Medical Center,2019
185,38021333,IMPLANT QUADRIPODAL 16MM,10553.0,0,,Palmdale Regional Medical Center,2019
186,38021366,CAGE HUM 25MM COAT EQUINX,6318.0,0,,Palmdale Regional Medical Center,2019
187,38021374,KWIRE EQUINX 3X250MM,651.0,0,,Palmdale Regional Medical Center,2019
188,38021382,SCREW S TAP LCK EVOS 2.7X6 T8,738.0,0,,Palmdale Regional Medical Center,2019
189,38021390,SCREW S TAP CTX EVOS 2.7X10 T8,239.0,0,,Palmdale Regional Medical Center,2019
190,38021408,SCREW S TAP CTX EVOS 2.7X11 T8,239.0,0,,Palmdale Regional Medical Center,2019
191,38021416,SCREW S TAP CTX EVOS 2.7X12 T8,239.0,0,,Palmdale Regional Medical Center,2019
192,38021440,PULSE GENERATOR NOVI SC-1140,94500.0,0,,Palmdale Regional Medical Center,2019
193,38022018,SPACER 26X10X10MM,45218.0,0,,Palmdale Regional Medical Center,2019
194,38022182,CATH ABLATION 360 EXPRESS,7275.0,0,,Palmdale Regional Medical Center,2019
195,38022539,PLATE CLAV 8H LT 115MM,5841.0,0,,Palmdale Regional Medical Center,2019
196,38022562,HEAD BIPOLAR 44MM OD 28MM,10000.0,0,,Palmdale Regional Medical Center,2019
197,38023347,HEAD HUM  NO CEM EQUINXE 53X18,35065.0,0,,Palmdale Regional Medical Center,2019
198,38023354,PLATE 8H CRV LCK 1.3 2/2.3,4380.0,0,,Palmdale Regional Medical Center,2019
199,38023396,SCREW 7.5X805X20MM SS,1543.0,0,,Palmdale Regional Medical Center,2019
200,38023487,SCREW CORTEX 2X16MM,456.0,0,,Palmdale Regional Medical Center,2019
201,38023602,STEM HUM 5 MONOBLCK 135 UNI,17864.0,0,,Palmdale Regional Medical Center,2019
202,38023941,HEAD FEM COCR 28MM +4,3015.0,0,,Palmdale Regional Medical Center,2019
203,38024071,BASEPLATE TIB NOPOR 6,12058.0,0,,Palmdale Regional Medical Center,2019
204,38024089,INSERT TIB ULTRA PS STD 6 10MM,5000.0,0,,Palmdale Regional Medical Center,2019
205,38024113,INSERT TIB PROLONG 4 +0,13264.0,0,,Palmdale Regional Medical Center,2019
206,38024121,KWIRE TM ANKLE 1.6MM,181.0,0,,Palmdale Regional Medical Center,2019
207,38024139,PIN ANKLE TM 4X150MM,560.0,0,,Palmdale Regional Medical Center,2019
208,38024147,PIN ANKLE TM 5X200MM,651.0,0,,Palmdale Regional Medical Center,2019
209,38024154,PIN CALCANEUS,977.0,0,,Palmdale Regional Medical Center,2019
210,38024162,TALUS TOTAL ANKLE LT TM SZ 4,26528.0,0,,Palmdale Regional Medical Center,2019
211,38024170,TIBIA TOTAL ANKLE TRAB METAL 4,25322.0,0,,Palmdale Regional Medical Center,2019
212,38024618,CLAMP ROD OPEN LARGE,1676.0,0,,Palmdale Regional Medical Center,2019
213,38024626,ROD TO PIN CLAMP LG ADJ,1676.0,0,,Palmdale Regional Medical Center,2019
214,38024634,CLAMP PIN LG 5 POSITION,1905.0,0,,Palmdale Regional Medical Center,2019
215,38024642,ROD CARBON FIBER 400X11MM,670.0,0,,Palmdale Regional Medical Center,2019
216,38024659,SCREW S DRL 5X40X200MM SS,1085.0,0,,Palmdale Regional Medical Center,2019
217,38024667,SCREW TROCAR 5X50X245MM SS,1085.0,0,,Palmdale Regional Medical Center,2019
218,38024709,SCREW SET TIBIAL INSERT,603.0,0,,Palmdale Regional Medical Center,2019
219,38024725,IMPLANT SMALL PHALINX CANN,5770.0,0,,Palmdale Regional Medical Center,2019
220,38024923,CONTROLLER NEURO STIM 3883,2500.0,0,,Palmdale Regional Medical Center,2019
221,38025144,BASEPLATE RIB RT JRNY 2 LEGION,43621.0,0,,Palmdale Regional Medical Center,2019
222,38025458,INSERT TIB E-MAX HXL A 10MM RT,4522.0,0,,Palmdale Regional Medical Center,2019
223,38025532,SET SCREW SLIDEABLE NAIL CAP,625.0,0,,Palmdale Regional Medical Center,2019
224,38025706,SCREW S TAP CRTX 2X12MM,435.0,0,,Palmdale Regional Medical Center,2019
225,38025961,SCREW HEX LCK ST 4.75X40X3.5,796.0,0,,Palmdale Regional Medical Center,2019
226,38026233,PLATE 3H RT LAT 2.7/3.5MM 73MM,4284.0,0,,Palmdale Regional Medical Center,2019
227,38026290,SCREW VARI 3X14MM,975.0,0,,Palmdale Regional Medical Center,2019
228,38027603,SUTURE APEX 2 FIBERWIRE KIT,2412.0,0,,Palmdale Regional Medical Center,2019
229,38027736,INSERT JRNY LL BCS 5-6 LT 13MM,37290.0,0,,Palmdale Regional Medical Center,2019
230,38027744,PLATE 10H LCK LT MED 3.5X185,13521.0,0,,Palmdale Regional Medical Center,2019
231,38027751,NAIL 11.5MMX42CM LT META-TAN,17726.0,0,,Palmdale Regional Medical Center,2019
232,38027819,SCREW LAG COMP META-TAN 90/85,4414.0,0,,Palmdale Regional Medical Center,2019
233,38027942,CAGE PEEK PLIF 0D 8X26X10MM,30146.0,0,,Palmdale Regional Medical Center,2019
234,38027959,SCREW PEDICLE 6.5X35MM,6632.0,0,,Palmdale Regional Medical Center,2019
235,38027967,SCREW PEDICLE 6.5X40MM,6632.0,0,,Palmdale Regional Medical Center,2019
236,38027975,ROD SPINE CONNECTOR STR 240MM,960.0,0,,Palmdale Regional Medical Center,2019
237,38027983,SCREW SET FLAT STD SIZE,529.0,0,,Palmdale Regional Medical Center,2019
238,38027991,SCREW POLYAX ALTOS 3.5X12MM,4115.0,0,,Palmdale Regional Medical Center,2019
239,38028007,SCREW POLYAX ALTOS 3.5X16MM,3811.0,0,,Palmdale Regional Medical Center,2019
240,38028015,MESH 8.6CM ROUND KNITTED,3593.0,0,,Palmdale Regional Medical Center,2019
241,38028114,INSERT TIB E-MAX HXL 8 14MM LT,4522.0,0,,Palmdale Regional Medical Center,2019
242,38028130,STEM POLAR NO CEM STD TI 9,12500.0,0,,Palmdale Regional Medical Center,2019
243,38030300,LEAD ACUITY X4 STRGT IS4 86CM,9500.0,0,,Palmdale Regional Medical Center,2019
244,38030524,SCREW CRTX S TAP 2X14MM VLP,435.0,0,,Palmdale Regional Medical Center,2019
245,38030532,SCREW LCK S TAP 2X14MM VLP,916.0,0,,Palmdale Regional Medical Center,2019
246,38030664,SCREW LATERAL MASS 3.5X14MM,4050.0,0,,Palmdale Regional Medical Center,2019
247,38031001,CATH 1.25MMX60CM DIAMONBACK,7581.0,0,,Palmdale Regional Medical Center,2019
248,38031282,DEFIB AMPLIA MRI QUAD DTMB1QQ,96250.0,0,,Palmdale Regional Medical Center,2019
249,38031498,HEAD FEM 32MM BIOLX DELTA+ 0MM,9044.0,0,,Palmdale Regional Medical Center,2019
250,38031506,HEAD FEM 36MM BIOLX DELTA+ 3.5,9044.0,0,,Palmdale Regional Medical Center,2019
251,38031514,INSERT ACET 32MM 48MM W/ELINK,9044.0,0,,Palmdale Regional Medical Center,2019
252,38031522,INSERT ACET 36MM 52MM W/ELINK,9044.0,0,,Palmdale Regional Medical Center,2019
253,38031530,CATH GUIDE SINUS 6X16MM KIT,940.0,0,,Palmdale Regional Medical Center,2019
254,38031571,SCREW COMPR F THD  2.5X22MM,2545.0,0,,Palmdale Regional Medical Center,2019
255,38031936,GRAFT BONE OSTEOSPONGE30CC,4823.0,0,,Palmdale Regional Medical Center,2019
256,38031993,PLATE 4H LCK RT TIB 4.5X94,6992.0,0,,Palmdale Regional Medical Center,2019
257,38032389,COMPONENT FEM 10 STD C,24116.0,0,,Palmdale Regional Medical Center,2019
258,38032512,SCREW NO HD 3X20MM DARTFIRE,1965.0,0,,Palmdale Regional Medical Center,2019
259,38032603,TENDON SPEEDGRAFT 245X9,11625.0,0,,Palmdale Regional Medical Center,2019
260,38032827,LEAD ACUITY X4 86CM,9500.0,0,,Palmdale Regional Medical Center,2019
261,38033056,ANCHOR STERILE KIT CLIK X,1898.0,0,,Palmdale Regional Medical Center,2019
262,38033338,SUTURE ACL TIGHTROPE RT,3190.0,0,,Palmdale Regional Medical Center,2019
263,38033387,LINER HIP G7 ACET 46MM SZ G,8710.0,0,,Palmdale Regional Medical Center,2019
264,38033494,HEAD FEM CER 32MM 12/14 S/+0,5125.0,0,,Palmdale Regional Medical Center,2019
265,38033502,HEAD FEM CER 36MM 12/14 S/+0,5125.0,0,,Palmdale Regional Medical Center,2019
266,38033684,SPACER INTERSPACE TPR WDG 46MM,19013.0,0,,Palmdale Regional Medical Center,2019
267,38033940,LINER COCR G7 MOBILITY H 50MM,9725.0,0,,Palmdale Regional Medical Center,2019
268,38034054,SCREW CANN CORT 8X45MM,8139.0,0,,Palmdale Regional Medical Center,2019
269,38034062,SCREW CANN CORT 8X50MM,8139.0,0,,Palmdale Regional Medical Center,2019
270,38034336,LEAD NEURO LAMI SURESCAN MRI,34975.0,0,,Palmdale Regional Medical Center,2019
