,EAP,Description,Revenue Code,Inpatient Price,Outpatient Price,Hospital,Year
48,17000115,HCHG PT ELECTRICAL STIMULATION ATTENDED EA 15 MIN,420.0,112.0,112.0,Sutter Coast Hospital,2019
49,17000116,HCHG PT IONTOPHORESIS EA 15 MIN,420.0,112.0,112.0,Sutter Coast Hospital,2019
50,17000118,HCHG PT ULTRASOUND EA 15 MIN,420.0,125.0,125.0,Sutter Coast Hospital,2019
51,17000119,HCHG PT THERAPEUTIC EXERCISE EA 15 MIN,420.0,176.0,176.0,Sutter Coast Hospital,2019
52,17000120,HCHG PT NEUROMUSCULAR REEDUCATION EA 15 MIN,420.0,136.0,136.0,Sutter Coast Hospital,2019
53,17000122,HCHG PT GAIT TRAINING EA 15 MIN,420.0,133.0,133.0,Sutter Coast Hospital,2019
54,17000124,HCHG PT MANUAL THERAPY EA 15 MIN,420.0,162.0,162.0,Sutter Coast Hospital,2019
55,17000126,HCHG PT THERAPEUTIC ACTIVITY EA 15 MIN,420.0,133.0,133.0,Sutter Coast Hospital,2019
56,17000129,HCHG PT ADL TRAINING EA 15 MIN,420.0,138.0,138.0,Sutter Coast Hospital,2019
57,17000130,HCHG PT COMMUNITY REINTEGRATION EA 15 MIN,420.0,118.0,118.0,Sutter Coast Hospital,2019
58,17000131,HCHG PT WHEELCHAIR TRAINING EA 15 MIN,420.0,133.0,133.0,Sutter Coast Hospital,2019
59,17000141,HCHG PT ORTHOTIC TRAINING INITIAL EA 15 MIN,420.0,113.0,113.0,Sutter Coast Hospital,2019
60,17000142,HCHG PT PROSTHETIC TRAINING INITIAL EA 15 MIN,420.0,150.0,150.0,Sutter Coast Hospital,2019
61,17000292,HCHG PT MCAL SINGLE MODAL INIT 30,420.0,282.0,282.0,Sutter Coast Hospital,2019
62,17000568,HCHG PT EVAL LOW COMPLEXITY,424.0,268.0,268.0,Sutter Coast Hospital,2019
63,17000571,HCHG PT RE-EVAL ESTABLISHED PLAN CARE,424.0,198.0,198.0,Sutter Coast Hospital,2019
64,17000572,HCHG OT EVAL LOW COMPLEXITY,434.0,296.0,296.0,Sutter Coast Hospital,2019
65,17000575,HCHG OT RE-EVAL ESTABLISHED PLAN CARE,434.0,234.0,234.0,Sutter Coast Hospital,2019
66,17000582,HCHG PT ORTHC/PROSTC MGMT SBSQ ENC,420.0,135.0,135.0,Sutter Coast Hospital,2019
67,17000586,HCHG PT COGNITIVE SKILLS DEVELOPMENT EA 15,420.0,134.0,134.0,Sutter Coast Hospital,2019
68,17000596,HCHG PT MECH TRACT,420.0,115.0,115.0,Sutter Coast Hospital,2019
69,17000601,HCHG PT PROC THER GP,420.0,145.0,145.0,Sutter Coast Hospital,2019
70,17000608,HCHG PT EVAL MOD COMPLEXITY,424.0,307.0,307.0,Sutter Coast Hospital,2019
71,17000609,HCHG PT EVAL HIGH COMPLEXITY,424.0,401.0,401.0,Sutter Coast Hospital,2019
72,17200062,HCHG OT MCAL EVALUATION INITIAL 30 MIN,430.0,342.0,342.0,Sutter Coast Hospital,2019
73,17200063,HCHG OT MCAL RE-EVALUATION INITIAL 30 MIN,430.0,287.0,287.0,Sutter Coast Hospital,2019
74,17200065,HCHG OT MCAL EVALUATION ADDITIONAL 15 MIN,430.0,174.0,174.0,Sutter Coast Hospital,2019
75,17200066,HCHG OT MCAL RE-EVALUATION ADDITIONAL 15 MIN,430.0,154.0,154.0,Sutter Coast Hospital,2019
76,17200075,HCHG OT APPLICATION SPLINT SHORT ARM STATIC,430.0,435.0,435.0,Sutter Coast Hospital,2019
77,17200077,HCHG OT APPLICATION SPLINT FINGER STATIC,430.0,425.0,425.0,Sutter Coast Hospital,2019
78,17200078,HCHG OT APPLICATION SPLINT FINGER DYNAMIC,430.0,396.0,396.0,Sutter Coast Hospital,2019
79,17200100,HCHG OT ELECTRICAL STIMULATION ATTENDED EA 15 MIN,430.0,100.0,100.0,Sutter Coast Hospital,2019
80,17200101,HCHG OT IONTOPHORESIS EA 15 MIN,430.0,112.0,112.0,Sutter Coast Hospital,2019
81,17200103,HCHG OT ULTRASOUND EA 15 MIN,430.0,125.0,125.0,Sutter Coast Hospital,2019
82,17200104,HCHG OT THERAPEUTIC EXERCISE EA 15 MIN,430.0,176.0,176.0,Sutter Coast Hospital,2019
83,17200105,HCHG OT NEUROMUSCULAR REEDUCATION EA 15 MIN,430.0,136.0,136.0,Sutter Coast Hospital,2019
84,17200106,HCHG OT AQUATIC THERAPY EA 15 MIN,430.0,144.0,144.0,Sutter Coast Hospital,2019
85,17200107,HCHG OT THERAPEUTIC MASSAGE EA 15 MIN,430.0,96.0,96.0,Sutter Coast Hospital,2019
86,17200108,HCHG OT MANUAL THERAPY EA 15 MIN,430.0,162.0,162.0,Sutter Coast Hospital,2019
87,17200110,HCHG OT THERAPEUTIC ACTIVITY EA 15 MIN,430.0,129.0,129.0,Sutter Coast Hospital,2019
88,17200112,HCHG OT SENSORY INTEGRATION EA 15 MIN,430.0,107.0,107.0,Sutter Coast Hospital,2019
89,17200113,HCHG OT ADL TRAINING EA 15 MIN,430.0,138.0,138.0,Sutter Coast Hospital,2019
90,17200114,HCHG OT COMMUNITY REINTEGRATION EA 15 MIN,430.0,118.0,118.0,Sutter Coast Hospital,2019
91,17200115,HCHG OT WHEELCHAIR TRAINING EA 15 MIN,430.0,101.0,101.0,Sutter Coast Hospital,2019
92,17200123,HCHG OT ORTHOTIC TRAINING INITIAL EA 15 MIN,430.0,113.0,113.0,Sutter Coast Hospital,2019
93,17200124,HCHG OT PROSTHETIC TRAINING INITIAL EA 15 MIN,430.0,124.0,124.0,Sutter Coast Hospital,2019
94,17200139,HCHG OT MCAL TX ADTL 15 MIN,430.0,148.0,148.0,Sutter Coast Hospital,2019
95,17200281,HCHG OT GAIT TRAIN EA 15,430.0,134.0,134.0,Sutter Coast Hospital,2019
96,17200284,HCHG OT MCAL TREAT INIT 30,430.0,306.0,306.0,Sutter Coast Hospital,2019
97,17200330,HCHG OT COGNTVE TEST BY HC PRO,430.0,447.0,447.0,Sutter Coast Hospital,2019
98,17200493,HCHG OT ORTHC/PROSTC MGMT SBSQ ENC,430.0,135.0,135.0,Sutter Coast Hospital,2019
99,17200494,HCHG OT COGNITIVE SKILLS DEVELOPMENT EA 15,430.0,134.0,134.0,Sutter Coast Hospital,2019
100,17200509,HCHG OT PARAFFIN BATH,430.0,70.0,70.0,Sutter Coast Hospital,2019
101,17200512,HCHG OT GROUP THERAPY,430.0,145.0,145.0,Sutter Coast Hospital,2019
102,17200516,HCHG OT EVAL MOD COMPLEXITY,434.0,374.0,374.0,Sutter Coast Hospital,2019
103,17200517,HCHG OT EVAL HIGH COMPLEXITY,434.0,475.0,475.0,Sutter Coast Hospital,2019
104,17400005,HCHG SP MCAL THERAPY SPEECH-LANG IND PER HOUR,440.0,364.0,364.0,Sutter Coast Hospital,2019
105,17400006,HCHG SP MCAL THERAPY SPEECH-LANG IND 1/2 HOUR,440.0,297.0,297.0,Sutter Coast Hospital,2019
106,17400139,HCHG SP COGNTVE TEST BY HC PRO,440.0,447.0,447.0,Sutter Coast Hospital,2019
107,17400390,HCHG ST COGNITIVE SKILLS DEVELOPMENT EA 15,440.0,134.0,134.0,Sutter Coast Hospital,2019
108,17400392,HCHG SP TX SP/LANG/COM IND,440.0,303.0,303.0,Sutter Coast Hospital,2019
109,17400395,HCHG EVALUATE SPEECH PRODUCTION,444.0,331.0,331.0,Sutter Coast Hospital,2019
110,17400396,HCHG EVAL SPEECH SOUND LANG COMPREH,444.0,473.0,473.0,Sutter Coast Hospital,2019
111,17400398,HCHG SP TX SWALL/ORAL FNX,440.0,314.0,314.0,Sutter Coast Hospital,2019
112,17400400,HCHG SP EVAL FNX SWALL,444.0,468.0,468.0,Sutter Coast Hospital,2019
113,17400401,HCHG SP EVAL MTN FLUOR SWAL,444.0,539.0,539.0,Sutter Coast Hospital,2019
114,17400407,HCHG SP MCAL EVALUATION SPEECH,440.0,269.0,269.0,Sutter Coast Hospital,2019
115,17400408,HCHG SP MCAL EVAL LANG,440.0,348.0,348.0,Sutter Coast Hospital,2019
116,20000003,HCHG ABORTED/DISCONTIUNUED CASE OR,360.0,1841.0,1841.0,Sutter Coast Hospital,2019
117,20000005,HCHG SURG LVL 1 ADDL 15 MIN,360.0,1039.0,1039.0,Sutter Coast Hospital,2019
118,20000006,HCHG SURG LVL 1 FIRST 30 MIN,360.0,3092.0,3092.0,Sutter Coast Hospital,2019
119,20000007,HCHG SURG LVL 2 ADDL 15 MIN,360.0,1349.0,1349.0,Sutter Coast Hospital,2019
120,20000008,HCHG SURG LVL 2 FIRST 30 MIN,360.0,3894.0,3894.0,Sutter Coast Hospital,2019
121,20000009,HCHG SURG LVL 3 ADDL 15 MIN,360.0,1771.0,1771.0,Sutter Coast Hospital,2019
122,20000010,HCHG SURG LVL 3 FIRST 30 MIN,360.0,4721.0,4721.0,Sutter Coast Hospital,2019
123,20000011,HCHG SURG LVL 4 ADDL 15 MIN,360.0,1879.0,1879.0,Sutter Coast Hospital,2019
124,20000012,HCHG SURG LVL 4 FIRST 30 MIN,360.0,5960.0,5960.0,Sutter Coast Hospital,2019
125,20000013,HCHG SURG LVL 5 ADDL 15 MIN,360.0,2352.0,2352.0,Sutter Coast Hospital,2019
126,20000014,HCHG SURG LVL 5 FIRST 30 MIN,360.0,7065.0,7065.0,Sutter Coast Hospital,2019
127,20000048,HCHG BX SALIVARY GLAND NDL,361.0,2010.0,2010.0,Sutter Coast Hospital,2019
128,20000111,HCHG SURG LVL 1 MCAL 1ST HR,360.0,5170.0,5170.0,Sutter Coast Hospital,2019
129,20000112,HCHG SURG LVL 1 MCAL1ST SUBSEQ HALF,360.0,2078.0,2078.0,Sutter Coast Hospital,2019
130,20000113,HCHG SURG LVL 1 MCAL 2ND+ EA SUBSEQ 1/2HR,360.0,2078.0,2078.0,Sutter Coast Hospital,2019
131,20000211,HCHG SURG LVL 2 MCAL 1ST HR,360.0,6592.0,6592.0,Sutter Coast Hospital,2019
132,20000212,HCHG SURG LVL 2 MCAL 1ST SUBSEQ 1/2HR,360.0,2698.0,2698.0,Sutter Coast Hospital,2019
133,20000213,HCHG SURG LVL 2 MCAL 2ND+ EA SUBSEQ 1/2HR,360.0,2698.0,2698.0,Sutter Coast Hospital,2019
134,20000311,HCHG SURG LVL 3 MCAL 1ST HR,360.0,8263.0,8263.0,Sutter Coast Hospital,2019
135,20000312,HCHG SURG LVL 3 MCAL 1ST SUBSEQ 1/2HR,360.0,3542.0,3542.0,Sutter Coast Hospital,2019
136,20000313,HCHG SURG LVL 3 MCAL 2ND+ EA SUBSEQ 1/2HR,360.0,3542.0,3542.0,Sutter Coast Hospital,2019
137,20000411,HCHG SURG LVL 4 MCAL 1ST HR,360.0,9718.0,9718.0,Sutter Coast Hospital,2019
138,20000412,HCHG SURG LVL 4 MCAL 1ST SUBSEQ 1/2HR,360.0,3758.0,3758.0,Sutter Coast Hospital,2019
139,20000413,HCHG SURG LVL 4 MCAL 2ND+ EA SUBSEQ 1/2HR,360.0,3758.0,3758.0,Sutter Coast Hospital,2019
140,20000511,HCHG SURG LVL 5 MCAL 1ST HR,360.0,11769.0,11769.0,Sutter Coast Hospital,2019
141,20000512,HCHG SURG LVL 5 MCAL 1ST SUBSEQ 1/2HR,360.0,4704.0,4704.0,Sutter Coast Hospital,2019
142,20000513,HCHG SURG LVL 5 MCAL 2ND+ EA SUBSEQ 1/2HR,360.0,4704.0,4704.0,Sutter Coast Hospital,2019
143,20000660,HCHG ABORTED/DISCONTINUED CASE ENDO,750.0,431.0,431.0,Sutter Coast Hospital,2019
144,20000673,HCHG ENDOSCOPY RESPIRATORY DIAGNOSTIC,361.0,1432.0,1432.0,Sutter Coast Hospital,2019
145,20000674,HCHG ENDOSCOPY RESPIRATORY PLUS 1 INTERVENTION,361.0,2868.0,2868.0,Sutter Coast Hospital,2019
146,20000675,HCHG ENDOSCOPY RESPIRATORY DX PLUS 2 INTERVENTIONS,361.0,4282.0,4282.0,Sutter Coast Hospital,2019
147,20000676,HCHG ENDOSCOPY RESPIRATORY DX PLUS 3/MORE INTERVENTIONS,361.0,5816.0,5816.0,Sutter Coast Hospital,2019
148,20200035,HCHG ENDOSCOPY GI DIAGNOSTIC,750.0,1772.0,1772.0,Sutter Coast Hospital,2019
149,20200036,HCHG ENDOSCOPY GI DIAGNOSTIC PLUS 1 INTERVENTION,750.0,2792.0,2792.0,Sutter Coast Hospital,2019
150,20200037,HCHG ENDOSCOPY GI DIAGNOSTIC PLUS 2 INTERVENTIONS,750.0,4204.0,4204.0,Sutter Coast Hospital,2019
151,20200038,HCHG ENDOSCOPY GI DIAGNOSTIC PLUS 3/MORE INTERVENTIONS,750.0,5664.0,5664.0,Sutter Coast Hospital,2019
152,20300002,HCHG INJECTION PV FACET C/T 1 LVL,361.0,2564.0,2564.0,Sutter Coast Hospital,2019
153,20300005,HCHG INJECTION PV FACET C/T 3 LVL,361.0,1298.0,1298.0,Sutter Coast Hospital,2019
154,20300006,HCHG INJECTION FACET L/S 1 LVL,361.0,2380.0,2380.0,Sutter Coast Hospital,2019
155,20300007,HCHG INJECTION FACET L/S 3 LVL,361.0,1187.0,1187.0,Sutter Coast Hospital,2019
156,20300011,HCHG DRAIN/INJ MAJOR JOINT/BURSA W/O US,511.0,1172.0,897.0,Sutter Coast Hospital,2019
157,20300012,HCHG INJ BLOOD PATCH,511.0,2175.0,2175.0,Sutter Coast Hospital,2019
158,20500008,HCHG ANES EPIDURAL CRNA MANAGED,370.0,1893.0,1893.0,Sutter Coast Hospital,2019
159,20500021,HCHG STANDARD GENERAL ANESTHESIA 3 HOURS OR LESS,370.0,2643.0,2643.0,Sutter Coast Hospital,2019
160,20500022,HCHG STANDARD GENERAL ANESTHESIA MORE THAN 3 HOURS,370.0,7712.0,7712.0,Sutter Coast Hospital,2019
161,20500023,HCHG COMPLEX GENERAL ANESTHESIA 3 HOURS OR LESS,370.0,4547.0,4547.0,Sutter Coast Hospital,2019
162,20500024,HCHG COMPLEX GENERAL ANESTHESIA MORE THAN 3 HOURS,370.0,10044.0,10044.0,Sutter Coast Hospital,2019
163,20500025,HCHG MONITORED ANESTHESIA CARE/REGIONAL ANESTHESIA,370.0,2033.0,2033.0,Sutter Coast Hospital,2019
164,20500032,HCHG MOD SED SAME MD/QHP LT 5 YRS,370.0,1914.0,1914.0,Sutter Coast Hospital,2019
165,20500033,HCHG MOD SED SAME MD/QHP GT 5 YRS,370.0,392.0,392.0,Sutter Coast Hospital,2019
166,20500035,HCHG MOD SED OTH MD/QHP LT 5 YRS,370.0,400.0,400.0,Sutter Coast Hospital,2019
167,20500036,HCHG MOD SED OTH MD/QHP GT 5 YRS,370.0,499.0,499.0,Sutter Coast Hospital,2019
168,20500038,HCHG MOD SED ENDO SAME MD/QHP GT 5YRS,370.0,392.0,392.0,Sutter Coast Hospital,2019
169,20600000,HCHG PACU COMPLEX ADDITIONAL 15 MINUTES,710.0,595.0,595.0,Sutter Coast Hospital,2019
170,20600001,HCHG PACU COMPLEX FIRST 30 MINUTES,710.0,1587.0,1587.0,Sutter Coast Hospital,2019
171,20600002,HCHG PACU STANDARD LEVEL 1 ADDITIONAL 15 MINUTES,710.0,266.0,266.0,Sutter Coast Hospital,2019
172,20600003,HCHG PACU STANDARD LEVEL 1 FIRST 30 MINUTES,710.0,705.0,705.0,Sutter Coast Hospital,2019
173,20600004,HCHG PACU STANDARD LEVEL 2 ADDL 15 MINUTES,710.0,380.0,380.0,Sutter Coast Hospital,2019
174,20600005,HCHG PACU STANDARD LEVEL 2 FIRST 30 MINUTES,710.0,954.0,954.0,Sutter Coast Hospital,2019
175,20600013,HCHG CARDIOVERSION ELECTRIC EXTERNAL,940.0,2400.0,2400.0,Sutter Coast Hospital,2019
176,21000008,"HCHG ASPIRATION OF ABSCESS, HEMATOMA, CYST",361.0,589.0,589.0,Sutter Coast Hospital,2019
177,21000039,HCHG ASPIRATION BREAST CYST,361.0,1040.0,1040.0,Sutter Coast Hospital,2019
178,21000049,HCHG BIOPSY MUSCLE,361.0,2319.0,2319.0,Sutter Coast Hospital,2019
179,21000050,HCHG BIOPSY BONE SUPERFICIAL,361.0,2168.0,2168.0,Sutter Coast Hospital,2019
180,21000051,HCHG BIOPSY BONE DEEP,361.0,3392.0,3392.0,Sutter Coast Hospital,2019
181,21000054,HCHG INJECTION TRIGGER POINT 1 TO 2 MUSCLES,361.0,922.0,922.0,Sutter Coast Hospital,2019
182,21000055,HCHG INJECTION TRIGGER POINT GREATER THAN 2  MUSCLES,361.0,761.0,761.0,Sutter Coast Hospital,2019
183,21000057,HCHG DRAIN/INJ INTERMEDIATE JOINT/BURSA W/O US,361.0,940.0,940.0,Sutter Coast Hospital,2019
184,21000062,HCHG BIOPSY SOFT TISSUE NECK,361.0,3729.0,3729.0,Sutter Coast Hospital,2019
185,21000072,HCHG INJECTION ARTHROGRAM ELBOW,361.0,1422.0,1422.0,Sutter Coast Hospital,2019
186,21000073,HCHG INJECTION ARTHROGRAM WRIST,361.0,571.0,571.0,Sutter Coast Hospital,2019
187,21000078,HCHG INJECTION ARTHROGRAM HIP WITH ANESTHESIA,361.0,1578.0,1578.0,Sutter Coast Hospital,2019
188,21000081,HCHG INJECTION ARTHROGRAM ANKLE,361.0,1165.0,1165.0,Sutter Coast Hospital,2019
189,21000094,HCHG INTUBATION ENDOTRACHEAL,361.0,936.0,936.0,Sutter Coast Hospital,2019
190,21000106,HCHG BIOPSY PLEURA,361.0,2150.0,2150.0,Sutter Coast Hospital,2019
191,21000108,HCHG PERICARDIOCENTESIS INITIAL,361.0,2111.0,2111.0,Sutter Coast Hospital,2019
192,21000197,HCHG DECLOT VASCULAR DEVICE WITH THROMBOLYTIC,361.0,586.0,586.0,Sutter Coast Hospital,2019
193,21000199,HCHG CENTRAL VENOUS CATH INSERTION NON-TUNNELED 5YR OR OLDER,361.0,2431.0,2431.0,Sutter Coast Hospital,2019
194,21000219,HCHG CENTRAL VENOUS CATHETER TUNNELED REMOVAL,361.0,2522.0,2522.0,Sutter Coast Hospital,2019
195,21000260,HCHG DIAGNOSTIC BONE MARROW BIOPSY,361.0,1647.0,1647.0,Sutter Coast Hospital,2019
196,21000262,HCHG BIOPSY LYMPH NODE SUPERFICIAL,361.0,2124.0,2124.0,Sutter Coast Hospital,2019
197,21000302,HCHG BIOPSY PANCREAS,361.0,2410.0,2410.0,Sutter Coast Hospital,2019
198,21000309,HCHG BIOPSY ABDOMINAL/RETROPERITONEAL MASS,361.0,2244.0,2244.0,Sutter Coast Hospital,2019
199,21000321,HCHG ASPIRATION RENAL CYST,361.0,2254.0,2254.0,Sutter Coast Hospital,2019
200,21000334,HCHG INJECTION CYSTOGRAM/VCUG,361.0,932.0,932.0,Sutter Coast Hospital,2019
201,21000335,HCHG INJECTION RETROGRADE CYSTO,361.0,941.0,941.0,Sutter Coast Hospital,2019
202,21000336,HCHG IRRIGATION BLADDER SIMPLE,361.0,631.0,631.0,Sutter Coast Hospital,2019
203,21000337,HCHG INSERT STRAIGHT CATHETER,361.0,309.0,309.0,Sutter Coast Hospital,2019
204,21000338,HCHG INSERTION FOLEY CATHETER,361.0,455.0,455.0,Sutter Coast Hospital,2019
205,21000359,HCHG CIRCUMCISION NEWBORN,723.0,330.0,330.0,Sutter Coast Hospital,2019
206,21000362,HCHG BIOPSY PROSTATE,361.0,5485.0,5485.0,Sutter Coast Hospital,2019
207,21000371,HCHG INJECTION HYSTEROSONOGRAM/SALPINGOGRAPY,361.0,619.0,619.0,Sutter Coast Hospital,2019
208,21000375,HCHG AMNIOCENTESIS,361.0,629.0,629.0,Sutter Coast Hospital,2019
209,21000382,HCHG BIOPSY THYROID,361.0,1248.0,1248.0,Sutter Coast Hospital,2019
210,21000383,HCHG BIOPSY ENDOCRINE OR ADRENAL,361.0,3261.0,3261.0,Sutter Coast Hospital,2019
211,21000397,HCHG LUMBAR PUNCTURE DX,361.0,1473.0,1473.0,Sutter Coast Hospital,2019
212,21000401,"HCHG INJECTION NERVE BLOCK LUMBAR, SACRAL",361.0,4406.0,4406.0,Sutter Coast Hospital,2019
213,21000402,HCHG INJ MYELOGRAM/CT LUMBAR,361.0,1859.0,1859.0,Sutter Coast Hospital,2019
214,21000427,HCHG INJECTION NERVE BLOCK SCIATIC SINGLE,361.0,2309.0,2309.0,Sutter Coast Hospital,2019
215,21000429,HCHG INJECTION NERVE BLOCK PERIPHERAL,361.0,1040.0,1040.0,Sutter Coast Hospital,2019
216,21000436,HCHG INJS ANES/STRD W/IMG TFRML EDRL LMBR/SAC 1 LVL,361.0,3000.0,3000.0,Sutter Coast Hospital,2019
217,21000437,HCHG INJS ANES&STRD W/IMG TFRML EDRL LMBR/SAC EA LV,361.0,1379.0,1379.0,Sutter Coast Hospital,2019
218,21000441,HCHG INJECTION NERVE BLOCK LUMBAR OR THORACIC,361.0,2395.0,2395.0,Sutter Coast Hospital,2019
219,21000495,HCHG INJECTION SACROILIAC JOINT ANESTHESIA OR STEROID,361.0,2903.0,2903.0,Sutter Coast Hospital,2019
220,21000568,HCHG COLL BLD VNS ACCS DVC,510.0,236.0,236.0,Sutter Coast Hospital,2019
221,21000579,HCHG ASPIRATION BONE MARROW W BX,361.0,2617.0,2617.0,Sutter Coast Hospital,2019
222,21000616,HCHG INJ PROCEDURE RADIOACTIVE TRACER ID SENTINEL NODE WO IMAGE BI,361.0,3027.0,3027.0,Sutter Coast Hospital,2019
223,21000619,HCHG DRAIN/INJ MAJOR JOINT/BURSA W/O US BI,361.0,1758.0,1346.0,Sutter Coast Hospital,2019
224,21000620,HCHG DRAIN/INJ MAJOR JOINT/BURSA W/O US LT,361.0,1172.0,897.0,Sutter Coast Hospital,2019
225,21000621,HCHG DRAIN/INJ MAJOR JOINT/BURSA W/O US RT,361.0,1172.0,897.0,Sutter Coast Hospital,2019
226,21000622,HCHG BIOPSY LUNG OR MEDIASTINUM PERCUTANEOUS LT,361.0,2542.0,2542.0,Sutter Coast Hospital,2019
