,Charge Code,Charge Descripton,CPT 4,Price,Rev,GL,Hospital,Year
103,3101215,CESAREAN SECTION,,11836.0,360,4400,Southern California Hospital at Hollywood,2019
104,3101216,L&D SURG 1ST HR MAJOR,,9380.0,360,4400,Southern California Hospital at Hollywood,2019
105,3101217,L&D SURG ADD MIN MAJOR,,162.0,360,4400,Southern California Hospital at Hollywood,2019
106,3101218,L&D SURG 1ST 1/2 HOUR,,4586.0,360,4400,Southern California Hospital at Hollywood,2019
107,3101222,RECOV POST-SURG 1 HR,,1470.0,710,4400,Southern California Hospital at Hollywood,2019
108,3101223,RECOV POST-SURG 1ST 1/2 HOUR,,735.0,710,4400,Southern California Hospital at Hollywood,2019
109,3210000,4021 SURGERY,,0.0,360,4421,Southern California Hospital at Hollywood,2019
110,3210001,SURGERY MAJOR EA ADD'L 15 MIN,,2437.0,360,4421,Southern California Hospital at Hollywood,2019
111,3210004,SURGERY 1 HOUR    MAJOR,,9380.0,360,4421,Southern California Hospital at Hollywood,2019
112,3210031,SURGERY MINOR EA ADD'L 15 MIN,,1407.0,360,4421,Southern California Hospital at Hollywood,2019
113,3210041,SURGERY 1 HOUR     MINOR,,5628.0,360,4421,Southern California Hospital at Hollywood,2019
114,3210110,CASE CANC BEFORE ANESTH,,588.0,360,4421,Southern California Hospital at Hollywood,2019
115,3210120,CASE CANC AFTER ANESTH,,823.0,360,4421,Southern California Hospital at Hollywood,2019
116,3210464,SURG LASER FLAT RT,,1291.0,360,4421,Southern California Hospital at Hollywood,2019
117,3218999,SURGERY-MISCELLANEOUS,,0.0,360,4421,Southern California Hospital at Hollywood,2019
118,3220000,4027 RECOVERY,,0.0,710,4427,Southern California Hospital at Hollywood,2019
119,3220001,RECOVERY ROOM EA ADD'L 15 MIN,,368.0,710,4427,Southern California Hospital at Hollywood,2019
120,3220004,RECOVERY RM 1     HOUR,,1470.0,710,4427,Southern California Hospital at Hollywood,2019
121,3220784,INJ TX/PRPH/DX IVP ES DR,96374,109.0,940,4427,Southern California Hospital at Hollywood,2019
122,3228999,RECOVERY RM MISCELANEOUS,,0.0,710,4427,Southern California Hospital at Hollywood,2019
123,3600330,BONE MARROW ASPIRATION ONLY,,497.0,360,4422,Southern California Hospital at Hollywood,2019
124,3600341,INJ TX/PRPH/DX IVP EA NA,96375,88.0,260,4422,Southern California Hospital at Hollywood,2019
125,3600342,INJ TX/PRPH/DX IVP EA AD,96376,88.0,260,4422,Southern California Hospital at Hollywood,2019
126,3600343,IV INF T/P/D INIT HOUR,96365,330.0,260,4422,Southern California Hospital at Hollywood,2019
127,3600345,IV INF T/P/D EA SEQ INFS,96367,220.0,260,4422,Southern California Hospital at Hollywood,2019
128,3600346,IV INF T/P/D CONCURRENT,96368,220.0,260,4422,Southern California Hospital at Hollywood,2019
129,3600347,INFUSION/INJECTION OTHER,96379,138.0,260,4421,Southern California Hospital at Hollywood,2019
130,3600348,IV INFUSION (HYDRATION) 1ST HOUR,96360,385.0,260,4422,Southern California Hospital at Hollywood,2019
131,3600349,IV INFUSION EACH ADDITIONAL HOUR,96361,193.0,260,4422,Southern California Hospital at Hollywood,2019
132,3600350,INJECTION SQ OR IM,96371,88.0,260,4422,Southern California Hospital at Hollywood,2019
133,3600351,IV PUSH (IVP) 1ST,96374,193.0,260,4422,Southern California Hospital at Hollywood,2019
134,3603110,TRANSFUSION BLD/BLD COMPONENT,36430,1047.0,391,4422,Southern California Hospital at Hollywood,2019
135,3603444,IV INF T/P/D EA ADD HR,96366,220.0,260,4422,Southern California Hospital at Hollywood,2019
136,3609195,"PHLEBOTOMY, THERAPUETIC",99195,108.0,940,4422,Southern California Hospital at Hollywood,2019
137,3700000,4040 ANESTHESIA,,0.0,272,4450,Southern California Hospital at Hollywood,2019
138,3700003,ANESTH BLOCK 1 HOUR,,912.0,370,4450,Southern California Hospital at Hollywood,2019
139,3700004,ANESTHESIA 1 HOUR,,3675.0,370,4450,Southern California Hospital at Hollywood,2019
140,3700006,ANESTHESIA ADD'L 15MIN,,914.0,370,4450,Southern California Hospital at Hollywood,2019
141,3700226,ANESTH BLOCK ADD'L 15MIN,,241.0,370,4450,Southern California Hospital at Hollywood,2019
142,3703010,MAC 1ST HR,,1816.0,370,4450,Southern California Hospital at Hollywood,2019
143,3703027,MAC ADD'L 15 MIN,,481.0,370,4450,Southern California Hospital at Hollywood,2019
144,3708999,ANESTHESIA MISC,,0.0,370,4450,Southern California Hospital at Hollywood,2019
145,4000000,4050 C/S IMPLANTS CV,,0.0,278,4470,Southern California Hospital at Hollywood,2019
146,4100001,SODIUM URINE,84300,133.0,300,4500,Southern California Hospital at Hollywood,2019
147,4100002,MICROALBUMIN/CREAT PANEL,82043,170.0,300,4500,Southern California Hospital at Hollywood,2019
148,4100004,ELECTROLYTE PANEL,80051,191.0,300,4500,Southern California Hospital at Hollywood,2019
149,4100031,VANCOMYCIN RANDOM,80202,403.0,300,4500,Southern California Hospital at Hollywood,2019
150,4100032,VANCOMYCIN PEAK,80202,403.0,300,4500,Southern California Hospital at Hollywood,2019
151,4100033,VANCOMYCIN TROUGH,80202,403.0,300,4500,Southern California Hospital at Hollywood,2019
152,4100056,CBC WITHOUT DIFFERENTIAL,85027,318.0,300,4500,Southern California Hospital at Hollywood,2019
153,4100062,LIPID PANEL,80061,365.0,300,4500,Southern California Hospital at Hollywood,2019
154,4100069,RENAL FUNCTION PANEL,80069,1173.0,300,4500,Southern California Hospital at Hollywood,2019
155,4100074,ACUTE HEPATITIS PANEL,80074,1287.0,300,4500,Southern California Hospital at Hollywood,2019
156,4100109,HEPATIC FUNCTION PANEL,80076,1099.0,300,4500,Southern California Hospital at Hollywood,2019
157,4100111,COMP METABOLIC PANEL,80053,990.0,300,4500,Southern California Hospital at Hollywood,2019
158,4100166,BASIC METABOLIC PANEL,80048,801.0,300,4500,Southern California Hospital at Hollywood,2019
159,4100307,DRUG TEST 8-14 PRESUMP NOT OPT,80307,1117.0,300,4500,Southern California Hospital at Hollywood,2019
160,4100434,DRUG SCR MULTI DRUG CLASS URINE,G0434,110.0,300,4500,Southern California Hospital at Hollywood,2019
161,4101000,URINE MICROSCOPY STUDY,81000,248.0,300,4500,Southern California Hospital at Hollywood,2019
162,4101001,"URINALYSIS W/O MICROSCOPY, AUTOMATED",81003,312.0,300,4500,Southern California Hospital at Hollywood,2019
163,4101005,UA QUAL/SEMIQUANT,81005,78.0,300,4500,Southern California Hospital at Hollywood,2019
164,4101015,URINALYSIS MICRO ONLY,81015,83.0,300,4500,Southern California Hospital at Hollywood,2019
165,4101098,UA SPEC GRAV NON AUTO,81002,71.0,300,4500,Southern California Hospital at Hollywood,2019
166,4101307,SALICYLATE,80307,298.0,300,4500,Southern California Hospital at Hollywood,2019
167,4102009,KETONES SERUM QUAL,82009,123.0,300,4500,Southern California Hospital at Hollywood,2019
168,4102010,BETA-HYDROXYBUTYRATE TEST,82010,45.0,300,4500,Southern California Hospital at Hollywood,2019
169,4102040,ALBUMIN SERUM,82040,135.0,300,4500,Southern California Hospital at Hollywood,2019
170,4102045,BODY FLUID ALBUMIN,82042,213.0,300,4500,Southern California Hospital at Hollywood,2019
171,4102137,THEOPHYLLINE,80198,385.0,300,4500,Southern California Hospital at Hollywood,2019
172,4102139,AMIKACIN,80150,78.0,300,4500,Southern California Hospital at Hollywood,2019
173,4102140,AMMONIA,82140,236.0,300,4500,Southern California Hospital at Hollywood,2019
174,4102149,AMYLASE FLUID,82150,398.0,300,4500,Southern California Hospital at Hollywood,2019
175,4102150,AMYLASE,82150,284.0,300,4500,Southern California Hospital at Hollywood,2019
176,4102151,AMYLASE URINE,82150,162.0,300,4500,Southern California Hospital at Hollywood,2019
177,4102152,AMYLASE URINE TIMED,82150,227.0,300,4500,Southern California Hospital at Hollywood,2019
178,4102250,BILIRUBIN TOTAL,82247,137.0,300,4500,Southern California Hospital at Hollywood,2019
179,4102253,BILIRUBIN DIRECT,82248,152.0,300,4500,Southern California Hospital at Hollywood,2019
180,4102271,OCCULT BLOOD FECES,82270,92.0,300,4500,Southern California Hospital at Hollywood,2019
181,4102272,OCCULT BLD FECES ONE SPC,82272,81.0,300,4500,Southern California Hospital at Hollywood,2019
182,4102273,OCCULT BLD OTHR SOURCE,82271,86.0,300,4500,Southern California Hospital at Hollywood,2019
183,4102307,ACETAMINOPHEN,80307,298.0,300,4500,Southern California Hospital at Hollywood,2019
184,4102310,CALCIUM,82310,140.0,300,4500,Southern California Hospital at Hollywood,2019
185,4102311,PREGNANCY URINE ER,84703,214.0,300,4500,Southern California Hospital at Hollywood,2019
186,4102314,SER PREG HCG QL,84703,389.0,300,4500,Southern California Hospital at Hollywood,2019
187,4102320,C-REACTIVE PROTEIN HS,86141,67.0,300,4500,Southern California Hospital at Hollywood,2019
188,4102330,CALCIUM IONIZED,82330,153.0,300,4500,Southern California Hospital at Hollywood,2019
189,4102340,CALCIUM URINE QUAN,82340,212.0,300,4500,Southern California Hospital at Hollywood,2019
190,4102341,CALCIUM URINE 24HR,82340,212.0,300,4500,Southern California Hospital at Hollywood,2019
191,4102372,CARBAMAZAPINE,80156,395.0,300,4500,Southern California Hospital at Hollywood,2019
192,4102374,CARBON DIOXIDE,82374,186.0,300,4500,Southern California Hospital at Hollywood,2019
193,4102436,CHLORIDE URINE,82436,137.0,300,4500,Southern California Hospital at Hollywood,2019
194,4102437,URINE CHLORIDE 24HR,82436,223.0,300,4500,Southern California Hospital at Hollywood,2019
195,4102438,CHLORIDE OTHER SOURCE,82438,214.0,300,4500,Southern California Hospital at Hollywood,2019
196,4102439,CHLORIDE,82435,175.0,300,4500,Southern California Hospital at Hollywood,2019
197,4102465,CHOLESTEROL TOTAL,82465,152.0,300,4500,Southern California Hospital at Hollywood,2019
198,4102476,LDL CHOLESTOROL,83721,83.0,300,4500,Southern California Hospital at Hollywood,2019
199,4102477,CHOLESTEROL HDL,83718,258.0,300,4500,Southern California Hospital at Hollywood,2019
200,4102533,CORTISOL TOTAL,82533,212.0,300,4500,Southern California Hospital at Hollywood,2019
201,4102550,CREATINE KINASE TOTAL,82550,258.0,300,4500,Southern California Hospital at Hollywood,2019
202,4102552,CK ISOENZYMES,82552,39.0,300,4500,Southern California Hospital at Hollywood,2019
203,4102553,CK MB FRACTION,82553,347.0,300,4500,Southern California Hospital at Hollywood,2019
204,4102565,CREATININE BLOOD,82565,140.0,300,4500,Southern California Hospital at Hollywood,2019
205,4102568,CREATININE URINE 24HR,82570,151.0,300,4500,Southern California Hospital at Hollywood,2019
206,4102573,CREATININE OTHER SOURCE,82570,151.0,300,4500,Southern California Hospital at Hollywood,2019
207,4102575,CREATININE CLEARANCE,82575,257.0,300,4500,Southern California Hospital at Hollywood,2019
208,4102590,VITAMIN D; 25 HYDROXY,82306,154.0,300,4500,Southern California Hospital at Hollywood,2019
209,4102611,CYANOCOBLMN(VIT B12),82607,410.0,300,4500,Southern California Hospital at Hollywood,2019
210,4102643,DIGOXIN,80162,361.0,300,4500,Southern California Hospital at Hollywood,2019
211,4102655,PHENYTOIN TOTAL,80185,360.0,300,4500,Southern California Hospital at Hollywood,2019
212,4102726,FERRITIN,82728,370.0,300,4500,Southern California Hospital at Hollywood,2019
213,4102731,ASSAY OF FETAL FIBRONECTIN,82731,706.0,300,4500,Southern California Hospital at Hollywood,2019
214,4102746,FOLIC ACID,82746,400.0,300,4500,Southern California Hospital at Hollywood,2019
215,4102945,GLUCOSE BODY FLUID,82945,150.0,300,4500,Southern California Hospital at Hollywood,2019
216,4102946,GLUCOSE URINE RANDOM,82945,107.0,300,4500,Southern California Hospital at Hollywood,2019
217,4102947,GLUCOSE QUANT,82947,107.0,300,4500,Southern California Hospital at Hollywood,2019
218,4102950,GLUCOSE POST DOSE,82950,291.0,300,4500,Southern California Hospital at Hollywood,2019
219,4102954,GLUCOSE QUANT URINE,82945,167.0,300,4500,Southern California Hospital at Hollywood,2019
220,4102957,ACCUCHEK GLUCOSE,82948,109.0,300,4500,Southern California Hospital at Hollywood,2019
221,4102958,GLUCOSE CSF,82945,107.0,300,4500,Southern California Hospital at Hollywood,2019
222,4102980,GGT,82977,196.0,300,4500,Southern California Hospital at Hollywood,2019
223,4102994,HEMOGLOBIN GLYCATED,83036,264.0,300,4500,Southern California Hospital at Hollywood,2019
224,4103001,GENTAMICIN PEAK,80170,445.0,300,4500,Southern California Hospital at Hollywood,2019
225,4103002,GENTAMICIN TROUGH,80170,445.0,300,4500,Southern California Hospital at Hollywood,2019
226,4103003,INFLUENZA AB SCREEN,87804,262.0,300,4500,Southern California Hospital at Hollywood,2019
227,4103004,GENTAMYCIN RANDOM,80170,445.0,300,4500,Southern California Hospital at Hollywood,2019
228,4103006,H PYLORI BRTH TST,83013,308.0,300,4500,Southern California Hospital at Hollywood,2019
229,4103007,H PYLORI DRUG ADMIN,83014,46.0,300,4500,Southern California Hospital at Hollywood,2019
230,4103013,GONADTOPN CHRONC(HCG)QL,84703,204.0,300,4500,Southern California Hospital at Hollywood,2019
231,4103014,GONADTOPN CHORNC(HCG)QNT,84702,389.0,300,4500,Southern California Hospital at Hollywood,2019
232,4103307,ALCOHOL ETHYL,80307,412.0,300,4500,Southern California Hospital at Hollywood,2019
233,4103512,IG-A SERUM,82784,165.0,300,4500,Southern California Hospital at Hollywood,2019
234,4103514,IG-G SERUM,82784,165.0,300,4500,Southern California Hospital at Hollywood,2019
235,4103515,IG-M SERUM,82784,150.0,300,4500,Southern California Hospital at Hollywood,2019
236,4103516,HEPATITIS B CORE AB (IGM),86705,90.0,300,4500,Southern California Hospital at Hollywood,2019
237,4103519,IG-G FLUID,82784,231.0,300,4500,Southern California Hospital at Hollywood,2019
238,4103527,B-TYP NATRIURETC PEPTIDE,83880,429.0,300,4500,Southern California Hospital at Hollywood,2019
239,4103531,THYROXINE FREE,84439,189.0,300,4500,Southern California Hospital at Hollywood,2019
240,4103538,TRIIODTHYRNIN TOTAL T3,84480,339.0,300,4500,Southern California Hospital at Hollywood,2019
241,4103539,FREE ASSAY (FT-3),84481,88.0,300,4500,Southern California Hospital at Hollywood,2019
242,4103540,IRON,83540,176.0,300,4500,Southern California Hospital at Hollywood,2019
243,4103550,IRON BINDING CAPCTY,83550,201.0,300,4500,Southern California Hospital at Hollywood,2019
244,4103605,LACTATE(LACTIC ACID),83605,165.0,300,4500,Southern California Hospital at Hollywood,2019
245,4103615,LDH-LACTIC DEHYDROGENASE,83615,213.0,300,4500,Southern California Hospital at Hollywood,2019
246,4103616,LACTATE DEHYDROGN (LDH),83615,164.0,300,4500,Southern California Hospital at Hollywood,2019
247,4103690,LIPASE,83690,187.0,300,4500,Southern California Hospital at Hollywood,2019
248,4103725,LITHIUM,80178,211.0,300,4500,Southern California Hospital at Hollywood,2019
249,4103735,MAGNESIUM,83735,248.0,300,4500,Southern California Hospital at Hollywood,2019
250,4103930,OSMOLALITY BLOOD,83930,180.0,300,4500,Southern California Hospital at Hollywood,2019
251,4103935,OSMOLALITY URINE,83935,180.0,300,4500,Southern California Hospital at Hollywood,2019
252,4103980,PH BODY FLUID EXCEPT BLD,83986,115.0,300,4500,Southern California Hospital at Hollywood,2019
253,4104010,PTH INTACT,83970,137.58,300,4500,Southern California Hospital at Hollywood,2019
254,4104020,PHENOBARBITAL,80184,311.0,300,4500,Southern California Hospital at Hollywood,2019
255,4104075,PHOSPHATASE ALKALINE,84075,141.0,300,4500,Southern California Hospital at Hollywood,2019
256,4104100,PHOSPHORUS,84100,152.0,300,4500,Southern California Hospital at Hollywood,2019
257,4104102,PHOSPHORUS URINE,84105,205.0,300,4500,Southern California Hospital at Hollywood,2019
258,4104112,EVAL AMNIOTIC FLUID PROTEIN,84112,286.0,300,4500,Southern California Hospital at Hollywood,2019
259,4104132,POTASSIUM SERUM,84132,125.0,300,4500,Southern California Hospital at Hollywood,2019
260,4104133,POTASSIUM URINE,84133,117.0,300,4500,Southern California Hospital at Hollywood,2019
261,4104134,POTASSIUM URINE 24HR,84133,217.0,300,4500,Southern California Hospital at Hollywood,2019
262,4104143,NAPA & PROCAINAMIDE,80192,612.0,300,4500,Southern California Hospital at Hollywood,2019
263,4104154,PROTEIN OTHER SOURCES,84157,259.0,300,4500,Southern California Hospital at Hollywood,2019
264,4104155,PROTEIN TOTAL,84155,100.0,300,4500,Southern California Hospital at Hollywood,2019
265,4104156,PROTEIN URINE RANDOM,84156,100.0,300,4500,Southern California Hospital at Hollywood,2019
266,4104176,PRE-ALBUMIN,84134,125.0,300,4500,Southern California Hospital at Hollywood,2019
267,4104180,PROTEIN URINE QUAN 24 HR,84156,119.0,300,4500,Southern California Hospital at Hollywood,2019
268,4104196,PROTEIN SPINAL FLUID,84157,100.0,300,4500,Southern California Hospital at Hollywood,2019
269,4104200,PROTHROMBIN TIME SUBST,85611,129.0,300,4500,Southern California Hospital at Hollywood,2019
