,CDM,Description,Price,TYPE,NOTE,Hospital,Year
31,38002176,CATH CENTEZE 5FR 7CM 19GA,72.0,0,,Corona Regional Medical Center,2019
32,38002317,BANDAGE PREVENA KIT 13CM,1416.0,0,,Corona Regional Medical Center,2019
33,38002358,IMPLANT BREAST COHESIVE3 620CC,3933.0,0,,Corona Regional Medical Center,2019
34,38002440,GRAFT PURAPLY AM 5X5CM,9152.0,0,,Corona Regional Medical Center,2019
35,38002457,GRAFT PURAPLY AM 2X2CM,2145.0,0,,Corona Regional Medical Center,2019
36,38002465,GRAFT PURAPLY AM 2X4CM,2717.0,0,,Corona Regional Medical Center,2019
37,38002556,CATH ZELANTE OTW 035X8FX105,8945.0,0,,Corona Regional Medical Center,2019
38,38002739,KWIRE SMOOTH 0.9X150MM,121.0,0,,Corona Regional Medical Center,2019
39,38002796,PLATE CERV ANT 26MM SONOMA,3845.0,0,,Corona Regional Medical Center,2019
40,38002887,ROD SPINAL CRV 5.5X35MM,609.0,0,,Corona Regional Medical Center,2019
41,38002903,SCREW CANN SHORT 2X16MM,921.0,0,,Corona Regional Medical Center,2019
42,38002911,SCREW CANN SHORT 3.5X44MM,985.0,0,,Corona Regional Medical Center,2019
43,38002952,SCREW TUFFNEK LCK PLATE 2.7X14,857.0,0,,Corona Regional Medical Center,2019
44,38002960,SCREW TUFFNEK LCK PLATE 2.7X19,857.0,0,,Corona Regional Medical Center,2019
45,38002978,SCREW TUFFNEK LCK PLATE 3.5X26,890.0,0,,Corona Regional Medical Center,2019
46,38002994,SCREW SPINE T THD 5.5MM SET TI,379.0,0,,Corona Regional Medical Center,2019
47,38003604,NAIL 130D 12X340MM RT CANN,6480.0,0,,Corona Regional Medical Center,2019
48,38004297,SHEATH NAV HD 12/14FR 36CM,394.0,0,,Corona Regional Medical Center,2019
49,38004305,SHEATH NAV HD 12/14FR 46CM,394.0,0,,Corona Regional Medical Center,2019
50,38004313,SHEATH NAV HD 13/15FR 36CM,394.0,0,,Corona Regional Medical Center,2019
51,38004446,NAIL 130D 10X400MM RT CANN,6480.0,0,,Corona Regional Medical Center,2019
52,38005583,CATH SWAN-GANZ S TIP 7FR,187.0,0,,Corona Regional Medical Center,2019
53,38005609,STENT 5X200MMX130CM INNOVA,7340.0,0,,Corona Regional Medical Center,2019
54,38005641,COMPONENT GLENOID RT LG PEG,9175.0,0,,Corona Regional Medical Center,2019
55,38006003,COMPONENT BIPOL MOD 53X28MM,1430.0,0,,Corona Regional Medical Center,2019
56,38006557,MATRIX NEOCORE OSTEO 20CC,10136.0,0,,Corona Regional Medical Center,2019
57,38006607,SCREW CORT 7X45MM,3359.0,0,,Corona Regional Medical Center,2019
58,38006953,FEMUR PRO 2 FEM STEM S23,6432.0,0,,Corona Regional Medical Center,2019
59,38007225,STENT DES SYNERGY2 MONO 2.25X8,3146.0,0,,Corona Regional Medical Center,2019
60,38007233,STENT DES SYNEGY2 MONO 2.25X12,3146.0,0,,Corona Regional Medical Center,2019
61,38007241,STENT DES SYNRGY2 MONO 2.25X16,3146.0,0,,Corona Regional Medical Center,2019
62,38007258,STENT DES SYNEGY2 MONO 2.25X20,3146.0,0,,Corona Regional Medical Center,2019
63,38007266,STENT DES SYNEGY2 MONO 2.25X24,3146.0,0,,Corona Regional Medical Center,2019
64,38007274,STENT DES SYNEGY2 MONO 2.25X28,3146.0,0,,Corona Regional Medical Center,2019
65,38007282,STENT DES SYNEGY2 MONO 2.25X32,3146.0,0,,Corona Regional Medical Center,2019
66,38007290,STENT DES SYNEGY2 MONO 2.25X38,3146.0,0,,Corona Regional Medical Center,2019
67,38007308,STENT DES SYNERGY2 MONO 2.5X8,3146.0,0,,Corona Regional Medical Center,2019
68,38007316,STENT DES SYNERGY2 MONO 2.5X12,3146.0,0,,Corona Regional Medical Center,2019
69,38007324,STENT DES SYNERGY2 MONO 2.5X16,3146.0,0,,Corona Regional Medical Center,2019
70,38007332,STENT DES SYNERGY2 MONO 2.5X20,3146.0,0,,Corona Regional Medical Center,2019
71,38007340,STENT DES SYNERGY2 MONO 2.5X24,3146.0,0,,Corona Regional Medical Center,2019
72,38007357,STENT DES SYNERGY2 MONO 2.5X28,3146.0,0,,Corona Regional Medical Center,2019
73,38007365,STENT DES SYNERGY2 MONO 2.5X32,3146.0,0,,Corona Regional Medical Center,2019
74,38007373,STENT DES SYNERGY2 MONO 2.5X38,3146.0,0,,Corona Regional Medical Center,2019
75,38007381,STENT DES SYNEGY2 MONO 2.75X8,3146.0,0,,Corona Regional Medical Center,2019
76,38007399,STENT DES SYNEGY2 MONO 2.75X12,3146.0,0,,Corona Regional Medical Center,2019
77,38007407,STENT DES SYNEGY2 MONO 2.75X16,3146.0,0,,Corona Regional Medical Center,2019
78,38007415,STENT DES SYNEGY2 MONO 2.75X20,3146.0,0,,Corona Regional Medical Center,2019
79,38007423,STENT DES SYNEGY2 MONO 2.75X24,3146.0,0,,Corona Regional Medical Center,2019
80,38007449,STENT DES SYNEGY2 MONO 2.75X32,3146.0,0,,Corona Regional Medical Center,2019
81,38007456,STENT DES SYNEGY2 MONO 2.75X38,3146.0,0,,Corona Regional Medical Center,2019
82,38007464,STENT DES SYNERGY2 MONO 3X8MM,3146.0,0,,Corona Regional Medical Center,2019
83,38007472,STENT DES SYNERGY2 MONO 3X12MM,3146.0,0,,Corona Regional Medical Center,2019
84,38007480,STENT DES SYNERGY2 MONO 3X16MM,3146.0,0,,Corona Regional Medical Center,2019
85,38007498,STENT DES SYNERGY2 MONO 3X20MM,3146.0,0,,Corona Regional Medical Center,2019
86,38007506,STENT DES SYNERGY2 MONO 3X24MM,3146.0,0,,Corona Regional Medical Center,2019
87,38007514,STENT DES SYNERGY2 MONO 3X28MM,3146.0,0,,Corona Regional Medical Center,2019
88,38007522,STENT DES SYNERGY2 MONO 3X32MM,3146.0,0,,Corona Regional Medical Center,2019
89,38007530,STENT DES SYNERGY2 MONO 3X38MM,3146.0,0,,Corona Regional Medical Center,2019
90,38007548,STENT DES SYNERGY2 MONO 3.5X8,3146.0,0,,Corona Regional Medical Center,2019
91,38007555,STENT DES SYNERGY2 MONO 3.5X12,3146.0,0,,Corona Regional Medical Center,2019
92,38007563,STENT DES SYNERGY2 MONO 3.5X16,3146.0,0,,Corona Regional Medical Center,2019
93,38007571,STENT DES SYNERGY2 MONO 3.5X20,3146.0,0,,Corona Regional Medical Center,2019
94,38007589,STENT DES SYNERGY2 MONO 3.5X24,3146.0,0,,Corona Regional Medical Center,2019
95,38007597,STENT DES SYNERGY2 MONO 3.5X28,3146.0,0,,Corona Regional Medical Center,2019
96,38007605,STENT DES SYNERGY2 MONO 3.5X32,3146.0,0,,Corona Regional Medical Center,2019
97,38007613,STENT DES SYNERGY2 MONO 3.5X38,3146.0,0,,Corona Regional Medical Center,2019
98,38007621,STENT DES SYNERGY2 MONO 4X8MM,3146.0,0,,Corona Regional Medical Center,2019
99,38007639,STENT DES SYNERGY2 MONO 4X12MM,3146.0,0,,Corona Regional Medical Center,2019
100,38007647,STENT DES SYNERGY2 MONO 4X16MM,3146.0,0,,Corona Regional Medical Center,2019
101,38007654,STENT DES SYNERGY2 MONO 4X20MM,3146.0,0,,Corona Regional Medical Center,2019
102,38007662,STENT DES SYNERGY2 MONO 4X24MM,3146.0,0,,Corona Regional Medical Center,2019
103,38007670,STENT DES SYNERGY2 MONO 4X28MM,3146.0,0,,Corona Regional Medical Center,2019
104,38007688,STENT DES SYNERGY2 MONO 4X32MM,3146.0,0,,Corona Regional Medical Center,2019
105,38007696,STENT DES SYNERGY2 MONO 4X38MM,3146.0,0,,Corona Regional Medical Center,2019
106,38008322,SUTURE ANCHOR 3.5MM,1359.0,0,,Corona Regional Medical Center,2019
107,38008397,CATH ENSNARE 27-45MMX120CM,1399.0,0,,Corona Regional Medical Center,2019
108,38008421,NAIL CANN TFNA 11MM 130D LT TI,6808.0,0,,Corona Regional Medical Center,2019
109,38008561,STENT SUPERA 6FX6X150MMX120CM,4846.0,0,,Corona Regional Medical Center,2019
110,38009213,PLATE 2.7/3.5MM OLE 2H RT 73MM,2631.0,0,,Corona Regional Medical Center,2019
111,38009445,CATH ANGIO 5FX90CM UAC,77.0,0,,Corona Regional Medical Center,2019
112,38009528,SUTURE BTB TIGHTROPE,1273.0,0,,Corona Regional Medical Center,2019
113,38009932,ORTHOSIS 8-.25IN FINGR EXTENDR,243.0,0,,Corona Regional Medical Center,2019
114,38011052,IMPLANT 27X12X11MM TLIF,7744.0,0,,Corona Regional Medical Center,2019
115,38011102,ORTHOSIS ELBOW 9IN PED LG,312.0,0,,Corona Regional Medical Center,2019
116,38011110,ORTHOSIS 1 LT HAND HOOK-LOOP,218.0,0,,Corona Regional Medical Center,2019
117,38011243,COLLAR CERV LO CONTOUR 3X22,21.0,0,,Corona Regional Medical Center,2019
118,38011714,KNEE IMMOBILIZER 3PANEL 16IN,72.0,0,,Corona Regional Medical Center,2019
119,38011722,KNEE IMMOBILIZER 3PANEL 19IN,56.0,0,,Corona Regional Medical Center,2019
120,38011748,KNEE IMMOBILIZER 3PANEL 24IN,58.0,0,,Corona Regional Medical Center,2019
121,38011763,ANKLE STIRRUP AIR 10IN STD,49.0,0,,Corona Regional Medical Center,2019
122,38011805,IMMOBILIZER SHLDER W/WAIST  L,24.0,0,,Corona Regional Medical Center,2019
123,38011813,IMMOBILIZER SHLDER W/WAIST  M,24.0,0,,Corona Regional Medical Center,2019
124,38011839,IMMOBILIZER SHLDER W/WAIST  XL,24.0,0,,Corona Regional Medical Center,2019
125,38012498,ACETABULAR SYS CUP 3H 64MM,2503.0,0,,Corona Regional Medical Center,2019
126,38012597,LINER HOOD ESCALDE +0 36/64-70,1573.0,0,,Corona Regional Medical Center,2019
127,38013249,STENT DES SYNERGY MONO 2.75X28,3146.0,0,,Corona Regional Medical Center,2019
128,38014221,SCREW TFNA 80MM STERILE,2452.0,0,,Corona Regional Medical Center,2019
129,38014429,CATH ADMIRAL EXTREME 4X40X80,307.0,0,,Corona Regional Medical Center,2019
130,38014502,HIP FEM LAT O/S P2 POR COAT 5,2830.0,0,,Corona Regional Medical Center,2019
131,38014569,NAIL 130D RT CANN TFNA 10X420,5833.0,0,,Corona Regional Medical Center,2019
132,38015400,GRAFT 25X20CM STRATTICE PERF,42465.0,0,,Corona Regional Medical Center,2019
133,38015517,NAIL 130D LT 10X320 CANN TFNA,2572.0,0,,Corona Regional Medical Center,2019
134,38016309,NAIL 10X400MM 130D T1 CANN LT,5833.0,0,,Corona Regional Medical Center,2019
135,38016929,SCREW CANC F THD 4X65MM,146.0,0,,Corona Regional Medical Center,2019
136,38017422,GRAFT SORRENTO BONE SUB STRIP,4085.0,0,,Corona Regional Medical Center,2019
137,38017430,INTERBODY ALIF 8D 28X25X13,6292.0,0,,Corona Regional Medical Center,2019
138,38017448,INTERBODY ALIF 8D 28X25X15,7744.0,0,,Corona Regional Medical Center,2019
139,38018966,AICD INVENTRA DX,39182.0,0,,Corona Regional Medical Center,2019
140,38018974,AICD IPERIA DR-T DF-4,52428.0,0,,Corona Regional Medical Center,2019
141,38018982,AICD IPERIA DR-T DF-1,40755.0,0,,Corona Regional Medical Center,2019
142,38018990,AICD IPERIA DX,51555.0,0,,Corona Regional Medical Center,2019
143,38019113,CATH ASPIR INDIGO STR 3.4FX150,3204.0,0,,Corona Regional Medical Center,2019
144,38019394,SCREW MINI CANN 3.5X40 NO HD,987.0,0,,Corona Regional Medical Center,2019
145,38019402,SCREW LCK PLATE 2.7X22MM,758.0,0,,Corona Regional Medical Center,2019
146,38019410,SCREW NO LCK PLATE 2.7X13MM,615.0,0,,Corona Regional Medical Center,2019
147,38019428,SCREW NO LCK PLATE 2.7X24MM,615.0,0,,Corona Regional Medical Center,2019
148,38019436,SCREW CANN NO HD 4X38MM,1100.0,0,,Corona Regional Medical Center,2019
149,38019444,PLATE LAPIDUS 4H STD COMPRS LT,6252.0,0,,Corona Regional Medical Center,2019
150,38019477,KWIRE DBL ENDED 035X5IN,69.0,0,,Corona Regional Medical Center,2019
151,38019493,SCREW NO HD 2.5X24MM DARTFIRE,630.0,0,,Corona Regional Medical Center,2019
152,38019527,IMPLANT CERV ALIF 28X25X13 8D,7746.0,0,,Corona Regional Medical Center,2019
153,38020079,COMPONENT FEM CEM 3,15054.0,0,,Corona Regional Medical Center,2019
154,38020087,HEAD FEM BIPOLAR 40MM CBLT,1137.0,0,,Corona Regional Medical Center,2019
155,38020228,GRAFT VASC POLY 14X7,2126.0,0,,Corona Regional Medical Center,2019
156,38021010,NAIL FEM 130D TROCH 10X300 TI,8298.0,0,,Corona Regional Medical Center,2019
157,38021044,IMPLANT TLIF SPINAL 27X12X10MM,6972.0,0,,Corona Regional Medical Center,2019
158,38021051,SCREW SPINE PED 6.5X40MM,3885.0,0,,Corona Regional Medical Center,2019
159,38021069,SCREW SPINE PED 6.5X45MM,3885.0,0,,Corona Regional Medical Center,2019
160,38021077,ROD SPINE PRECONTOUR 6.5X70MM,1678.0,0,,Corona Regional Medical Center,2019
161,38021523,CATH 8FR SOUNDSTAR ECO,9138.0,0,,Corona Regional Medical Center,2019
162,38021853,HAMMERTOE 2STEP 4.5X3X14,5593.0,0,,Corona Regional Medical Center,2019
163,38021879,SCREW GRIDLCK LCK 2.4X16MM,664.0,0,,Corona Regional Medical Center,2019
164,38021887,SCREW GRIDLCK LCK 2.4X18MM,664.0,0,,Corona Regional Medical Center,2019
165,38021895,PLATE VLC GRIDLOCK,3356.0,0,,Corona Regional Medical Center,2019
166,38021903,KW STD 062X6IN,63.0,0,,Corona Regional Medical Center,2019
167,38022679,STENT 5X100MMX130CM INNOVA,4020.0,0,,Corona Regional Medical Center,2019
168,38022992,GRAFT LAPIDUS 5H FOR 5-8MM,7257.0,0,,Corona Regional Medical Center,2019
169,38023008,SCREW NO LCK 3.5X14MM,909.0,0,,Corona Regional Medical Center,2019
170,38023016,WEDGE LAPIDUS LENGTHENING 10MM,7537.0,0,,Corona Regional Medical Center,2019
171,38023578,PROSPACE XP 8D 12X10.5X26MM,9350.0,0,,Corona Regional Medical Center,2019
172,38023917,PUTTY DBM 10CC BIOREADY,5265.0,0,,Corona Regional Medical Center,2019
173,38024832,STENT ADVANIX 5FRX5CM,587.0,0,,Corona Regional Medical Center,2019
174,38024873,VALVE INLINE W/SIPHON CERTAS+,13346.0,0,,Corona Regional Medical Center,2019
175,38025664,DRESSING OPTIFOAM GENTEL 9X9,51.0,0,,Corona Regional Medical Center,2019
176,38025672,DRESSING OPTIFOAM GENTEL 7X7,33.0,0,,Corona Regional Medical Center,2019
177,38026308,SCREW REDUCTION 3.5X12MM,2446.0,0,,Corona Regional Medical Center,2019
178,38026506,BONE 15CC OSTEOSPONGE 4-10MM,4247.0,0,,Corona Regional Medical Center,2019
179,38026555,SEGMENT FIBULA  101-150MM,1553.0,0,,Corona Regional Medical Center,2019
180,38027264,CATH VASC LUTONIX 035 4.0X60MM,4893.0,0,,Corona Regional Medical Center,2019
181,38027298,GRAFT BONE SECURESPAN 10MM,3129.0,0,,Corona Regional Medical Center,2019
182,38027306,GRAFT BONE SECURESPAN 12MM,3129.0,0,,Corona Regional Medical Center,2019
183,38027330,PLATE SECURESPAN 12MM,1487.0,0,,Corona Regional Medical Center,2019
184,38027348,PLATE SECURESPAN 8MM,1487.0,0,,Corona Regional Medical Center,2019
185,38027355,SCREW SECURESPAN ALLOGRAFT,308.0,0,,Corona Regional Medical Center,2019
186,38027371,SCREW SECURESPAN 2X8MM,308.0,0,,Corona Regional Medical Center,2019
187,38028643,CATH SWAN GANZ 7.5FX110CM,524.0,0,,Corona Regional Medical Center,2019
188,38028726,GRAFT VASC 18X9MMX50CM BOVINE,2128.0,0,,Corona Regional Medical Center,2019
189,38030300,LEAD ACUITY X4 STRGT IS4 86CM,7340.0,0,,Corona Regional Medical Center,2019
190,38030631,SCREW CANC ESCALADE 6.5X15,376.0,0,,Corona Regional Medical Center,2019
191,38030680,STENT DES ZILVER 6X40MM PTX,3361.0,0,,Corona Regional Medical Center,2019
192,38030706,STENT DES ZILVER 6X100MM PTX,5134.0,0,,Corona Regional Medical Center,2019
193,38030714,STENT DES ZILVER 6X100MM PTX,5706.0,0,,Corona Regional Medical Center,2019
194,38030821,STENT DES ZILVER 8X80MM PTX,5134.0,0,,Corona Regional Medical Center,2019
195,38031001,CATH 1.25MMX60CM DIAMONBACK,10788.0,0,,Corona Regional Medical Center,2019
196,38031159,SCREW CANN PED EXT 6.5X40MM,3179.0,0,,Corona Regional Medical Center,2019
197,38031274,DEFIB AMPLIA MRI DTMB1D4,54340.0,0,,Corona Regional Medical Center,2019
198,38031563,IMPLANT PROSPCE XP 9X8.5X26 5D,3270.0,0,,Corona Regional Medical Center,2019
199,38031787,ROD PREBENT 50MM,219.0,0,,Corona Regional Medical Center,2019
200,38031902,IMPLANT TOE 0D 6.5X4X13MM PRO,1060.0,0,,Corona Regional Medical Center,2019
201,38032215,GRAFT DBM 5CC FRZ DRIED,3072.0,0,,Corona Regional Medical Center,2019
202,38032306,RELOAD RELIATACK W 5 DEEP,406.0,0,,Corona Regional Medical Center,2019
203,38032603,TENDON SPEEDGRAFT 245X9,7388.0,0,,Corona Regional Medical Center,2019
204,38032827,LEAD ACUITY X4 86CM,7340.0,0,,Corona Regional Medical Center,2019
205,38033338,SUTURE ACL TIGHTROPE RT,1177.0,0,,Corona Regional Medical Center,2019
206,38033684,SPACER INTERSPACE TPR WDG 46MM,14645.0,0,,Corona Regional Medical Center,2019
207,38033874,SCREW QFX 2X18MM,1158.0,0,,Corona Regional Medical Center,2019
208,38034336,LEAD NEURO LAMI SURESCAN MRI,16803.0,0,,Corona Regional Medical Center,2019
209,38035135,LEAD ACUITY X4 PASSIVE 86CM,7340.0,0,,Corona Regional Medical Center,2019
210,38035200,PIN FIXATION TEMP 20-PIN,524.0,0,,Corona Regional Medical Center,2019
211,38035267,PUTTY DBM 2CC BIOREADY,1487.0,0,,Corona Regional Medical Center,2019
212,38038477,DRESSING HUMIFIBER 6X6IN,62.0,0,,Corona Regional Medical Center,2019
213,38038584,ROD SPINE CONTOUR 6.5X40MM,1221.0,0,,Corona Regional Medical Center,2019
214,38038717,PUTTY DBM 5CC OSTEOSELECT+,3051.0,0,,Corona Regional Medical Center,2019
215,38039087,GRAFT JRF VERSAGRAFT,4098.0,0,,Corona Regional Medical Center,2019
216,38039269,SCREW QFX 2X16MM,1158.0,0,,Corona Regional Medical Center,2019
217,38039376,SCREW PEDICLE CANN 6.5X45MM,3885.0,0,,Corona Regional Medical Center,2019
218,38040796,CRT P QUADRA ALLURE RF PM3262,18590.0,0,,Corona Regional Medical Center,2019
219,38041257,INTRODUCER 021X5FX10 GLIDESHTH,286.0,0,,Corona Regional Medical Center,2019
220,38041273,INTRODUCER 021X6FX10 GLIDESHTH,286.0,0,,Corona Regional Medical Center,2019
221,38041497,LEAD LV QRT WIDE 1458QL86,7445.0,0,,Corona Regional Medical Center,2019
222,38042727,ROD SPINE PRECONTOUR 6.5X50,1221.0,0,,Corona Regional Medical Center,2019
223,38042743,LEAD ACUITY X4 STRGT 95CM,7340.0,0,,Corona Regional Medical Center,2019
224,38042750,LEAD ACUITY X4 SPIRAL S 95CM,7340.0,0,,Corona Regional Medical Center,2019
225,38042768,LEAD ACUITY X4 SPIRAL L 95CM,7340.0,0,,Corona Regional Medical Center,2019
226,38042776,CATH CXI 2.3FX014X90X150 ANGLE,998.0,0,,Corona Regional Medical Center,2019
227,38043527,ICD QUADRA ASSURA CD3369-40Q,51838.0,0,,Corona Regional Medical Center,2019
228,38043568,ICD QUANDRA ASSURA CD3369-40C,52910.0,0,,Corona Regional Medical Center,2019
229,38043675,LEAD QUARTET LG S 75/86CM,7445.0,0,,Corona Regional Medical Center,2019
230,38043683,LEAD QUARTET SM S 75/86CM,7445.0,0,,Corona Regional Medical Center,2019
231,38043691,CARDIAC MONITOR BIOMONITOR,13442.0,0,,Corona Regional Medical Center,2019
232,38045092,LEAD INGEVITY J RA 52CM,1487.0,0,,Corona Regional Medical Center,2019
233,38045100,LEAD INGEVITY RV 59CM,1487.0,0,,Corona Regional Medical Center,2019
234,38045126,PACER ACCOLADE MRI DR L311,12870.0,0,,Corona Regional Medical Center,2019
235,38045274,LEAD INGEVITY PASSIVE 52CM,1487.0,0,,Corona Regional Medical Center,2019
236,38045282,LEAD INGEVITY J PASSIVE 45CM,1487.0,0,,Corona Regional Medical Center,2019
237,38045290,LEAD  INGEVITY ACTIVE 45CM,1487.0,0,,Corona Regional Medical Center,2019
238,38045308,LEAD  INGEVITY ACTIVE 52CM,1487.0,0,,Corona Regional Medical Center,2019
239,38045316,LEAD  INGEVITY ACTIVE 59CM,1487.0,0,,Corona Regional Medical Center,2019
240,38045530,PACER ESSENTIO MRI SR L110,13981.0,0,,Corona Regional Medical Center,2019
241,38045548,PACER ESSENTIO MRI DR L111,12710.0,0,,Corona Regional Medical Center,2019
242,38045670,FLEX HD 9X15CMX0.6-1.7MM,6522.0,0,,Corona Regional Medical Center,2019
243,38045985,GRAFT AMNIOBAND 2X2CM,2908.0,0,,Corona Regional Medical Center,2019
244,38046199,CATH IMPRESS KA2 5F 38INX65CM,58.0,0,,Corona Regional Medical Center,2019
245,38046215,CATH IMPRESS RIM 5F 035X65CM,58.0,0,,Corona Regional Medical Center,2019
246,38046389,GRAFT 2.5ML OSTEOSURGE 300C,2490.0,0,,Corona Regional Medical Center,2019
247,38046843,ROD 5.5X60MM PRELORD HEX TI,500.0,0,,Corona Regional Medical Center,2019
248,38046892,SHELL REV DYNASTY G 58MM,12256.0,0,,Corona Regional Medical Center,2019
249,38047064,PACER ACCOLADE DR L321,12869.0,0,,Corona Regional Medical Center,2019
250,38047940,DRESSING SNAP THERAPY 15X15CM,168.0,0,,Corona Regional Medical Center,2019
251,38048435,KWIRE 1.6MMX22.9CM SS,102.0,0,,Corona Regional Medical Center,2019
252,38048989,IMPLANT 27X12 TLIF TRIAL 12-15,1390.0,0,,Corona Regional Medical Center,2019
253,38048997,IMPLANT 27X12 TLIF TRIAL 8-11,1390.0,0,,Corona Regional Medical Center,2019
254,38050068,AICD IPERIA 7 HF-T DF-1 PROMRI,51480.0,0,,Corona Regional Medical Center,2019
255,38051157,CATH IMPRESS 5FR 40CM BRAID,288.0,0,,Corona Regional Medical Center,2019
256,38051223,IMPLANT TLIF 27X12X8MM KIT,8520.0,0,,Corona Regional Medical Center,2019
257,38051348,STENT PANCR BARB 5FRX7CM,587.0,0,,Corona Regional Medical Center,2019
258,38051611,BASEPLATE TIB CEM SZ2,12738.0,0,,Corona Regional Medical Center,2019
259,38053435,NAIL IM STD TIB 11X420MM T2 TI,5234.0,0,,Corona Regional Medical Center,2019
260,38053575,SHEATH LIVER BX KIT 8G 60CM,1402.0,0,,Corona Regional Medical Center,2019
261,38054110,SCREW CORT AAP LOQTEQ 3.5X12,609.0,0,,Corona Regional Medical Center,2019
262,38054128,SCREW CORT AAP LOQTEQ 3.5X18,600.0,0,,Corona Regional Medical Center,2019
263,38054136,SCREW CORT AAP 3.5X14,132.0,0,,Corona Regional Medical Center,2019
264,38054417,ICD VR VISIA MRI AF DVFB1D4,40040.0,0,,Corona Regional Medical Center,2019
265,38054672,BUTTON TIGHTROPE CONCAVE 8X12,641.0,0,,Corona Regional Medical Center,2019
266,38055000,SCREW CORT AAP 3.5X16MM,156.0,0,,Corona Regional Medical Center,2019
267,38055018,SCREW CORT AAP 3.5X18MM,132.0,0,,Corona Regional Medical Center,2019
268,38055042,IMPLANT CERV INTERBDY 15X13X5,3409.0,0,,Corona Regional Medical Center,2019
269,38055059,IMPLANT CERV INTERBDY 15X13X6,2002.0,0,,Corona Regional Medical Center,2019
270,38055158,PLATE ACRO 3.5X88 LT 7H,4198.0,0,,Corona Regional Medical Center,2019
271,38055570,CATH IMPRESS CB2 038X5FX100,58.0,0,,Corona Regional Medical Center,2019
272,38055950,GRAFT 14MM DISK AMNIOBAND,944.0,0,,Corona Regional Medical Center,2019
273,38056230,SHEATH STEER TOURGD 7FX9X45,2011.0,0,,Corona Regional Medical Center,2019
274,38056636,LEAD PROMRI SOLIA S 53,1487.0,0,,Corona Regional Medical Center,2019
275,38056818,LEAD SOLIA S STERIOD-ELUT 45CM,1487.0,0,,Corona Regional Medical Center,2019
276,38056826,LEAD PACEMAKER SOLIA S 60,1487.0,0,,Corona Regional Medical Center,2019
277,38057287,SCREW PED CANN EXT 7.5X45MM,3532.0,0,,Corona Regional Medical Center,2019
278,38058251,SCREW COMP 30 7X25 RND HEAD,1787.0,0,,Corona Regional Medical Center,2019
279,38059408,IMPLANT PHALINX HAMMERTOE 10D,4868.0,0,,Corona Regional Medical Center,2019
