,Charge Code,Description,Price,Comments,Hospital,Year
71,30003005,HC LAB ARUP MISC TEST 4 #A-98568,0.0,"Place holder, statistic, order communication, time based charge or charge panel",John Muir Behavioral Health,2019
72,30003022,HC LAB NEW BORN SCREENING COLLECTION,0.0,"Place holder, statistic, order communication, time based charge or charge panel",John Muir Behavioral Health,2019
73,30003244,"HC LAB CARBAMAZAPINE,FREE *A-90615",33.64,,John Muir Behavioral Health,2019
74,30003327,HC LAB IMMUNOPEROXIDASE,1545.51,,John Muir Behavioral Health,2019
75,30003348,"HC LAB CO-OXIMETRY (THB,O2HB,COHB,MTHB)",145.96,,John Muir Behavioral Health,2019
76,30003350,HC LAB PH-PLEURAL FLUID OR SCALP,160.15,,John Muir Behavioral Health,2019
77,30016816,LAB HOLD FOR BLOOD BANK,0.0,"Place holder, statistic, order communication, time based charge or charge panel",John Muir Behavioral Health,2019
78,30016821,LAB CAB/COURIER FEE-MANUAL CHARGE,0.0,"Place holder, statistic, order communication, time based charge or charge panel",John Muir Behavioral Health,2019
79,30016822,LAB STAT-SPECIAL PRIORITY FEE,12.05,,John Muir Behavioral Health,2019
80,30016823,LAB SPECIMEN HANDLING,169.79,,John Muir Behavioral Health,2019
81,30016825,LAB SPECIMEN HANDLING LEVEL 2,441.52,,John Muir Behavioral Health,2019
82,30016826,LAB SPECIMEN HANDLING LEVEL 3,913.76,,John Muir Behavioral Health,2019
83,30016827,LAB QUARTERLY GRAPHIC REPORT *CHRG,0.0,"Place holder, statistic, order communication, time based charge or charge panel",John Muir Behavioral Health,2019
84,30016828,LAB BASIC QTR INFECTION CONTROL *CHRG,132.48,,John Muir Behavioral Health,2019
85,30016829,LAB TEST IN QUESTION,0.0,"Place holder, statistic, order communication, time based charge or charge panel",John Muir Behavioral Health,2019
86,30016830,LAB SPECIMEN DISCARD NOTICE,0.0,"Place holder, statistic, order communication, time based charge or charge panel",John Muir Behavioral Health,2019
87,30016834,LAB TRAVEL CHARGE,1.6,,John Muir Behavioral Health,2019
88,30016835,LAB TRIP CHARGE,13.12,,John Muir Behavioral Health,2019
89,30016837,LAB STAT VENIPUNCTURE,7.23,,John Muir Behavioral Health,2019
90,30017609,"LAB FERN TEST,POC",0.0,"Place holder, statistic, order communication, time based charge or charge panel",John Muir Behavioral Health,2019
91,30017611,LAB BLOOD GAS I-STAT,0.0,"Place holder, statistic, order communication, time based charge or charge panel",John Muir Behavioral Health,2019
92,30017612,LAB BLOOD GAS POC *CHARGE ONLY,451.78,,John Muir Behavioral Health,2019
93,30017613,LAB IONIZED CALCIUM POC #CHRG ONLY,287.73,,John Muir Behavioral Health,2019
94,30017676,LAB ABO & RH TYPE,0.0,"Place holder, statistic, order communication, time based charge or charge panel",John Muir Behavioral Health,2019
95,30017765,LAB SPECIAL HANDLING TRAN.SERV.,96.41,,John Muir Behavioral Health,2019
96,30017877,LAB QUEST LAB PROCESSING FEE *N CHRG,30.53,,John Muir Behavioral Health,2019
97,30018634,LAB VDRL-CSF #H,0.0,"Place holder, statistic, order communication, time based charge or charge panel",John Muir Behavioral Health,2019
98,30018871,LAB MISC LAB TESTS*0,0.0,"Place holder, statistic, order communication, time based charge or charge panel",John Muir Behavioral Health,2019
99,30018895,LAB NEW BORN SCREENING-COLLECTION,0.0,"Place holder, statistic, order communication, time based charge or charge panel",John Muir Behavioral Health,2019
100,30030795,LAB ARTERIAL BLOOD GAS,935.52,,John Muir Behavioral Health,2019
101,30031946,LAB CANGRELOR PHLEB/PROCESS CHRG,24.9,,John Muir Behavioral Health,2019
102,30031947,"LAB CAPILLARY PUNCTURE, IP/ER",0.0,"Place holder, statistic, order communication, time based charge or charge panel",John Muir Behavioral Health,2019
103,30033297,LAB LIVER PANEL,765.39,,John Muir Behavioral Health,2019
104,30033365,"LAB URINALYSIS,COMP,ADULT",251.74,,John Muir Behavioral Health,2019
105,30033366,"LAB URINALYSIS,COMP,PED",253.89,,John Muir Behavioral Health,2019
106,30033367,"LAB URINALYSIS BASIC, ADULT",129.88,,John Muir Behavioral Health,2019
107,30033368,"LAB URINALYSIS BASIC, PED",128.28,,John Muir Behavioral Health,2019
108,30033370,LAB PH-URINE,362.61,,John Muir Behavioral Health,2019
109,30033373,LAB URINE MICROSCOPIC,122.39,,John Muir Behavioral Health,2019
110,30033377,LAB BETA-HYDROXYBUTYRATE,399.3,,John Muir Behavioral Health,2019
111,30033511,LAB VENOUS BLOOD GAS,866.1,,John Muir Behavioral Health,2019
112,30033739,LAB UROBILINOGEN IN URINE,185.33,,John Muir Behavioral Health,2019
113,30033905,LAB COCCI COMPLMNT FIX CHRGE,47.67,,John Muir Behavioral Health,2019
114,30033928,LAB COCCI IMMUNODIFFSN CHRGE,40.44,,John Muir Behavioral Health,2019
115,30034039,LAB ABO GROUP,127.21,,John Muir Behavioral Health,2019
116,30034042,LAB ABO/RH TYPE,271.55,,John Muir Behavioral Health,2019
117,30034078,LAB BLOOD BANK HOLD,0.0,"Place holder, statistic, order communication, time based charge or charge panel",John Muir Behavioral Health,2019
118,30034273,LAB URINE FOR EOSINOPHILS,303.42,,John Muir Behavioral Health,2019
119,30034275,LAB CSF CELL COUNT,303.42,,John Muir Behavioral Health,2019
120,30034277,LAB BODY FLUID CRYSTALS,146.76,,John Muir Behavioral Health,2019
121,30034278,"LAB CRYSTALS, SYNOVIAL FLUID",436.52,,John Muir Behavioral Health,2019
122,30034279,LAB CRYSTALS-TISSUE,436.52,,John Muir Behavioral Health,2019
123,30034280,"LAB CRYSTALS, MISC. FLUID",436.52,,John Muir Behavioral Health,2019
124,30034281,LAB FECES-MEAT FIBERS,122.39,,John Muir Behavioral Health,2019
125,30034283,LAB SPERM COUNT,243.7,,John Muir Behavioral Health,2019
126,30034284,LAB SEMEN ANALYSIS,452.33,,John Muir Behavioral Health,2019
127,30034876,LAB HANDLING CHARGE,34.55,,John Muir Behavioral Health,2019
128,30052274,LAB HEMAGLOBIN & HEMATOCRIT-H&H,0.0,"Place holder, statistic, order communication, time based charge or charge panel",John Muir Behavioral Health,2019
129,30052286,LAB LAB MISCELLANEOUS TEST,0.0,"Place holder, statistic, order communication, time based charge or charge panel",John Muir Behavioral Health,2019
130,30052288,LAB LAB CLINICAL (MISC),0.0,"Place holder, statistic, order communication, time based charge or charge panel",John Muir Behavioral Health,2019
131,30052291,LAB CARDIOLIPIN ABS,0.0,"Place holder, statistic, order communication, time based charge or charge panel",John Muir Behavioral Health,2019
132,30055021,LAB SPECIMEN HANDLING,0.0,"Place holder, statistic, order communication, time based charge or charge panel",John Muir Behavioral Health,2019
133,30055207,LAB MISC LAB TEST #0,0.0,"Place holder, statistic, order communication, time based charge or charge panel",John Muir Behavioral Health,2019
134,30055405,LAB PROLACTIN 84146,0.0,"Place holder, statistic, order communication, time based charge or charge panel",John Muir Behavioral Health,2019
135,30055456,LAB ARUP MISCELLANEOUS TEST #1 #A-97163,0.0,"Place holder, statistic, order communication, time based charge or charge panel",John Muir Behavioral Health,2019
136,30100002,LAB METHOTREXATE LEVEL,57.58,,John Muir Behavioral Health,2019
137,30100003,LAB PRO-BNP (NATRIURETIC PEPTIDE),1343.32,,John Muir Behavioral Health,2019
138,30100004,LAB PROCALCITONIN,126.4,,John Muir Behavioral Health,2019
139,30100025,LAB NEONATAL TRIGLYCERIDES,102.01,,John Muir Behavioral Health,2019
140,30100026,"LAB PROTEIN-UR,RAND FOR PRE-ECLAMPSIA",249.33,,John Muir Behavioral Health,2019
141,30100463,LAB DRUG SCREEN-URINE,5452.16,,John Muir Behavioral Health,2019
142,30100503,LAB STREPTOLYSIN O AB (ASO),121.85,,John Muir Behavioral Health,2019
143,30101117,HC LAB HEPATITIS BS ANTIGEN,487.94,,John Muir Behavioral Health,2019
144,30101118,HC LAB [PN] HBSAG,419.18,,John Muir Behavioral Health,2019
145,30101119,HC LAB HEPATITIS BS ANTIBODY,576.05,,John Muir Behavioral Health,2019
146,30101120,"HC LAB HEPATITIS BC ANTIBODY, TOTAL",628.55,,John Muir Behavioral Health,2019
147,30101122,"HC LAB HEPATITIS BC ANTIBODY, IGM",617.03,,John Muir Behavioral Health,2019
148,30101124,"HC LAB HEPATITIS A AB, TOTAL",642.2,,John Muir Behavioral Health,2019
149,30101126,"HC LAB HEPATITIS A AB, IGM",375.2,,John Muir Behavioral Health,2019
150,30101127,HC LAB HEPATITIS C AB,718.26,,John Muir Behavioral Health,2019
151,30101128,"HC LAB HEPATITIS, CHRONIC PANEL",0.0,"Place holder, statistic, order communication, time based charge or charge panel",John Muir Behavioral Health,2019
152,30101131,HC LAB HEPATITIS ACUTE PANEL,411.35,,John Muir Behavioral Health,2019
153,30101133,HC LAB HEPATITIS PANEL,0.0,"Place holder, statistic, order communication, time based charge or charge panel",John Muir Behavioral Health,2019
154,30101136,HC LAB FETAL FIBRONECTIN,592.39,,John Muir Behavioral Health,2019
155,30101200,HC LAB ALBUMIN,120.25,,John Muir Behavioral Health,2019
156,30101201,HC LAB AMNISURE POCT RUPTURE OF MEMBRANE,2724.66,,John Muir Behavioral Health,2019
157,30101202,HC LAB LDH-CSF,146.49,,John Muir Behavioral Health,2019
158,30101203,HC LAB INTACT PTH INTRAOPERATIVE,1797.78,,John Muir Behavioral Health,2019
159,30101204,HC LAB AMIKACIN PEAK LEVEL,848.14,,John Muir Behavioral Health,2019
160,30101205,HC LAB ONCOLOGY SCREEN,0.0,"Place holder, statistic, order communication, time based charge or charge panel",John Muir Behavioral Health,2019
161,30101206,HC LAB AMIKACIN RANDOM LEVEL,848.14,,John Muir Behavioral Health,2019
162,30101207,HC LAB AMIKACIN TROUGH LEVEL,848.14,,John Muir Behavioral Health,2019
163,30101208,HC LAB CHOLESTEROL,79.0,,John Muir Behavioral Health,2019
164,30101209,HC LAB INPATIENT CHEM PANEL A (ICPA),0.0,"Place holder, statistic, order communication, time based charge or charge panel",John Muir Behavioral Health,2019
165,30101210,HC LAB INPATIENT CHEM PANEL (B),0.0,"Place holder, statistic, order communication, time based charge or charge panel",John Muir Behavioral Health,2019
166,30101211,"HC LAB PROTEIN,TOTAL",89.18,,John Muir Behavioral Health,2019
167,30101212,HC LAB ALK PHOS/ALKALINE PHOSPHATASE,125.6,,John Muir Behavioral Health,2019
168,30101213,HC LAB CHEM PANEL O,0.0,"Place holder, statistic, order communication, time based charge or charge panel",John Muir Behavioral Health,2019
169,30101214,HC LAB MAGNESIUM,384.31,,John Muir Behavioral Health,2019
170,30101215,HC LAB PHOSPHORUS,115.15,,John Muir Behavioral Health,2019
171,30101216,HC LAB TRIGLYCERIDES,139.53,,John Muir Behavioral Health,2019
172,30101217,HC LAB URIC ACID,109.8,,John Muir Behavioral Health,2019
173,30101218,HC LAB ALT/SGPT,128.28,,John Muir Behavioral Health,2019
174,30101219,HC LAB AST/SGOT,125.6,,John Muir Behavioral Health,2019
175,30101220,HC LAB CALCIUM,124.8,,John Muir Behavioral Health,2019
176,30101221,HC LAB CREATININE,102.03,,John Muir Behavioral Health,2019
177,30101222,HC LAB UREA NITROGEN (BUN),95.87,,John Muir Behavioral Health,2019
178,30101223,"HC LAB BILIRUBIN, TOTAL",122.12,,John Muir Behavioral Health,2019
179,30101224,HC LAB ELECTROLYTES,388.59,,John Muir Behavioral Health,2019
180,30101225,HC LAB GLUCOSE,95.08,,John Muir Behavioral Health,2019
181,30101226,HC LAB CARBON DIOXIDE,118.64,,John Muir Behavioral Health,2019
182,30101227,HC LAB CHLORIDE,111.41,,John Muir Behavioral Health,2019
183,30101228,HC LAB POTASSIUM,111.41,,John Muir Behavioral Health,2019
184,30101229,HC LAB SODIUM,116.5,,John Muir Behavioral Health,2019
185,30101230,HC LAB CPK TOTAL,158.0,,John Muir Behavioral Health,2019
186,30101231,HC LAB CHEM PANEL K,0.0,"Place holder, statistic, order communication, time based charge or charge panel",John Muir Behavioral Health,2019
187,30101232,HC LAB CHLORIDE-URINE RANDOM,299.14,,John Muir Behavioral Health,2019
188,30101233,HC LAB CHLORIDE-FLUID,307.97,,John Muir Behavioral Health,2019
189,30101234,HC LAB CHLORIDE-URINE 24HRS,299.14,,John Muir Behavioral Health,2019
190,30101235,HC LAB TRAUMA CHEM PANEL,0.0,"Place holder, statistic, order communication, time based charge or charge panel",John Muir Behavioral Health,2019
191,30101236,HC LAB NEONATAL TPN PANEL-INPT ONLY,0.0,"Place holder, statistic, order communication, time based charge or charge panel",John Muir Behavioral Health,2019
192,30101237,HC LAB CHEM PANEL A,0.0,"Place holder, statistic, order communication, time based charge or charge panel",John Muir Behavioral Health,2019
193,30101238,HC LAB CHEM PANEL Q,0.0,"Place holder, statistic, order communication, time based charge or charge panel",John Muir Behavioral Health,2019
194,30101241,HC LAB DRUG SCREEN-URINE,762.17,,John Muir Behavioral Health,2019
195,30101242,HC LAB CPK W/STAT MB & ISOS IF ELEV.,515.26,,John Muir Behavioral Health,2019
196,30101245,HC LAB DRUG SCREEN WO ALCOHOL CHRG ONLY,722.01,,John Muir Behavioral Health,2019
197,30101246,HC LAB RENAL FUNCTION PANEL,961.15,,John Muir Behavioral Health,2019
198,30101247,"HC LAB DRUG SCREEN,NEONATAL-URINE",5452.0,,John Muir Behavioral Health,2019
199,30101250,HC LAB CPK W/ISOS. IF ELEVATED,158.0,,John Muir Behavioral Health,2019
200,30101251,"HC LAB ALCOHOL-URINE,QUALITATIVE",544.45,,John Muir Behavioral Health,2019
201,30101252,HC LAB GLUCOSE-FLUID,272.36,,John Muir Behavioral Health,2019
202,30101253,HC LAB GLUCOSE-METER CHECK,95.08,,John Muir Behavioral Health,2019
203,30101254,HC LAB PROTEIN-FLUID,259.24,,John Muir Behavioral Health,2019
204,30101255,HC LAB LDH-FLUID,357.52,,John Muir Behavioral Health,2019
205,30101256,HC LAB LDH-CSF,357.52,,John Muir Behavioral Health,2019
206,30101257,HC LAB SODIUM-FLUID,307.71,,John Muir Behavioral Health,2019
207,30101258,"HC LAB SODIUM-URINE,RANDOM",307.71,,John Muir Behavioral Health,2019
208,30101259,HC LAB AMYLASE-FLUID,416.71,,John Muir Behavioral Health,2019
209,30101260,HC LAB POTASSIUM-FLUID,299.14,,John Muir Behavioral Health,2019
210,30101261,HC LAB CARBON DIOXIDE-FLUID,311.19,,John Muir Behavioral Health,2019
211,30101262,HC LAB CALCIUM-FLUID,321.64,,John Muir Behavioral Health,2019
212,30101263,HC LAB UREA NITROGEN-FLUID,272.9,,John Muir Behavioral Health,2019
213,30101264,HC LAB CREATININE-FLUID,322.44,,John Muir Behavioral Health,2019
214,30101265,HC LAB GENTAMICIN-TROUGH LEVEL,902.78,,John Muir Behavioral Health,2019
215,30101266,HC LAB GENTAMICIN-PEAK LEVEL,902.78,,John Muir Behavioral Health,2019
216,30101267,HC LAB GENTAMICIN-RANDOM LEVEL,902.78,,John Muir Behavioral Health,2019
217,30101268,HC LAB LIDOCAINE LEVEL #CCIRL,259.27,,John Muir Behavioral Health,2019
218,30101269,HC LAB PROCAINAMIDE LEVEL WITH NAPA,917.51,,John Muir Behavioral Health,2019
219,30101270,HC LAB ACETAMINOPHEN LEVEL,1057.83,,John Muir Behavioral Health,2019
220,30101271,HC LAB CARBAMAZEPINE LEVEL,828.86,,John Muir Behavioral Health,2019
221,30101272,HC LAB PHENYTOIN LEVEL,776.64,,John Muir Behavioral Health,2019
222,30101273,HC LAB THEOPHYLLINE LEVEL,812.8,,John Muir Behavioral Health,2019
223,30101274,HC LAB VALPROIC ACID LEVEL,788.15,,John Muir Behavioral Health,2019
224,30101275,HC LAB DIGOXIN LEVEL,707.01,,John Muir Behavioral Health,2019
225,30101276,HC LAB ALCOHOL (ETHYL) LEVEL,578.46,,John Muir Behavioral Health,2019
226,30101277,HC LAB GGTP (GAMMA GT),174.35,,John Muir Behavioral Health,2019
227,30101278,HC LAB PCMG FIREFIGHTER BASELINE,0.0,"Place holder, statistic, order communication, time based charge or charge panel",John Muir Behavioral Health,2019
228,30101279,HC LAB IRON,375.2,,John Muir Behavioral Health,2019
229,30101280,HC LAB COMPOUND TRAUMA PANEL,0.0,"Place holder, statistic, order communication, time based charge or charge panel",John Muir Behavioral Health,2019
230,30101281,HC LAB PCMG FIREFIGHTER ANNUAL,0.0,"Place holder, statistic, order communication, time based charge or charge panel",John Muir Behavioral Health,2019
231,30101282,HC LAB LACTIC ACID (LACTATE),573.11,,John Muir Behavioral Health,2019
232,30101283,HC LAB LIPASE,391.8,,John Muir Behavioral Health,2019
233,30101284,HC LAB SALICYLATE (ASPIRIN) LEVEL,528.12,,John Muir Behavioral Health,2019
234,30101285,HC LAB C-REACTIVE PROTEIN,304.23,,John Muir Behavioral Health,2019
235,30101286,"HC LAB CRP,HIGHLY SENSITIVE(CARDIAC MKR)",748.79,,John Muir Behavioral Health,2019
236,30101287,"HC LAB CRP,NEONATAL (HIGH SENS)",740.22,,John Muir Behavioral Health,2019
237,30101288,HC LAB AMMONIA,730.04,,John Muir Behavioral Health,2019
238,30101289,HC LAB VANCOMYCIN PEAK LEVEL,788.15,,John Muir Behavioral Health,2019
239,30101290,HC LAB VANCOMYCIN TROUGH LEVEL,788.15,,John Muir Behavioral Health,2019
240,30101291,HC LAB VANCOMYCIN RANDOM LEVEL,788.15,,John Muir Behavioral Health,2019
241,30101292,HC LAB CORTROSYN(ACTH) STIMULATION,0.0,"Place holder, statistic, order communication, time based charge or charge panel",John Muir Behavioral Health,2019
242,30101293,"HC LAB CORTISOL,BASELINE",727.37,,John Muir Behavioral Health,2019
243,30101294,"HC LAB CORTISOL,30 MINUTES",727.37,,John Muir Behavioral Health,2019
244,30101295,"HC LAB CORTISOL,60 MINUTES",727.37,,John Muir Behavioral Health,2019
245,30101296,HC LAB CORTISOL LEVEL,727.37,,John Muir Behavioral Health,2019
246,30101297,HC LAB HDL CHOLESTEROL,401.45,,John Muir Behavioral Health,2019
247,30101298,HC LAB DIRECT LDL,456.07,,John Muir Behavioral Health,2019
248,30101299,HC LAB LIPOPROTEIN(A),664.7,,John Muir Behavioral Health,2019
249,30101300,HC LAB CHEM PANEL T,0.0,"Place holder, statistic, order communication, time based charge or charge panel",John Muir Behavioral Health,2019
250,30101301,HC LAB LLNL CORONARY RISK PANEL,0.0,"Place holder, statistic, order communication, time based charge or charge panel",John Muir Behavioral Health,2019
251,30101302,HC LAB ACETONE-SERUM,296.2,,John Muir Behavioral Health,2019
252,30101303,HC LAB BETA-HYDROXYBUTYRATE,376.53,,John Muir Behavioral Health,2019
253,30101304,HC LAB PORPHYRINS-URINE,496.24,,John Muir Behavioral Health,2019
254,30101305,HC LAB OSMOLALITY,380.55,,John Muir Behavioral Health,2019
255,30101306,HC LAB OSMOLALITY-URINE,388.86,,John Muir Behavioral Health,2019
256,30101307,HC LAB LITHIUM LEVEL,508.3,,John Muir Behavioral Health,2019
257,30101317,HC LAB CREATININE CLEARANCE,472.94,,John Muir Behavioral Health,2019
258,30101318,HC LAB PANEL CHEM 8 I-STAT,447.77,,John Muir Behavioral Health,2019
259,30101322,HC LAB HCG URINE POC,415.9,,John Muir Behavioral Health,2019
260,30101326,HC LAB CALCIUM TO CREATININE RATIO,0.0,"Place holder, statistic, order communication, time based charge or charge panel",John Muir Behavioral Health,2019
261,30101327,HC LAB AMYLASE CREATININE RATIO,0.0,"Place holder, statistic, order communication, time based charge or charge panel",John Muir Behavioral Health,2019
262,30101328,HC LAB [C] AMY/CREAT-SERUM,0.0,"Place holder, statistic, order communication, time based charge or charge panel",John Muir Behavioral Health,2019
263,30101329,HC LAB [C] AMY/CREAT-URINE,0.0,"Place holder, statistic, order communication, time based charge or charge panel",John Muir Behavioral Health,2019
264,30101331,HC LAB POTASSIUM-URINE,287.36,,John Muir Behavioral Health,2019
265,30101332,"HC LAB POTASSIUM-URINE,RANDOM",287.36,,John Muir Behavioral Health,2019
266,30101333,"HC LAB OGTT,GESTATIONAL,2HR 75GM",0.0,"Place holder, statistic, order communication, time based charge or charge panel",John Muir Behavioral Health,2019
