,Charge Code,Description,Price,Comments,Hospital,Year
203,27200578,HC ADAPTER-Y COLD TX CUBE UNIT POLAR CARE DISP,627.0,,John Muir Medical Center - Concord Campus,2019
204,27200579,HC TRACTION SPLINT BUCKS FULL FOOT BOOT MED,627.0,,John Muir Medical Center - Concord Campus,2019
205,27200580,HC TRACTION SPLINT BUCKS FULL FOOT BOOT SMALL,627.0,"Place holder, statistic, order communication, time based charge or charge panel",John Muir Medical Center - Concord Campus,2019
206,27200651,HC CATH CARDIAC SWAN GANZ TD VIP NON-HEP 110CM 8F 746F8,1957.0,,John Muir Medical Center - Concord Campus,2019
207,27200678,HC TRAY PROCEDURE BX INTERVENTIONAL BASIC  10/CS,377.0,,John Muir Medical Center - Concord Campus,2019
208,27200697,HC NEEDLE EZIO ADULT PMM87650,1244.0,,John Muir Medical Center - Concord Campus,2019
209,27200704,HC CATH RECTAL BALLOON VIRDEN 17IN 30 FR  12/BX  ORD BY EA,963.0,,John Muir Medical Center - Concord Campus,2019
210,27200709,HC CABLE PACING 4043,627.0,,John Muir Medical Center - Concord Campus,2019
211,27200713,HC LENS MORGAN PMM10985,484.0,"Place holder, statistic, order communication, time based charge or charge panel",John Muir Medical Center - Concord Campus,2019
212,27200716,HC CATH DRAINAGE CEREBRAL LUMBAR HERMETIC CLOSED TIP,2646.0,,John Muir Medical Center - Concord Campus,2019
213,27200730,HC DRESSING WOUND FOAM MEPILEX W/ADHV BRDER 6 IN X 6 IN 5/BX,190.44,,John Muir Medical Center - Concord Campus,2019
214,27200731,HC DRESSING GRANUFOAM LG SENSATRAC  10/CS,962.0,,John Muir Medical Center - Concord Campus,2019
215,27200732,HC DRESSING WOUND FOAM MEPILEX 6IN X 6IN  5/BX,191.0,,John Muir Medical Center - Concord Campus,2019
216,27200733,HC DRESSING WOUND FOAM MEPILEX 6IN X 6IN  5/BX,190.44,,John Muir Medical Center - Concord Campus,2019
217,27200736,HC DRESSING MEDIHONEY CALCIUM ALGINATE 4IN X 5IN 10/BX  5 BX/CS,191.0,"Place holder, statistic, order communication, time based charge or charge panel",John Muir Medical Center - Concord Campus,2019
218,27200737,HC DRESSING WOUND FOAM MEPILEX SACRUM SELF ADHV 9.2IN X 9.2IN  5/BX,376.74,"Place holder, statistic, order communication, time based charge or charge panel",John Muir Medical Center - Concord Campus,2019
219,27200738,HC DRESSING WOUND FOAM MEPILEX SACRUM SELF ADHV 9.2IN X 9.2IN  5/BX,377.0,,John Muir Medical Center - Concord Campus,2019
220,27200747,HC TRAY PERICARDIOCENTESIS,1583.0,,John Muir Medical Center - Concord Campus,2019
221,27200780,HC CATH RADIAL ARTERY SET 20G X 1 3/4IN,191.0,,John Muir Medical Center - Concord Campus,2019
222,27200811,HC DRESSING GEL MEDIHONEY PASTE 1.5 OZ TUBE #31515 12/CS,377.0,,John Muir Medical Center - Concord Campus,2019
223,27200811,HC DRESSING GEL MEDIHONEY PASTE 1.5 OZ TUBE #31515 12/CS,376.74,,John Muir Medical Center - Concord Campus,2019
224,27200993,HC PACK SURG NERVE BLOCK,926.0,,John Muir Medical Center - Concord Campus,2019
