,PROC_CODE,Description,Price,PATIENT_PRICE,Hospital,Year
55,9085605,CARBOPROST TROMETHAMINE 250 MCG/ML INTRAMUSCULAR SOLUTION,13310.406,13310.406,Marshall Medical Center,2019
56,9087021,CLINDAMYCIN 150 MG/ML INJECTION SOLUTION,302.0,302.0,Marshall Medical Center,2019
57,9090211,CLINDAMYCIN 150 MG/ML INJECTION SOLUTION,302.0,302.0,Marshall Medical Center,2019
58,9090218,CLINDAMYCIN 150 MG/ML INJECTION SOLUTION,302.0,302.0,Marshall Medical Center,2019
59,9307301,METHYLPREDNISOLONE ACETATE 40 MG/ML SUSPENSION FOR INJECTION,262.67400000000004,262.67400000000004,Marshall Medical Center,2019
60,9316901,ALPROSTADIL 500 MCG/ML INJECTION SOLUTION,4315.672000000001,4315.672000000001,Marshall Medical Center,2019
61,9316906,ALPROSTADIL 500 MCG/ML INJECTION SOLUTION,4315.672000000001,4315.672000000001,Marshall Medical Center,2019
62,9337501,CLINDAMYCIN 600 MG/50 ML IN 5 % DEXTROSE INTRAVENOUS PIGGYBACK,432.49199999999996,432.49199999999996,Marshall Medical Center,2019
63,9338201,CLINDAMYCIN 900 MG/50 ML IN 5 % DEXTROSE INTRAVENOUS PIGGYBACK,488.38,488.38,Marshall Medical Center,2019
64,9347501,METHYLPREDNISOLONE ACETATE 80 MG/ML SUSPENSION FOR INJECTION,537.3240000000002,537.3240000000002,Marshall Medical Center,2019
65,9379401,IBUTILIDE FUMARATE 0.1 MG/ML INTRAVENOUS SOLUTION,9389.184000000001,9389.184000000001,Marshall Medical Center,2019
66,9454402,TOLTERODINE 2 MG TABLET,357.61,357.61,Marshall Medical Center,2019
67,9513601,LINEZOLID 100 MG/5 ML ORAL SUSPENSION,50137.52400000001,50137.52400000001,Marshall Medical Center,2019
68,9514001,LINEZOLID IN 5% DEXTROSE IN WATER 600 MG/300 ML INTRAVENOUS PIGGYBACK,1292.768,1292.768,Marshall Medical Center,2019
69,9519104,"TOLTERODINE ER 4 MG CAPSULE,EXTENDED RELEASE 24 HR",16.073,16.073,Marshall Medical Center,2019
70,13111401,"TRANEXAMIC ACID 1,000 MG/10 ML (100 MG/ML) INTRAVENOUS SOLUTION",347.30400000000014,347.30400000000014,Marshall Medical Center,2019
71,13111420,"TRANEXAMIC ACID 1,000 MG/10 ML (100 MG/ML) INTRAVENOUS SOLUTION",282.634,282.634,Marshall Medical Center,2019
72,13111421,"TRANEXAMIC ACID 1,000 MG/10 ML (100 MG/ML) INTRAVENOUS SOLUTION",282.634,282.634,Marshall Medical Center,2019
73,13872789,DEXRAZOXANE HCL 500 MG INTRAVENOUS SOLUTION,1305.895,1305.895,Marshall Medical Center,2019
74,19318309,IOTHALAMATE MEGLUMINE 43 % INTRAVENOUS SOLUTION,19041.84,19041.84,Marshall Medical Center,2019
75,19481604,DIATRIZOATE MEGLUMINE-DIATRIZOATE SODIUM 66 %-10 % ORAL SOLUTION,943.455,943.455,Marshall Medical Center,2019
76,23114501,ONABOTULINUMTOXINA 100 UNIT SOLUTION FOR INJECTION,3257.42,3257.42,Marshall Medical Center,2019
77,23391950,ONABOTULINUMTOXINA (COSMETIC) 50 UNIT INTRAMUSCULAR SOLUTION,13213.52,13213.52,Marshall Medical Center,2019
78,23585318,MESALAMINE 400 MG CAPSULE (WITH DELAYED RELEASE TABLETS INSIDE),226.446,226.446,Marshall Medical Center,2019
79,23916330,CYCLOSPORINE 0.05 % EYE DROPS IN A DROPPERETTE,399.506,399.506,Marshall Medical Center,2019
80,24279210,SODIUM FERRIC GLUCONATE COMPLEX IN SUCROSE 62.5 MG/5 ML INTRAVENOUS,138.0,138.0,Marshall Medical Center,2019
81,24414260,DRONEDARONE 400 MG TABLET,462.449,462.449,Marshall Medical Center,2019
82,24582411,CABAZITAXEL 10 MG/ML (FIRST DILUTION) INTRAVENOUS SOLUTION,57141.575,57141.575,Marshall Medical Center,2019
83,32121201,"LIPASE-PROTEASE-AMYLASE 12,000-38,000-60,000 UNIT CAPSULE,DELAYED REL",4.0680000000000005,4.0680000000000005,Marshall Medical Center,2019
84,32122401,"LIPASE-PROTEASE-AMYLASE 24,000-76,000-120,000 UNIT CAPSULE,DELAYED REL",8.062000000000001,8.062000000000001,Marshall Medical Center,2019
85,37663104,SULFANILAMIDE 15 % VAGINAL CREAM,8493.38,8493.38,Marshall Medical Center,2019
86,46074905,CONJUGATED ESTROGENS 25 MG SOLUTION FOR INJECTION,11146.862,11146.862,Marshall Medical Center,2019
87,46087221,CONJUGATED ESTROGENS 0.625 MG/GRAM VAGINAL CREAM,14029.883999999998,14029.883999999998,Marshall Medical Center,2019
88,46110081,CONJUGATED ESTROGENS 0.3 MG TABLET,7.354,7.354,Marshall Medical Center,2019
89,46110281,CONJUGATED ESTROGENS 0.625 MG TABLET,7.354,7.354,Marshall Medical Center,2019
90,49052084,PENICILLIN G POTASSIUM 5 MILLION UNIT SOLUTION FOR INJECTION,400.596,400.596,Marshall Medical Center,2019
91,49053028,PENICILLIN G POTASSIUM 20 MILLION UNIT SOLUTION FOR INJECTION,1412.9279999999999,1412.9279999999999,Marshall Medical Center,2019
92,49396060,ZIPRASIDONE 20 MG CAPSULE,25.154,25.154,Marshall Medical Center,2019
93,52433001,ETONOGESTREL 68 MG SUBDERMAL IMPLANT,35540.776,35540.776,Marshall Medical Center,2019
94,54001720,PREDNISONE 10 MG TABLET,59.0,59.0,Marshall Medical Center,2019
95,54001820,PREDNISONE 20 MG TABLET,1.0,1.0,Marshall Medical Center,2019
96,54005746,DIGOXIN 50 MCG/ML ORAL SOLUTION,165.299,165.299,Marshall Medical Center,2019
97,54010625,RAMIPRIL 1.25 MG CAPSULE,1.0,1.0,Marshall Medical Center,2019
98,54010725,RAMIPRIL 2.5 MG CAPSULE,59.0,59.0,Marshall Medical Center,2019
99,54017613,BUPRENORPHINE HCL 2 MG SUBLINGUAL TABLET,59.0,59.0,Marshall Medical Center,2019
100,54017713,BUPRENORPHINE HCL 8 MG SUBLINGUAL TABLET,84.041,84.041,Marshall Medical Center,2019
101,54022025,QUETIAPINE 25 MG TABLET,59.0,59.0,Marshall Medical Center,2019
102,54022125,QUETIAPINE 100 MG TABLET,59.0,59.0,Marshall Medical Center,2019
103,54024425,CODEINE SULFATE 30 MG TABLET,59.0,59.0,Marshall Medical Center,2019
104,54252625,LITHIUM CARBONATE 150 MG CAPSULE,59.0,59.0,Marshall Medical Center,2019
105,54319446,DIPHENOXYLATE-ATROPINE 2.5 MG-0.025 MG/5 ML ORAL LIQUID,2646.609000000001,2646.609000000001,Marshall Medical Center,2019
106,54327099,"FLUTICASONE PROPIONATE 50 MCG/ACTUATION NASAL SPRAY,SUSPENSION",1071.134,1071.134,Marshall Medical Center,2019
107,54350547,LIDOCAINE 4 % (40 MG/ML) MUCOSAL SOLUTION,1281.432,1281.432,Marshall Medical Center,2019
108,54352763,LITHIUM CITRATE 8 MEQ/5 ML ORAL SOLUTION,129.27,129.27,Marshall Medical Center,2019
109,54355563,METHADONE 5 MG/5 ML ORAL SOLUTION,41.7,41.7,Marshall Medical Center,2019
110,54449613,LEUCOVORIN CALCIUM 5 MG TABLET,72.95100000000002,72.95100000000002,Marshall Medical Center,2019
111,54458111,MERCAPTOPURINE 50 MG TABLET,64.146,64.146,Marshall Medical Center,2019
112,54474125,PREDNISONE 1 MG TABLET,59.0,59.0,Marshall Medical Center,2019
113,54814622,CLOTRIMAZOLE 10 MG TROCHE,62.349,62.349,Marshall Medical Center,2019
114,54817525,DEXAMETHASONE 4 MG TABLET,73.939,73.939,Marshall Medical Center,2019
115,54817925,DEXAMETHASONE 0.5 MG TABLET,59.0,59.0,Marshall Medical Center,2019
116,54829725,FUROSEMIDE 20 MG TABLET,1.0,1.0,Marshall Medical Center,2019
117,54850016,LIDOCAINE 2 % MUCOSAL SOLUTION,84.899,84.899,Marshall Medical Center,2019
118,54852725,LITHIUM CARBONATE 300 MG CAPSULE,1.0,1.0,Marshall Medical Center,2019
119,54855324,METHADONE 5 MG TABLET,1.0,1.0,Marshall Medical Center,2019
120,54855424,METHADONE 10 MG TABLET,1.0,1.0,Marshall Medical Center,2019
121,54872425,PREDNISONE 5 MG TABLET,59.0,59.0,Marshall Medical Center,2019
122,56016901,WARFARIN 1 MG TABLET,1.0,1.0,Marshall Medical Center,2019
123,56017001,WARFARIN 2 MG TABLET,1.0,1.0,Marshall Medical Center,2019
124,56017201,WARFARIN 5 MG TABLET,59.0,59.0,Marshall Medical Center,2019
125,56017301,WARFARIN 7.5 MG TABLET,1.0,1.0,Marshall Medical Center,2019
126,56017601,WARFARIN 2.5 MG TABLET,1.0,1.0,Marshall Medical Center,2019
127,56018801,WARFARIN 3 MG TABLET,1.0,1.0,Marshall Medical Center,2019
128,64501030,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM 250 UNIT/GRAM TOPICAL OINTMENT,8180.806,8180.806,Marshall Medical Center,2019
129,65002315,CARBACHOL 0.01 % INTRAOCULAR SOLUTION,479.22,479.22,Marshall Medical Center,2019
130,65009265,FLUORESCEIN 500 MG/5 ML (10 %) INTRAVENOUS SOLUTION,1740.7120000000002,1740.7120000000002,Marshall Medical Center,2019
131,65024610,"BETAXOLOL 0.25 % EYE DROPS,SUSPENSION",11604.345,11604.345,Marshall Medical Center,2019
132,65064435,TOBRAMYCIN 0.3 % EYE OINTMENT,8010.2880000000005,8010.2880000000005,Marshall Medical Center,2019
133,65079515,BALANCED SALT SOLUTION COMBINATION NO.2 INTRAOCULAR IRRIGATION,108.98200000000001,108.98200000000001,Marshall Medical Center,2019
134,65853302,"CIPROFLOXACIN 0.3 %-DEXAMETHASONE 0.1 % EAR DROPS,SUSPENSION",8822.72,8822.72,Marshall Medical Center,2019
135,68059701,RIFAMPIN 600 MG INTRAVENOUS SOLUTION,3292.602000000001,3292.602000000001,Marshall Medical Center,2019
136,69040001,AZITHROMYCIN 500 MG INTRAVENOUS SOLUTION,302.0,302.0,Marshall Medical Center,2019
137,69046911,VARENICLINE 1 MG TABLET,14.604000000000001,14.604000000000001,Marshall Medical Center,2019
138,69080901,INFLIXIMAB-DYYB 100 MG INTRAVENOUS SOLUTION,2964.632,2964.632,Marshall Medical Center,2019
139,69315084,AZITHROMYCIN 500 MG INTRAVENOUS SOLUTION,302.0,302.0,Marshall Medical Center,2019
140,69580043,DOFETILIDE 125 MCG CAPSULE,475.065,475.065,Marshall Medical Center,2019
141,69582043,DOFETILIDE 500 MCG CAPSULE,475.065,475.065,Marshall Medical Center,2019
142,71036940,PHENYTOIN SODIUM EXTENDED 100 MG CAPSULE,1.8730000000000002,1.8730000000000002,Marshall Medical Center,2019
143,71041813,NITROGLYCERIN 0.4 MG SUBLINGUAL TABLET,1.631,1.631,Marshall Medical Center,2019
144,71101268,PREGABALIN 25 MG CAPSULE,10.204,10.204,Marshall Medical Center,2019
145,71101341,PREGABALIN 50 MG CAPSULE,11.225,11.225,Marshall Medical Center,2019
146,71101441,PREGABALIN 75 MG CAPSULE,11.225,11.225,Marshall Medical Center,2019
147,74334603,LEUPROLIDE 22.5 MG (3 MONTH) INTRAMUSCULAR SYRINGE KIT,23704.75,23704.75,Marshall Medical Center,2019
148,74364203,LEUPROLIDE 7.5 MG INTRAMUSCULAR SYRINGE KIT,7901.602,7901.602,Marshall Medical Center,2019
149,74368303,LEUPROLIDE 30 MG (4 MONTH) INTRAMUSCULAR SYRINGE KIT,31606.405,31606.405,Marshall Medical Center,2019
150,74434190,LEVOTHYROXINE 25 MCG TABLET,1.62,1.62,Marshall Medical Center,2019
151,74436510,MIVACURIUM CHLORIDE 2 MG/ML INJECTION SOLUTION,1126.144,1126.144,Marshall Medical Center,2019
152,74437805,CISATRACURIUM 2 MG/ML INTRAVENOUS SOLUTION,767.82,767.82,Marshall Medical Center,2019
153,74455211,LEVOTHYROXINE 50 MCG TABLET,1.618,1.618,Marshall Medical Center,2019
154,74455290,LEVOTHYROXINE 50 MCG TABLET,1.62,1.62,Marshall Medical Center,2019
155,74463701,PARICALCITOL 2 MCG/ML INTRAVENOUS SOLUTION,227.584,227.584,Marshall Medical Center,2019
156,74518211,LEVOTHYROXINE 75 MCG TABLET,1.618,1.618,Marshall Medical Center,2019
157,74518290,LEVOTHYROXINE 75 MCG TABLET,1.62,1.62,Marshall Medical Center,2019
158,74611411,"DIVALPROEX 125 MG CAPSULE,DELAYED RELEASE SPRINKLE",113.781,113.781,Marshall Medical Center,2019
159,74659490,LEVOTHYROXINE 88 MCG TABLET,1.62,1.62,Marshall Medical Center,2019
160,74662411,LEVOTHYROXINE 100 MCG TABLET,1.618,1.618,Marshall Medical Center,2019
161,74662490,LEVOTHYROXINE 100 MCG TABLET,1.62,1.62,Marshall Medical Center,2019
162,74706911,LEVOTHYROXINE 150 MCG TABLET,1.618,1.618,Marshall Medical Center,2019
163,74706990,LEVOTHYROXINE 150 MCG TABLET,1.62,1.62,Marshall Medical Center,2019
164,74929690,LEVOTHYROXINE 112 MCG TABLET,82.69200000000002,82.69200000000002,Marshall Medical Center,2019
165,75062603,ENOXAPARIN 300 MG/3 ML SUBCUTANEOUS SOLUTION,2121.1479999999997,2121.1479999999997,Marshall Medical Center,2019
166,78050115,RIVASTIGMINE 4.6 MG/24 HOUR TRANSDERMAL PATCH,29.605,29.605,Marshall Medical Center,2019
167,78050215,RIVASTIGMINE 9.5 MG/24 HOUR TRANSDERMAL PATCH,973.5319999999999,973.5319999999999,Marshall Medical Center,2019
168,78064781,"OCTREOTIDE,MICROSPHERES ER 20 MG INTRAMUSCULAR SUSP, EXTENDED RELEASE",4165.2159999999985,4165.2159999999985,Marshall Medical Center,2019
169,78064881,"OCTREOTIDE,MICROSPHERES ER 30 MG INTRAMUSCULAR SUSP, EXTENDED RELEASE",6252.621,6252.621,Marshall Medical Center,2019
170,78065920,SACUBITRIL 24 MG-VALSARTAN 26 MG TABLET,361.24699999999996,361.24699999999996,Marshall Medical Center,2019
171,78069620,SACUBITRIL 97 MG-VALSARTAN 103 MG TABLET,361.24699999999996,361.24699999999996,Marshall Medical Center,2019
172,78077720,SACUBITRIL 49 MG-VALSARTAN 51 MG TABLET,361.24699999999996,361.24699999999996,Marshall Medical Center,2019
173,78081881,"OCTREOTIDE,MICROSPHERES ER 20 MG INTRAMUSCULAR SUSP, EXTENDED RELEASE",21746.504,21746.504,Marshall Medical Center,2019
174,78082581,"OCTREOTIDE,MICROSPHERES ER 30 MG INTRAMUSCULAR SUSP, EXTENDED RELEASE",32563.793999999998,32563.793999999998,Marshall Medical Center,2019
175,85126001,CLOTRIMAZOLE 2 % VAGINAL CREAM,299.281,299.281,Marshall Medical Center,2019
176,88222033,INSULIN GLARGINE 100 UNIT/ML SUB-Q VIAL,3364.857,3364.857,Marshall Medical Center,2019
177,93001806,TOLTERODINE 2 MG TABLET,63.428000000000004,63.428000000000004,Marshall Medical Center,2019
178,93022056,BICALUTAMIDE 50 MG TABLET,1.0,1.0,Marshall Medical Center,2019
179,93031401,KETOROLAC 10 MG TABLET,75.197,75.197,Marshall Medical Center,2019
180,93066116,ALBUTEROL SULFATE 2 MG/5 ML ORAL SYRUP,1774.924,1774.924,Marshall Medical Center,2019
181,93077198,PRAVASTATIN 10 MG TABLET,1.0,1.0,Marshall Medical Center,2019
182,93117201,PENICILLIN V POTASSIUM 250 MG TABLET,59.0,59.0,Marshall Medical Center,2019
183,93202631,AZITHROMYCIN 200 MG/5 ML ORAL SUSPENSION,428.741,428.741,Marshall Medical Center,2019
184,93205056,"TOLTERODINE ER 2 MG CAPSULE,EXTENDED RELEASE 24 HR",4.998,4.998,Marshall Medical Center,2019
185,93220305,METOCLOPRAMIDE 10 MG TABLET,59.0,59.0,Marshall Medical Center,2019
186,93310953,AMOXICILLIN 500 MG CAPSULE,1.0,1.0,Marshall Medical Center,2019
187,93314501,CEPHALEXIN 250 MG CAPSULE,59.0,59.0,Marshall Medical Center,2019
188,93360321,BUPRENORPHINE 20 MCG/HOUR WEEKLY TRANSDERMAL PATCH,6126.42,6126.42,Marshall Medical Center,2019
189,93412773,PENICILLIN V POTASSIUM 250 MG/5 ML ORAL SOLUTION,155.688,155.688,Marshall Medical Center,2019
190,93417773,CEPHALEXIN 250 MG/5 ML ORAL SUSPENSION,327.344,327.344,Marshall Medical Center,2019
191,93423201,BUMETANIDE 0.5 MG TABLET,1.214,1.214,Marshall Medical Center,2019
192,93574019,CYCLOSPORINE MODIFIED 25 MG CAPSULE,59.0,59.0,Marshall Medical Center,2019
193,93576801,OLANZAPINE 5 MG TABLET,59.0,59.0,Marshall Medical Center,2019
194,93681645,BUDESONIDE 0.5 MG/2 ML SUSPENSION FOR NEBULIZATION,204.236,204.236,Marshall Medical Center,2019
195,93762056,LETROZOLE 2.5 MG TABLET,59.0,59.0,Marshall Medical Center,2019
196,93961413,SILVER NITRATE 0.5 % TOPICAL SOLUTION,843.1110000000001,843.1110000000001,Marshall Medical Center,2019
197,93965201,PROCHLORPERAZINE MALEATE 10 MG TABLET,59.0,59.0,Marshall Medical Center,2019
198,115146853,LIDOCAINE-PRILOCAINE 2.5 %-2.5 % TOPICAL CREAM,167.465,167.465,Marshall Medical Center,2019
199,115166001,PROPRANOLOL 20 MG TABLET,1.0,1.0,Marshall Medical Center,2019
200,115169449,"EPINEPHRINE 0.3 MG/0.3 ML INJECTION, AUTO-INJECTOR",6030.515,6030.515,Marshall Medical Center,2019
201,115169701,HYDROCORTISONE 10 MG TABLET,59.0,59.0,Marshall Medical Center,2019
202,115351101,PYRIDOSTIGMINE BROMIDE 60 MG TABLET,1.304,1.304,Marshall Medical Center,2019
203,115592201,PILOCARPINE 5 MG TABLET,75.646,75.646,Marshall Medical Center,2019
204,115703301,FLUDROCORTISONE 0.1 MG TABLET,59.0,59.0,Marshall Medical Center,2019
205,116200116,CHLORHEXIDINE GLUCONATE 0.12 % MOUTHWASH,134.295,134.295,Marshall Medical Center,2019
206,121043130,MAGNESIUM HYDROXIDE 400 MG/5 ML ORAL SUSPENSION,2.211,2.211,Marshall Medical Center,2019
207,121048905,DIPHENHYDRAMINE 12.5 MG/5 ML ORAL ELIXIR,131.525,131.525,Marshall Medical Center,2019
208,121050405,ACETAMINOPHEN 120 MG-CODEINE 12 MG/5 ML (5 ML) ORAL SOLUTION,78.61,78.61,Marshall Medical Center,2019
209,121053005,FERROUS SULFATE 300 MG (60 MG IRON)/5 ML ORAL LIQUID,2.009,2.009,Marshall Medical Center,2019
210,121057616,METOCLOPRAMIDE 5 MG/5 ML ORAL SOLUTION,627.005,627.005,Marshall Medical Center,2019
211,121059530,SODIUM CITRATE-CITRIC ACID 500 MG-334 MG/5 ML ORAL SOLUTION,1.335,1.335,Marshall Medical Center,2019
212,121063810,DEXTROMETHORPHAN-GUAIFENESIN 10 MG-100 MG/5 ML ORAL SYRUP,59.0,59.0,Marshall Medical Center,2019
213,121065711,ACETAMINOPHEN 325 MG/10.15 ML ORAL SOLUTION,59.0,59.0,Marshall Medical Center,2019
214,121072104,FLUOXETINE 20 MG/5 ML (4 MG/ML) ORAL SOLUTION,4.004,4.004,Marshall Medical Center,2019
215,121074710,SUCRALFATE 100 MG/ML ORAL SUSPENSION,340.119,340.119,Marshall Medical Center,2019
216,121127610,DEXTROMETHORPHAN-GUAIFENESIN 10 MG-100 MG/5 ML ORAL SYRUP,108.6,108.6,Marshall Medical Center,2019
217,121146515,POTASSIUM CHLORIDE 20 MEQ/15 ML ORAL LIQUID,216.167,216.167,Marshall Medical Center,2019
218,121148800,GUAIFENESIN 100 MG/5 ML ORAL LIQUID,59.0,59.0,Marshall Medical Center,2019
219,121148810,GUAIFENESIN 100 MG/5 ML ORAL LIQUID,59.0,59.0,Marshall Medical Center,2019
220,121157610,METOCLOPRAMIDE 5 MG/5 ML ORAL SOLUTION,74.529,74.529,Marshall Medical Center,2019
221,121174410,GUAIFENESIN 100 MG/5 ML ORAL LIQUID,59.0,59.0,Marshall Medical Center,2019
222,121176130,ALUMINUM-MAG HYDROXIDE-SIMETHICONE 200 MG-200 MG-20 MG/5 ML ORAL SUSP,83.83200000000002,83.83200000000002,Marshall Medical Center,2019
223,121177505,CODEINE 10 MG-GUAIFENESIN 100 MG/5 ML ORAL LIQUID,59.0,59.0,Marshall Medical Center,2019
