,EAP,Description,Revenue Code,Inpatient Price,Outpatient Price,Hospital,Year
18,10000075,HCHG ROOM LOA NO CHARGE,180.0,1.0,1.0,Sutter Medical Center - Sacramento,2019
19,10000076,HCHG ROOM HOSPICE PRIVATE,115.0,3821.0,3821.0,Sutter Medical Center - Sacramento,2019
20,10000077,HCHG ROOM HOSPICE SEMI PRIVATE,125.0,3821.0,3821.0,Sutter Medical Center - Sacramento,2019
21,10000093,HCHG ROOM NON-COVERED CUSTODIAL CARE,129.0,1853.0,1853.0,Sutter Medical Center - Sacramento,2019
22,10100004,HCHG OBS CPR,760.0,1727.0,1727.0,Sutter Medical Center - Sacramento,2019
23,10100005,HCHG OBS PER HOUR,762.0,221.0,221.0,Sutter Medical Center - Sacramento,2019
24,10100007,HCHG OBS DIRECT ADMIT,762.0,557.0,557.0,Sutter Medical Center - Sacramento,2019
25,10100008,HCHG OBS INTRODUCTION NEEDLE OR INTRACATHETER INTO VEIN,760.0,137.0,137.0,Sutter Medical Center - Sacramento,2019
26,10100009,HCHG OBS BLOOD DRAW IMPLANTED PORT,760.0,252.0,252.0,Sutter Medical Center - Sacramento,2019
27,10100010,HCHG OBS DECLOT VASCULAR DEVICE WITH THROMBOLYTIC,760.0,617.0,617.0,Sutter Medical Center - Sacramento,2019
28,10100011,HCHG OBS CENTRAL VENOUS CATH INSERTION NON-TUNNELED 5YR OR OLDER,760.0,2602.0,2602.0,Sutter Medical Center - Sacramento,2019
29,10100012,HCHG OBS IRRIGATION BLADDER SIMPLE,760.0,109.0,109.0,Sutter Medical Center - Sacramento,2019
30,10100013,HCHG OBS INSERT STRAIGHT CATHETER,760.0,339.0,339.0,Sutter Medical Center - Sacramento,2019
31,10100014,HCHG OBS INSERTION FOLEY CATHETER,760.0,356.0,356.0,Sutter Medical Center - Sacramento,2019
32,10100046,HCHG OBS CL TX VT FX WO MANIP,760.0,151.0,151.0,Sutter Medical Center - Sacramento,2019
33,10100049,HCHG OBS APPLY LONG ARM SPLINT,760.0,545.0,545.0,Sutter Medical Center - Sacramento,2019
34,10100053,HCHG OBS LARYNGOSCOPY DX,760.0,454.0,454.0,Sutter Medical Center - Sacramento,2019
35,10100069,HCHG OBS INJECTION NERVE OCCIPITAL,760.0,1218.0,1218.0,Sutter Medical Center - Sacramento,2019
36,10100202,HCHG OBS APPLY LONG LEG SPLINT,760.0,526.0,526.0,Sutter Medical Center - Sacramento,2019
37,10100204,HCHG OBS APP SPLINT SHRT ARM ST,760.0,504.0,504.0,Sutter Medical Center - Sacramento,2019
38,10100205,HCHG OBS DRN ABSCESS SMPL/SNGL,760.0,710.0,710.0,Sutter Medical Center - Sacramento,2019
39,10100207,HCHG OBS COL BLD PICC/CNTRL LN,760.0,192.0,192.0,Sutter Medical Center - Sacramento,2019
40,10100209,HCHG OBS CARDIOVERSION ELECTRIC EXTERNAL,760.0,2134.0,2134.0,Sutter Medical Center - Sacramento,2019
41,10100212,HCHG OBS INFUSN CHEMO 0-60 MN,760.0,1035.0,1035.0,Sutter Medical Center - Sacramento,2019
42,10100213,HCHG OBS INFUSN CHEM EA ADD HR,760.0,412.0,412.0,Sutter Medical Center - Sacramento,2019
43,10100233,HCHG OBS DRAIN/INJ MAJOR JOINT/BURSA W/O US,760.0,1172.0,897.0,Sutter Medical Center - Sacramento,2019
44,10100236,HCHG OBS ASP BLADDER SP CATH,760.0,3941.0,3941.0,Sutter Medical Center - Sacramento,2019
45,10100239,HCHG OBS LUMBAR PUNCTURE DX,760.0,969.0,969.0,Sutter Medical Center - Sacramento,2019
46,10100240,HCHG OBS PARACENTSIS ABD NO IM,760.0,1205.0,1205.0,Sutter Medical Center - Sacramento,2019
47,17000059,HCHG PT MCAL SINGLE PROCURE INITIAL 30 MIN,420.0,443.0,443.0,Sutter Medical Center - Sacramento,2019
48,17000060,HCHG PT MCAL SINGLE PROCURE ADDITIONAL 15 MIN,420.0,225.0,225.0,Sutter Medical Center - Sacramento,2019
49,17000062,HCHG PT MCAL TREATMENT COMBINATION PROCEDURES AND MODALITIES INITIAL 30 MIN,420.0,369.0,369.0,Sutter Medical Center - Sacramento,2019
50,17000063,HCHG PT MCAL TREATMENT COMBINATION PROCEDURES AND MODALITIES ADDITIONAL 15 MIN,420.0,186.0,186.0,Sutter Medical Center - Sacramento,2019
51,17000067,HCHG PT MCAL EVALUATION INITIAL 30 MIN,420.0,363.0,363.0,Sutter Medical Center - Sacramento,2019
52,17000068,HCHG PT MCAL RE-EVALUATION INITIAL 30 MIN,420.0,318.0,318.0,Sutter Medical Center - Sacramento,2019
53,17000071,HCHG PT MCAL EVALUATION ADDITIONAL 15 MIN,420.0,210.0,210.0,Sutter Medical Center - Sacramento,2019
54,17000072,HCHG PT MCAL RE-EVALUATION ADDITIONAL 15 MIN,420.0,197.0,197.0,Sutter Medical Center - Sacramento,2019
55,17000097,HCHG PT UNNA BOOT,420.0,494.0,494.0,Sutter Medical Center - Sacramento,2019
56,17000106,HCHG PT DEV SCREEN SCORE&DOCUMENT STANDARD INSTRMNT,420.0,378.0,378.0,Sutter Medical Center - Sacramento,2019
57,17000118,HCHG PT ULTRASOUND EA 15 MIN,420.0,125.0,125.0,Sutter Medical Center - Sacramento,2019
58,17000119,HCHG PT THERAPEUTIC EXERCISE EA 15 MIN,420.0,176.0,176.0,Sutter Medical Center - Sacramento,2019
59,17000120,HCHG PT NEUROMUSCULAR REEDUCATION EA 15 MIN,420.0,169.0,169.0,Sutter Medical Center - Sacramento,2019
60,17000122,HCHG PT GAIT TRAINING EA 15 MIN,420.0,144.0,144.0,Sutter Medical Center - Sacramento,2019
61,17000123,HCHG PT THERAPEUTIC MASSAGE EA 15 MIN,420.0,113.0,113.0,Sutter Medical Center - Sacramento,2019
62,17000124,HCHG PT MANUAL THERAPY EA 15 MIN,420.0,187.0,162.0,Sutter Medical Center - Sacramento,2019
63,17000126,HCHG PT THERAPEUTIC ACTIVITY EA 15 MIN,420.0,155.0,155.0,Sutter Medical Center - Sacramento,2019
64,17000129,HCHG PT ADL TRAINING EA 15 MIN,420.0,163.0,163.0,Sutter Medical Center - Sacramento,2019
65,17000131,HCHG PT WHEELCHAIR TRAINING EA 15 MIN,420.0,123.0,123.0,Sutter Medical Center - Sacramento,2019
66,17000134,HCHG PT DEBRIDEMENT SELECTIVE <=1ST 20 SQ/CM,420.0,640.0,640.0,Sutter Medical Center - Sacramento,2019
67,17000135,HCHG PT DEBRIDEMENT SELECTIVE EA ADDL 20 SQ/CM,420.0,437.0,437.0,Sutter Medical Center - Sacramento,2019
68,17000137,HCHG PT NEGATIVE WOUND PRESSURE TX W/DME <=50 CM,420.0,461.0,461.0,Sutter Medical Center - Sacramento,2019
69,17000138,HCHG PT NEGATIVE WOUND PRESSURE TX W/DME >50 CM 15,420.0,66.0,66.0,Sutter Medical Center - Sacramento,2019
70,17000141,HCHG PT ORTHOTIC TRAINING INITIAL EA 15 MIN,420.0,158.0,158.0,Sutter Medical Center - Sacramento,2019
71,17000142,HCHG PT PROSTHETIC TRAINING INITIAL EA 15 MIN,420.0,197.0,197.0,Sutter Medical Center - Sacramento,2019
72,17000568,HCHG PT EVAL LOW COMPLEXITY,424.0,317.0,317.0,Sutter Medical Center - Sacramento,2019
73,17000571,HCHG PT RE-EVAL ESTABLISHED PLAN CARE,424.0,235.0,235.0,Sutter Medical Center - Sacramento,2019
74,17000572,HCHG OT EVAL LOW COMPLEXITY,434.0,350.0,350.0,Sutter Medical Center - Sacramento,2019
75,17000575,HCHG OT RE-EVAL ESTABLISHED PLAN CARE,434.0,276.0,276.0,Sutter Medical Center - Sacramento,2019
76,17000582,HCHG PT ORTHC/PROSTC MGMT SBSQ ENC,420.0,160.0,160.0,Sutter Medical Center - Sacramento,2019
77,17000602,HCHG PT DEBRIDE NON-SELECT,420.0,378.0,378.0,Sutter Medical Center - Sacramento,2019
78,17000605,HCHG PT NEGATIVE WOUND PRESSURE TX W/DME >50 CM,420.0,601.0,601.0,Sutter Medical Center - Sacramento,2019
79,17000608,HCHG PT EVAL MOD COMPLEXITY,424.0,363.0,363.0,Sutter Medical Center - Sacramento,2019
80,17000609,HCHG PT EVAL HIGH COMPLEXITY,424.0,474.0,474.0,Sutter Medical Center - Sacramento,2019
81,17200062,HCHG OT MCAL EVALUATION INITIAL 30 MIN,430.0,405.0,405.0,Sutter Medical Center - Sacramento,2019
82,17200063,HCHG OT MCAL RE-EVALUATION INITIAL 30 MIN,430.0,340.0,340.0,Sutter Medical Center - Sacramento,2019
83,17200065,HCHG OT MCAL EVALUATION ADDITIONAL 15 MIN,430.0,207.0,207.0,Sutter Medical Center - Sacramento,2019
84,17200066,HCHG OT MCAL RE-EVALUATION ADDITIONAL 15 MIN,430.0,182.0,182.0,Sutter Medical Center - Sacramento,2019
85,17200069,HCHG OT MCAL EVALUATION PRELIMINARY 30 MIN,430.0,431.0,431.0,Sutter Medical Center - Sacramento,2019
86,17200076,HCHG OT APPLICATION SPLINT SHORT ARM DYNAMIC,430.0,514.0,514.0,Sutter Medical Center - Sacramento,2019
87,17200077,HCHG OT APPLICATION SPLINT FINGER STATIC,430.0,504.0,504.0,Sutter Medical Center - Sacramento,2019
88,17200078,HCHG OT APPLICATION SPLINT FINGER DYNAMIC,430.0,467.0,467.0,Sutter Medical Center - Sacramento,2019
89,17200093,HCHG OT DEV SCREEN SCORE&DOCUMENT STANDARD INSTRMNT,430.0,378.0,378.0,Sutter Medical Center - Sacramento,2019
90,17200100,HCHG OT ELECTRICAL STIMULATION ATTENDED EA 15 MIN,430.0,118.0,118.0,Sutter Medical Center - Sacramento,2019
91,17200103,HCHG OT ULTRASOUND EA 15 MIN,430.0,125.0,125.0,Sutter Medical Center - Sacramento,2019
92,17200104,HCHG OT THERAPEUTIC EXERCISE EA 15 MIN,430.0,176.0,176.0,Sutter Medical Center - Sacramento,2019
93,17200105,HCHG OT NEUROMUSCULAR REEDUCATION EA 15 MIN,430.0,169.0,169.0,Sutter Medical Center - Sacramento,2019
94,17200107,HCHG OT THERAPEUTIC MASSAGE EA 15 MIN,430.0,113.0,113.0,Sutter Medical Center - Sacramento,2019
95,17200108,HCHG OT MANUAL THERAPY EA 15 MIN,430.0,187.0,162.0,Sutter Medical Center - Sacramento,2019
96,17200110,HCHG OT THERAPEUTIC ACTIVITY EA 15 MIN,430.0,155.0,155.0,Sutter Medical Center - Sacramento,2019
97,17200112,HCHG OT SENSORY INTEGRATION EA 15 MIN,430.0,125.0,125.0,Sutter Medical Center - Sacramento,2019
98,17200113,HCHG OT ADL TRAINING EA 15 MIN,430.0,163.0,163.0,Sutter Medical Center - Sacramento,2019
99,17200114,HCHG OT COMMUNITY REINTEGRATION EA 15 MIN,430.0,140.0,140.0,Sutter Medical Center - Sacramento,2019
100,17200115,HCHG OT WHEELCHAIR TRAINING EA 15 MIN,430.0,123.0,123.0,Sutter Medical Center - Sacramento,2019
101,17200123,HCHG OT ORTHOTIC TRAINING INITIAL EA 15 MIN,430.0,158.0,158.0,Sutter Medical Center - Sacramento,2019
102,17200139,HCHG OT MCAL TX ADTL 15 MIN,430.0,175.0,175.0,Sutter Medical Center - Sacramento,2019
103,17200284,HCHG OT MCAL TREAT INIT 30,430.0,362.0,362.0,Sutter Medical Center - Sacramento,2019
104,17200493,HCHG OT ORTHC/PROSTC MGMT SBSQ ENC,430.0,160.0,160.0,Sutter Medical Center - Sacramento,2019
105,17200494,HCHG OT COGNITIVE SKILLS DEVELOPMENT EA 15,430.0,158.0,158.0,Sutter Medical Center - Sacramento,2019
106,17200498,HCHG OT TX SWALL/ORAL FNX,430.0,372.0,372.0,Sutter Medical Center - Sacramento,2019
107,17200499,HCHG OT EVAL FNX SWALL,434.0,554.0,554.0,Sutter Medical Center - Sacramento,2019
108,17200500,HCHG OT EVAL MTN FLUOR SWAL,434.0,637.0,637.0,Sutter Medical Center - Sacramento,2019
109,17200516,HCHG OT EVAL MOD COMPLEXITY,434.0,443.0,443.0,Sutter Medical Center - Sacramento,2019
110,17200517,HCHG OT EVAL HIGH COMPLEXITY,434.0,561.0,561.0,Sutter Medical Center - Sacramento,2019
111,17400005,HCHG SP MCAL THERAPY SPEECH-LANG IND PER HOUR,440.0,412.0,412.0,Sutter Medical Center - Sacramento,2019
112,17400006,HCHG SP MCAL THERAPY SPEECH-LANG IND 1/2 HOUR,440.0,351.0,351.0,Sutter Medical Center - Sacramento,2019
113,17400016,HCHG SP EVAL APHASIA HR,440.0,636.0,636.0,Sutter Medical Center - Sacramento,2019
114,17400135,HCHG SP EVAL SP/COM DVC ADL 30,444.0,98.0,98.0,Sutter Medical Center - Sacramento,2019
115,17400139,HCHG SP COGNTVE TEST BY HC PRO,440.0,528.0,528.0,Sutter Medical Center - Sacramento,2019
116,17400390,HCHG ST COGNITIVE SKILLS DEVELOPMENT EA 15,440.0,158.0,158.0,Sutter Medical Center - Sacramento,2019
117,17400392,HCHG SP TX SP/LANG/COM IND,440.0,359.0,359.0,Sutter Medical Center - Sacramento,2019
118,17400393,HCHG SP TX SP/LANG/COM GP,440.0,271.0,271.0,Sutter Medical Center - Sacramento,2019
119,17400394,HCHG EVALUATION OF SPEECH FLUENCY,444.0,641.0,641.0,Sutter Medical Center - Sacramento,2019
120,17400395,HCHG EVALUATE SPEECH PRODUCTION,444.0,392.0,392.0,Sutter Medical Center - Sacramento,2019
121,17400396,HCHG EVAL SPEECH SOUND LANG COMPREH,444.0,560.0,560.0,Sutter Medical Center - Sacramento,2019
122,17400398,HCHG SP TX SWALL/ORAL FNX,440.0,372.0,372.0,Sutter Medical Center - Sacramento,2019
123,17400400,HCHG SP EVAL FNX SWALL,444.0,554.0,554.0,Sutter Medical Center - Sacramento,2019
124,17400401,HCHG SP EVAL MTN FLUOR SWAL,444.0,637.0,637.0,Sutter Medical Center - Sacramento,2019
125,17400407,HCHG SP MCAL EVALUATION SPEECH,440.0,318.0,318.0,Sutter Medical Center - Sacramento,2019
126,17400408,HCHG SP MCAL EVAL LANG,440.0,411.0,411.0,Sutter Medical Center - Sacramento,2019
127,17500003,HCHG AD EVALUATION HEARING AID MONAURAL,471.0,312.0,312.0,Sutter Medical Center - Sacramento,2019
128,17500011,HCHG AD TEST ELECTROACOUSTIC BINAURAL,471.0,118.0,118.0,Sutter Medical Center - Sacramento,2019
129,17500016,HCHG AD HEARING AID FITTING/CHECKING,470.0,446.0,446.0,Sutter Medical Center - Sacramento,2019
130,17500019,HCHG AD SPEECH THRESHOLD/ DISCRIMINATORY,471.0,53.0,53.0,Sutter Medical Center - Sacramento,2019
131,17500020,HCHG AD AUDIOMETRY COMPLETE,471.0,410.0,410.0,Sutter Medical Center - Sacramento,2019
132,17500022,HCHG AD TYMPANOMETRY,471.0,150.0,150.0,Sutter Medical Center - Sacramento,2019
133,17500029,HCHG AD EVALUATION ABR COMPLETE,471.0,1409.0,1409.0,Sutter Medical Center - Sacramento,2019
134,17500030,HCHG AD ABR SCREEN INITIAL OP,470.0,488.0,488.0,Sutter Medical Center - Sacramento,2019
135,17500031,HCHG AD ABR SCREEN INITIAL IP,470.0,488.0,488.0,Sutter Medical Center - Sacramento,2019
136,17500036,HCHG AD HEARING AID CHECK BINAURAL,471.0,313.0,313.0,Sutter Medical Center - Sacramento,2019
137,17500039,HCHG AD REPAIR OR MODIFICATION HEARING AID,479.0,504.0,504.0,Sutter Medical Center - Sacramento,2019
138,17500072,HCHG AD OTOACOUSTIC SCREEN ,470.0,312.0,312.0,Sutter Medical Center - Sacramento,2019
139,17500084,HCHG EVOKED OTOACOUSTIC EMISSION CMPHSV/DGNTC,471.0,147.0,147.0,Sutter Medical Center - Sacramento,2019
140,20000003,HCHG ABORTED/DISCONTIUNUED CASE OR,360.0,2179.0,2179.0,Sutter Medical Center - Sacramento,2019
141,20000005,HCHG SURG LVL 1 ADDL 15 MIN,360.0,1281.0,1211.0,Sutter Medical Center - Sacramento,2019
142,20000006,HCHG SURG LVL 1 FIRST 30 MIN,360.0,3786.0,3786.0,Sutter Medical Center - Sacramento,2019
143,20000007,HCHG SURG LVL 2 ADDL 15 MIN,360.0,1656.0,1573.0,Sutter Medical Center - Sacramento,2019
144,20000008,HCHG SURG LVL 2 FIRST 30 MIN,360.0,4907.0,4907.0,Sutter Medical Center - Sacramento,2019
145,20000009,HCHG SURG LVL 3 ADDL 15 MIN,360.0,2177.0,2040.0,Sutter Medical Center - Sacramento,2019
146,20000010,HCHG SURG LVL 3 FIRST 30 MIN,360.0,5949.0,5949.0,Sutter Medical Center - Sacramento,2019
147,20000011,HCHG SURG LVL 4 ADDL 15 MIN,360.0,2368.0,2368.0,Sutter Medical Center - Sacramento,2019
148,20000012,HCHG SURG LVL 4 FIRST 30 MIN,360.0,8020.0,8020.0,Sutter Medical Center - Sacramento,2019
149,20000013,HCHG SURG LVL 5 ADDL 15 MIN,360.0,2965.0,2965.0,Sutter Medical Center - Sacramento,2019
150,20000014,HCHG SURG LVL 5 FIRST 30 MIN,360.0,9506.0,9506.0,Sutter Medical Center - Sacramento,2019
151,20000044,HCHG INJ SINUS TRACT TX,361.0,669.0,669.0,Sutter Medical Center - Sacramento,2019
152,20000048,HCHG BX SALIVARY GLAND NDL,361.0,2379.0,2379.0,Sutter Medical Center - Sacramento,2019
153,20000050,HCHG ERCP W/SPHINC/PAPIL,361.0,6268.0,6268.0,Sutter Medical Center - Sacramento,2019
154,20000051,HCHG ERCP RMVL CALC DEBRIS FROM DUCT,361.0,5194.0,5194.0,Sutter Medical Center - Sacramento,2019
155,20000052,HCHG ERCP LITHOTRIPSY CALCULI,361.0,5970.0,5970.0,Sutter Medical Center - Sacramento,2019
156,20000063,HCHG ABLATION RENAL TUMOR/S PERC CRYOTHERAPY UNI,361.0,13746.0,13746.0,Sutter Medical Center - Sacramento,2019
157,20000068,HCHG BX STEREO ASPIR HEAD,361.0,3249.0,3249.0,Sutter Medical Center - Sacramento,2019
158,20000069,HCHG INJ NRV BLK SUBARACH,361.0,1588.0,1588.0,Sutter Medical Center - Sacramento,2019
159,20000071,HCHG ERCP WITH BIOPSY,361.0,5807.0,5807.0,Sutter Medical Center - Sacramento,2019
160,20000076,HCHG VILLUS SAMPLING,361.0,908.0,908.0,Sutter Medical Center - Sacramento,2019
161,20000081,HCHG SURG LVL 1 1ST 30M NONOR,360.0,3082.0,3082.0,Sutter Medical Center - Sacramento,2019
162,20000082,HCHG SURG LVL 1 ADD 15M NONOR,360.0,1316.0,1316.0,Sutter Medical Center - Sacramento,2019
163,20000083,HCHG SURG LVL 2 1ST 30M NONOR,360.0,3883.0,3883.0,Sutter Medical Center - Sacramento,2019
164,20000084,HCHG SURG LVL 2 ADD 15M NONOR,360.0,1560.0,1560.0,Sutter Medical Center - Sacramento,2019
165,20000085,HCHG SURG LVL 3 1ST 30M NONOR,360.0,4206.0,4206.0,Sutter Medical Center - Sacramento,2019
166,20000086,HCHG SURG LVL 3 ADD 15M NONOR,360.0,1765.0,1765.0,Sutter Medical Center - Sacramento,2019
167,20000087,HCHG SURG LVL 4 1ST 30M NONOR,360.0,5519.0,5519.0,Sutter Medical Center - Sacramento,2019
168,20000088,HCHG SURG LVL 4 ADD 15M NONOR,360.0,2127.0,2127.0,Sutter Medical Center - Sacramento,2019
169,20000089,HCHG SURG LVL 5 1ST 30M NONOR,360.0,5532.0,5532.0,Sutter Medical Center - Sacramento,2019
170,20000090,HCHG SURG LVL 5 ADD 15M NONOR,360.0,2681.0,2681.0,Sutter Medical Center - Sacramento,2019
171,20000091,HCHG SURG LVL 1 MCAL 1ST HR NONOR,360.0,5714.0,5714.0,Sutter Medical Center - Sacramento,2019
172,20000092,HCHG SURG LVL 1 MCAL1ST SUBSEQ HALF NONOR,360.0,2632.0,2632.0,Sutter Medical Center - Sacramento,2019
173,20000093,HCHG SURG LVL 1 MCAL 2ND+ EA SUBSEQ 1/2HR NONOR,360.0,2632.0,2632.0,Sutter Medical Center - Sacramento,2019
174,20000094,HCHG SURG LVL 2 MCAL 1ST HR NONOR,360.0,7003.0,7003.0,Sutter Medical Center - Sacramento,2019
175,20000095,HCHG SURG LVL 2 MCAL 1ST SUBSEQ 1/2HR NONOR,360.0,3120.0,3120.0,Sutter Medical Center - Sacramento,2019
176,20000096,HCHG SURG LVL 2 MCAL 2ND+ EA SUBSEQ 1/2HR NONOR,360.0,3120.0,3120.0,Sutter Medical Center - Sacramento,2019
177,20000097,HCHG SURG LVL 3 MCAL 1ST HR NONOR,360.0,7736.0,7736.0,Sutter Medical Center - Sacramento,2019
178,20000098,HCHG SURG LVL 3 MCAL 1ST SUBSEQ 1/2HR NONOR,360.0,3530.0,3530.0,Sutter Medical Center - Sacramento,2019
179,20000099,HCHG SURG LVL 3 MCAL 2ND+ EA SUBSEQ 1/2HR NONOR,360.0,3530.0,3530.0,Sutter Medical Center - Sacramento,2019
180,20000100,HCHG SURG LVL 4 MCAL 1ST HR NONOR,360.0,9773.0,9773.0,Sutter Medical Center - Sacramento,2019
181,20000101,HCHG SURG LVL 4 MCAL 1ST SUBSEQ 1/2HR NONOR,360.0,4254.0,4254.0,Sutter Medical Center - Sacramento,2019
182,20000102,HCHG SURG LVL 4 MCAL 2ND+ EA SUBSEQ 1/2HR NONOR,360.0,4254.0,4254.0,Sutter Medical Center - Sacramento,2019
183,20000103,HCHG SURG LVL 5 MCAL 1ST HR NONOR,360.0,10894.0,10894.0,Sutter Medical Center - Sacramento,2019
184,20000104,HCHG SURG LVL 5 MCAL 1ST SUBSEQ 1/2HR NONOR,360.0,5362.0,5362.0,Sutter Medical Center - Sacramento,2019
185,20000105,HCHG SURG LVL 5 MCAL 2ND+ EA SUBSEQ 1/2HR NONOR,360.0,5362.0,5362.0,Sutter Medical Center - Sacramento,2019
186,20000111,HCHG SURG LVL 1 MCAL 1ST HR,360.0,6348.0,6208.0,Sutter Medical Center - Sacramento,2019
187,20000112,HCHG SURG LVL 1 MCAL1ST SUBSEQ HALF,360.0,2562.0,2422.0,Sutter Medical Center - Sacramento,2019
188,20000113,HCHG SURG LVL 1 MCAL 2ND+ EA SUBSEQ 1/2HR,360.0,2562.0,2422.0,Sutter Medical Center - Sacramento,2019
189,20000211,HCHG SURG LVL 2 MCAL 1ST HR,360.0,8219.0,8053.0,Sutter Medical Center - Sacramento,2019
190,20000212,HCHG SURG LVL 2 MCAL 1ST SUBSEQ 1/2HR,360.0,3312.0,3146.0,Sutter Medical Center - Sacramento,2019
191,20000213,HCHG SURG LVL 2 MCAL 2ND+ EA SUBSEQ 1/2HR,360.0,3312.0,3146.0,Sutter Medical Center - Sacramento,2019
192,20000311,HCHG SURG LVL 3 MCAL 1ST HR,360.0,10303.0,10029.0,Sutter Medical Center - Sacramento,2019
193,20000312,HCHG SURG LVL 3 MCAL 1ST SUBSEQ 1/2HR,360.0,4354.0,4080.0,Sutter Medical Center - Sacramento,2019
194,20000313,HCHG SURG LVL 3 MCAL 2ND+ EA SUBSEQ 1/2HR,360.0,4354.0,4080.0,Sutter Medical Center - Sacramento,2019
195,20000411,HCHG SURG LVL 4 MCAL 1ST HR,360.0,12756.0,12756.0,Sutter Medical Center - Sacramento,2019
196,20000412,HCHG SURG LVL 4 MCAL 1ST SUBSEQ 1/2HR,360.0,4736.0,4736.0,Sutter Medical Center - Sacramento,2019
197,20000413,HCHG SURG LVL 4 MCAL 2ND+ EA SUBSEQ 1/2HR,360.0,4736.0,4736.0,Sutter Medical Center - Sacramento,2019
198,20000511,HCHG SURG LVL 5 MCAL 1ST HR,360.0,15436.0,15436.0,Sutter Medical Center - Sacramento,2019
199,20000512,HCHG SURG LVL 5 MCAL 1ST SUBSEQ 1/2HR,360.0,5930.0,5930.0,Sutter Medical Center - Sacramento,2019
200,20000513,HCHG SURG LVL 5 MCAL 2ND+ EA SUBSEQ 1/2HR,360.0,5930.0,5930.0,Sutter Medical Center - Sacramento,2019
201,20000641,HCHG INTERDISCAL PERQ ASPIR DX,361.0,1941.0,1941.0,Sutter Medical Center - Sacramento,2019
202,20000660,HCHG ABORTED/DISCONTINUED CASE ENDO,750.0,536.0,536.0,Sutter Medical Center - Sacramento,2019
203,20000664,HCHG HEART ACQUISITION,812.0,139000.0,139000.0,Sutter Medical Center - Sacramento,2019
204,20000673,HCHG ENDOSCOPY RESPIRATORY DIAGNOSTIC,361.0,1694.0,1694.0,Sutter Medical Center - Sacramento,2019
205,20000674,HCHG ENDOSCOPY RESPIRATORY PLUS 1 INTERVENTION,361.0,3393.0,3393.0,Sutter Medical Center - Sacramento,2019
206,20000675,HCHG ENDOSCOPY RESPIRATORY DX PLUS 2 INTERVENTIONS,361.0,5065.0,5065.0,Sutter Medical Center - Sacramento,2019
207,20000676,HCHG ENDOSCOPY RESPIRATORY DX PLUS 3/MORE INTERVENTIONS,361.0,6880.0,6880.0,Sutter Medical Center - Sacramento,2019
208,20000708,HCHG PARACENTSIS ABD NO IM,361.0,1974.0,1974.0,Sutter Medical Center - Sacramento,2019
209,20000710,HCHG INJ PV FACET W IMAGE GUIDANCE C/T 1 LVL BIL,361.0,4550.0,4550.0,Sutter Medical Center - Sacramento,2019
210,20000713,HCHG DRESSNG CHG OT/BRN W/ANES,361.0,1876.0,1876.0,Sutter Medical Center - Sacramento,2019
211,20100004,HCHG CYSTOMETROGRAM W/UP,361.0,1223.0,1223.0,Sutter Medical Center - Sacramento,2019
212,20100005,HCHG CYSTOMETROGRAM W/VP,361.0,1383.0,1383.0,Sutter Medical Center - Sacramento,2019
213,20200034,HCHG REPLACE G/C TUBE PERC,361.0,1961.0,1961.0,Sutter Medical Center - Sacramento,2019
