,CDM,Description,Price,TYPE,NOTE,Hospital,Year
26,38002317,BANDAGE PREVENA KIT 13CM,1753.0,0,,Southwest Healthcare System - Murrieta,2019
27,38002341,EXPANDER BREAST ATROURA 650CC,6293.0,0,,Southwest Healthcare System - Murrieta,2019
28,38002358,IMPLANT BREAST COHESIVE3 620CC,3879.0,0,,Southwest Healthcare System - Murrieta,2019
29,38002366,IMPLANT BREAST COHESIVE3 525CC,3879.0,0,,Southwest Healthcare System - Murrieta,2019
30,38002374,IMPLANT BREAST COHESIVE3 555CC,3879.0,0,,Southwest Healthcare System - Murrieta,2019
31,38002390,INSERT HUM RSP SOCKET 32MM,3501.0,0,,Southwest Healthcare System - Murrieta,2019
32,38002408,PLATE 4/8H 1.5MM LCP T-PLATE,1586.0,0,,Southwest Healthcare System - Murrieta,2019
33,38002432,ARTROURA BREAST EXPANDER 500CC,5220.0,0,,Southwest Healthcare System - Murrieta,2019
34,38002440,GRAFT PURAPLY AM 5X5CM,9152.0,0,,Southwest Healthcare System - Murrieta,2019
35,38002457,GRAFT PURAPLY AM 2X2CM,2145.0,0,,Southwest Healthcare System - Murrieta,2019
36,38002465,GRAFT PURAPLY AM 2X4CM,2717.0,0,,Southwest Healthcare System - Murrieta,2019
37,38002473,GRAFT PURAPLY AM 6X9CM,19465.0,0,,Southwest Healthcare System - Murrieta,2019
38,38002556,CATH ZELANTE OTW 035X8FX105,4591.0,0,,Southwest Healthcare System - Murrieta,2019
39,38002994,SCREW SPINE T THD 5.5MM SET TI,386.0,0,,Southwest Healthcare System - Murrieta,2019
40,38003141,BOOT WALKER NON PNEUM PRE,120.0,0,,Southwest Healthcare System - Murrieta,2019
41,38003497,MESH MEDIUM 3D MAX LIGHT RT,524.0,0,,Southwest Healthcare System - Murrieta,2019
42,38003505,MESH MEDIUM 3D MAX LIGHT LT,590.0,0,,Southwest Healthcare System - Murrieta,2019
43,38003554,CAGE PS 12X25MM BATTALION,6936.0,0,,Southwest Healthcare System - Murrieta,2019
44,38003562,CAGE PS 13X25MM BATTALION,7846.0,0,,Southwest Healthcare System - Murrieta,2019
45,38003604,NAIL 130D 12X340MM RT CANN,8406.0,0,,Southwest Healthcare System - Murrieta,2019
46,38003612,NAIL 130D 10X420MM LT CANN,5833.0,0,,Southwest Healthcare System - Murrieta,2019
47,38004305,SHEATH NAV HD 12/14FR 46CM,400.0,0,,Southwest Healthcare System - Murrieta,2019
48,38004313,SHEATH NAV HD 13/15FR 36CM,440.0,0,,Southwest Healthcare System - Murrieta,2019
49,38004321,SHEATH NAV HD 12/14FR  28CM,440.0,0,,Southwest Healthcare System - Murrieta,2019
50,38004446,NAIL 130D 10X400MM RT CANN,5833.0,0,,Southwest Healthcare System - Murrieta,2019
51,38004719,CAGE 9X25MM BATTALION PS,6936.0,0,,Southwest Healthcare System - Murrieta,2019
52,38004834,SCREW FOOT PLATE 10MM,1328.0,0,,Southwest Healthcare System - Murrieta,2019
53,38004842,CAGE PEEK 9MM 16X13,6308.0,0,,Southwest Healthcare System - Murrieta,2019
54,38004883,VIVIGEN 1CC CELLULAR BIOLOGIC,1931.0,0,,Southwest Healthcare System - Murrieta,2019
55,38005005,PLATE 2.7X3.5 HUM 6H 134MM,3611.0,0,,Southwest Healthcare System - Murrieta,2019
56,38005021,MEMBRANE ACTISHIELD 4X8CM,10402.0,0,,Southwest Healthcare System - Murrieta,2019
57,38005054,SURFACE PERSONA UC 11MM EF,3449.0,0,,Southwest Healthcare System - Murrieta,2019
58,38005781,PLATE 3.5X94 ANT CLAV 6H LT,3007.0,0,,Southwest Healthcare System - Murrieta,2019
59,38005799,PLATE 3.5X115 SUP CLAV 8H RT,3155.0,0,,Southwest Healthcare System - Murrieta,2019
60,38005914,CAGE 8X25MM BATTALION PS,6936.0,0,,Southwest Healthcare System - Murrieta,2019
61,38006375,SCREW SPINE 7.5X55MM,2416.0,0,,Southwest Healthcare System - Murrieta,2019
62,38006425,CATH RELIEVA SPIN SYSTEM,6904.0,0,,Southwest Healthcare System - Murrieta,2019
63,38006607,SCREW CORT 7X45MM,4159.0,0,,Southwest Healthcare System - Murrieta,2019
64,38006698,DRESSING NPWT VAC VERAFLO MED,727.0,0,,Southwest Healthcare System - Murrieta,2019
65,38006953,FEMUR PRO 2 FEM STEM S23,5922.0,0,,Southwest Healthcare System - Murrieta,2019
66,38007027,SCREW CORT LOCK 3.5X22MM,1260.0,0,,Southwest Healthcare System - Murrieta,2019
67,38007118,ZENAPRO HYBRID HERNIA 20X30,14869.0,0,,Southwest Healthcare System - Murrieta,2019
68,38007308,STENT DES SYNERGY2 MONO 2.5X8,4868.0,0,,Southwest Healthcare System - Murrieta,2019
69,38007316,STENT DES SYNERGY2 MONO 2.5X12,4868.0,0,,Southwest Healthcare System - Murrieta,2019
70,38007332,STENT DES SYNERGY2 MONO 2.5X20,4868.0,0,,Southwest Healthcare System - Murrieta,2019
71,38007399,STENT DES SYNEGY2 MONO 2.75X12,4868.0,0,,Southwest Healthcare System - Murrieta,2019
72,38007407,STENT DES SYNEGY2 MONO 2.75X16,4868.0,0,,Southwest Healthcare System - Murrieta,2019
73,38007464,STENT DES SYNERGY2 MONO 3X8MM,4868.0,0,,Southwest Healthcare System - Murrieta,2019
74,38007472,STENT DES SYNERGY2 MONO 3X12MM,4868.0,0,,Southwest Healthcare System - Murrieta,2019
75,38007480,STENT DES SYNERGY2 MONO 3X16MM,4868.0,0,,Southwest Healthcare System - Murrieta,2019
76,38007548,STENT DES SYNERGY2 MONO 3.5X8,4868.0,0,,Southwest Healthcare System - Murrieta,2019
77,38007555,STENT DES SYNERGY2 MONO 3.5X12,4868.0,0,,Southwest Healthcare System - Murrieta,2019
78,38007571,STENT DES SYNERGY2 MONO 3.5X20,4868.0,0,,Southwest Healthcare System - Murrieta,2019
79,38007621,STENT DES SYNERGY2 MONO 4X8MM,4868.0,0,,Southwest Healthcare System - Murrieta,2019
80,38007639,STENT DES SYNERGY2 MONO 4X12MM,4868.0,0,,Southwest Healthcare System - Murrieta,2019
81,38007647,STENT DES SYNERGY2 MONO 4X16MM,4868.0,0,,Southwest Healthcare System - Murrieta,2019
82,38007654,STENT DES SYNERGY2 MONO 4X20MM,4868.0,0,,Southwest Healthcare System - Murrieta,2019
83,38008397,CATH ENSNARE 27-45MMX120CM,1559.0,0,,Southwest Healthcare System - Murrieta,2019
84,38008512,STENT SUPERA 6FX5X40MMX120CM,4909.0,0,,Southwest Healthcare System - Murrieta,2019
85,38008918,CATH TURNPIKE GOLD 5FR 5621,2237.0,0,,Southwest Healthcare System - Murrieta,2019
86,38008934,CATH TURNPIKE SPIRAL 5FRX135CM,2237.0,0,,Southwest Healthcare System - Murrieta,2019
87,38009130,STEM STD 1 TI/HA CONE 12/14 0,8046.0,0,,Southwest Healthcare System - Murrieta,2019
88,38009528,SUTURE BTB TIGHTROPE,1575.0,0,,Southwest Healthcare System - Murrieta,2019
89,38009551,HIP FEM SIZE 14,8921.0,0,,Southwest Healthcare System - Murrieta,2019
90,38009569,LINER ACET E+ 44MM ID HEAD,3242.0,0,,Southwest Healthcare System - Murrieta,2019
91,38009577,FEMUR NONPOR 4 LT,7625.0,0,,Southwest Healthcare System - Murrieta,2019
92,38009585,BASEPLATE NOPOR 4 LT MINUS,4599.0,0,,Southwest Healthcare System - Murrieta,2019
93,38009593,INSERT TIB LT 3D EMPOWER 12MM,4022.0,0,,Southwest Healthcare System - Murrieta,2019
94,38010658,GRAFT FLEX HD PLIABLE 8X16CM,22827.0,0,,Southwest Healthcare System - Murrieta,2019
95,38011235,INSERT HUM RSP SOCKET 36MM,2860.0,0,,Southwest Healthcare System - Murrieta,2019
96,38011383,COLLAR BOA CAP ENHANCED,3634.0,0,,Southwest Healthcare System - Murrieta,2019
97,38011714,KNEE IMMOBILIZER 3PANEL 16IN,73.0,0,,Southwest Healthcare System - Murrieta,2019
98,38012449,GRAFT PURAPLY FEN 5X5,8288.0,0,,Southwest Healthcare System - Murrieta,2019
99,38012456,PLATE LCK 2.4/2.7MM VA,3117.0,0,,Southwest Healthcare System - Murrieta,2019
100,38012472,CAGE PEEK 8MMX16X13,6476.0,0,,Southwest Healthcare System - Murrieta,2019
101,38012498,ACETABULAR SYS CUP 3H 64MM,3400.0,0,,Southwest Healthcare System - Murrieta,2019
102,38012597,LINER HOOD ESCALDE +0 36/64-70,2107.0,0,,Southwest Healthcare System - Murrieta,2019
103,38012720,COMPONENT FEM CRUC 6 LT 76X52,4934.0,0,,Southwest Healthcare System - Murrieta,2019
104,38012811,PATELLA 3PEG VEGA 32X9MM,787.0,0,,Southwest Healthcare System - Murrieta,2019
105,38012928,PLATE SUPRAPECTINEAL LT,5523.0,0,,Southwest Healthcare System - Murrieta,2019
106,38013496,ROD 5.5X40MM LORD RELINE-O TI,886.0,0,,Southwest Healthcare System - Murrieta,2019
107,38013504,ROD 5.5X45MM LORD RELINE-O TI,805.0,0,,Southwest Healthcare System - Murrieta,2019
108,38013520,SCREW 6.5X45MM 2S POLYAXIAL,2736.0,0,,Southwest Healthcare System - Murrieta,2019
109,38013538,SCREW 6.5X50MM 2S POLYAXIAL,2736.0,0,,Southwest Healthcare System - Murrieta,2019
110,38013546,SCREW 6.5X55MM 2S POLYAXIAL,2431.0,0,,Southwest Healthcare System - Murrieta,2019
111,38014080,COMPONENT FEM JOURNEY CR RT 7,6864.0,0,,Southwest Healthcare System - Murrieta,2019
112,38014114,GENERATOR PROCLAIM 5 ELITE,57200.0,0,,Southwest Healthcare System - Murrieta,2019
113,38014221,SCREW TFNA 80MM STERILE,2484.0,0,,Southwest Healthcare System - Murrieta,2019
114,38014478,EXPANDER ARTOURA BREAST 300CC,5220.0,0,,Southwest Healthcare System - Murrieta,2019
115,38014569,NAIL 130D RT CANN TFNA 10X420,8406.0,0,,Southwest Healthcare System - Murrieta,2019
116,38014718,NECK MOD KINECTIV 12/14 NECK,1770.0,0,,Southwest Healthcare System - Murrieta,2019
117,38014916,CATH RELIEVA SPIN 6X16,6904.0,0,,Southwest Healthcare System - Murrieta,2019
118,38014924,PLATE OCCIPITAL 66MM,6984.0,0,,Southwest Healthcare System - Murrieta,2019
119,38015160,LINER G7 NEU E1 INFUSED 36MM G,9134.0,0,,Southwest Healthcare System - Murrieta,2019
120,38015517,NAIL 130D LT 10X320 CANN TFNA,8189.0,0,,Southwest Healthcare System - Murrieta,2019
121,38015533,PLATE 2.7/3.5MM 6H LT TIB,5340.0,0,,Southwest Healthcare System - Murrieta,2019
122,38015541,PLATE RT 2.7X70 VA LCK CALC,3997.0,0,,Southwest Healthcare System - Murrieta,2019
123,38016309,NAIL 10X400MM 130D T1 CANN LT,5833.0,0,,Southwest Healthcare System - Murrieta,2019
124,38016325,PLATE X LCK VARI ANGLE 2.4/2.7,3035.0,0,,Southwest Healthcare System - Murrieta,2019
125,38016648,INSERT HUM SOCKET 36MM RSP,3501.0,0,,Southwest Healthcare System - Murrieta,2019
126,38016937,PLATE LCK RT 2.7X70 VA CALCAN,3997.0,0,,Southwest Healthcare System - Murrieta,2019
127,38016945,SCREW POLYAX THS 8X35MM TI,2931.0,0,,Southwest Healthcare System - Murrieta,2019
128,38017216,SCREW S TAP 4X13MM,1654.0,0,,Southwest Healthcare System - Murrieta,2019
129,38017745,CATH ULTRAVERSE 035X3X60X130,354.0,0,,Southwest Healthcare System - Murrieta,2019
130,38017760,CATH ULTRAVERSE 035X3X80X130,315.0,0,,Southwest Healthcare System - Murrieta,2019
131,38017869,CATH ULTRAVERSE 035X4X60X130,315.0,0,,Southwest Healthcare System - Murrieta,2019
132,38017901,CATH ULTRAVERSE 035X5X120X130,315.0,0,,Southwest Healthcare System - Murrieta,2019
133,38017968,CATH ULTRAVERSE 035X5X300X130,315.0,0,,Southwest Healthcare System - Murrieta,2019
134,38017984,CATH ULTRAVERSE 035X5X60X130,315.0,0,,Southwest Healthcare System - Murrieta,2019
135,38018008,CATH ULTRAVERSE 035X5X80X130,354.0,0,,Southwest Healthcare System - Murrieta,2019
136,38018024,CATH ULTRAVERSE 035X6X120X130,354.0,0,,Southwest Healthcare System - Murrieta,2019
137,38018107,CATH ULTRAVERSE 035X6X60X130,354.0,0,,Southwest Healthcare System - Murrieta,2019
138,38018115,CATH ULTRAVERSE 035X6X80X130,354.0,0,,Southwest Healthcare System - Murrieta,2019
139,38018206,CATH ULTRAVERSE 035X7X60X130,315.0,0,,Southwest Healthcare System - Murrieta,2019
140,38018214,CATH ULTRAVERSE 035X7X60X75,443.0,0,,Southwest Healthcare System - Murrieta,2019
141,38018222,CATH ULTRAVERSE 035X7X80X130,354.0,0,,Southwest Healthcare System - Murrieta,2019
142,38018313,CATH ULTRAVERSE 035X8X60X130,315.0,0,,Southwest Healthcare System - Murrieta,2019
143,38018339,CATH ULTRAVERSE 035X8X80X130,354.0,0,,Southwest Healthcare System - Murrieta,2019
144,38018495,GWIRE 014X335CM VIPERWIRE ADV,3186.0,0,,Southwest Healthcare System - Murrieta,2019
145,38018545,KNEE REV SYS MED STBL PEG,670.0,0,,Southwest Healthcare System - Murrieta,2019
146,38018636,SCREW 4.5X13MM,1923.0,0,,Southwest Healthcare System - Murrieta,2019
147,38018842,NEEDLE BX JAMSHIDI 11GAX6IN,73.0,0,,Southwest Healthcare System - Murrieta,2019
148,38018966,AICD INVENTRA DX,39182.0,0,,Southwest Healthcare System - Murrieta,2019
149,38018982,AICD IPERIA DR-T DF-1,45862.0,0,,Southwest Healthcare System - Murrieta,2019
150,38019121,SCREW MULTILOC 4.5X52MM TI,781.0,0,,Southwest Healthcare System - Murrieta,2019
151,38019360,SCREW SPINE S TAP 3.5MM,1654.0,0,,Southwest Healthcare System - Murrieta,2019
152,38019782,STEM ASCEND FLX LONG PTC 6B,12230.0,0,,Southwest Healthcare System - Murrieta,2019
153,38019949,SCREW HEX LO PRO 4.3X36MM,518.0,0,,Southwest Healthcare System - Murrieta,2019
154,38019956,SCREW NL LO PRO HEX 3.5X20MM,360.0,0,,Southwest Healthcare System - Murrieta,2019
155,38020038,SLEEVE CER OPTION 12/14 +7,790.0,0,,Southwest Healthcare System - Murrieta,2019
156,38020046,COMPONENT G7 MULTIH 56MM F,21745.0,0,,Southwest Healthcare System - Murrieta,2019
157,38020079,COMPONENT FEM CEM 3,14149.0,0,,Southwest Healthcare System - Murrieta,2019
158,38020087,HEAD FEM BIPOLAR 40MM CBLT,930.0,0,,Southwest Healthcare System - Murrieta,2019
159,38020103,STEM STRGT NOCEM 20X110MM,5962.0,0,,Southwest Healthcare System - Murrieta,2019
160,38020277,INSERT EVOLTN MP CS 4 10MM LT,3441.0,0,,Southwest Healthcare System - Murrieta,2019
161,38020285,INSERT CR RT SZ3 10 MM,3441.0,0,,Southwest Healthcare System - Murrieta,2019
162,38020368,SCREW POLYAX T1 9X40MM,3009.0,0,,Southwest Healthcare System - Murrieta,2019
163,38020376,SCREW POLYAX T1 9X45MM,3009.0,0,,Southwest Healthcare System - Murrieta,2019
164,38020384,SCREW POLYAX T1 9X50MM,3009.0,0,,Southwest Healthcare System - Murrieta,2019
165,38020442,BREAST IMPLANT STYLE FX 685CC,4691.0,0,,Southwest Healthcare System - Murrieta,2019
166,38021010,NAIL FEM 130D TROCH 10X300 TI,6564.0,0,,Southwest Healthcare System - Murrieta,2019
167,38021283,SCREW POLYAX 5.5X50MM,2736.0,0,,Southwest Healthcare System - Murrieta,2019
168,38021564,CATH DRAIN THORA PARA 5FR,226.0,0,,Southwest Healthcare System - Murrieta,2019
169,38021853,HAMMERTOE 2STEP 4.5X3X14,5665.0,0,,Southwest Healthcare System - Murrieta,2019
170,38022059,PLATE SPRING 2H 3.5MM STERILE,856.0,0,,Southwest Healthcare System - Murrieta,2019
171,38022331,PLATE MANUBRIUM,2861.0,0,,Southwest Healthcare System - Murrieta,2019
172,38022737,STENT 5X80MMX130CM INNOVA,2817.0,0,,Southwest Healthcare System - Murrieta,2019
173,38022851,STENT 8X100MMX130CM INNOVA,3540.0,0,,Southwest Healthcare System - Murrieta,2019
174,38023644,AGC MOD TIB II POLY BRG 12X87,5251.0,0,,Southwest Healthcare System - Murrieta,2019
175,38023693,BLADE HELICAL TFNA 125MM,1968.0,0,,Southwest Healthcare System - Murrieta,2019
176,38024006,INSERT 5-6 13MM HI FLX GEN2,11843.0,0,,Southwest Healthcare System - Murrieta,2019
177,38024220,IMPLANT BIOCOMP DISTAL BICEP,3895.0,0,,Southwest Healthcare System - Murrieta,2019
178,38024477,CAGE PEEK 7MM 13X16MM,3452.0,0,,Southwest Healthcare System - Murrieta,2019
179,38024519,ROD 5.5 X 45-65MM RELINE LP,2736.0,0,,Southwest Healthcare System - Murrieta,2019
180,38024535,SCREW POLYAX 7.5X50MM 2S,2431.0,0,,Southwest Healthcare System - Murrieta,2019
181,38024543,ROD 5.5X65MM LORD TI RELINE-O,805.0,0,,Southwest Healthcare System - Murrieta,2019
182,38024550,SCREW POLYAX 6.5X45MM 2C MAS,3003.0,0,,Southwest Healthcare System - Murrieta,2019
183,38025128,STEM HUM 5C STD 82MM 137.5D,16884.0,0,,Southwest Healthcare System - Murrieta,2019
184,38025201,GRAFT HYBRID HERNIA 10X15,3186.0,0,,Southwest Healthcare System - Murrieta,2019
185,38025607,GRAFT KNIT HEMAGARD STRGT 18MM,1354.0,0,,Southwest Healthcare System - Murrieta,2019
186,38025821,LEAD DEFIB 8X52 OPTISURE,12745.0,0,,Southwest Healthcare System - Murrieta,2019
187,38025912,CATH ULTRAVRS 035X6MMX20X130CM,315.0,0,,Southwest Healthcare System - Murrieta,2019
188,38025961,SCREW HEX LCK ST 4.75X40X3.5,185.0,0,,Southwest Healthcare System - Murrieta,2019
189,38026159,BASEPLATE TIB SZ1 LT,9442.0,0,,Southwest Healthcare System - Murrieta,2019
190,38026639,PLATE 95MM 5 LVL ANT CERV,2789.0,0,,Southwest Healthcare System - Murrieta,2019
191,38026969,POLY PATELLA SZ 2 10MM,787.0,0,,Southwest Healthcare System - Murrieta,2019
192,38027835,KYPHON XPEDE BONE CEMENT,1079.0,0,,Southwest Healthcare System - Murrieta,2019
193,38028577,KYPHON XPEDE BONE CEMENT SZ2,1308.0,0,,Southwest Healthcare System - Murrieta,2019
194,38028601,CAGE PS BATALLION 10X30MM,7846.0,0,,Southwest Healthcare System - Murrieta,2019
195,38028650,MESH ULTRAPRO ADV 10X15CM,327.0,0,,Southwest Healthcare System - Murrieta,2019
196,38029401,CAGE BATALLION PS 9X30MM,8630.0,0,,Southwest Healthcare System - Murrieta,2019
197,38029450,GRAFT HERNIA ZENAPRO 15CM,4248.0,0,,Southwest Healthcare System - Murrieta,2019
198,38029591,NAIL FEM PRX 125D 12X360MM LT,8406.0,0,,Southwest Healthcare System - Murrieta,2019
199,38030219,INSERT ART CR XLPE 3-4 10MM LT,3146.0,0,,Southwest Healthcare System - Murrieta,2019
200,38030300,LEAD ACUITY X4 STRGT IS4 86CM,9500.0,0,,Southwest Healthcare System - Murrieta,2019
201,38030631,SCREW CANC ESCALADE 6.5X15,380.0,0,,Southwest Healthcare System - Murrieta,2019
202,38030680,STENT DES ZILVER 6X40MM PTX,3361.0,0,,Southwest Healthcare System - Murrieta,2019
203,38030706,STENT DES ZILVER 6X100MM PTX,3540.0,0,,Southwest Healthcare System - Murrieta,2019
204,38030714,STENT DES ZILVER 6X100MM PTX,5134.0,0,,Southwest Healthcare System - Murrieta,2019
205,38030722,STENT DES ZILVER 6X60MM PTX,5134.0,0,,Southwest Healthcare System - Murrieta,2019
206,38030755,STENT DES ZILVER 7X40MM PTX,3782.0,0,,Southwest Healthcare System - Murrieta,2019
207,38030763,STENT DES ZILVER 7X60MM PTX,3361.0,0,,Southwest Healthcare System - Murrieta,2019
208,38030771,STENT DES ZILVER 7X80MM PTX,5134.0,0,,Southwest Healthcare System - Murrieta,2019
209,38030821,STENT DES ZILVER 8X80MM PTX,5777.0,0,,Southwest Healthcare System - Murrieta,2019
210,38030847,SCREW DELTA XTEND LCK 4.5X24MM,652.0,0,,Southwest Healthcare System - Murrieta,2019
211,38031001,CATH 1.25MMX60CM DIAMONBACK,9710.0,0,,Southwest Healthcare System - Murrieta,2019
212,38031233,LINER ACET FMP E-PLUS 36MM,3243.0,0,,Southwest Healthcare System - Murrieta,2019
213,38031282,DEFIB AMPLIA MRI QUAD DTMB1QQ,74344.0,0,,Southwest Healthcare System - Murrieta,2019
214,38031365,KWIRE NITINOL BLUNT THD UNI,252.0,0,,Southwest Healthcare System - Murrieta,2019
215,38031480,NAIL HUM LT LOC 8.5X210MM,5670.0,0,,Southwest Healthcare System - Murrieta,2019
216,38031530,CATH GUIDE SINUS 6X16MM KIT,6135.0,0,,Southwest Healthcare System - Murrieta,2019
217,38031613,WGUIDE RODRUNNER UNI 180CM,95.0,0,,Southwest Healthcare System - Murrieta,2019
218,38032181,HERNIA HYBRID C-HYB 30X30,23011.0,0,,Southwest Healthcare System - Murrieta,2019
219,38032306,RELOAD RELIATACK W 5 DEEP,2460.0,0,,Southwest Healthcare System - Murrieta,2019
220,38032322,BREAST TIS EXPANDER 700CC,6462.0,0,,Southwest Healthcare System - Murrieta,2019
221,38032405,PLATE FIB 2.7X3.5 9H RT 151MM,2285.0,0,,Southwest Healthcare System - Murrieta,2019
222,38032603,TENDON SPEEDGRAFT 245X9,8232.0,0,,Southwest Healthcare System - Murrieta,2019
223,38033171,SCREW RELINE MAS 5.5X45MM,3003.0,0,,Southwest Healthcare System - Murrieta,2019
224,38033338,SUTURE ACL TIGHTROPE RT,2414.0,0,,Southwest Healthcare System - Murrieta,2019
225,38033429,COMPONENT FEM CEM SZ2,15248.0,0,,Southwest Healthcare System - Murrieta,2019
226,38033437,BASEPLATETIB  CEM 2 REV,12902.0,0,,Southwest Healthcare System - Murrieta,2019
227,38033866,COMPONENT FEM SZ4 LT,7724.0,0,,Southwest Healthcare System - Murrieta,2019
228,38033965,ROD ALIGN SUBTALAR BIOARCH 1SZ,89.0,0,,Southwest Healthcare System - Murrieta,2019
229,38034419,PLATE 4H RT LAT 2.7/3.5 86MM,1942.0,0,,Southwest Healthcare System - Murrieta,2019
230,38034880,CAGE BATTALION PS 8X30MM,8407.0,0,,Southwest Healthcare System - Murrieta,2019
231,38034898,CAGE BATTALION PS 11X30MM,8630.0,0,,Southwest Healthcare System - Murrieta,2019
232,38035077,ROD 50MM,780.0,0,,Southwest Healthcare System - Murrieta,2019
233,38035085,ALLOGRAFT STEM CELLS 1CC,2173.0,0,,Southwest Healthcare System - Murrieta,2019
234,38035135,LEAD ACUITY X4 PASSIVE 86CM,9500.0,0,,Southwest Healthcare System - Murrieta,2019
235,38035143,PIN FIXATION THD HD SIGMA HIP,714.0,0,,Southwest Healthcare System - Murrieta,2019
236,38035580,LINER FREEDOM NEU E1 F 36MM,16077.0,0,,Southwest Healthcare System - Murrieta,2019
237,38035630,CAGE BATTALION PS 12X30MM,7846.0,0,,Southwest Healthcare System - Murrieta,2019
238,38035655,INSERT HUM SOCKET RSP 32MM +4,3540.0,0,,Southwest Healthcare System - Murrieta,2019
239,38038550,SCREW MATRIX POLYAX 8X40MM,2619.0,0,,Southwest Healthcare System - Murrieta,2019
240,38038659,CEMENT HV BONE 40GM,429.0,0,,Southwest Healthcare System - Murrieta,2019
241,38038873,ROD LORD 5.5X60MM 2S TI,886.0,0,,Southwest Healthcare System - Murrieta,2019
242,38038964,SCREW POLYAX 6.5X40MM 2S,3009.0,0,,Southwest Healthcare System - Murrieta,2019
243,38039087,GRAFT JRF VERSAGRAFT,4568.0,0,,Southwest Healthcare System - Murrieta,2019
244,38041257,INTRODUCER 021X5FX10 GLIDESHTH,81.0,0,,Southwest Healthcare System - Murrieta,2019
245,38041323,INTRODUCER 5FX10CM GLIDESHEATH,608.0,0,,Southwest Healthcare System - Murrieta,2019
246,38041513,NAIL RT 130D CANN TFNA 420X12,8406.0,0,,Southwest Healthcare System - Murrieta,2019
247,38041521,COMPONENT FEM NK GSF 3 RT,7257.0,0,,Southwest Healthcare System - Murrieta,2019
248,38042255,STIMULATOR SPINE RESTORE ULTRA,20533.0,0,,Southwest Healthcare System - Murrieta,2019
249,38042693,COMPONENT VERSYS 8 15X200 LT,21220.0,0,,Southwest Healthcare System - Murrieta,2019
250,38043113,LEAD PADDLE MRI VECTRIS 65CM,20533.0,0,,Southwest Healthcare System - Murrieta,2019
251,38043196,COMPONENT PSN 14MM VE L 3-11EF,3540.0,0,,Southwest Healthcare System - Murrieta,2019
252,38043204,SCREW LP NO LCK 2.7X12MM,169.0,0,,Southwest Healthcare System - Murrieta,2019
253,38043576,PLATE 4H RT TIB 2.7/3.5MM,5429.0,0,,Southwest Healthcare System - Murrieta,2019
254,38043618,HIP FEM 8 P2 POR COATED STD,8923.0,0,,Southwest Healthcare System - Murrieta,2019
